scenario,q,r,deck_size,grid,cells,pair_ticks,failure_patterns,min_mask,min_mass,min_margin
63,2,144,421,18241159416480,7389,13427520126020,2277,1603c001,1158928824926,47878304418
87,2,144,420,18241159416480,7389,13427520126020,2277,1603c001,1158928824926,47878304418
91,2,144,420,18241159416480,7389,13427520126020,2277,1603c001,1158928824926,47878304418
110,2,144,420,18241159416480,7389,13427520126020,2277,1603c001,1158928824926,47878304418
102,2,144,419,18241159416480,7389,13427520126020,2277,1603c001,1158928824926,47878304418
131,2,144,420,18241159416480,7389,13427520126020,2277,1603c001,1158928824926,47878304418
130,2,144,420,18241159416480,7389,13427520126020,2277,1603c001,1158928824926,47878304418
83,2,144,420,18241159416480,7389,13427520126020,2277,1603c001,1158928824926,47878304418
133,2,144,421,18241159416480,7389,13427520126020,2277,1603c001,1158928824926,47878304418
63,4,36,421,18241159416480,7181,13318941796160,2224,08506205,1212198009766,3403836949338
87,4,36,420,18241159416480,7181,13318941796160,2224,08506205,1212198009766,3403836949338
110,4,36,420,18241159416480,7181,13318941796160,2224,01461405,1160364445316,138322388988
102,4,36,419,18241159416480,7181,13318941796160,2224,22441481,1203174690550,2835367838730
63,4,62,421,565475941910880,7253,416940786662400,2239,1a101c10,36467565320684,35552847559572
87,4,62,420,565475941910880,7253,416940786662400,2239,0002501f,35959785247524,3562702950492
63,4,116,421,18241159416480,7357,13478689224000,2217,210804a5,1177646871566,1227115242738
87,4,116,420,18241159416480,7357,13478689224000,2217,210804a5,1177646871566,1227115242738
110,4,116,420,18241159416480,7357,13478689224000,2217,01461405,1165265171954,447068167182
102,4,116,419,18241159416480,7357,13478689224000,2217,210804a5,1177646871566,1227115242738
63,6,34,421,18241159416480,7205,13489260744960,2240,02423007,1161222243904,192363700032
87,6,34,420,18241159416480,7205,13489260744960,2240,027c0840,1160985201428,177430024044
91,6,34,420,18241159416480,7205,13489260744960,2240,02423007,1161222243904,192363700032
17,6,34,422,18241159416480,7205,13489260744960,2240,02423007,1161222243904,192363700032
83,6,34,420,18241159416480,7205,13489260744960,2240,02423007,1161222243904,192363700032
63,6,215,421,784369854908640,7561,576333774896880,2261,30960500,50206287279278,25516678959954
87,6,215,420,784369854908640,7561,576333774896880,2261,01a02407,50145386958874,21679958774502
91,6,215,420,784369854908640,7561,576333774896880,2261,30960500,50206287279278,25516678959954
110,6,215,420,784369854908640,7561,576333774896880,2261,30960500,50206287279278,25516678959954
102,6,215,419,784369854908640,7561,576333774896880,2261,30960500,50206287279278,25516678959954
131,6,215,420,784369854908640,7561,576333774896880,2261,30960500,50206287279278,25516678959954
83,6,215,420,784369854908640,7561,576333774896880,2261,107600c0,50072231366716,17071156468548
132,6,215,420,784369854908640,7561,576333774896880,2261,30960500,50206287279278,25516678959954
133,6,215,421,784369854908640,7561,576333774896880,2261,30960500,50206287279278,25516678959954
63,7,161,421,419546666579040,7455,307493830163520,2257,06418124,27261872300176,39311288594928
87,7,161,420,419546666579040,7455,307493830163520,2257,06418124,27261872300176,39311288594928
91,7,161,420,419546666579040,7455,307493830163520,2257,02809125,26883099203830,15448583525130
110,7,161,420,419546666579040,7455,307493830163520,2257,06418124,27261872300176,39311288594928
102,7,161,419,419546666579040,7455,307493830163520,2257,02409125,26879270792406,15207393605418
131,7,161,420,419546666579040,7455,307493830163520,2257,06418124,27261872300176,39311288594928
130,7,161,420,419546666579040,7455,307493830163520,2257,06418124,27261872300176,39311288594928
132,7,161,420,419546666579040,7455,307493830163520,2257,0010a5d0,27246782000660,38360599725420
133,7,161,421,419546666579040,7455,307493830163520,2257,06418124,27261872300176,39311288594928
63,7,204,421,18241159416480,7531,13401668142720,2312,03648840,1177037841152,1188746326656
87,7,204,420,18241159416480,7531,13401668142720,2312,027c0840,1172877520802,926646144606
91,7,204,420,18241159416480,7531,13401668142720,2312,03648840,1177037841152,1188746326656
17,7,204,422,18241159416480,7531,13401668142720,2312,03648840,1177037841152,1188746326656
83,7,204,420,18241159416480,7531,13401668142720,2312,022216a0,1171552249446,843154049178
63,7,440,421,18241159416480,7947,13401668142720,2407,002490c9,1164471286048,397053355104
87,7,440,420,18241159416480,7947,13401668142720,2407,002490c9,1164471286048,397053355104
91,7,440,420,18241159416480,7947,13401668142720,2407,002490c9,1164471286048,397053355104
17,7,440,422,18241159416480,7947,13401668142720,2407,21b40108,1161437938722,205952473566
83,7,440,420,18241159416480,7947,13401668142720,2407,002490c9,1164471286048,397053355104
63,12,125,421,456028985412000,7397,335072725947960,2296,01b04124,29160689252108,13007481234804
87,12,125,420,456028985412000,7397,335072725947960,2296,01b04124,29160689252108,13007481234804
91,12,125,420,456028985412000,7397,335072725947960,2296,01b04124,29160689252108,13007481234804
102,12,125,419,456028985412000,7397,335072725947960,2296,01b04124,29160689252108,13007481234804
131,12,125,420,456028985412000,7397,335072725947960,2296,01b04124,29160689252108,13007481234804
83,12,125,420,456028985412000,7397,335072725947960,2296,01b04124,29160689252108,13007481234804
132,12,125,420,456028985412000,7397,335072725947960,2296,01b04124,29160689252108,13007481234804
133,12,125,421,456028985412000,7397,335072725947960,2296,01b04124,29160689252108,13007481234804
63,12,179,421,3265167535549920,7513,2399146776586560,2301,30c48500,208328669616470,64036043637930
87,12,179,420,3265167535549920,7513,2399146776586560,2301,30c48500,208328669616470,64036043637930
91,12,179,420,3265167535549920,7513,2399146776586560,2301,311400d0,208097602804338,49478834473614
102,12,179,419,3265167535549920,7513,2399146776586560,2301,30c48500,208328669616470,64036043637930
131,12,179,420,3265167535549920,7513,2399146776586560,2301,30c48500,208328669616470,64036043637930
83,12,179,420,3265167535549920,7513,2399146776586560,2301,30c48500,208328669616470,64036043637930
132,12,179,420,3265167535549920,7513,2399146776586560,2301,30c48500,208328669616470,64036043637930
133,12,179,421,3265167535549920,7513,2399146776586560,2301,30c48500,208328669616470,64036043637930
63,12,308,421,18241159416480,7717,13401668142720,2418,01a48441,1191537095462,2102199348186
87,12,308,420,18241159416480,7717,13401668142720,2418,01a02407,1185749568564,1737585153612
91,12,308,420,18241159416480,7717,13401668142720,2418,01a48441,1191537095462,2102199348186
110,12,308,420,18241159416480,7717,13401668142720,2418,01461405,1164106821852,374092110756
102,12,308,419,18241159416480,7717,13401668142720,2418,01a48441,1191537095462,2102199348186
131,12,308,420,18241159416480,7717,13401668142720,2418,01a48441,1191537095462,2102199348186
130,12,308,420,18241159416480,7717,13401668142720,2418,01a48441,1191537095462,2102199348186
83,12,308,420,18241159416480,7717,13401668142720,2418,01a48441,1191537095462,2102199348186
132,12,308,420,18241159416480,7717,13401668142720,2418,01a48441,1191537095462,2102199348186
133,12,308,421,18241159416480,7717,13401668142720,2418,01461405,1164106821852,374092110756
63,12,328,421,747887536075680,7797,548972035772160,2315,20d04124,47659584568238,11003683496274
87,12,328,420,747887536075680,7797,548972035772160,2315,20d04124,47659584568238,11003683496274
91,12,328,420,747887536075680,7797,548972035772160,2315,20d04124,47659584568238,11003683496274
110,12,328,420,747887536075680,7797,548972035772160,2315,20d04124,47659584568238,11003683496274
102,12,328,419,747887536075680,7797,548972035772160,2315,20d04124,47659584568238,11003683496274
131,12,328,420,747887536075680,7797,548972035772160,2315,20d04124,47659584568238,11003683496274
130,12,328,420,747887536075680,7797,548972035772160,2315,20d04124,47659584568238,11003683496274
83,12,328,420,747887536075680,7797,548972035772160,2315,20d04124,47659584568238,11003683496274
132,12,328,420,747887536075680,7797,548972035772160,2315,20d04124,47659584568238,11003683496274
133,12,328,421,747887536075680,7797,548972035772160,2315,20d04124,47659584568238,11003683496274
131,13,128,420,145929275331840,7413,107204396378310,2274,20611608,9300131551212,2191186398996
63,13,294,421,127688115915360,7745,93811676999040,2385,01e11240,8115115952402,499841339886
91,13,294,420,127688115915360,7745,93811676999040,2385,01e11240,8115115952402,499841339886
110,13,294,420,127688115915360,7745,93811676999040,2385,01e11240,8115115952402,499841339886
131,13,294,420,127688115915360,7745,93811676999040,2385,01e11240,8115115952402,499841339886
63,13,366,421,1112710724405280,7877,817477893336720,2337,05102324,71608649199166,60502001926338
87,13,366,420,1112710724405280,7877,817477893336720,2337,05102324,71608649199166,60502001926338
91,13,366,420,1112710724405280,7877,817477893336720,2337,0180a1a4,70811850350860,10303674483060
110,13,366,420,1112710724405280,7877,817477893336720,2337,01409125,71169788765372,32853794597316
102,13,366,419,1112710724405280,7877,817477893336720,2337,102c1244,71943718327680,81611357022720
131,13,366,420,1112710724405280,7877,817477893336720,2337,01409125,71169788765372,32853794597316
83,13,366,420,1112710724405280,7877,817477893336720,2337,05102324,71608649199166,60502001926338
132,13,366,420,1112710724405280,7877,817477893336720,2337,01409125,71169788765372,32853794597316
133,13,366,421,1112710724405280,7877,817477893336720,2337,01409125,71169788765372,32853794597316
63,14,102,421,18241159416480,7361,13401668142720,2282,34221420,1161665750980,220304645820
87,14,102,420,18241159416480,7361,13401668142720,2282,34221420,1161665750980,220304645820
110,14,102,420,18241159416480,7361,13401668142720,2282,34221420,1161665750980,220304645820
102,14,102,419,18241159416480,7361,13401668142720,2282,34221420,1161665750980,220304645820
131,14,102,420,18241159416480,7361,13401668142720,2282,34221420,1161665750980,220304645820
130,14,102,420,18241159416480,7361,13401668142720,2282,34221420,1161665750980,220304645820
132,14,102,420,18241159416480,7361,13401668142720,2282,34221420,1161665750980,220304645820
133,14,102,421,18241159416480,7361,13401668142720,2282,34221420,1161665750980,220304645820
63,19,175,421,91205797082400,7519,67008340713600,2283,12445012,5854866893642,4033425969846
110,19,175,420,91205797082400,7519,67008340713600,2283,12445012,5854866893642,4033425969846
102,19,175,419,91205797082400,7519,67008340713600,2283,12445012,5854866893642,4033425969846
87,21,25,420,91205797082400,7215,67008340713600,2221,10c1a280,5800076995392,581662380096
91,21,25,420,91205797082400,7215,67008340713600,2221,10c1a280,5800076995392,581662380096
83,21,25,420,91205797082400,7215,67008340713600,2221,10c1a280,5800076995392,581662380096
87,22,339,420,2061251014062240,7809,1514371578829200,2332,0202a129,132115859341744,78295082280912
110,22,339,420,2061251014062240,7809,1514371578829200,2332,0202a129,132115859341744,78295082280912
131,22,339,420,2061251014062240,7809,1514371578829200,2332,0202a129,132115859341744,78295082280912
130,22,339,420,2061251014062240,7809,1514371578829200,2332,0202a129,132115859341744,78295082280912
83,22,339,420,2061251014062240,7809,1514371578829200,2332,0202a129,132115859341744,78295082280912
133,22,339,421,2061251014062240,7809,1514371578829200,2332,0202a129,132115859341744,78295082280912
63,23,175,421,2097733332895200,7527,1541191836412800,2281,08c0a980,133491371699456,19023085484928
110,23,175,420,2097733332895200,7527,1541191836412800,2281,12d01802,133453028162832,16607442677616
102,23,175,419,2097733332895200,7527,1541191836412800,2281,08c0a980,133491371699456,19023085484928
32,23,175,422,2097733332895200,7527,1541191836412800,2281,08c0a980,133491371699456,19023085484928
63,24,81,421,164170434748320,7325,120630524474460,2291,14438600,10435001959346,723384445518
87,24,81,420,164170434748320,7325,120630524474460,2291,14438600,10435001959346,723384445518
91,24,81,420,164170434748320,7325,120630524474460,2291,14438600,10435001959346,723384445518
110,24,81,420,164170434748320,7325,120630524474460,2291,14438600,10435001959346,723384445518
102,24,81,419,164170434748320,7325,120630524474460,2291,14438600,10435001959346,723384445518
130,24,81,420,164170434748320,7325,120630524474460,2291,14438600,10435001959346,723384445518
83,24,81,420,164170434748320,7325,120630524474460,2291,14438600,10435001959346,723384445518
132,24,81,420,164170434748320,7325,120630524474460,2291,14438600,10435001959346,723384445518
133,24,81,421,164170434748320,7325,120630524474460,2291,14438600,10435001959346,723384445518
63,24,181,421,3301649854382880,7525,2425748467402260,2347,02c1c300,211820743069640,138107395855800
110,24,181,420,3301649854382880,7525,2425748467402260,2347,02c1c300,211820743069640,138107395855800
132,24,181,420,3301649854382880,7525,2425748467402260,2347,02c1c300,211820743069640,138107395855800
63,24,197,421,3593508405046560,7557,2640082090545900,2326,2140448c,228987494220432,52178515700976
63,24,215,421,784369854908640,7585,576246912232992,2310,02c1c300,50210259029444,25766899220412
87,24,215,420,784369854908640,7585,576246912232992,2310,02c1c300,50210259029444,25766899220412
91,24,215,420,784369854908640,7585,576246912232992,2310,02c1c300,50210259029444,25766899220412
110,24,215,420,784369854908640,7585,576246912232992,2310,02c1c300,50210259029444,25766899220412
131,24,215,420,784369854908640,7585,576246912232992,2310,02c1c300,50210259029444,25766899220412
130,24,215,420,784369854908640,7585,576246912232992,2310,10651240,50188364125692,24387520284036
132,24,215,420,784369854908640,7585,576246912232992,2310,02c1c300,50210259029444,25766899220412
133,24,215,421,784369854908640,7585,576246912232992,2310,02c1c300,50210259029444,25766899220412
87,24,221,420,18241159416480,7581,13402299820140,2332,30c48500,1159526143484,85509373572
91,24,221,420,18241159416480,7581,13402299820140,2332,30c48500,1159526143484,85509373572
63,24,222,421,674922898409760,7597,495117184161600,2324,03648840,42892530935876,2537855321148
87,24,222,420,674922898409760,7597,495117184161600,2324,03648840,42892530935876,2537855321148
91,24,222,420,674922898409760,7597,495117184161600,2324,03648840,42892530935876,2537855321148
110,24,222,420,674922898409760,7597,495117184161600,2324,03648840,42892530935876,2537855321148
131,24,222,420,674922898409760,7597,495117184161600,2324,03648840,42892530935876,2537855321148
130,24,222,420,674922898409760,7597,495117184161600,2324,03648840,42892530935876,2537855321148
132,24,222,420,674922898409760,7597,495117184161600,2324,03648840,42892530935876,2537855321148
133,24,222,421,674922898409760,7597,495117184161600,2324,03648840,42892530935876,2537855321148
63,24,278,421,2535521158890720,7717,1862986983737880,2334,28560084,164162656539876,200162726449308
87,24,278,420,2535521158890720,7717,1862986983737880,2334,03648840,164677796358682,232616535034086
91,24,278,420,2535521158890720,7717,1862986983737880,2334,03648840,164677796358682,232616535034086
110,24,278,420,2535521158890720,7717,1862986983737880,2334,03648840,164677796358682,232616535034086
102,24,278,419,2535521158890720,7717,1862986983737880,2334,11848124,164602488643008,227872148946624
130,24,278,420,2535521158890720,7717,1862986983737880,2334,0094812c,162334102739556,84963837029148
83,24,278,420,2535521158890720,7717,1862986983737880,2334,02c09809,163400973455984,152176692164112
132,24,278,420,2535521158890720,7717,1862986983737880,2334,03648840,164677796358682,232616535034086
133,24,278,421,2535521158890720,7717,1862986983737880,2334,03648840,164677796358682,232616535034086
63,24,283,421,5162248114863840,7729,3792532483679940,2350,11640c40,330657740031632,182445162537456
110,24,283,420,5162248114863840,7729,3792532483679940,2350,11640c40,330657740031632,182445162537456
132,24,283,420,5162248114863840,7729,3792532483679940,2350,11640c40,330657740031632,182445162537456
63,24,299,421,419546666579040,7761,308228821934880,2359,02c1c300,26990978057006,22244951275218
110,24,299,420,419546666579040,7761,308228821934880,2359,01409125,26728664358472,5719188267576
132,24,299,420,419546666579040,7761,308228821934880,2359,01409125,26728664358472,5719188267576
63,24,301,421,784369854908640,7767,576271730136960,2355,02c1c300,50249776659954,28256509942542
87,24,301,420,784369854908640,7767,576271730136960,2355,22c11600,50223415549608,26595759990744
91,24,301,420,784369854908640,7767,576271730136960,2355,02c1c300,50249776659954,28256509942542
130,24,301,420,784369854908640,7767,576271730136960,2355,02c1c300,50249776659954,28256509942542
132,24,301,420,784369854908640,7767,576271730136960,2355,02c1c300,50249776659954,28256509942542
133,24,301,421,784369854908640,7767,576271730136960,2355,01461405,49867727663274,4187423151702
63,24,317,421,5782447535024160,7797,4248452890762080,2360,1844c804,371296064258782,261861908206626
87,24,317,420,5782447535024160,7797,4248452890762080,2360,1046d010,371023358444544,244681441909632
91,24,317,420,5782447535024160,7797,4248452890762080,2360,1046d010,371023358444544,244681441909632
110,24,317,420,5782447535024160,7797,4248452890762080,2360,1844c804,371296064258782,261861908206626
102,24,317,419,5782447535024160,7797,4248452890762080,2360,1844c804,371296064258782,261861908206626
131,24,317,420,5782447535024160,7797,4248452890762080,2360,1046d010,371023358444544,244681441909632
130,24,317,420,5782447535024160,7797,4248452890762080,2360,1046d010,371023358444544,244681441909632
83,24,317,420,5782447535024160,7797,4248452890762080,2360,1844c804,371296064258782,261861908206626
132,24,317,420,5782447535024160,7797,4248452890762080,2360,1844c804,371296064258782,261861908206626
133,24,317,421,5782447535024160,7797,4248452890762080,2360,1046d010,371023358444544,244681441909632
91,24,333,420,674922898409760,7829,495877232470620,2364,09409805,43065351055052,13425522829236
87,24,334,420,3046273622552160,7829,2238233691734040,2384,00509a81,194265137554558,53609175728514
110,24,334,420,3046273622552160,7829,2238233691734040,2384,00509a81,194265137554558,53609175728514
130,24,334,420,3046273622552160,7829,2238233691734040,2384,00509a81,194265137554558,53609175728514
83,24,334,420,3046273622552160,7829,2238233691734040,2384,02c09809,194194734105638,49173758446554
132,24,334,420,3046273622552160,7829,2238233691734040,2384,00509a81,194265137554558,53609175728514
133,24,334,421,3046273622552160,7829,2238233691734040,2384,00329124,194089011366200,42513225861960
63,24,339,421,2061251014062240,7841,1514341966557420,2358,04615060,132578108452606,107416776265218
87,24,339,420,2061251014062240,7841,1514341966557420,2358,09409805,131432959276614,35272378177722
91,24,339,420,2061251014062240,7841,1514341966557420,2358,09409805,131432959276614,35272378177722
110,24,339,420,2061251014062240,7841,1514341966557420,2358,01461405,130923856543386,3198905984358
131,24,339,420,2061251014062240,7841,1514341966557420,2358,01409125,131197375274114,20430586020222
130,24,339,420,2061251014062240,7841,1514341966557420,2358,01409125,131197375274114,20430586020222
83,24,339,420,2061251014062240,7841,1514341966557420,2358,02c09809,130974088360066,6363510435198
132,24,339,420,2061251014062240,7841,1514341966557420,2358,01409125,131197375274114,20430586020222
133,24,339,421,2061251014062240,7841,1514341966557420,2358,01461405,130923856543386,3198905984358
63,24,343,421,893816811407520,7851,656681738993280,2362,03648840,57044351873860,18526922423100
87,24,343,420,893816811407520,7851,656681738993280,2362,03648840,57044351873860,18526922423100
91,24,343,420,893816811407520,7851,656681738993280,2362,02809125,56920047397850,10695740434470
110,24,343,420,893816811407520,7851,656681738993280,2362,01409125,56973393439048,14056541029944
102,24,343,419,893816811407520,7851,656681738993280,2362,11848124,56889527134128,8772963819984
131,24,343,420,893816811407520,7851,656681738993280,2362,01409125,56973393439048,14056541029944
130,24,343,420,893816811407520,7851,656681738993280,2362,01409125,56973393439048,14056541029944
132,24,343,420,893816811407520,7851,656681738993280,2362,01409125,56973393439048,14056541029944
133,24,343,421,893816811407520,7851,656681738993280,2362,01409125,56973393439048,14056541029944
63,24,373,421,6803952462347040,7909,4998946306754400,2391,01e44140,432202337740684,12937428274932
63,24,388,421,1769392463398560,7933,1299899765083920,2376,11640c40,113458964965242,70344939216006
87,24,388,420,1769392463398560,7933,1299899765083920,2376,01948124,112572720528644,14511539710332
110,24,388,420,1769392463398560,7933,1299899765083920,2376,11640c40,113458964965242,70344939216006
131,24,388,420,1769392463398560,7933,1299899765083920,2376,10948124,112795849120604,28568641003812
130,24,388,420,1769392463398560,7933,1299899765083920,2376,11640c40,113458964965242,70344939216006
132,24,388,420,1769392463398560,7933,1299899765083920,2376,01948124,112572720528644,14511539710332
133,24,388,421,1769392463398560,7933,1299899765083920,2376,01948124,112572720528644,14511539710332
63,24,394,421,3593508405046560,7949,2639973512216040,2377,0184c121,231696992476942,222876905861106
110,24,394,420,3593508405046560,7949,2639973512216040,2377,01409125,228183822048458,1547168866614
132,24,394,420,3593508405046560,7949,2639973512216040,2377,01409125,228183822048458,1547168866614
63,24,395,421,1441051593901920,7945,1058703863132916,2382,01e44140,91614647919946,7516443348918
87,24,395,420,1441051593901920,7945,1058703863132916,2382,01e44140,91614647919946,7516443348918
131,24,395,420,1441051593901920,7945,1058703863132916,2382,01e44140,91614647919946,7516443348918
130,24,395,420,1441051593901920,7945,1058703863132916,2382,01e44140,91614647919946,7516443348918
132,24,395,420,1441051593901920,7945,1058703863132916,2382,01e44140,91614647919946,7516443348918
133,24,395,421,1441051593901920,7945,1058703863132916,2382,1190a012,91587914145894,5832215583642
63,24,407,421,674922898409760,7977,495857490956100,2375,02c1c300,43312415877084,28990606617252
110,24,407,420,674922898409760,7977,495857490956100,2375,02c1c300,43312415877084,28990606617252
83,24,407,420,674922898409760,7977,495857490956100,2375,02c09809,43284586907414,27237381528042
132,24,407,420,674922898409760,7977,495857490956100,2375,02c1c300,43312415877084,28990606617252
63,24,408,421,18241159416480,7933,13489260744960,2361,2084a188,1159290926008,70690672584
110,24,408,420,18241159416480,7933,13489260744960,2361,10864540,1159657456126,93782070018
102,24,408,419,18241159416480,7933,13489260744960,2361,10864540,1159657456126,93782070018
132,24,408,420,18241159416480,7933,13489260744960,2361,10864540,1159657456126,93782070018
63,24,413,421,1076228405572320,7991,790698420420480,2386,18c0c140,69511487260386,74310075115038
87,24,413,420,1076228405572320,7991,790698420420480,2386,1046d010,68501388627256,10673861227848
91,24,413,420,1076228405572320,7991,790698420420480,2386,1046d010,68501388627256,10673861227848
110,24,413,420,1076228405572320,7991,790698420420480,2386,01409125,69128759463278,50198223897234
102,24,413,419,1076228405572320,7991,790698420420480,2386,11848124,68609156563506,17463241211598
131,24,413,420,1076228405572320,7991,790698420420480,2386,1046d010,68501388627256,10673861227848
130,24,413,420,1076228405572320,7991,790698420420480,2386,1046d010,68501388627256,10673861227848
83,24,413,420,1076228405572320,7991,790698420420480,2386,11848124,68609156563506,17463241211598
132,24,413,420,1076228405572320,7991,790698420420480,2386,01409125,69128759463278,50198223897234
133,24,413,421,1076228405572320,7991,790698420420480,2386,1046d010,68501388627256,10673861227848
63,24,430,421,784369854908640,8005,576246912232992,2365,11640c40,50266171073092,29289357970236
87,24,430,420,784369854908640,8005,576246912232992,2365,01948124,50016203937048,13541428399464
110,24,430,420,784369854908640,8005,576246912232992,2365,11640c40,50266171073092,29289357970236
131,24,430,420,784369854908640,8005,576246912232992,2365,11640c40,50266171073092,29289357970236
130,24,430,420,784369854908640,8005,576246912232992,2365,10651240,50073724278994,17165209942062
132,24,430,420,784369854908640,8005,576246912232992,2365,01948124,50016203937048,13541428399464
133,24,430,421,784369854908640,8005,576246912232992,2365,01948124,50016203937048,13541428399464
63,24,443,421,8080833621500640,8049,5937063076744800,2400,11422016,513889281717182,51690262179906
63,24,457,421,8336209853331360,8077,6124686430742880,2395,02c1c300,533435366360556,261588667389588
87,24,457,420,8336209853331360,8077,6124686430742880,2395,1046d010,532203143340362,183958617117366
91,24,457,420,8336209853331360,8077,6124686430742880,2395,1046d010,532203143340362,183958617117366
110,24,457,420,8336209853331360,8077,6124686430742880,2395,02c1c300,533435366360556,261588667389588
130,24,457,420,8336209853331360,8077,6124686430742880,2395,1046d010,532203143340362,183958617117366
132,24,457,420,8336209853331360,8077,6124686430742880,2395,02c1c300,533435366360556,261588667389588
133,24,457,421,8336209853331360,8077,6124686430742880,2395,1046d010,532203143340362,183958617117366
63,24,461,421,8409174490997280,8085,6178215547363860,2395,30c48500,534901250194298,62080798251654
87,24,461,420,8409174490997280,8085,6178215547363860,2395,30c48500,534901250194298,62080798251654
91,24,461,420,8409174490997280,8085,6178215547363860,2395,30c48500,534901250194298,62080798251654
110,24,461,420,8409174490997280,8085,6178215547363860,2395,30c48500,534901250194298,62080798251654
131,24,461,420,8409174490997280,8085,6178215547363860,2395,30c48500,534901250194298,62080798251654
130,24,461,420,8409174490997280,8085,6178215547363860,2395,30c48500,534901250194298,62080798251654
132,24,461,420,8409174490997280,8085,6178215547363860,2395,30c48500,534901250194298,62080798251654
133,24,461,421,8409174490997280,8085,6178215547363860,2395,30c48500,534901250194298,62080798251654
63,24,476,421,18241159416480,8061,13401668142720,2374,23410209,1159527352978,85585571694
87,24,476,420,18241159416480,8061,13401668142720,2374,23410209,1159527352978,85585571694
91,24,476,420,18241159416480,8061,13401668142720,2374,0180a1a4,1158171479728,165556944
110,24,476,420,18241159416480,8061,13401668142720,2374,23410209,1159527352978,85585571694
102,24,476,419,18241159416480,8061,13401668142720,2374,23410209,1159527352978,85585571694
131,24,476,420,18241159416480,8061,13401668142720,2374,23410209,1159527352978,85585571694
130,24,476,420,18241159416480,8061,13401668142720,2374,23410209,1159527352978,85585571694
83,24,476,420,18241159416480,8061,13401668142720,2374,23410209,1159527352978,85585571694
132,24,476,420,18241159416480,8061,13401668142720,2374,23410209,1159527352978,85585571694
133,24,476,421,18241159416480,8061,13401668142720,2374,23410209,1159527352978,85585571694
63,24,479,421,8737515360493920,8121,6419259439653060,2401,06418124,558544883377118,238266210782754
87,24,479,420,8737515360493920,8121,6419259439653060,2401,06418124,558544883377118,238266210782754
91,24,479,420,8737515360493920,8121,6419259439653060,2401,06418124,558544883377118,238266210782754
110,24,479,420,8737515360493920,8121,6419259439653060,2401,06418124,558544883377118,238266210782754
131,24,479,420,8737515360493920,8121,6419259439653060,2401,06418124,558544883377118,238266210782754
130,24,479,420,8737515360493920,8121,6419259439653060,2401,06418124,558544883377118,238266210782754
132,24,479,420,8737515360493920,8121,6419259439653060,2401,06418124,558544883377118,238266210782754
133,24,479,421,8737515360493920,8121,6419259439653060,2401,06418124,558544883377118,238266210782754
63,24,492,421,747887536075680,8149,548537722452720,2400,28560084,47688758832798,12841662163554
91,24,492,420,747887536075680,8149,548537722452720,2400,09409805,47850986431126,23062000858218
63,24,497,421,1295122318570080,8159,951518438133120,2407,23410209,82242942269308,816088686084
110,24,497,420,1295122318570080,8159,951518438133120,2407,23410209,82242942269308,816088686084
132,24,497,420,1295122318570080,8159,951518438133120,2407,23410209,82242942269308,816088686084
63,24,499,421,9102338548823520,8161,6687556492737120,2399,01e44140,579328054249350,88313222414970
110,24,499,420,9102338548823520,8161,6687556492737120,2399,01e44140,579328054249350,88313222414970
132,24,499,420,9102338548823520,8161,6687556492737120,2399,01e44140,579328054249350,88313222414970
63,24,503,421,9175303186489440,8169,6741085609358100,2410,18c0c140,582938687846758,23924588387994
87,24,503,420,9175303186489440,8169,6741085609358100,2410,01948124,582637027739602,4920001637166
110,24,503,420,9175303186489440,8169,6741085609358100,2410,18c0c140,582938687846758,23924588387994
131,24,503,420,9175303186489440,8169,6741085609358100,2410,18c0c140,582938687846758,23924588387994
132,24,503,420,9175303186489440,8169,6741085609358100,2410,01948124,582637027739602,4920001637166
133,24,503,421,9175303186489440,8169,6741085609358100,2410,01948124,582637027739602,4920001637166
63,24,505,421,1842357101064480,8165,1353559175700732,2400,02c1c300,119726126537746,173317567620078
87,24,505,420,1842357101064480,8165,1353559175700732,2400,1046d010,117440858310568,29345669307864
91,24,505,420,1842357101064480,8165,1353559175700732,2400,1046d010,117440858310568,29345669307864
110,24,505,420,1842357101064480,8165,1353559175700732,2400,01409125,118044536253746,67377379728078
102,24,505,419,1842357101064480,8165,1353559175700732,2400,11848124,118019570772714,65804554423062
131,24,505,420,1842357101064480,8165,1353559175700732,2400,1046d010,117440858310568,29345669307864
130,24,505,420,1842357101064480,8165,1353559175700732,2400,1046d010,117440858310568,29345669307864
83,24,505,420,1842357101064480,8165,1353559175700732,2400,11848124,118019570772714,65804554423062
132,24,505,420,1842357101064480,8165,1353559175700732,2400,01409125,118044536253746,67377379728078
133,24,505,421,1842357101064480,8165,1353559175700732,2400,1046d010,117440858310568,29345669307864
63,24,507,421,237135072414240,8153,174218106349980,2413,04c10690,15162113076816,6672834182448
87,24,507,420,237135072414240,8153,174218106349980,2413,04c10690,15162113076816,6672834182448
110,24,507,420,237135072414240,8153,174218106349980,2413,01409125,15068517888074,776337291702
130,24,507,420,237135072414240,8153,174218106349980,2413,01409125,15068517888074,776337291702
132,24,507,420,237135072414240,8153,174218106349980,2413,01409125,15068517888074,776337291702
133,24,507,421,237135072414240,8153,174218106349980,2413,01409125,15068517888074,776337291702
63,24,511,421,1331604637403040,8187,978321774418560,2414,02c1c300,84730362847094,11594309754762
87,24,511,420,1331604637403040,8187,978321774418560,2414,02c1c300,84730362847094,11594309754762
91,24,511,420,1331604637403040,8187,978321774418560,2414,02c1c300,84730362847094,11594309754762
