scenario,q,r,deck_size,grid,cells,pair_ticks,failure_patterns,min_mask,min_mass,min_margin
110,172,175,420,3921849274543200,7819,2881358650684800,2303,32868100,249528499904034,32898395781342
102,172,175,419,3921849274543200,7819,2881358650684800,2303,32868100,249528499904034,32898395781342
32,172,175,422,3921849274543200,7819,2881358650684800,2303,32868100,249528499904034,32898395781342
87,172,201,420,52552780278878880,7869,38610454098216000,2315,0230c124,3342237818775806,349861467360258
110,172,201,420,52552780278878880,7869,38610454098216000,2315,0230c124,3342237818775806,349861467360258
63,172,211,421,165502039385723040,7889,121593614260318200,2301,2084a188,10601478816297312,5885007883838496
110,172,211,420,165502039385723040,7889,121593614260318200,2301,0ac44140,10660344489692258,9593545307720094
102,172,211,419,165502039385723040,7889,121593614260318200,2301,11848124,10651324360936246,9025277196091338
32,172,211,422,165502039385723040,7889,121593614260318200,2301,12444803,10597311760256650,5622483353276790
63,172,274,421,107458670122483680,8013,78947737954525440,2314,02188125,6824609361727136,115709298874848
87,172,274,420,107458670122483680,8013,78947737954525440,2314,02188125,6824609361727136,115709298874848
110,172,274,420,107458670122483680,8013,78947737954525440,2314,02188125,6824609361727136,115709298874848
132,172,274,420,107458670122483680,8013,78947737954525440,2314,02188125,6824609361727136,115709298874848
133,172,274,421,107458670122483680,8013,78947737954525440,2314,02188125,6824609361727136,115709298874848
87,172,279,420,24315465502167840,8021,17864392611865800,2316,027c0840,1564653454052904,1311305596661592
91,172,279,420,24315465502167840,8021,17864392611865800,2316,10842149,1570544757098486,1682457688533258
110,172,279,420,24315465502167840,8021,17864392611865800,2316,32868100,1572282917345582,1791961784100306
102,172,279,419,24315465502167840,8021,17864392611865800,2316,11848124,1551336103827380,472312532453580
83,172,279,420,24315465502167840,8021,17864392611865800,2316,11848124,1551336103827380,472312532453580
87,172,445,420,69808917086868960,8349,51288016461337656,2366,01948124,4449173280503964,1062248324273892
110,172,445,420,69808917086868960,8349,51288016461337656,2366,32868100,4456575498369956,1528588049831388
63,173,322,421,72581573318173920,8093,53325237539882880,2339,1aa28002,4726236259357916,7426591066853028
87,173,322,420,72581573318173920,8093,53325237539882880,2339,1aa28002,4726236259357916,7426591066853028
91,173,322,420,72581573318173920,8093,53325237539882880,2339,1aa28002,4726236259357916,7426591066853028
110,173,322,420,72581573318173920,8093,53325237539882880,2339,1aa28002,4726236259357916,7426591066853028
102,173,322,419,72581573318173920,8093,53325237539882880,2339,1aa28002,4726236259357916,7426591066853028
131,173,322,420,72581573318173920,8093,53325237539882880,2339,1aa28002,4726236259357916,7426591066853028
130,173,322,420,72581573318173920,8093,53325237539882880,2339,1aa28002,4726236259357916,7426591066853028
83,173,322,420,72581573318173920,8093,53325237539882880,2339,1aa28002,4726236259357916,7426591066853028
132,173,322,420,72581573318173920,8093,53325237539882880,2339,0010a5d0,4717633993637678,6884648326478034
133,173,322,421,72581573318173920,8093,53325237539882880,2339,1aa28002,4726236259357916,7426591066853028
63,174,256,421,291858550663680,7989,214430969232480,2337,22088c42,18822450597646,18380184996978
87,174,256,420,291858550663680,7989,214430969232480,2337,22088c42,18822450597646,18380184996978
91,174,256,420,291858550663680,7989,214430969232480,2337,22088c42,18822450597646,18380184996978
110,174,256,420,291858550663680,7989,214430969232480,2337,22088c42,18822450597646,18380184996978
102,174,256,419,291858550663680,7989,214430969232480,2337,22088c42,18822450597646,18380184996978
131,174,256,420,291858550663680,7989,214430969232480,2337,22088c42,18822450597646,18380184996978
130,174,256,420,291858550663680,7989,214430969232480,2337,22088c42,18822450597646,18380184996978
83,174,256,420,291858550663680,7989,214430969232480,2337,22088c42,18822450597646,18380184996978
132,174,256,420,291858550663680,7989,214430969232480,2337,0010a5d0,18695956759648,10411073203104
133,174,256,421,291858550663680,7989,214430969232480,2337,22088c42,18822450597646,18380184996978
63,175,211,421,19244423184386400,7903,14138759890569600,2335,128c8900,1237795228091864,1003406632241832
110,175,211,420,19244423184386400,7903,14138759890569600,2335,1a048128,1249866698428088,1763909263423944
102,175,211,419,19244423184386400,7903,14138759890569600,2335,1a048128,1249866698428088,1763909263423944
32,175,211,422,19244423184386400,7903,14138759890569600,2335,1a441801,1235045082597352,830147466087576
63,175,253,421,2097733332895200,7987,1541191836412800,2348,32260808,133472970408310,17863804142730
110,175,253,420,2097733332895200,7987,1541191836412800,2348,02622403,133423445204334,14743716292242
102,175,253,419,2097733332895200,7987,1541191836412800,2348,32260808,133472970408310,17863804142730
32,175,253,422,2097733332895200,7987,1541191836412800,2348,32260808,133472970408310,17863804142730
63,175,258,421,3921849274543200,7995,2881358650684800,2331,32868100,254888085892856,370552313077128
110,175,258,420,3921849274543200,7995,2881358650684800,2331,12d01802,254687151474758,357893444736954
102,175,258,419,3921849274543200,7995,2881358650684800,2331,32868100,254888085892856,370552313077128
32,175,306,422,91205797082400,8019,67008340713600,2338,02423007,5812374259672,1356390029736
63,175,316,421,7205257969509600,8107,5293658916374400,2357,03648840,459221379037502,109915001324226
110,175,316,420,7205257969509600,8107,5293658916374400,2357,03648840,459221379037502,109915001324226
102,175,316,419,7205257969509600,8107,5293658916374400,2357,03648840,459221379037502,109915001324226
32,175,316,422,7205257969509600,8107,5293658916374400,2357,03648840,459221379037502,109915001324226
63,175,322,421,2097733332895200,8099,1540856794709232,2354,1804aa01,135826387011224,166129050126312
110,175,322,420,2097733332895200,8099,1540856794709232,2354,1804aa01,135826387011224,166129050126312
102,175,322,419,2097733332895200,8099,1540856794709232,2354,1804aa01,135826387011224,166129050126312
32,175,322,422,2097733332895200,8099,1540856794709232,2354,1804aa01,135826387011224,166129050126312
63,175,390,421,91205797082400,8203,67008340713600,2387,1a048128,5907152180434,7327399037742
87,175,390,420,91205797082400,8203,67008340713600,2387,1a440803,5869406312534,4949409360042
91,175,390,420,91205797082400,8203,67008340713600,2387,1a440803,5869406312534,4949409360042
110,175,390,420,91205797082400,8203,67008340713600,2387,12d01802,5803267580786,782669259918
102,175,390,419,91205797082400,8203,67008340713600,2387,1a048128,5907152180434,7327399037742
131,175,390,420,91205797082400,8203,67008340713600,2387,1a440803,5869406312534,4949409360042
130,175,390,420,91205797082400,8203,67008340713600,2387,1a440803,5869406312534,4949409360042
83,175,390,420,91205797082400,8203,67008340713600,2387,02c09809,5802364032486,725745717018
132,175,390,420,91205797082400,8203,67008340713600,2387,1a440803,5869406312534,4949409360042
133,175,390,421,91205797082400,8203,67008340713600,2387,1a440803,5869406312534,4949409360042
63,175,420,421,91205797082400,8323,66884251193760,2450,11422016,5799709784066,558528066558
110,175,420,420,91205797082400,8323,66884251193760,2450,1a048128,5856674906602,4147330786326
102,175,420,419,91205797082400,8323,66884251193760,2450,1a048128,5856674906602,4147330786326
32,175,420,422,91205797082400,8323,66884251193760,2450,1a441801,5802597774272,740471449536
63,175,422,421,19244423184386400,8323,14138759890569600,2393,1a048128,1262215493795724,2541883371585012
110,175,422,420,19244423184386400,8323,14138759890569600,2393,1a048128,1262215493795724,2541883371585012
102,175,422,419,19244423184386400,8323,14138759890569600,2393,1a048128,1262215493795724,2541883371585012
32,175,422,422,19244423184386400,8323,14138759890569600,2393,1a048128,1262215493795724,2541883371585012
63,175,462,421,91205797082400,8323,67018493492496,2446,03208321,5812679323464,1375609048632
87,175,462,420,91205797082400,8323,67018493492496,2446,1a440803,5806772863580,1003502075940
63,175,567,421,820852173741600,8603,603174338038272,2469,128c8900,52245516223082,8058827087766
110,175,567,420,820852173741600,8603,603174338038272,2469,32260808,52275332807984,9937271936592
102,175,567,419,820852173741600,8603,603174338038272,2469,32260808,52275332807984,9937271936592
32,175,567,422,820852173741600,8603,603174338038272,2469,128c8900,52245516223082,8058827087766
63,180,440,421,18241159416480,8293,13411068863920,2494,16010219,1166359131228,515987601444
87,180,440,420,18241159416480,8293,13411068863920,2494,16010219,1166359131228,515987601444
91,180,440,420,18241159416480,8293,13411068863920,2494,16010219,1166359131228,515987601444
110,180,440,420,18241159416480,8293,13411068863920,2494,16010219,1166359131228,515987601444
131,180,440,420,18241159416480,8293,13411068863920,2494,16010219,1166359131228,515987601444
130,180,440,420,18241159416480,8293,13411068863920,2494,16010219,1166359131228,515987601444
83,180,440,420,18241159416480,8293,13411068863920,2494,16010219,1166359131228,515987601444
132,180,440,420,18241159416480,8293,13411068863920,2494,16010219,1166359131228,515987601444
133,180,440,421,18241159416480,8293,13411068863920,2494,16010219,1166359131228,515987601444
63,181,256,421,52826397670126080,8005,38811161140962210,2349,0082501b,3417820125818214,4017077246043162
87,181,256,420,52826397670126080,8005,38811161140962210,2349,32a40801,3426193954675648,4544628464061504
91,181,256,420,52826397670126080,8005,38811161140962210,2349,32a40801,3426193954675648,4544628464061504
110,181,256,420,52826397670126080,8005,38811161140962210,2349,0082501b,3417820125818214,4017077246043162
102,181,256,419,52826397670126080,8005,38811161140962210,2349,32a40801,3426193954675648,4544628464061504
131,181,256,420,52826397670126080,8005,38811161140962210,2349,0082501b,3417820125818214,4017077246043162
130,181,256,420,52826397670126080,8005,38811161140962210,2349,32a40801,3426193954675648,4544628464061504
83,181,256,420,52826397670126080,8005,38811161140962210,2349,32a40801,3426193954675648,4544628464061504
132,181,256,420,52826397670126080,8005,38811161140962210,2349,32a40801,3426193954675648,4544628464061504
133,181,256,421,52826397670126080,8005,38811161140962210,2349,32a40801,3426193954675648,4544628464061504
63,183,213,421,79002461432774880,7917,58043369263239360,2338,08c0a980,5038843712937220,1437308183945340
87,183,213,420,79002461432774880,7917,58043369263239360,2338,08c0a980,5038843712937220,1437308183945340
91,183,213,420,79002461432774880,7917,58043369263239360,2338,08c0a980,5038843712937220,1437308183945340
17,183,213,422,79002461432774880,7917,58043369263239360,2338,08c0a980,5038843712937220,1437308183945340
83,183,213,420,79002461432774880,7917,58043369263239360,2338,08c0a980,5038843712937220,1437308183945340
63,183,238,421,1112710724405280,7941,817501756705920,2314,08012a89,71366724038164,45260716783212
87,183,238,420,1112710724405280,7941,817501756705920,2314,1200208f,71635371663664,62185517189712
17,183,238,422,1112710724405280,7941,817501756705920,2314,04202299,70767963058402,7538775058206
63,183,311,421,346053035290042080,8113,254243542693620480,2372,08c0a980,22144067258199984,10864096106430672
87,183,311,420,346053035290042080,8113,254243542693620480,2372,08c0a980,22144067258199984,10864096106430672
91,183,311,420,346053035290042080,8113,254243542693620480,2372,08c0a980,22144067258199984,10864096106430672
110,183,311,420,346053035290042080,8113,254243542693620480,2372,08c0a980,22144067258199984,10864096106430672
102,183,311,419,346053035290042080,8113,254243542693620480,2372,08c0a980,22144067258199984,10864096106430672
131,183,311,420,346053035290042080,8113,254243542693620480,2372,08c0a980,22144067258199984,10864096106430672
130,183,311,420,346053035290042080,8113,254243542693620480,2372,08c0a980,22144067258199984,10864096106430672
133,183,311,421,346053035290042080,8113,254243542693620480,2372,08c0a980,22144067258199984,10864096106430672
63,183,394,421,219204012707840160,8277,161048156294865840,2369,38428808,13957747094281972,2522016108403596
87,183,394,420,219204012707840160,8277,161048156294865840,2369,38428808,13957747094281972,2522016108403596
91,183,394,420,219204012707840160,8277,161048156294865840,2369,38428808,13957747094281972,2522016108403596
110,183,394,420,219204012707840160,8277,161048156294865840,2369,082022c9,13944299595429850,1674823680719910
130,183,394,420,219204012707840160,8277,161048156294865840,2369,082022c9,13944299595429850,1674823680719910
83,183,394,420,219204012707840160,8277,161048156294865840,2369,38428808,13957747094281972,2522016108403596
133,183,394,421,219204012707840160,8277,161048156294865840,2369,082022c9,13944299595429850,1674823680719910
63,183,480,421,2225421448810560,8453,1635026780196810,2431,0202a129,143859152003588,161440780983804
87,183,480,420,2225421448810560,8453,1635026780196810,2431,0202a129,143859152003588,161440780983804
102,183,480,419,2225421448810560,8453,1635026780196810,2431,22441481,143849372128172,160824648832596
63,183,498,421,92354990125638240,8485,67851901269472320,2424,0840e805,5919394949928008,3501921342911544
87,183,498,420,92354990125638240,8485,67851901269472320,2424,0840e805,5919394949928008,3501921342911544
110,183,498,420,92354990125638240,8485,67851901269472320,2424,0840e805,5919394949928008,3501921342911544
131,183,498,420,92354990125638240,8485,67851901269472320,2424,0a003883,5873492389366344,610060027526712
130,183,498,420,92354990125638240,8485,67851901269472320,2424,0840e805,5919394949928008,3501921342911544
83,183,498,420,92354990125638240,8485,67851901269472320,2424,02c09809,5879017684878462,958153644790146
133,183,498,421,92354990125638240,8485,67851901269472320,2424,0840e805,5919394949928008,3501921342911544
63,183,526,421,292642920518588640,8541,215002899968897040,2406,08c0a980,18677113801700606,6086487432783618
87,183,526,420,292642920518588640,8541,215002899968897040,2406,08c0a980,18677113801700606,6086487432783618
91,183,526,420,292642920518588640,8541,215002899968897040,2406,0180a1a4,18631799730483048,3231700946077464
17,183,526,422,292642920518588640,8541,215002899968897040,2406,08c0a980,18677113801700606,6086487432783618
63,183,560,421,1112710724405280,8613,817501756705920,2388,10ec8040,71658337545210,63632367727110
87,183,560,420,1112710724405280,8613,817501756705920,2388,10ec8040,71658337545210,63632367727110
91,183,560,420,1112710724405280,8613,817501756705920,2388,10ec8040,71658337545210,63632367727110
110,183,560,420,1112710724405280,8613,817501756705920,2388,10ec8040,71658337545210,63632367727110
102,183,560,419,1112710724405280,8613,817501756705920,2388,10ec8040,71658337545210,63632367727110
131,183,560,420,1112710724405280,8613,817501756705920,2388,10ec8040,71658337545210,63632367727110
130,183,560,420,1112710724405280,8613,817501756705920,2388,10ec8040,71658337545210,63632367727110
83,183,560,420,1112710724405280,8613,817501756705920,2388,10ec8040,71658337545210,63632367727110
132,183,560,420,1112710724405280,8613,817501756705920,2388,10ec8040,71658337545210,63632367727110
133,183,560,421,1112710724405280,8613,817501756705920,2388,10ec8040,71658337545210,63632367727110
87,184,416,420,839093333158080,8317,616591278737280,2384,01948124,53385659297538,6923203112574
110,184,416,420,839093333158080,8317,616591278737280,2384,32868100,53469140175308,12182498412084
63,185,195,421,674922898409760,7853,495918993366720,2329,0230182c,43054862669758,12764754555714
87,185,195,420,674922898409760,7853,495918993366720,2329,0a10d120,43192754220514,21451922253342
91,185,195,420,674922898409760,7853,495918993366720,2329,0a10d120,43192754220514,21451922253342
63,185,250,421,16873072460244000,7973,12397473703414800,2330,0a10d120,1097265110421180,1635412115558340
91,185,250,420,16873072460244000,7973,12397473703414800,2330,0a10d120,1097265110421180,1635412115558340
110,185,250,420,16873072460244000,7973,12397473703414800,2330,0a10d120,1097265110421180,1635412115558340
131,185,250,420,16873072460244000,7973,12397473703414800,2330,0a10d120,1097265110421180,1635412115558340
87,185,440,420,674922898409760,8293,495827878684320,2453,009041ac,43007723816296,9795006787608
91,185,440,420,674922898409760,8293,495827878684320,2453,009041ac,43007723816296,9795006787608
17,185,440,422,674922898409760,8293,495827878684320,2453,009041ac,43007723816296,9795006787608
63,185,512,421,21597532749112320,8517,15867561120909498,2400,22088c42,1377413610384634,386926457782662
91,185,512,420,21597532749112320,8517,15867561120909498,2400,22088c42,1377413610384634,386926457782662
110,185,512,420,21597532749112320,8517,15867561120909498,2400,22088c42,1377413610384634,386926457782662
131,185,512,420,21597532749112320,8517,15867561120909498,2400,22088c42,1377413610384634,386926457782662
63,186,449,421,253898697917985120,8397,186538005012799440,2418,0314480c,16183600102140494,3972014762910642
87,186,449,420,253898697917985120,8397,186538005012799440,2418,0314480c,16183600102140494,3972014762910642
110,186,449,420,253898697917985120,8397,186538005012799440,2418,0314480c,16183600102140494,3972014762910642
131,186,449,420,253898697917985120,8397,186538005012799440,2418,0314480c,16183600102140494,3972014762910642
130,186,449,420,253898697917985120,8397,186538005012799440,2418,0314480c,16183600102140494,3972014762910642
132,186,449,420,253898697917985120,8397,186538005012799440,2418,0314480c,16183600102140494,3972014762910642
133,186,449,421,253898697917985120,8397,186538005012799440,2418,0314480c,16183600102140494,3972014762910642
87,188,440,420,857334492574560,8301,629864865669312,2469,0000609f,54464536370536,1927821045528
63,195,203,421,18241159416480,7899,13401668142720,2347,0230182c,1158879779192,44788423176
87,195,203,420,18241159416480,7899,13401668142720,2347,0a204449,1172631911080,911172732120
91,195,203,420,18241159416480,7899,13401668142720,2347,02809125,1166660537018,534976166214
63,195,204,421,18241159416480,7877,13402005037344,2358,0082501b,1163795519098,354480037254
87,195,204,420,18241159416480,7877,13402005037344,2358,027c0840,1166489143416,524178369288
83,195,204,420,18241159416480,7877,13402005037344,2358,02c09809,1160035371234,117590721822
63,195,277,421,5052801158364960,8045,3712269711811584,2367,06411019,326965210204914,387603609449742
87,195,277,420,5052801158364960,8045,3712269711811584,2367,06411019,326965210204914,387603609449742
91,195,277,420,5052801158364960,8045,3712269711811584,2367,06411019,326965210204914,387603609449742
17,195,277,422,5052801158364960,8045,3712269711811584,2367,10a41016,323939734996094,196998671294082
63,195,338,421,237135072414240,8165,174159641095440,2410,0200a1a5,15060578020278,276125620554
87,195,338,420,237135072414240,8165,174159641095440,2410,0200a1a5,15060578020278,276125620554
63,195,350,421,91205797082400,8165,67008340713600,2363,122e0808,5830819822718,2518460501634
87,195,350,420,91205797082400,8165,67008340713600,2363,122e0808,5830819822718,2518460501634
91,195,350,420,91205797082400,8165,67008340713600,2363,122e0808,5830819822718,2518460501634
110,195,350,420,91205797082400,8165,67008340713600,2363,12d01802,5803233660086,780532255818
102,195,350,419,91205797082400,8165,67008340713600,2363,02409125,5829138606282,2412543866166
131,195,350,420,91205797082400,8165,67008340713600,2363,122e0808,5830819822718,2518460501634
132,195,350,420,91205797082400,8165,67008340713600,2363,122e0808,5830819822718,2518460501634
63,195,519,421,3155720579051040,8525,2318431316604480,2435,32a0800a,201705481521876,84563019674028
87,195,519,420,3155720579051040,8525,2318431316604480,2435,32a0800a,201705481521876,84563019674028
110,195,519,420,3155720579051040,8525,2318431316604480,2435,12d01802,200752203613348,24506511436764
102,195,519,419,3155720579051040,8525,2318431316604480,2435,32a0800a,201705481521876,84563019674028
131,195,519,420,3155720579051040,8525,2318431316604480,2435,32a0800a,201705481521876,84563019674028
130,195,519,420,3155720579051040,8525,2318431316604480,2435,32a0800a,201705481521876,84563019674028
132,195,519,420,3155720579051040,8525,2318431316604480,2435,32a0800a,201705481521876,84563019674028
133,195,519,421,3155720579051040,8525,2318431316604480,2435,32a0800a,201705481521876,84563019674028
63,198,440,421,18241159416480,8317,13391327349400,2455,0812412c,1174370910606,1020729702258
87,198,440,420,18241159416480,8317,13391327349400,2455,0812412c,1174370910606,1020729702258
91,198,440,420,18241159416480,8317,13391327349400,2455,0812412c,1174370910606,1020729702258
110,198,440,420,18241159416480,8317,13391327349400,2455,0230106c,1174188063462,1009210332186
102,198,440,419,18241159416480,8317,13391327349400,2455,0230106c,1174188063462,1009210332186
131,198,440,420,18241159416480,8317,13391327349400,2455,0230106c,1174188063462,1009210332186
130,198,440,420,18241159416480,8317,13391327349400,2455,0094812c,1169820707552,734066909856
83,198,440,420,18241159416480,8317,13391327349400,2455,102e1240,1169068092270,686652147090
132,198,440,420,18241159416480,8317,13391327349400,2455,0230106c,1174188063462,1009210332186
133,198,440,421,18241159416480,8317,13391327349400,2455,0230106c,1174188063462,1009210332186
63,198,512,421,583717101327360,8541,428854790675220,2414,128c8900,37183622431904,7699807900512
87,198,512,420,583717101327360,8541,428854790675220,2414,0812412c,37545611690534,30505131194202
91,198,512,420,583717101327360,8541,428854790675220,2414,0812412c,37545611690534,30505131194202
110,198,512,420,583717101327360,8541,428854790675220,2414,0812412c,37545611690534,30505131194202
102,198,512,419,583717101327360,8541,428854790675220,2414,0812412c,37545611690534,30505131194202
131,198,512,420,583717101327360,8541,428854790675220,2414,128c8900,37183622431904,7699807900512
130,198,512,420,583717101327360,8541,428854790675220,2414,128c8900,37183622431904,7699807900512
83,198,512,420,583717101327360,8541,428854790675220,2414,0812412c,37545611690534,30505131194202
132,198,512,420,583717101327360,8541,428854790675220,2414,128c8900,37183622431904,7699807900512
133,198,512,421,583717101327360,8541,428854790675220,2414,128c8900,37183622431904,7699807900512
63,199,260,421,3629990723879520,8009,2666927664994824,2333,18c0c140,230941244975242,29335537922166
63,203,390,421,18241159416480,8259,13401668142720,2388,0230182c,1178280314240,1267022131200
87,203,390,420,18241159416480,8259,13401668142720,2388,0070ac01,1186122514210,1761080729310
91,203,390,420,18241159416480,8259,13401668142720,2388,0070ac01,1186122514210,1761080729310
83,203,390,420,18241159416480,8259,13401668142720,2388,0230182c,1178280314240,1267022131200
63,203,440,421,18241159416480,8339,13401668142720,2461,009041ac,1166766316424,541640268792
87,203,440,420,18241159416480,8339,13401668142720,2461,009041ac,1166766316424,541640268792
91,203,440,420,18241159416480,8339,13401668142720,2461,009041ac,1166766316424,541640268792
17,203,440,422,18241159416480,8339,13401668142720,2461,009041ac,1166766316424,541640268792
83,203,440,420,18241159416480,8339,13401668142720,2461,009041ac,1166766316424,541640268792
63,204,277,421,5052801158364960,8069,3712267550071080,2378,0230182c,328583854542782,489578202735426
87,204,277,420,5052801158364960,8069,3712267550071080,2378,027c0840,327734915894254,436095067878162
91,204,277,420,5052801158364960,8069,3712267550071080,2378,06411019,329861970379142,570099500426106
17,204,277,422,5052801158364960,8069,3712267550071080,2378,06411019,329861970379142,570099500426106
83,204,277,420,5052801158364960,8069,3712267550071080,2378,0230182c,328583854542782,489578202735426
130,206,263,420,494134767433026720,8065,363039463526659920,2327,0262a202,31390425013561896,1057706122292568
17,206,439,422,824810505334976160,8417,605981739335132160,2398,06418124,52388889574609894,1258021860518682
87,206,451,420,77032416215795040,8421,56595092275023120,2416,0092a109,4908997224592590,1137160286153010
110,206,451,420,77032416215795040,8421,56595092275023120,2416,0092a109,4908997224592590,1137160286153010
102,206,451,419,77032416215795040,8421,56595092275023120,2416,0092a109,4908997224592590,1137160286153010
131,206,451,420,77032416215795040,8421,56595092275023120,2416,0092a109,4908997224592590,1137160286153010
130,206,451,420,77032416215795040,8421,56595092275023120,2416,02909888,4905680808220670,928226054722050
130,206,525,420,9394197099487200,8549,6901859093500800,2403,02423007,597387047205284,58595575984092
63,206,529,421,993906053125745760,8597,730218367300902480,2410,06418124,63258045781962166,9632671760633418
87,206,529,420,993906053125745760,8597,730218367300902480,2410,06418124,63258045781962166,9632671760633418
110,206,529,420,993906053125745760,8597,730218367300902480,2410,21948180,63252902937719438,9308672573341554
102,206,529,419,993906053125745760,8597,730218367300902480,2410,06418124,63258045781962166,9632671760633418
131,206,529,420,993906053125745760,8597,730218367300902480,2410,2110a092,63243238253906562,8699797493130366
130,206,529,420,993906053125745760,8597,730218367300902480,2410,06418124,63258045781962166,9632671760633418
83,206,529,420,993906053125745760,8597,730218367300902480,2410,06418124,63258045781962166,9632671760633418
63,206,566,421,531711555830975520,8669,390647458303502400,2427,0262a202,33810252583077636,3199689409988988
87,206,566,420,531711555830975520,8669,390647458303502400,2427,0262a202,33810252583077636,3199689409988988
91,206,566,420,531711555830975520,8669,390647458303502400,2427,0262a202,33810252583077636,3199689409988988
110,206,566,420,531711555830975520,8669,390647458303502400,2427,0262a202,33810252583077636,3199689409988988
102,206,566,419,531711555830975520,8669,390647458303502400,2427,0262a202,33810252583077636,3199689409988988
131,206,566,420,531711555830975520,8669,390647458303502400,2427,0262a202,33810252583077636,3199689409988988
130,206,566,420,531711555830975520,8669,390647458303502400,2427,0262a202,33810252583077636,3199689409988988
63,206,597,421,373889044559590560,8733,274694488279411200,2436,02423007,23825187581951288,5430639424568904
102,206,597,419,373889044559590560,8733,274694488279411200,2436,02423007,23825187581951288,5430639424568904
130,206,597,420,373889044559590560,8733,274694488279411200,2436,0094812c,23796312804190114,3611528425614942
87,207,256,420,6712746665264640,8057,4931790609735990,2372,32868100,430742659569768,285800891836824
91,207,256,420,6712746665264640,8057,4931790609735990,2372,32868100,430742659569768,285800891836824
102,207,256,419,6712746665264640,8057,4931790609735990,2372,32868100,430742659569768,285800891836824
83,207,256,420,6712746665264640,8057,4931790609735990,2372,32868100,430742659569768,285800891836824
63,208,281,421,5125765796030880,8077,3765859799340870,2354,10740051,327114625845802,105158244162006
110,208,281,420,5125765796030880,8077,3765859799340870,2354,10740051,327114625845802,105158244162006
102,208,281,419,5125765796030880,8077,3765859799340870,2354,10740051,327114625845802,105158244162006
32,208,281,422,5125765796030880,8077,3765859799340870,2354,1a441801,325976718358100,33470072436780
63,208,311,421,5673000578525280,8137,4167904474364400,2372,32a40801,363079262844150,181991245080330
110,208,311,420,5673000578525280,8137,4167904474364400,2372,32a40801,363079262844150,181991245080330
102,208,311,419,5673000578525280,8137,4167904474364400,2372,32a40801,363079262844150,181991245080330
63,208,329,421,857334492574560,8161,629878402707840,2363,32a40801,55269965741138,52669871393454
110,208,329,420,857334492574560,8161,629878402707840,2363,32a40801,55269965741138,52669871393454
102,208,329,419,857334492574560,8161,629878402707840,2363,32a40801,55269965741138,52669871393454
32,208,329,422,857334492574560,8161,629878402707840,2363,1a441801,54921458411766,30713909643018
63,208,398,421,3629990723879520,8309,2666942698917420,2393,32a40801,234718888229122,267327062916606
110,208,398,420,3629990723879520,8309,2666942698917420,2393,12d01802,233067937567362,163317171225726
102,208,398,419,3629990723879520,8309,2666942698917420,2393,32a40801,234718888229122,267327062916606
32,208,398,422,3629990723879520,8309,2666942698917420,2393,1a441801,232280954427926,113737233441258
63,208,453,421,2754415071888480,8421,2023649503213800,2395,18868880,175048256264598,10379857115754
110,208,453,420,2754415071888480,8421,2023649503213800,2395,18868880,175048256264598,10379857115754
102,208,453,419,2754415071888480,8421,2023649503213800,2395,18868880,175048256264598,10379857115754
32,208,453,422,2754415071888480,8421,2023649503213800,2395,18868880,175048256264598,10379857115754
63,208,457,421,8336209853331360,8429,6124569500233800,2417,18868880,530061340446268,49025034789444
110,208,457,420,8336209853331360,8429,6124569500233800,2417,18868880,530061340446268,49025034789444
102,208,457,419,8336209853331360,8429,6124569500233800,2417,18868880,530061340446268,49025034789444
63,208,517,421,857334492574560,8549,629879216231790,2413,10864540,54673163465066,15071328000918
110,208,517,420,857334492574560,8549,629879216231790,2413,10864540,54673163465066,15071328000918
102,208,517,419,857334492574560,8549,629879216231790,2413,10864540,54673163465066,15071328000918
32,208,517,422,857334492574560,8549,629879216231790,2413,10864540,54673163465066,15071328000918
63,211,253,421,88524346648177440,8057,65038498552198080,2373,08c42c01,5626084015016378,345906353322054
110,211,253,420,88524346648177440,8057,65038498552198080,2373,08c42c01,5626084015016378,345906353322054
102,211,253,419,88524346648177440,8057,65038498552198080,2373,08c42c01,5626084015016378,345906353322054
32,211,253,422,88524346648177440,8057,65038498552198080,2373,08c42c01,5626084015016378,345906353322054
63,211,265,421,203990885754495840,8073,149870408117766336,2374,08c42c01,13093268059819398,8912344750638714
110,211,265,420,203990885754495840,8073,149870408117766336,2374,08c42c01,13093268059819398,8912344750638714
102,211,265,419,203990885754495840,8073,149870408117766336,2374,08c42c01,13093268059819398,8912344750638714
32,211,265,422,203990885754495840,8073,149870408117766336,2374,08c42c01,13093268059819398,8912344750638714
110,211,332,420,319457424860814240,8209,234703134982035720,2357,0ac44140,20444158823507696,10152306437727888
102,211,332,419,319457424860814240,8209,234703134982035720,2357,0ac44140,20444158823507696,10152306437727888
63,211,335,421,257875270670777760,8213,189458935811361216,2393,2084a188,16800830086053280,26951212738245600
110,211,335,420,257875270670777760,8213,189458935811361216,2393,08c42c01,16947235982256010,36174784199017590
102,211,335,419,257875270670777760,8213,189458935811361216,2393,08c42c01,16947235982256010,36174784199017590
32,211,335,422,257875270670777760,8213,189458935811361216,2393,12444803,16928432487812924,34990164049103172
63,211,350,421,19244423184386400,8225,14138759890569600,2359,128c8900,1257373183689480,2236817834891640
110,211,350,420,19244423184386400,8225,14138759890569600,2359,1a048128,1279166372659760,3609788740019280
102,211,350,419,19244423184386400,8225,14138759890569600,2359,1a048128,1279166372659760,3609788740019280
32,211,350,422,19244423184386400,8225,14138759890569600,2359,128c8900,1257373183689480,2236817834891640
