q,r,ordinal,body_hex,truncated_mass,scaled_ticks
50,589,5069,0718e004,513058946983960,21013194821771880
50,589,5070,0718e008,511320936569040,20903700165631920
50,589,5071,0718e010,515226101565448,21149725560405624
50,589,5072,071a4011,490673005958044,19602880537139172
50,589,5073,071a4041,498090353537374,20070173434636962
50,589,5074,071a4044,480311081167008,18950079275303904
50,589,5075,071a4060,494391084829018,19837119506010534
50,589,5076,071a4101,495837727320806,19928257982993178
50,589,5077,071a4108,492930814576434,19745122480097742
50,589,5078,071a4140,516978530128658,21260128559887854
50,589,5079,071a4401,486814493597536,19359794258427168
50,589,5080,071a4404,481595384231130,19030990368343590
50,589,5081,071a4420,490897451552248,19617020609574024
50,589,5082,071a4500,515585047680092,21172339165628196
50,589,5083,071a4900,530733912627828,22126717657335564
50,589,5084,071a5001,480481416452856,18960810398312328
50,589,5085,071ac001,505594951214366,20542963088287458
50,589,5086,071ac002,506462452448758,20597615666054154
50,589,5087,071ac004,503126252084950,20387435043134250
50,589,5088,071ac008,507393826955964,20656292260008132
50,589,5089,071ac010,507314883414248,20651318816880024
50,589,5090,071ac020,522116269041848,21583806111418824
50,589,5091,071ac040,533789521962008,22319221045388904
50,589,5092,071ac080,527257207435686,21907685230230618
50,589,5093,071ac100,549816821053032,23328940888123416
50,589,5094,071ac200,536182020569000,22469948457629400
50,589,5095,071ac400,538420819194362,22610992771027206
50,589,5096,071ac800,547598115283128,23189162424619464
50,589,5097,071ad000,495854409229712,19929308943254256
50,589,5098,071ae000,531269754130492,22160475672003396
50,589,5099,071bc000,554888018788038,23648426345428794
50,589,5100,071c1042,507455839586188,20660199055712244
50,589,5101,071c1044,490140407954518,19569326862917034
50,589,5102,071c1204,502703154369186,20360779887041118
50,589,5103,071c1404,493914464849370,19807092447292710
50,589,5104,071c4003,480995626651896,18993205640851848
50,589,5105,071c4005,476851297779082,18732112921864566
50,589,5106,071c4006,507804277434088,20682150640129944
50,589,5107,071c4009,520829168063938,21502718749810494
50,589,5108,071c400a,487166610235642,19381977606627846
50,589,5109,071c400c,484782889379138,19231803192668094
50,589,5110,071c4011,485820643627556,19297181710318428
50,589,5111,071c4012,523717032055928,21684654181305864
50,589,5112,071c4014,497683495806168,20044541397570984
50,589,5113,071c4018,498696213531162,20108342614245606
50,589,5114,071c4021,482867032583686,19111104214554618
50,589,5115,071c4022,503826884368428,20431574876993364
50,589,5116,071c4024,530572583025798,22116553892407674
50,589,5117,071c4028,489765268876472,19545693101000136
50,589,5118,071c4030,502138696807548,20325219060657924
50,589,5119,071c4041,491525841907156,19656609201933228
50,589,5120,071c4042,490274115900228,19577750463496764
50,589,5121,071c4044,479552999724328,18902320144415064
50,589,5122,071c4048,504401411810762,20467770105860406
50,589,5123,071c4050,516992454128768,21261005771894784
50,589,5124,071c4060,494017154493488,19813561894872144
50,589,5125,071c4081,485548245616314,19280020635610182
50,589,5126,071c4082,496607661731966,19976763850896258
50,589,5127,071c4084,495729216335052,19921421790890676
50,589,5128,071c4088,493079448706678,19754486430303114
50,589,5129,071c4090,494675032775546,19855008226641798
50,589,5130,071c40a0,504397432698826,20467519421808438
50,589,5131,071c40c0,504946196248936,20502091525465368
50,589,5132,071c4101,496702742212344,19982753921160072
50,589,5133,071c4102,489906440200448,19554586894410624
50,589,5134,071c4104,506350738546690,20590577690223870
50,589,5135,071c4108,499798353899350,20177777457441450
50,589,5136,071c4110,509391646860468,20782154913991884
50,589,5137,071c4120,529347202029608,22039354889647704
50,589,5138,071c4140,519871834933928,21442406762619864
50,589,5139,071c4180,517421230452294,21288018680276922
50,589,5140,071c4201,481232068966172,19008101506651236
50,589,5141,071c4202,494890353572014,19868573436819282
50,589,5142,071c4204,491162960831956,19633747694195628
50,589,5143,071c4208,490420728133126,19586987034169338
50,589,5144,071c4210,492496279263854,19717746755405202
50,589,5145,071c4220,500939947403404,20249697848196852
50,589,5146,071c4240,500864411785694,20244939104281122
50,589,5147,071c4280,516185541269702,21210170261773626
50,589,5148,071c4300,510589609758524,20857626576569412
50,589,5149,071c4401,476230906695804,18693028283618052
50,589,5150,071c4402,479491975055528,18898475590280664
50,589,5151,071c4404,473548795220520,18524055260675160
50,589,5152,071c4408,503739786113610,20426087686939830
50,589,5153,071c4410,493994236961618,19812118090364334
50,589,5154,071c4420,483235013648788,19134287021656044
50,589,5155,071c4440,528858970959028,22008596332201164
50,589,5156,071c4480,503937204701004,20438525057945652
50,589,5157,071c4500,513289543001058,21027722370849054
50,589,5158,071c4600,496587360811264,19975484892892032
50,589,5159,071c4801,509849311162104,20810987764994952
50,589,5160,071c4802,515135472885236,21144015953552268
50,589,5161,071c4804,513836810636508,21062200231882404
50,589,5162,071c4808,516755011364458,21246046877743254
50,589,5163,071c4810,516420827011316,21224993263495308
50,589,5164,071c4820,525271040529376,21782556715133088
50,589,5165,071c4840,530602851305716,22118460794042508
50,589,5166,071c4880,551925723916674,23461801768532862
50,589,5167,071c4900,539055473322996,22650975981131148
50,589,5168,071c4a00,532038874936204,22208930282763252
50,589,5169,071c4c00,524374469287776,21726072726912288
50,589,5170,071c5001,471396660626284,18388470781238292
50,589,5171,071c5002,472030104434558,18428377741159554
50,589,5172,071c5004,466535530157480,18082219561703640
50,589,5173,071c5008,482599405957820,19094243737125060
50,589,5174,071c5010,475190638642638,18627491396268594
50,589,5175,071c5020,474670508060098,18594723169568574
50,589,5176,071c5040,485602510369258,19283439315045654
50,589,5177,071c5080,487489310997984,19402307754655392
50,589,5178,071c5100,480766719517078,18978784491358314
50,589,5179,071c5200,484281472205834,19200213910749942
50,589,5180,071c5400,483205744544598,19132443068092074
50,589,5181,071c5800,507227605553766,20645820311669658
50,589,5182,071c6001,467938493142692,18170606229771996
50,589,5183,071c6002,495884265162676,19931189867030988
50,589,5184,071c6004,485110369398148,19252434433865724
50,589,5185,071c6008,480814063046298,18981767133699174
50,589,5186,071c6010,487030923401176,19373429336056488
50,589,5187,071c6020,491724246597706,19669108697437878
50,589,5188,071c6040,492856721103336,19740454591292568
50,589,5189,071c6080,502999772041022,20379466800366786
50,589,5190,071c6100,501613808192146,20292151077887598
50,589,5191,071c6200,496052998509744,19941820067896272
50,589,5192,071c6400,487633470118016,19411389779217408
50,589,5193,071c6800,521115993504824,21520788752586312
50,589,5194,071c7000,481656117125206,19034816540670378
50,589,5195,071cc001,505352546121564,20527691567440932
50,589,5196,071cc002,504647648116928,20483282993148864
50,589,5197,071cc004,505749622737870,20552707394268210
50,589,5198,071cc008,512433506414380,20973792065888340
50,589,5199,071cc010,511629023828768,20923109662994784
50,589,5200,071cc020,524482699365088,21732891221782944
50,589,5201,071cc040,535707053987848,22440025563016824
50,589,5202,071cc080,529524878325684,22050548496300492
50,589,5203,071cc100,557378993471388,23805357750479844
50,589,5204,071cc200,523210787473364,21652760772604332
50,589,5205,071cc400,534107706808908,22339266690743604
50,589,5206,071cc800,554945205788676,23652029126468988
50,589,5207,071cd000,493371588751938,19772891253154494
50,589,5208,071ce000,510245185280486,20835927834453018
50,589,5209,071d4001,513795062468784,21059570097315792
50,589,5210,071d4002,529727753565496,22063329636408648
50,589,5211,071d4004,525231276215888,21780051563383344
50,589,5212,071d4008,529042893992518,22020183483311034
50,589,5213,071d4010,529202835234196,22030259781536748
50,589,5214,071d4020,534573008330556,22368580686607428
50,589,5215,071d4040,534741371932996,22379187593561148
50,589,5216,071d4080,545460382897134,23054485284301842
50,589,5217,071d4100,545457579108996,23054308645649148
50,589,5218,071d4200,554878783340464,23647844512231632
50,589,5219,071d4400,534513665276086,22364842074175818
50,589,5220,071d4800,568355354080836,24496868468875068
50,589,5221,071d5000,519104524698426,21394066217783238
50,589,5222,071d6000,526804085970984,21879138577954392
50,589,5223,071dc000,557954834875036,23841635758909668
50,589,5224,071e1004,493243158221598,19764800129743074
50,589,5225,071e4001,471880518124716,18418953803639508
50,589,5226,071e4002,485918697994706,19303359135448878
50,589,5227,071e4004,479858395501828,18921560078397564
50,589,5228,071e4008,477936492682522,18800480200781286
50,589,5229,071e4010,480355509729696,18952878274753248
50,589,5230,071e4020,485322731554736,19265813249730768
50,589,5231,071e4040,491479302473576,19653677217617688
50,589,5232,071e4080,502548319467306,20351025288222678
50,589,5233,071e4100,491289253053900,19641704104178100
50,589,5234,071e4200,500507613448228,20222460809020764
50,589,5235,071e4400,487935319734990,19430406305086770
50,589,5236,071e4800,516186073172808,21210203771669304
50,589,5237,071e5000,479940133087840,18926709546316320
50,589,5238,071e6000,497907901677220,20058678967447260
50,589,5239,071ec000,504484240242900,20472988297085100
50,589,5240,071f4000,525856583232788,21819445905448044
50,589,5241,07284091,449874254798826,17032559214108438
50,589,5242,072840c1,469012940424886,18238296408550218
50,589,5243,072840c4,461343987391716,17755152367460508
50,589,5244,07284181,466439540971976,18076172243016888
50,589,5245,07284188,481480719348200,19023766480719000
50,589,5246,07284403,465949003947856,18045268410497328
50,589,5247,07284405,454021612940038,17293842777004794
50,589,5248,07284409,514026292918710,21074137615661130
50,589,5249,07284411,470555633695576,18335486084603688
50,589,5250,07284421,472300359325366,18445403799280458
50,589,5251,07284441,509208306871836,20770604494708068
50,589,5252,07284481,471055561974426,18366981566171238
50,589,5253,07284484,465697027947008,18029393922443904
50,589,5254,07284501,481282029349836,19011249010822068
50,589,5255,07284601,486610039069154,19346913623139102
50,589,5256,07284604,473458738931464,18518381714464632
50,589,5257,07284c01,485785528830316,19294969478092308
50,589,5258,07284c04,472738946016194,18473034760802622
50,589,5259,07285081,492294775131016,19705051995036408
50,589,5260,07285401,503860303403886,20433680276227218
50,589,5261,07286011,442416002495064,16562689318971432
50,589,5262,07286041,452090004908854,17172151471040202
50,589,5263,07286101,445122672887724,16733209553709012
50,589,5264,07286401,448734585285324,16960760034757812
50,589,5265,07287001,483408614931684,19145223902478492
50,589,5266,0728c081,482160251403116,19066577000178708
50,589,5267,0728c084,479444129915608,18895461346465704
50,589,5268,0728c088,490127621477780,19568521314882540
50,589,5269,0728c401,504403888771926,20467926154413738
50,589,5270,0728e001,457381886648804,17505540020657052
50,589,5271,07294401,508456519275276,20723241876124788
50,589,5272,07294404,495529017551854,19908809267549202
50,589,5273,072a4401,461674418335728,17775969516933264
50,589,5274,072a5001,492170422850028,19697217801334164
50,589,5275,072c4081,454743920942930,17339348181186990
50,589,5276,072c4084,463607248631118,17897737825542834
50,589,5277,072c40a0,480483260562966,18960926577249258
50,589,5278,072c4180,476069867292830,18682882801230690
50,589,5279,072c4401,456088225067480,17424039341033640
50,589,5280,072c4402,458361431514018,17567251347165534
50,589,5281,072c4404,446966229428146,16849353615755598
50,589,5282,072c4408,479308686225616,18886928393996208
50,589,5283,072c4410,466293147146918,18066949432038234
50,589,5284,072c4420,463832139941838,17911905978118194
50,589,5285,072c4440,507471478937098,20661184334819574
50,589,5286,072c4480,479194861471200,18879757434468000
50,589,5287,072c4500,480236757117284,18945396860171292
50,589,5288,072c4600,475753100128280,18662926469864040
50,589,5289,072c4c00,487749113676432,19418675323397616
50,589,5290,072c5400,501791742365124,20303360930785212
50,589,5291,072c6001,442816400912718,16587914419283634
50,589,5292,072c6004,451661867624424,17145178822121112
50,589,5293,072c6020,466448844297626,18076758352532838
50,589,5294,072c6100,461497941852742,17764851498505146
50,589,5295,072c6400,468163172210962,18184761011073006
50,589,5296,072cc080,491276326746640,19640889746820720
50,589,5297,072cc400,500808834441634,20241437731605342
50,589,5298,072ce000,471966902311562,18424396007410806
50,589,5299,072d4400,508240162463172,20709611396962236
50,589,5300,072e4400,463203313528286,17872289914064418
50,589,5301,07306041,494877174882324,19867743179368812
50,589,5302,07306401,485234076217982,19260227963515266
50,589,5303,0730e001,505841624393482,20558503498571766
50,589,5304,07342401,481514637479022,19025903322960786
50,589,5305,07384011,473951252519316,18549410070499308
50,589,5306,07384041,490220601350766,19574379046880658
50,589,5307,07384044,478915210048990,18862139394868770
50,589,5308,07384101,486485660514854,19339077774218202
50,589,5309,07384108,499736590064712,20173886335859256
50,589,5310,07384401,485227002667264,19259782329820032
50,589,5311,07384404,478828603573892,18856683186937596
50,589,5312,07385001,509441138639004,20785272896039652
50,589,5313,0738c001,493440200990594,19777213824189822
50,589,5314,0738c002,491129364801790,19631631144295170
50,589,5315,0738c004,490756119302592,19608116677845696
50,589,5316,0738c008,507334591857522,20652560448806286
50,589,5317,0738c010,491162125978810,19633695098447430
50,589,5318,073ac000,490294219280892,19579016976478596
50,589,5319,073c4001,464242285476954,17937745146830502
50,589,5320,073c4002,474248904971758,18568162175003154
50,589,5321,073c4004,469548599695930,18272042942625990
50,589,5322,073c4008,482710480673620,19101241444220460
50,589,5323,073c4010,470450504653238,18328862954936394
50,589,5324,073c4020,486016718187178,19309534407574614
50,589,5325,073c4040,485169562053658,19256163571162854
50,589,5326,073c4080,487229631935274,19385947973704662
50,589,5327,073c4100,488061401603818,19438349462822934
50,589,5328,073c4200,483907747032624,19176669224837712
50,589,5329,073c4400,485002198186638,19245619647540594
50,589,5330,073c4800,505781107629486,20554690942440018
50,589,5331,073c5000,511913196306528,20941012529093664
50,589,5332,073c6000,474360460805606,18575190192535578
50,589,5333,073cc000,493750249020258,19796746850058654
50,589,5334,073d4000,520341166671326,21471974662075938
50,589,5335,073e4000,476267554134070,18695337072228810
50,589,5336,07484007,493671561967584,19791789565740192
50,589,5337,0748400b,503810908994978,20430568428466014
50,589,5338,0748400e,492034559058562,19688658382471806
50,589,5339,07484013,512331805396814,20967384901781682
50,589,5340,07484016,524249628655168,21718207767057984
50,589,5341,07484023,493169956932744,19760188448545272
50,589,5342,07484026,558135174851098,23852997177401574
50,589,5343,0748402a,489427114196722,19524389356175886
50,589,5344,07484043,483502152790644,19151116787592972
50,589,5345,07484046,488891610004148,19490652592043724
50,589,5346,07484083,477529375234054,18774831801527802
50,589,5347,07484085,470923685433396,18358673344086348
50,589,5348,07484086,508929755711234,20753055771590142
50,589,5349,07484089,502476032543238,20346471212006394
50,589,5350,0748408c,472907797455730,18483672401493390
50,589,5351,07484091,471781253360014,18412700123463282
50,589,5352,07484094,488970859025324,19495645280377812
50,589,5353,074840a1,477990138127424,18803859863810112
50,589,5354,074840a4,528215704924154,21968070572004102
50,589,5355,074840a8,479551374435588,18902217751224444
50,589,5356,074840c1,478033328360744,18806580848509272
50,589,5357,074840c4,473677736088024,18532178535327912
50,589,5358,07484103,481255783890284,19009595546870292
50,589,5359,07484106,513382608341148,21033585487274724
50,589,5360,0748410a,473710316548482,18534231104336766
50,589,5361,07484181,487164466441224,19381842547579512
50,589,5362,07484184,501754258167396,20300999426328348
50,589,5363,07484188,488504558423128,19466268342439464
50,589,5364,07484203,487859964862504,19425658948120152
50,589,5365,07484206,515913828824056,21193052377697928
50,589,5366,07484281,495328878853614,19896200529560082
50,589,5367,07484284,505852294604696,20559175721878248
50,589,5368,07484403,466980732096944,18110267283889872
50,589,5369,07484405,455580023493426,17392022641868238
50,589,5370,07484406,485421164942428,19272014553155364
50,589,5371,07484409,505778056145908,20554498698974604
50,589,5372,0748440a,476213265021182,18691916858116866
50,589,5373,0748440c,473329215373014,18510221730282282
50,589,5374,07484411,475833592109044,18667997464652172
50,589,5375,07484412,517690394154648,21304975993525224
50,589,5376,07484414,484015189641438,19183438109192994
50,589,5377,07484418,495049212871642,19878581572695846
50,589,5378,07484421,462787820337544,17846113843047672
50,589,5379,07484422,483963528480328,19180183456043064
50,589,5380,07484424,508590378434528,20731675003157664
50,589,5381,07484428,480114136502962,18937671761469006
50,589,5382,07484430,490790593481968,19610288551146384
50,589,5383,07484441,497550054114204,20036134570977252
50,589,5384,07484442,507401633174098,20656784051750574
50,589,5385,07484444,490313856156098,19580254099616574
50,589,5386,07484448,516765674876802,21246718679020926
50,589,5387,07484450,533251747147808,22285341232094304
50,589,5388,07484481,473079392922084,18494482915873692
50,589,5389,07484482,484663502278904,19224281805353352
50,589,5390,07484484,476667833515276,18720554673244788
50,589,5391,07484488,487616004890508,19410289469884404
50,589,5392,07484490,490475727757704,19590452010517752
50,589,5393,07484501,485765862208484,19293730480916892
50,589,5394,07484502,481166095063368,19003945150774584
50,589,5395,07484504,495571396320156,19911479129952228
50,589,5396,07484508,499289553768122,20145723049174086
50,589,5397,07484510,495576270086638,19911786177240594
50,589,5398,07484601,483458023424454,19148336637523002
50,589,5399,07484602,495057754878336,19879119719117568
50,589,5400,07484604,485941423304584,19304790829971192
50,589,5401,07484608,499788144932700,20177134292542500
50,589,5402,07484610,501659780022076,20295047303173188
50,589,5403,07484803,499045877374044,20130371436347172
50,589,5404,07484806,525774280420454,21814260828271002
50,589,5405,07484881,517621945238164,21300663711786732
50,589,5406,07484884,534390019808996,22357052409749148
50,589,5407,07484c01,480832328665494,18982917867708522
50,589,5408,07484c02,500905246741094,20247511706471322
50,589,5409,07484c04,488935899929932,19493442857368116
50,589,5410,07484c08,497584805728608,20038323922684704
50,589,5411,07484c10,504060545460264,20446295525779032
50,589,5412,07485003,466825668466014,18100498275141282
50,589,5413,07485005,461724668320266,17779135265959158
50,589,5414,07485006,491654931690468,19664741858281884
50,589,5415,07485009,492064823853278,19690565064538914
50,589,5416,0748500c,466782877391974,18097802437476762
50,589,5417,07485011,466464978908344,18077774833008072
50,589,5418,07485014,481001592600178,18993581495593614
50,589,5419,07485021,464640201915474,17962813882457262
50,589,5420,07485024,513240666963518,21024643180484034
50,589,5421,07485028,466677994807492,18091194834654396
50,589,5422,07485041,471945720296284,18423061540448292
50,589,5423,07485044,463481101126888,17889790532776344
50,589,5424,07485081,463599482816444,17897248579218372
50,589,5425,07485084,469711107154796,18282280912534548
50,589,5426,07485101,464838300978324,17975294123416812
50,589,5427,07485104,474186201485516,18564211855369908
50,589,5428,07485108,464397709742122,17947536875536086
50,589,5429,07485201,474177165839104,18563642609645952
50,589,5430,07485204,477134379371624,18749947062194712
50,589,5431,07485401,463938900285484,17918631879767892
50,589,5432,07485402,465279508025488,18003090167388144
50,589,5433,07485404,460388978578906,17694986812253478
50,589,5434,07485408,477160276059532,18751578553532916
50,589,5435,07485410,480440150966958,18958210672700754
50,589,5436,07485801,477562664370194,18776929017104622
50,589,5437,07485804,486553445274182,19343348214055866
50,589,5438,07486003,512947433938524,21006169499909412
50,589,5439,07486005,498145638873506,20073656410813278
50,589,5440,07486006,538445247945618,22612531782356334
50,589,5441,07486009,529367735961558,22040648527360554
50,589,5442,0748600c,504808759690014,20493433022253282
50,589,5443,07486011,505658826567674,20546987235545862
50,589,5444,07486014,520051257948248,21453710412522024
50,589,5445,07486021,504683040602364,20485512719731332
50,589,5446,07486022,535077619953708,22400371218866004
50,589,5447,07486024,555829018106908,23707709302517604
50,589,5448,07486028,510923285704702,20878648161178626
50,589,5449,07486030,524845237147218,21755731102057134
50,589,5450,07486041,508466169304184,20723849827945992
50,589,5451,07486044,507283874997068,20649365286597684
50,589,5452,07486081,502639115580654,20356745443363602
50,589,5453,07486084,515953381525556,21195544197892428
50,589,5454,07486101,508249733740944,20710214387461872
50,589,5455,07486102,515858897983858,21189591734765454
50,589,5456,07486104,526527977068366,21861743717089458
50,589,5457,07486108,510687354237502,20863784478745026
50,589,5458,07486110,527756607854528,21939147456617664
50,589,5459,07486201,509454944464934,20786142663073242
50,589,5460,07486204,521362109681374,21536294071708962
50,589,5461,07486401,496800531049524,19988914617902412
50,589,5462,07486402,521590004486668,21550651444442484
50,589,5463,07486404,506936940504696,20627508413578248
50,589,5464,07486408,516016151812122,21199498725946086
50,589,5465,07486410,525904604335708,21822471234932004
50,589,5466,07486801,514933905758194,21131317224548622
50,589,5467,07486804,532326168838542,22227029798610546
50,589,5468,07487001,494084948319144,19817832905888472
50,589,5469,07487004,497335914335026,20022643764889038
50,589,5470,0748c003,498969760582774,20125576078497162
50,589,5471,0748c006,519243550942818,21402824871179934
50,589,5472,0748c00a,491321612833142,19643742770270346
50,589,5473,0748c081,503100677605604,20385823850935452
50,589,5474,0748c084,507450570847896,20659867125199848
50,589,5475,0748c088,497847808175328,20054893076828064
50,589,5476,0748c401,510779989422274,20869620495385662
50,589,5477,0748c402,511897724968058,20940037834770054
50,589,5478,0748c404,508128035439336,20702547394460568
50,589,5479,0748c408,524201000574082,21715144197949566
50,589,5480,0748c410,518724789969698,21370142929873374
50,589,5481,0748d001,481571328145024,19029474834918912
50,589,5482,0748d004,478369795618156,18827778285726228
50,589,5483,0748d008,480331657557752,18951375587920776
50,589,5484,0748e001,525138574499474,21774211355249262
50,589,5485,0748e002,539383221858468,22671624138865884
50,589,5486,0748e004,532212445868246,22219865251481898
50,589,5487,0748e008,527473514588202,21921312580839126
50,589,5488,0748e010,538252540537998,22600391215676274
50,589,5489,07494003,508208826150324,20707637209252812
50,589,5490,07494006,537080812015904,22526572318784352
50,589,5491,07494081,512091356948184,20952236649517992
50,589,5492,07494084,529653099486186,22058626429412118
50,589,5493,07494401,497082155577254,20006656963149402
50,589,5494,07494402,515390723487744,21160096741510272
50,589,5495,07494404,503188617549462,20391364067398506
50,589,5496,07494408,517708609902848,21306123585661824
50,589,5497,07494410,521304791408674,21532683020528862
50,589,5498,07495001,489643779491464,19538039269744632
50,589,5499,07495004,498505720748022,20096341568907786
50,589,5500,07496001,526790973563114,21878312496258582
50,589,5501,07496004,542321200871632,22856716816695216
50,589,5502,074a4003,487102362736184,19377930014161992
50,589,5503,074a4006,511117112823408,20890859269657104
50,589,5504,074a4081,479808568723848,18918420991384824
50,589,5505,074a4084,493077211801356,19754345505267828
50,589,5506,074a4401,477063547479038,18745484652961794
50,589,5507,074a4402,490027960920498,19562242699773774
50,589,5508,074a4404,479676864361266,18910123616542158
50,589,5509,074a4408,488875182174236,19489617638759268
50,589,5510,074a4410,500590224924088,20227665331999944
50,589,5511,074a4420,486401821705748,19333795929244524
50,589,5512,074a4440,525017199914688,21766564756407744
50,589,5513,074a4480,506978503880108,20630126906229204
50,589,5514,074a4500,507005583060054,20631832894565802
50,589,5515,074a4600,519754541311512,21435017264407656
50,589,5516,074a4c00,516305460467420,21217725171229860
50,589,5517,074a5001,475209308300298,18628667584701174
50,589,5518,074a5004,478248616667666,18820144011845358
50,589,5519,074a5400,490374367754414,19584066330310482
50,589,5520,074a6001,507482295970728,20661865807938264
50,589,5521,074a6004,519565268551966,21423093080556258
50,589,5522,074a6020,525693861460638,21809194433802594
50,589,5523,074a6100,525604015710904,21803534151569352
50,589,5524,074a6400,536377430522414,22482259284694482
50,589,5525,074ac400,535908537673314,22452719035201182
50,589,5526,074ae000,547846081213834,23204784278253942
50,589,5527,074b4400,529917989494790,22075314499954170
50,589,5528,074c4003,474859773812134,18606646911946842
50,589,5529,074c4006,500848716948726,20243950329552138
50,589,5530,074c4022,498244405568366,20079878712589458
50,589,5531,074c4081,471719005034308,18408778478943804
50,589,5532,074c4084,487960176639406,19431972290064978
50,589,5533,074c40a0,496794389577844,19988527705186572
50,589,5534,074c4102,480585194246166,18967348399290858
50,589,5535,074c4180,503136900165238,20388105872192394
50,589,5536,074c4401,455704959863438,17399893633178994
50,589,5537,074c4402,471507374414546,18395445749898798
50,589,5538,074c4404,464022582731034,17923903873837542
50,589,5539,074c4408,473355857381504,18511900176817152
50,589,5540,074c4410,480097037828366,18936594544969458
50,589,5541,074c4420,469410788072426,18263360810345238
50,589,5542,074c4440,506154494275606,20578214301145578
50,589,5543,074c4480,492258988170348,19702797416514324
50,589,5544,074c4500,492699032213282,19730520191219166
50,589,5545,074c4600,485938287783410,19304593292137230
50,589,5546,074c4c00,501827839829280,20305635071027040
50,589,5547,074c5001,458782779209038,17593796251951794
50,589,5548,074c5004,464584416705574,17959299414233562
50,589,5549,074c5020,464989776206256,17984837062776528
50,589,5550,074c5100,466147705531972,18057786610296636
50,589,5551,074c5400,470203171534912,18313280968481856
50,589,5552,074c6001,491525285098608,19656574122994704
50,589,5553,074c6004,506508798567314,20600535471523182
50,589,5554,074c6020,511991592481096,20945951488091448
50,589,5555,074c6100,518086923932702,21329957369542626
50,589,5556,074c6400,516519755990012,21231225789153156
50,589,5557,074cc002,500103633141816,20197010049716808
50,589,5558,074cc080,519722658218968,21433008629577384
50,589,5559,074cc400,518452099359692,21352963421442996
50,589,5560,074cd000,483988795958592,19181775307173696
50,589,5561,074ce000,536656372392582,22499832622515066
50,589,5562,074d4400,510770036821540,20868993481539420
50,589,5563,074e4400,481821864174296,19045258604763048
50,589,5564,07584003,483818506058394,19171047043461222
50,589,5565,07584005,481185023844200,19005137663967000
50,589,5566,07584006,523777784806328,21688481604581064
50,589,5567,07584009,514759306730786,21120317485821918
50,589,5568,0758400a,492260083355092,19702866413153196
50,589,5569,0758400c,490056289683948,19564027411871124
50,589,5570,07584011,486301338008304,19327465456305552
50,589,5571,07584012,536212765909548,22471885414083924
50,589,5572,07584014,510454304538698,20849102347720374
50,589,5573,07584018,501447501624862,20281673764148706
50,589,5574,07584021,486389634184714,19333028115419382
50,589,5575,07584022,521465264075418,21542792798533734
50,589,5576,07584024,543992326886528,22961997755633664
50,589,5577,07584028,494838024310292,19865276693330796
50,589,5578,07584030,514691859997588,21116068341630444
50,589,5579,07584041,485716917006984,19290646933222392
50,589,5580,07584042,500518337502638,20223136424448594
50,589,5581,07584044,489977148512098,19559041518044574
50,589,5582,07584048,500863080623542,20244855241065546
50,589,5583,07584050,522904087804228,21633438693448764
50,589,5584,07584081,480334595976742,18951560708317146
50,589,5585,07584082,507854212246524,20685296533313412
50,589,5586,07584084,506148679836020,20577847991451660
50,589,5587,07584088,489063061821386,19501454056529718
50,589,5588,07584090,500188969661134,20202386250433842
50,589,5589,07584101,498221718476222,20078449425784386
50,589,5590,07584102,506487071375818,20599166658458934
50,589,5591,07584104,521681911993580,21556441617377940
50,589,5592,07584108,502867483996020,20371132653531660
50,589,5593,07584110,520069250154948,21454843921544124
50,589,5594,07584201,482793231262082,19106454731293566
50,589,5595,07584202,511129881111226,20891663671789638
50,589,5596,07584204,507582415556528,20668173341843664
50,589,5597,07584208,494252484141988,19828387662727644
50,589,5598,07584210,504409822216716,20468299961435508
50,589,5599,07584401,473374793471112,18513093150462456
50,589,5600,07584402,493938883694438,19808630834531994
50,589,5601,07584404,488175631044790,19445545917604170
50,589,5602,07584408,499607028150750,20165723935279650
50,589,5603,07584410,503303880677598,20398625644471074
50,589,5604,07584801,505695883208542,20549321803920546
50,589,5605,07584802,535371809225604,22418905142995452
50,589,5606,07584804,530428155723986,22107454972393518
50,589,5607,07584808,516640214147876,21238814653098588
50,589,5608,07584810,529167712387834,22028047042215942
50,589,5609,07585001,467364390988352,18134437794048576
50,589,5610,07585002,484008804825858,19183035865811454
50,589,5611,07585004,483478712158130,19149640027744590
50,589,5612,07585008,480575194688160,18966718427136480
50,589,5613,07585010,485230944906448,19260030690888624
50,589,5614,07586001,509799078493042,20807823106844046
50,589,5615,07586002,541741546386378,22820198584124214
50,589,5616,07586004,533451474346830,22297924045632690
50,589,5617,07586008,524945242109600,21762031414687200
50,589,5618,07586010,534615369157948,22371249418733124
50,589,5619,0758c001,503501212805032,20411057568499416
50,589,5620,0758c002,518416372551168,21350712632505984
50,589,5621,0758c004,520135407893270,21459011859058410
50,589,5622,0758c008,512852766810800,21000205470862800
50,589,5623,0758c010,521330681232478,21534314079428514
50,589,5624,07594001,508286168043602,20712509748529326
50,589,5625,07594002,542530242867054,22869886462406802
50,589,5626,07594004,536618273281896,22497432378541848
50,589,5627,07594008,524707299210016,21747041012013408
50,589,5628,07594010,535683214787344,22438523693385072
50,589,5629,075a4001,483591447007916,19156742323281108
50,589,5630,075a4002,512849718714268,21000013440781284
50,589,5631,075a4004,505983138004760,20567418856082280
50,589,5632,075a4008,491333624557074,19644499508878062
50,589,5633,075a4010,507544430766048,20665780300043424
50,589,5634,075a4020,512392673940368,20971219620025584
50,589,5635,075a4040,509065489052328,20761606972079064
