q,r,ordinal,body_hex,truncated_mass,scaled_ticks
50,589,12607,2314c880,572068213030410,24730778582698230
50,589,12608,2314c900,577469978264892,25071089792470596
50,589,12609,2314ca00,540189219360014,22722401981463282
50,589,12610,2314cc00,563567110201752,24195209104492776
50,589,12611,2314d001,481797344727330,19043713879604190
50,589,12612,2314d080,499256779987950,20143658301023250
50,589,12613,2314d200,479833041893654,18919962801082602
50,589,12614,2314d800,519277662958542,21404973928170546
50,589,12615,2314e001,480977269623768,18992049148079784
50,589,12616,2314e080,518672042963508,21366819868483404
50,589,12617,2314e200,497449081861444,20029773319053372
50,589,12618,2314e800,539245565951130,22662951816703590
50,589,12619,23153400,484781802730554,19231734733807302
50,589,12620,23154081,488633864488304,19474414624545552
50,589,12621,23154082,505612069461436,20544041537852868
50,589,12622,23154084,501812731198892,20304683227312596
50,589,12623,23154088,495111419801668,19882500609287484
50,589,12624,23154090,500129161224796,20198618318944548
50,589,12625,231540a0,503200616348396,20392119991731348
50,589,12626,231540c0,504999055559676,20505421662041988
50,589,12627,23154180,520236184046474,21465360756710262
50,589,12628,23154280,539043255707712,22650206271368256
50,589,12629,23154480,510733950308384,20866720031210592
50,589,12630,23154801,514663294238804,21114268698827052
50,589,12631,23154802,527913857295466,21949054171396758
50,589,12632,23154804,526445278885298,21856533731556174
50,589,12633,23154808,520266632755858,21467279025401454
50,589,12634,23154810,526376500856056,21852200715713928
50,589,12635,23154820,526420783904456,21854990547763128
50,589,12636,23154840,532213395429426,22219925073836238
50,589,12637,23154880,551572615838024,23439555959577912
50,589,12638,23154900,541288271287406,22791642252888978
50,589,12639,23154a00,555997397857274,23718317226790662
50,589,12640,23154c00,532128565984136,22214580818782968
50,589,12641,23155001,468905751460204,18231543503775252
50,589,12642,23155002,477697170881746,18785402927332398
50,589,12643,23155004,473647302243448,18530261203119624
50,589,12644,23155008,477645112573198,18782123253893874
50,589,12645,23155010,481558679449096,19028677967075448
50,589,12646,23155020,473417767467716,18515800512248508
50,589,12647,23155040,476636672032326,18718591499818938
50,589,12648,23155080,492518432827504,19719142429915152
50,589,12649,23155100,486323888659896,19328886147355848
50,589,12650,23155200,502396573580914,20341465297379982
50,589,12651,23155400,482048561096336,19059540510851568
50,589,12652,23155800,510735229852876,20866800642513588
50,589,12653,23156001,463892451957982,17915705635135266
50,589,12654,23156002,496683399973254,19981535360097402
50,589,12655,23156004,489898652522956,19554096270728628
50,589,12656,23156008,476555579792216,18713482688692008
50,589,12657,23156010,487420485668234,19397971758881142
50,589,12658,23156020,488256441823224,19450636996645512
50,589,12659,23156040,486115345510584,19315747928949192
50,589,12660,23156080,504227850579702,20456835748303626
50,589,12661,23156100,501016288657914,20254507347230982
50,589,12662,23156200,515240255680584,21150617269659192
50,589,12663,23156400,487705893780734,19415952469968642
50,589,12664,23156800,523823722339914,21691375669196982
50,589,12665,23157000,478092106751034,18810283887097542
50,589,12666,2315c080,527165215301924,21901889725803612
50,589,12667,2315c800,553103499282566,23536001616584058
50,589,12668,2315d000,490206066826896,19573463371876848
50,589,12669,2315e000,505727950177404,20551342022958852
50,589,12670,23164003,469034036494824,18239625460956312
50,589,12671,23164005,473246778334086,18505028196829818
50,589,12672,23164006,492307711655196,19705866996059748
50,589,12673,23164009,496590851840586,19975704827739318
50,589,12674,2316400a,464531822444250,17955985975770150
50,589,12675,2316400c,467380421197362,18135447697216206
50,589,12676,23164011,469012847353974,18238290545082762
50,589,12677,23164012,500884519579086,20246205895264818
50,589,12678,23164014,478204755541956,18817380760925628
50,589,12679,23164018,468936095809020,18233455197750660
50,589,12680,23164021,464399127456444,17947626191538372
50,589,12681,23164022,481537460932986,19027341200560518
50,589,12682,23164024,506036156393646,20570759014582098
50,589,12683,23164028,457684356123750,17524595597578650
50,589,12684,23164030,472896757615746,18482976891574398
50,589,12685,23164041,476167783420014,18689051517243282
50,589,12686,23164042,473358092868006,18512041012466778
50,589,12687,23164044,467737593490356,18157949551674828
50,589,12688,23164048,476091031875060,18684216169911180
50,589,12689,23164050,492585852460986,19723389866824518
50,589,12690,23164060,467302710299466,18130551910648758
50,589,12691,23164081,485051268554442,19248711080712246
50,589,12692,23164082,490152116704944,19570064514193872
50,589,12693,23164084,492650756383926,19727478813969738
50,589,12694,23164088,479688937120026,18910884200344038
50,589,12695,23164090,479744243257494,18914368487004522
50,589,12696,231640a0,487536898835694,19405305788431122
50,589,12697,231640c0,493198753023984,19762002602293392
50,589,12698,23164101,474640323728892,18592821556702596
50,589,12699,23164102,464923563815406,17980665682152978
50,589,12700,23164104,484671216587694,19224767806807122
50,589,12701,23164108,466187253229308,18060278115228804
50,589,12702,23164110,479471378178426,18897177987023238
50,589,12703,23164120,496637384336466,19978636374979758
50,589,12704,23164140,491910787653126,19680860783929338
50,589,12705,23164180,499040980836402,20130062954475726
50,589,12706,23164201,461829714847146,17785753197152598
50,589,12707,23164202,479253704585494,18883464550668522
50,589,12708,23164204,478245703339956,18819960472199628
50,589,12709,23164208,460685881949140,17713691724578220
50,589,12710,23164210,464677126534424,17965140133451112
50,589,12711,23164220,475427999914414,18642445156390482
50,589,12712,23164240,470793331000184,18350461014793992
50,589,12713,23164280,500780553897136,20239656057301968
50,589,12714,23164300,480816251309248,18981904994265024
50,589,12715,23164401,463657500788982,17900903711488266
50,589,12716,23164402,464346310718736,17944298737062768
50,589,12717,23164404,465523304617374,18018449352676962
50,589,12718,23164408,480646897031808,18971235674786304
50,589,12719,23164410,473634329088486,18529443894357018
50,589,12720,23164420,458290928150196,17562809635244748
50,589,12721,23164440,506708481119406,20613115472304978
50,589,12722,23164480,496889433095292,19994515446785796
50,589,12723,23164500,488553541805166,19469354295507858
50,589,12724,23164600,474363937883898,18575409248467974
50,589,12725,23164801,500982101538642,20252353558716846
50,589,12726,23164802,500527500708474,20223713706416262
50,589,12727,23164804,507184707304032,20643117721936416
50,589,12728,23164808,494745553307916,19859451020181108
50,589,12729,23164810,495892986122454,19931739287497002
50,589,12730,23164820,500658469625454,20231964748186002
50,589,12731,23164840,510008502652374,20821016828881962
50,589,12732,23164880,541022994528462,22774929817075506
50,589,12733,23164900,509338771007334,20778823735244442
50,589,12734,23164a00,509935565163398,20816421767076474
50,589,12735,23164c00,508185452004744,20706164638081272
50,589,12736,23165001,465252768806232,18001405596575016
50,589,12737,23165002,459363345855006,17630371950647778
50,589,12738,23165004,464799350973624,17972840273120712
50,589,12739,23165008,462345941504118,17818275476541834
50,589,12740,23165010,461452736960646,17762003590303098
50,589,12741,23165020,457088555527086,17487060159988818
50,589,12742,23165040,464203857780546,17935324201956798
50,589,12743,23165080,486508008524622,19340485698833586
50,589,12744,23165100,465636933763626,18025607988890838
50,589,12745,23165200,467263753703828,18128097645123564
50,589,12746,23165400,466057938750366,18052131303055458
50,589,12747,23165800,494405070642054,19838000612231802
50,589,12748,23166001,474007590344442,18552959353482246
50,589,12749,23166002,496005710581566,19938840928421058
50,589,12750,23166004,489454865845974,19526137710078762
50,589,12751,23166008,473930838799488,18548124006150144
50,589,12752,23166010,484535344546626,19216207868219838
50,589,12753,23166020,482115131777796,19063734463783548
50,589,12754,23166040,488219687168826,19448321453418438
50,589,12755,23166080,504910182546882,20499822662235966
50,589,12756,23166100,494270989270716,19829553485837508
50,589,12757,23166200,488793500917398,19484471719578474
50,589,12758,23166400,488072014236636,19439018058690468
50,589,12759,23166800,520459048119594,21479401193316822
50,589,12760,23167000,482835128552766,19109094260606658
50,589,12761,2316c001,487552713622452,19406302119996876
50,589,12762,2316c002,484043424206766,19185216886808658
50,589,12763,2316c004,491499661170954,19654959815552502
50,589,12764,2316c008,483016117107918,19120496539581234
50,589,12765,2316c010,484072284162246,19187035064003898
50,589,12766,2316c020,493193145084486,19761649302105018
50,589,12767,2316c040,512662998514446,20988250068192498
50,589,12768,2316c080,515534091160992,21169128904924896
50,589,12769,2316c100,520593983762106,21487902138795078
50,589,12770,2316c200,496535854639188,19972240004051244
50,589,12771,2316c400,514565548659756,21108110727347028
50,589,12772,2316c800,530718078071634,22125720080295342
50,589,12773,2316d000,478901361260766,18861266921210658
50,589,12774,2316e000,506333077235436,20589465027614868
50,589,12775,23174001,468959855898086,18234952083361818
50,589,12776,23174002,490830043692474,19612773914408262
50,589,12777,23174004,487303638916896,19390610413546848
50,589,12778,23174008,474909268454960,18609765074444880
50,589,12779,23174010,482083222000454,19061724147811002
50,589,12780,23174020,481616010472094,19032289821524322
50,589,12781,23174040,483566493366394,19155170243865222
50,589,12782,23174080,502866906586906,20371096276757478
50,589,12783,23174100,486860275302968,19362678505869384
50,589,12784,23174200,513821649531948,21061245082295124
50,589,12785,23174400,486442352699788,19336349381869044
50,589,12786,23174800,517142931300718,21270485833727634
50,589,12787,23175000,475913021674088,18673001527249944
50,589,12788,23176000,496582059126698,19975150886764374
50,589,12789,2317c000,500425694428268,20217299910763284
50,589,12790,23194011,521920510786246,21571473341315898
50,589,12791,23194041,530315453087706,22100354706307878
50,589,12792,23194044,519079806698596,21392508983793948
50,589,12793,23194101,534354710742424,22354827938555112
50,589,12794,23194108,536287300446898,22476581089936974
50,589,12795,23194401,525492021311114,21796478504382582
50,589,12796,23194404,522798979260558,21626816855197554
50,589,12797,23195001,499450218688564,20155844939161932
50,589,12798,2319c001,539100224491114,22653795304722582
50,589,12799,2319c004,538274621408238,22601782310501394
50,589,12800,2319c008,543301797550798,22918494407482674
50,589,12801,231c1240,511131237800244,20891749143197772
50,589,12802,231c1600,512774899741594,20995299845502822
50,589,12803,231c4003,489289399127616,19515713306822208
50,589,12804,231c4005,489816710926758,19548933950168154
50,589,12805,231c4009,527863884740004,21945905900402652
50,589,12806,231c4011,490729474861716,19606438078070508
50,589,12807,231c4021,486331422585066,19329360784641558
50,589,12808,231c4041,498700861362816,20108635427639808
50,589,12809,231c4081,500898859272750,20247109295965650
50,589,12810,231c4082,510511846410936,20852727485671368
50,589,12811,231c4084,510105365885658,20827119212578854
50,589,12812,231c4088,505517374299114,20538075742626582
50,589,12813,231c4090,502549571403066,20351104160175558
50,589,12814,231c40a0,511685909775726,20926693477653138
50,589,12815,231c40c0,517968175900956,21322476243542628
50,589,12816,231c4101,504139266640620,20451254960141460
50,589,12817,231c4180,531477909893610,22173589485079830
50,589,12818,231c4201,478526359328692,18837641799489996
50,589,12819,231c4202,498868383133484,20119189299191892
50,589,12820,231c4204,494393803183486,19837290762342018
50,589,12821,231c4208,485929833482606,19304060671186578
50,589,12822,231c4210,490647487631874,19601272882590462
50,589,12823,231c4220,496526317871204,19971639187668252
50,589,12824,231c4240,500396173163574,20215440071087562
50,589,12825,231c4280,520921011551842,21508504889548446
50,589,12826,231c4300,512535565109804,20980221763700052
50,589,12827,231c4401,488903132803830,19491378528423690
50,589,12828,231c4480,522568868245980,21612319861279140
50,589,12829,231c4600,500038929965314,20192933749597182
50,589,12830,231c4801,523542001002420,21673627224934860
50,589,12831,231c4802,528990083688426,22016856434153238
50,589,12832,231c4804,529958827664754,22077887304661902
50,589,12833,231c4808,526739128634214,21875046265737882
50,589,12834,231c4810,524008788662436,21703034847515868
50,589,12835,231c4820,531519789310956,22176227888372628
50,589,12836,231c4840,541249057151616,22789171762334208
50,589,12837,231c4880,568760506847430,24522393093170490
50,589,12838,231c4900,549823527129732,23329363370955516
50,589,12839,231c4a00,534928260251904,22390961557652352
50,589,12840,231c4c00,540552324510072,22745277605916936
50,589,12841,231c5001,480420527673120,18956974405188960
50,589,12842,231c5080,503006137616040,20379867831592920
50,589,12843,231c5200,485468824893354,19275017130063702
50,589,12844,231c5800,519909262523082,21444764700736566
50,589,12845,231c6001,478028395767768,18806270095151784
50,589,12846,231c6080,519435749178678,21414933360039114
50,589,12847,231c6200,498015928324304,20065484646213552
50,589,12848,231c6800,535098162319800,22401665387929800
50,589,12849,231cc001,512242416621870,20961753408960210
50,589,12850,231cc080,540318742458240,22730561936651520
50,589,12851,231cc200,518864347575304,21378935059026552
50,589,12852,231cc800,562323567819792,24116865934429296
50,589,12853,231d1040,519652242329066,21428572428513558
50,589,12854,231d4001,493753752761444,19796967585753372
50,589,12855,231d4002,514417922141816,21098810256716808
50,589,12856,231d4004,509208895694948,20770641590564124
50,589,12857,231d4008,505036804953808,20507799873872304
50,589,12858,231d4010,510461571876586,20849560190007318
50,589,12859,231d4020,510906155925886,20877568985113218
50,589,12860,231d4040,518038798654836,21326925477037068
50,589,12861,231d4080,526537500774944,21862343710603872
50,589,12862,231d4100,526987228706446,21890676570288498
50,589,12863,231d4200,537539252553554,22555454072656302
50,589,12864,231d4400,519836287209966,21440167256010258
50,589,12865,231d4800,546978663635966,23150136970848258
50,589,12866,231d5000,497117027446776,20008853890929288
50,589,12867,231d6000,507138914486754,20640232774447902
50,589,12868,231dc000,532675667374546,22249048206378798
50,589,12869,231e4001,484675157787012,19225016102364156
50,589,12870,231e4002,495451888319526,19903950125912538
50,589,12871,231e4004,491980970279964,19685282289420132
50,589,12872,231e4008,483829815097968,19171759512954384
50,589,12873,231e4010,483307030346466,19138824073609758
50,589,12874,231e4020,487733087283606,19417665660649578
50,589,12875,231e4040,497585244419286,20038351560197418
50,589,12876,231e4080,517388381556192,21285949199822496
50,589,12877,231e4100,500721888965526,20235960166610538
50,589,12878,231e4200,497788121234998,20051132799587274
50,589,12879,231e4400,499464328461936,20156733854884368
50,589,12880,231e4800,527916626635314,21949228639807182
50,589,12881,231e5000,487310508912966,19391043223299258
50,589,12882,231e6000,508628098313736,20734051355547768
50,589,12883,231ec000,514515845567826,21104979432555438
50,589,12884,231f4000,506605507119468,20606628110308884
50,589,12885,23205403,517919576341596,21319414471302948
50,589,12886,23205405,521204667677694,21526375225477122
50,589,12887,23205411,520623765949716,21489778416614508
50,589,12888,23205421,518773452523326,21373208670751938
50,589,12889,23205601,523310973187574,21659072472599562
50,589,12890,23214091,475120267353446,18623058005049498
50,589,12891,23215081,518050590057286,21327668335391418
50,589,12892,23215401,514814760636176,21123811081861488
50,589,12893,23217001,490403021524884,19585871517850092
50,589,12894,23235001,502174557534988,20327478286486644
50,589,12895,23244281,468498513924828,18205887539046564
50,589,12896,23244481,462085649100216,17801877055096008
50,589,12897,23244c01,458967163751256,17605412478111528
50,589,12898,23245081,493894888933416,19805859164587608
50,589,12899,23245401,509011733764746,20758220388961398
50,589,12900,23245880,536854535003346,22512316866993198
50,589,12901,23245c00,500138464787928,20199204443421864
50,589,12902,23246201,454519517437948,17325210760373124
50,589,12903,23246401,465939920092194,18044696127590622
50,589,12904,23247001,506804903777874,20619190099788462
50,589,12905,23247080,510406610001114,20846097591852582
50,589,12906,23247200,504978668660970,20504137287423510
50,589,12907,23247800,499966422033846,20188365749914698
50,589,12908,2324cc00,506172073605948,20579321798957124
50,589,12909,2324e200,484192794669730,19194627225975390
50,589,12910,23254081,472008666455170,18427027148458110
50,589,12911,23254082,491353157160486,19645730062893018
50,589,12912,23254084,484103802559668,19189020723041484
50,589,12913,23254088,491343895393734,19645146571587642
50,589,12914,23254090,479363616434946,18890388997183998
50,589,12915,232540a0,490924293165266,19618711631194158
50,589,12916,232540c0,492729032439566,19732410205475058
50,589,12917,23254180,494126552633680,19820453977704240
50,589,12918,23254280,528641971413268,21994925360818284
50,589,12919,23254480,500449321060720,20218788388607760
50,589,12920,23254880,513404171022880,21034943936223840
50,589,12921,23254c00,491193761114392,19635688111989096
50,589,12922,23255080,525402773987720,21790855923008760
50,589,12923,23255400,508007957994492,20694982515435396
50,589,12924,23256001,444975975666908,16723967628797604
50,589,12925,23256002,473677237827244,18532147144898772
50,589,12926,23256004,461493939448702,17764599347050626
50,589,12927,23256008,465027545118102,17987216504222826
50,589,12928,23256010,456673007189524,17460880614722412
50,589,12929,23256020,467461614611654,18140562882316602
50,589,12930,23256040,467928309759754,18169964676646902
50,589,12931,23256080,487754306609498,19419002478180774
50,589,12932,23256100,469649417754640,18278394480324720
50,589,12933,23256200,494648034004720,19853307304079760
50,589,12934,23256400,475366455316050,18638567846693550
50,589,12935,23256800,475848878039690,18668960478282870
50,589,12936,23257000,501292162579120,20271887404266960
50,589,12937,2325c080,503887573658290,20435398302254670
50,589,12938,2325e000,474689798267590,18595938452640570
50,589,12939,23264201,464192983725422,17934639136483986
50,589,12940,23264401,473381512126488,18513516425751144
50,589,12941,23265001,510946022897348,20880080604315324
50,589,12942,23265800,494285424502770,19830462905456910
50,589,12943,23267000,532341264298452,22227980812584876
50,589,12944,23274001,452852636756922,17220197277468486
50,589,12945,23274002,471259596693754,18379835753488902
50,589,12946,23274004,466656149386332,18089818573121316
50,589,12947,23274008,466190490930756,18060482090420028
50,589,12948,23274010,456900289513054,17475199401104802
50,589,12949,23274020,461785885141534,17782991925699042
50,589,12950,23274040,464301809148854,17941495138160202
50,589,12951,23274080,490877742650352,19615778948754576
50,589,12952,23274100,460873154503224,17725489895485512
50,589,12953,23274200,498631788314914,20104283825621982
50,589,12954,23274400,468951001491974,18234394255776762
50,589,12955,23274800,475144395811704,18624578097919752
50,589,12956,23275000,502827420173064,20368608632685432
50,589,12957,23276000,479974829641104,18928895429171952
50,589,12958,2327c000,473092169738244,18495287855291772
50,589,12959,23284403,503528161483776,20412755335260288
50,589,12960,23284405,497205211797294,20014409505011922
50,589,12961,23284411,506250340923756,20584252639979028
50,589,12962,23284421,506841492443286,20621495185709418
50,589,12963,23284484,487503473313714,19403199980546382
50,589,12964,23284601,507293012161364,20649940927948332
50,589,12965,23284604,497149222395254,20010882172683402
50,589,12966,23284c04,484082107345980,19187653924579140
50,589,12967,2328c084,495524034877014,19908495359034282
50,589,12968,23294401,501482600986796,20283885023950548
50,589,12969,23294404,493073293056344,19754098624332072
50,589,12970,232c2101,509187152641224,20769271778179512
50,589,12971,232c4081,468702366402396,18218730245133348
50,589,12972,232c4082,483711431549706,19164301349413878
50,589,12973,232c4084,480653283603234,18971638028786142
50,589,12974,232c4088,485857070716500,19299476616921900
50,589,12975,232c4090,466307966541336,18067883053886568
50,589,12976,232c40a0,488955339222336,19494667532789568
50,589,12977,232c40c0,485180055134106,19256824635231078
50,589,12978,232c4180,488857118685936,19488479638996368
50,589,12979,232c4280,502639620036898,20356777224106974
50,589,12980,232c4401,488210778682566,19447760218784058
50,589,12981,232c4480,496504669135566,19970275317323058
50,589,12982,232c4600,490494789832810,19591652921249430
50,589,12983,232c4880,517835499232326,21314117613418938
50,589,12984,232c4c00,489349558946358,19519503375402954
50,589,12985,232c5080,522064429189356,21580540200711828
50,589,12986,232c6001,476182773618414,18689995899742482
50,589,12987,232c6080,490662600927474,19602225020213262
50,589,12988,232c6200,487234800463520,19386273590984160
50,589,12989,232c6800,480335322907356,18951606504945828
50,589,12990,232cc080,500739231744426,20237052761681238
50,589,12991,232d4080,505279310044810,20523077694605430
50,589,12992,232d4400,497065710528042,20005620925049046
50,589,12993,232d6000,479654963046760,18908743833728280
50,589,12994,232e4001,482052601885638,19059795080577594
50,589,12995,232e4002,489929685751926,19556051364153738
50,589,12996,232e4004,488332431292860,19455424333232580
50,589,12997,232e4008,481976926703034,19055027544073542
50,589,12998,232e4010,472883221649076,18482124125674188
50,589,12999,232e4020,487897470546276,19428021806197788
50,589,13000,232e4040,489874073891076,19552547816920188
50,589,13001,232e4080,491008767945378,19624033542341214
50,589,13002,232e4100,486347787908472,19330391800016136
50,589,13003,232e4200,488823162931114,19486340426442582
50,589,13004,232e4400,496119864147432,19946032603070616
50,589,13005,232e4800,477039250640820,18743953952154060
50,589,13006,232e5000,528242440632102,21969754921604826
50,589,13007,232e6000,507688678954632,20674867935924216
50,589,13008,232ec000,501329207771112,20274221251362456
50,589,13009,232f4000,482380313249344,19080440896491072
50,589,13010,23305201,504763741715662,20490596889869106
50,589,13011,23315001,512021549311844,20947838768428572
50,589,13012,23344081,458932764961800,17603245354375800
50,589,13013,23344082,466645879044906,18089171541611478
50,589,13014,23344084,468320514856368,18194673597733584
50,589,13015,23344088,474726560138214,18598254450489882
50,589,13016,23344090,456499655318166,17449959446826858
50,589,13017,233440a0,475666684045866,18657482256671958
50,589,13018,233440c0,477144642326976,18750593628381888
50,589,13019,23344180,482376797787210,19080219422376630
50,589,13020,23344280,480224349076802,18944615153620926
50,589,13021,23344480,482011470591210,19057203809028630
50,589,13022,23344801,483608594937330,19157822642834190
50,589,13023,23344802,484873581571686,19237516800798618
50,589,13024,23344804,485582380560054,19282171137065802
50,589,13025,23344808,493058941309194,19753194464261622
50,589,13026,23344810,475924163166216,18673703441254008
50,589,13027,23344820,491821075205376,19675208899721088
50,589,13028,23344840,497536150413516,20035258637833908
50,589,13029,23344880,520595213630610,21487979620510830
50,589,13030,23344900,500452828359972,20219009348460636
50,589,13031,23344a00,490462253931154,19589603159445102
50,589,13032,23344c00,496583254483752,19975226194258776
50,589,13033,23345001,490564403192220,19596038562892260
50,589,13034,23345080,510331801042530,20841384627461790
50,589,13035,23345200,491434032674704,19650825220288752
50,589,13036,23345800,527147851359342,21900795797420946
50,589,13037,23346001,443854649363298,16653324071670174
50,589,13038,23346080,476840620874178,18731440276855614
50,589,13039,23346200,457793435402154,17531467592118102
50,589,13040,23346800,488086264849620,19439915847308460
50,589,13041,2334c080,486999098907000,19371424392923400
50,589,13042,2334c800,506114551104432,20575697881361616
50,589,13043,23354080,484749820991194,19229719884227622
50,589,13044,23354800,502301610688096,20335482635132448
50,589,13045,23355000,508096457962776,20700558013437288
50,589,13046,23356000,466616456524464,18087317922823632
50,589,13047,23364001,450574170202302,17076653884527426
50,589,13048,23364002,454293210309606,17310953411287578
50,589,13049,23364004,456778870831944,17467550024194872
50,589,13050,23364008,456171973237848,17429315475766824
50,589,13051,23364010,443714115037266,16644470409130158
50,589,13052,23364020,454292783013546,17310926491635798
50,589,13053,23364040,462915426614166,17854153038474858
50,589,13054,23364080,475976591265072,18677006411481936
50,589,13055,23364100,457263266697126,17498066963701338
50,589,13056,23364200,458556367557788,17579532317923044
50,589,13057,23364400,457709325424956,17526168663554628
50,589,13058,23364800,483373213973394,19142993642106222
50,589,13059,23365000,493808167555386,19800395717771718
50,589,13060,23366000,472073224764396,18431094321939348
50,589,13061,2336c000,466261606017006,18064962340853778
50,589,13062,23374000,467823949745738,18163389995763894
50,589,13063,233c4001,465936164017980,18044459494915140
50,589,13064,233c4080,493595412336780,19786992138999540
50,589,13065,233c4200,477703868641854,18785824886219202
50,589,13066,233c4800,509014237040952,20758378095362376
50,589,13067,233d4000,492817093941126,19737958080073338
50,589,13068,233e4000,476847548068986,18731876690128518
50,589,13069,2340440b,524576636390378,21738809254376214
50,589,13070,23405281,498144937129814,20073612200960682
50,589,13071,23405403,482975669690124,19117948352260212
50,589,13072,23405405,488295123809766,19453073961797658
50,589,13073,23405411,502222677612084,20330509851343692
50,589,13074,23405421,485653563062304,19286655634707552
50,589,13075,23405601,491009056588544,19624051726860672
50,589,13076,23405a01,487831449517204,19423862481366252
50,589,13077,23414007,509530040324604,20790873702232452
50,589,13078,2341400b,521169940506878,21524187413715714
50,589,13079,23414403,483387031079524,19143864119792412
50,589,13080,23415003,479206626775344,18880498648629072
50,589,13081,23415005,478608527012876,18842818363593588
50,589,13082,23415009,505840048142078,20558404194733314
50,589,13083,23415011,480199198214944,18943030649323872
50,589,13084,23415021,476504689118094,18710276576222322
50,589,13085,23415041,477239819126824,18756589766772312
50,589,13086,23415081,487566054669174,19407142605940362
50,589,13087,23415101,481066829449414,18997691417095482
50,589,13088,23415201,506212186142754,20581848888775902
50,589,13089,23415401,473836987949884,18542211402625092
50,589,13090,23415408,486763861775958,19356604453667754
50,589,13091,23415801,485274118434534,19262750623158042
50,589,13092,23417001,502970528639904,20377624466096352
50,589,13093,23417008,506830798383338,20620821459932694
50,589,13094,2341c003,514210983999414,21085773153745482
50,589,13095,2341d001,493892499606454,19805708636989002
50,589,13096,2341d004,494498632727242,19843895023598646
50,589,13097,2341d008,492306950381298,19705819035804174
50,589,13098,23435001,490956073646948,19620713801540124
50,589,13099,23443500,566059416738522,24352224416309286
50,589,13100,23444206,513438027853384,21037076916545592
50,589,13101,2344420a,477752807557538,18788908037907294
50,589,13102,23444403,481514065260884,19025867273218092
50,589,13103,23444406,500406816311006,20216110589375778
50,589,13104,2344440a,485601292390100,19283362582358700
50,589,13105,23444412,531704769537216,22187881642627008
50,589,13106,23444422,492936083960456,19745454451291128
50,589,13107,23444442,520521104671496,21483310756086648
50,589,13108,23444482,483484194156564,19149985393645932
50,589,13109,23444502,496349223065636,19960482214917468
50,589,13110,23444602,481179038259154,19004760572109102
50,589,13111,23444c02,482457339304704,19085293537978752
50,589,13112,23445009,514116605104272,21079827283351536
50,589,13113,2344500a,479230204631040,18881984053537920
50,589,13114,2344500c,487912040777532,19428939730766916
50,589,13115,23445018,487598766148230,19409203429120890
50,589,13116,23445028,479630219326440,18907184979348120
50,589,13117,23445048,483172231575000,19130331751007400
50,589,13118,23445088,481766734974252,19041785465160276
50,589,13119,23445108,488394852142554,19459356846763302
50,589,13120,23445201,478378251759578,18828311022635814
50,589,13121,23445202,483116759755674,19126837026389862
50,589,13122,23445204,483643125962852,19159998097442076
50,589,13123,23445208,472701071142972,18470648643789636
50,589,13124,23445210,482930853360664,19115124923504232
50,589,13125,23445220,481245382011414,19008940228501482
50,589,13126,23445240,480077561131114,18935367513042582
50,589,13127,23445280,502762090162648,20364492842029224
50,589,13128,23445300,492740556757980,19733136237535140
50,589,13129,23445401,484285499660538,19200467640396294
50,589,13130,23445402,476416144002066,18704698233912558
50,589,13131,23445404,481403502173244,19018901798696772
50,589,13132,23445408,489304461716394,19516662249915222
50,589,13133,23445410,497238393639906,20016499961096478
50,589,13134,23445420,475433907283566,18642817320647058
50,589,13135,23445440,518674823566146,21366995046449598
50,589,13136,23445480,488212214529228,19447850677123764
50,589,13137,23445500,504230644617882,20457011772708966
50,589,13138,23445600,478720522483310,18849874078230930
50,589,13139,23445808,474133977313422,18560921732527986
50,589,13140,23445a00,488545899754810,19468872846335430
50,589,13141,23445c00,479266807390440,18884290027380120
50,589,13142,23446402,533731045623536,22315537036065168
50,589,13143,23447008,514641481437624,21112894492352712
50,589,13144,23447200,514918083695820,21130320434619060
50,589,13145,23447400,532619516958552,22245510730171176
50,589,13146,2344c202,511244762545264,20898901202134032
50,589,13147,2344c402,527874852132176,21946596846109488
50,589,13148,2344d008,497026200345654,20003131783558602
50,589,13149,2344d200,501281810976020,20271235253271660
50,589,13150,2344d400,529135857102552,22026040159243176
50,589,13151,23454006,509881741388224,20813030869240512
50,589,13152,2345400a,483845373871458,19172739715684254
50,589,13153,23454402,482097355402824,19062614552160312
50,589,13154,23455001,466711129707058,18093282333327054
50,589,13155,23455002,480815160612594,18981836280375822
50,589,13156,23455004,478692891508222,18848133326800386
50,589,13157,23455008,470079863424022,18305512557495786
50,589,13158,23455010,481971782363544,19054703450685672
50,589,13159,23455020,473261019471224,18505925388469512
50,589,13160,23455040,473051035198374,18492696379279962
50,589,13161,23455080,501364574027708,20276449325528004
50,589,13162,23455100,482043265530480,19059206890202640
50,589,13163,23455200,508251306136790,20710313448400170
50,589,13164,23455400,476419130439500,18704886379470900
50,589,13165,23455800,492951224892800,19746408330028800
50,589,13166,23457000,509512619943020,20789776218192660
50,589,13167,2345c002,508921233043264,20752518843508032
50,589,13168,2345d000,493019937950430,19750737252659490
50,589,13169,23464402,498957627600596,20124811700619948
50,589,13170,23465008,485177469412398,19256661734763474
50,589,13171,23465200,496534702158394,19972167397761222
50,589,13172,23465400,500527172654796,20223693039034548
50,589,13173,23475000,486334934509514,19329582035881782
50,589,13174,23484403,510231241604474,20835049382864262
50,589,13175,23484405,506836268140436,20621166054629868
50,589,13176,23484406,525935315673638,21824406049221594
50,589,13177,2348440a,514704544258112,21116867450043456
50,589,13178,23484411,524116572289284,21709825216007292
