mask_hex,rank,joint,margin_ticks
19245800,8,0,195894894519324
21894082,8,0,905606437766940
16380408,8,0,491504897469852
2308020b,8,0,1115425190174148
01d41011,8,0,243272817307170
318404c0,8,0,279643909328784
06a0440c,8,0,33443314728138
31206404,8,0,419995450356804
24181441,8,0,275376772205010
20195028,8,0,200829140901648
08127280,8,0,277479410698350
03280429,8,0,294092564125878
13121c00,8,0,911236456938024
03348021,8,0,235808616220380
26147000,8,0,888155395226820
00787020,8,0,463270817198700
023ca080,8,0,313732549784430
20181485,8,0,397657123013430
2a108508,8,0,6323370916968
138c0c00,8,0,627474989998584
0254a101,8,0,192417932028420
07118440,8,0,1556523104609340
020a440d,8,0,126806785233408
23804501,8,0,803995761737700
34086220,8,0,338539783706334
1c84e000,8,0,597084772428144
23806003,8,0,1281974790046230
03211c01,8,0,522134605697040
11885005,8,0,324155203733844
01592208,8,0,279311982927768
32201418,8,0,198937968361272
0342200b,8,0,118123309598238
0094f080,8,0,573928074902070
24c06410,8,0,530689787548830
0416f000,8,0,312993912245490
28905404,8,0,593172903445290
12227400,8,0,552207924453024
15007081,8,0,963646192390014
12488488,8,0,8885969113392
01906188,8,0,375837115258458
35848080,8,0,370344007400094
0540b208,8,0,64249962122178
241c000d,8,0,868912519656258
0a621408,8,0,706060810383768
29088e00,8,0,184455535561290
05542820,8,0,182946140281800
04a0d003,8,0,889589636814690
20b84500,8,0,1385819314404210
021ce004,8,0,415888523183070
1150c041,8,0,447262136377434
1410600b,8,0,193449537065862
01c16042,8,0,314868589038360
1401f200,8,0,459085916497194
1f500800,8,0,331238188435644
20903482,8,0,35325062432100
23085a00,8,0,673304336345340
10847009,8,0,797058306616572
25194400,8,0,1827734728397130
20c06406,8,0,632969450023680
31426800,8,0,610005316213944
20d88041,8,0,33007785536250
0c586004,8,0,23484560334480
20ac2404,8,0,250952389041690
0309a201,8,0,405482930776980
067a0400,8,0,65051123819220
0a381401,8,0,178591941144540
3204a410,8,0,12910477774194
0430c448,8,0,207053911955898
1024d044,8,0,150043784252544
23e09000,8,0,217983694270230
0d224009,8,0,427250637941778
21016c80,8,0,57773725722090
20e94400,8,0,357237509907600
082a7400,8,0,246565200917700
01499600,8,0,7756095755520
05126210,8,0,32006398091220
328d2000,8,0,358101050249124
310a1600,8,0,529044495677334
05811604,8,0,200074634107110
2418f000,8,0,1403457015209130
22942408,8,0,428170840481538
030a2580,8,0,437555551402620
0310044d,8,0,64298306549358
02882682,8,0,228913688630970
12746000,8,0,967846044451104
29503008,8,0,426511783053468
03925010,8,0,203084103698280
01649600,8,0,183611600163180
21581048,8,0,539808603719238
01502491,8,0,315207284549220
214230c0,8,0,90879853201200
341a3000,8,0,494243924096034
210e1480,8,0,403251098298930
03a80601,8,0,396075054447450
20583022,8,0,49595012150040
02303610,8,0,21001119797700
223a8002,8,0,371081589874380
0300dd00,8,0,134669814323310
2154a400,8,0,1006974275950440
01107d00,8,0,138107802700350
05510610,8,0,80446568276970
1408e009,8,0,117858354411042
2128c082,8,0,489437118133110
0238c009,8,0,509997507605208
01605282,8,0,450373779431730
06287080,8,0,551486052616590
2c590008,8,0,133852735602558
212830a0,8,0,650399681361150
270a0081,8,0,135214883325270
160ca004,8,0,367984505304234
21604c08,8,0,313899939895878
0200b4c1,8,0,350093825205390
05d80440,8,0,578727796113810
32815400,8,0,525888012513654
2d008409,8,0,243839075822748
29381800,8,0,946825115704650
014c3041,8,0,64566938716560
2504100d,8,0,320301647681148
05211444,8,0,12126857805090
021096c0,8,0,288302837180400
01647008,8,0,616668518687508
01e22408,8,0,19204463024838
017050c0,8,0,826584541951770
1094c808,8,0,200172501578322
03907040,8,0,955293204199320
07904024,8,0,288311880888990
24283500,8,0,418822484374980
31444108,8,0,40030590409992
240c420a,8,0,173870330257008
01c8b400,8,0,725240981643570
00ac6006,8,0,125753932426500
01207409,8,0,1065794136522948
084a3880,8,0,66619385199360
20a85420,8,0,935423829212040
35049010,8,0,90951312689874
2b442800,8,0,437516391640860
15022089,8,0,393864586645572
02548809,8,0,423267328335978
0e834400,8,0,72010289243970
10047205,8,0,403175338974954
21089540,8,0,352984612511160
01486610,8,0,838781080675650
27883000,8,0,806318532106290
01945210,8,0,284562987733080
04985120,8,0,290089889523000
24315002,8,0,835169962687830
13405802,8,0,311370779062224
31045021,8,0,376955151771744
01283203,8,0,682318088903430
15051208,8,0,839972277040806
04a8c440,8,0,179376422050980
07110209,8,0,1255429040706288
3128400a,8,0,433334667120642
14207208,8,0,128869885324152
17140204,8,0,137714073999138
21145101,8,0,334057295312370
03885410,8,0,935025609185010
25480c20,8,0,165513713405040
03e81001,8,0,93612929997510
32140007,8,0,236067673470174
09486804,8,0,988431485302800
24193001,8,0,614578599265680
24290c08,8,0,161799339539628
05098604,8,0,209851739871480
1150a201,8,0,888958597066344
31ac0040,8,0,253989213189894
21548005,8,0,580553359316910
248044c8,8,0,159916665116628
12203604,8,0,81040170600144
014cb002,8,0,295976647112580
39402440,8,0,16313651947404
15887000,8,0,1165997208700044
36108408,8,0,702180602804142
014078c0,8,0,164862093019050
2f508000,8,0,727794692276400
23410481,8,0,259247078540730
214b2010,8,0,527293960483500
2b400608,8,0,448873776882468
0500b680,8,0,12325735394280
005c4007,8,0,398595675624300
13320401,8,0,735829035998364
142cc001,8,0,217330286613804
105d0408,8,0,63111416534712
14b81002,8,0,82253967212214
06007083,8,0,119019112943850
20b44101,8,0,170830100854980
03c44500,8,0,539684817536340
31106042,8,0,217765741714794
23401488,8,0,1317923984416788
3c086002,8,0,639993952129014
17304001,8,0,866567729746404
1004520b,8,0,244815298778232
11123801,8,0,64833923436534
0140a648,8,0,40456286167878
3010500d,8,0,428822768646972
280c6006,8,0,571852778566230
31f40000,8,0,304190249147694
05087090,8,0,779285583771030
00987204,8,0,587117360648070
05184086,8,0,150674027186340
11022489,8,0,493113237217902
0644b400,8,0,207031961147760
06a0c440,8,0,813053896473420
32301480,8,0,727223911162434
24944022,8,0,551884099504500
05037200,8,0,950658988719510
25034480,8,0,25640795970090
11a0e400,8,0,474515349010164
0b408c08,8,0,419692240109268
288c4480,8,0,608829346537650
04307104,8,0,329509689752880
0120720a,8,0,380384006380938
13107020,8,0,720495418370364
28824640,8,0,234390031109010
201c2803,8,0,374107549178790
34844220,8,0,219458938678434
25042403,8,0,138669433840980
24180506,8,0,58575715806510
060c5402,8,0,283925310563160
2252c400,8,0,390494816856900
21106424,8,0,681479384307120
021ca880,8,0,82358824672530
35054004,8,0,904104303672024
35004442,8,0,346662543573864
048d4102,8,0,135547427507310
03c46020,8,0,368951904935460
14066408,8,0,221701990499262
11243210,8,0,27902961164988
35601001,8,0,429639605724294
31084083,8,0,1114735220715564
1140e202,8,0,249673481801604
111c0025,8,0,16088691844134
01e03201,8,0,114389787461040
3500c440,8,0,785660547422394
054a2210,8,0,164484254209716
11125005,8,0,669354088763304
00d4e001,8,0,800269336260450
030034a1,8,0,29739450542760
1300c405,8,0,254116557071874
11906c00,8,0,686842625291004
25894004,8,0,1187554260363030
01a07880,8,0,255624852132090
04984640,8,0,66537323656650
34b01400,8,0,411463146874374
01283504,8,0,409180765373730
2100e604,8,0,318622174838730
1128e001,8,0,221483543578164
314802c0,8,0,89511509690064
29280e00,8,0,174371033740680
3040d408,8,0,56621385951732
29446080,8,0,774005231857410
005e6010,8,0,7508227354740
21880682,8,0,1549534889220570
11642081,8,0,696048232399884
35201005,8,0,194348435689674
30183500,8,0,303765815346084
07004641,8,0,185154794179740
030a9404,8,0,450598321143810
33480802,8,0,651483432680094
210a6410,8,0,1237116585509910
20486211,8,0,290647993599810
302c1006,8,0,466204217444784
024085d0,8,1,402114485203200
34814108,8,1,126932525511372
284a2012,8,1,484545339646200
22205c02,8,1,532692930527100
2188042c,8,1,679519753319358
05414214,8,1,327173885153640
25085012,8,1,1264708918124190
30182016,8,1,421752027466854
041d0c80,8,1,351342511811550
0080501f,8,1,455461309072728
31090089,8,1,312591616248492
01e05110,8,1,734168773719360
22088c42,8,1,730411620341130
01508125,8,1,567201040038990
24118a80,8,1,356014829459520
200a3405,8,1,379978661345220
209c4120,8,1,1144335987270000
050c4083,8,1,149626915019820
0481c320,8,1,333211260339090
10585003,8,1,453213924877854
2c090604,8,1,475773153399810
28a05140,8,1,4136906171790
07005016,8,1,369649620212040
240c001b,8,1,404747325217998
03208321,8,1,75863583406170
300c4016,8,1,1322661769897104
06110a82,8,1,158827303109160
054d0210,8,1,345459158151660
218840a4,8,1,1141874076542850
201a0416,8,1,722310370959870
1180c043,8,1,277113106859904
01584448,8,1,857879752618728
2104440b,8,1,535757129471088
0321120c,8,1,107449239389058
01b04124,8,1,538002362237130
0505d080,8,1,185374302187410
105c1084,8,1,69175081280214
0940cc40,8,1,395341267795110
140d0205,8,1,91170885238524
20804487,8,1,392097638969820
21300483,8,1,347786532890370
200e2282,8,1,99592216024140
000c7007,8,1,629608251767040
0314480c,8,1,25334546167098
25290088,8,1,380657692339218
0184c121,8,1,267086303069040
20a81604,8,1,436588874675100
054c1014,8,1,200673678490740
2120c448,8,1,478951115092128
20482096,8,1,621276670936530
01884c44,8,1,696979999842210
03109124,8,1,248490425376270
212c9100,8,1,197683314093090
10145403,8,1,389683408281804
00b8d010,8,1,509800927970880
0200c5d0,8,1,507302042321970
24111601,8,1,94479668345160
23081206,8,1,1118973141604710
31504082,8,1,403373446728714
00c4c444,8,1,99174673379880
16214202,8,1,214798307074974
210804a5,8,1,304052427904050
0110c125,8,1,584900393564340
0154c808,8,1,250035017702148
01b00548,8,1,41535671360148
11684404,8,1,156136558564224
03c04043,8,1,555634801502550
24908c40,8,1,31248712189170
228c4006,8,1,791473458132630
25035200,8,1,767481301560960
020ccc40,8,1,404358662831760
01301125,8,1,564175027641960
2380c108,8,1,338022620759628
21344440,8,1,484861972291200
258c8002,8,1,715655096581320
2158008a,8,1,824185401293268
319a0001,8,1,422759327967144
005c4481,8,1,20400586531920
2028d440,8,1,1076294891710080
10e05050,8,1,237653704521954
111a4404,8,1,121539307864464
2140448c,8,1,173050900007958
21185202,8,1,1935511207914060
3100d440,8,1,759342286503864
03485084,8,1,611697758234850
0545c080,8,1,199849442739660
20882603,8,1,654491040259140
10845142,8,1,329347339543404
10c8c440,8,1,559858657083894
11720003,8,1,28595925482544
11c24240,8,1,42780858548904
22a89002,8,1,91196347692240
0044f204,8,1,57631538655810
01e44140,8,1,170311430106720
0520c441,8,1,277231653632430
0d0d1200,8,1,213093598958100
112050c1,8,1,135095675103144
20388083,8,1,61117987146930
00e45050,8,1,86794299673200
04991600,8,1,176335494034140
00524609,8,1,103022408207628
01e08c40,8,1,146858952350250
020885d0,8,1,432061140345660
1501c280,8,1,121586756294934
20981209,8,1,571536661715838
22045c04,8,1,266948227216440
00207286,8,1,197164847587680
230c1082,8,1,550281112337250
230c4006,8,1,1185345829461150
2902c440,8,1,145487257988940
14250203,8,1,6889547136654
03580811,8,1,565232415744150
02630409,8,1,2111984984088
0a085c04,8,1,126948791963700
20d04124,8,1,320936010021900
01188550,8,1,396242202639780
0d038201,8,1,249838766189460
1104c086,8,1,106681892364684
02a05206,8,0,633615872096340
2009120b,8,0,57269619274518
20494209,8,0,265555693554858
3008408b,8,0,291994067431332
0084c4c4,8,0,47260572169230
0180d124,8,0,262863099603720
1044d084,8,0,226125395828514
10e0d040,8,0,131484684477384
2018140e,8,0,865190342666538
20884486,8,0,1688566490573760
20a81640,8,0,429757635532050
302c0083,8,0,157705135231644
32884202,8,0,775717596910494
0128d00c,8,0,18341337198618
202a9440,8,0,383191223450490
19c04044,8,0,55993117941054
01609124,8,0,128859640307370
01611640,8,0,510772183127640
0128d084,8,0,285228392777370
201813a4,9,0,327132963281880
21888126,9,0,673542126625410
210c1096,9,0,1571931364757670
0a0a4216,9,0,175458920670180
18444816,9,0,158561959812984
0c430a81,9,0,249998305280346
088262c4,9,0,318641980393170
004c3216,9,0,396409273558830
00c045d4,9,0,229944860188470
1004c097,9,0,295153465080474
0008f448,8,0,149072117059908
14850680,8,0,109052327504484
10c48125,9,0,33435103686894
0050c125,8,0,44404806919410
1806001f,9,0,441713640127032
10448c49,9,0,484790091415812
1204003f,9,0,594690917256072
00c49550,9,0,160430545202130
20681096,9,0,953142311936430
02408327,9,0,194437669604850
001c8449,8,0,124304446514178
0018c456,9,0,284035747688280
3045c440,9,0,900209982472164
0010c574,9,0,270886126625730
22c0a124,9,0,65940350810040
1284812c,9,0,448351191302742
10550a81,9,0,326102900124456
14050236,9,0,41920809279804
0088c724,9,0,713833757579250
0124003f,9,0,92666065648968
018ad240,9,0,755668373815530
0200813f,9,0,260488333075698
09844944,9,0,60410101018680
18672040,9,0,243687066997374
20084687,9,0,1326315341023470
2048009f,9,0,809895512882358
2080c127,9,0,1224985383081810
2084c324,9,0,566505931259520
20898640,8,0,258726974531760
20908525,9,0,169358860004040
2144c124,9,0,520691852194290
21680096,9,0,1451620734859260
21890249,9,0,932487810695028
21c91202,9,0,1404936568791000
228d4202,9,0,1223957455205940
280a0417,9,0,928587217958190
281a0816,9,0,1030050953751960
282a0a81,9,0,40302617598180
28490a09,9,0,100970148913578
2b0a0016,9,0,1042255580439150
22045017,9,0,885475110100770
29224016,9,0,316413727157430
0120403f,9,0,699858313607628
12844116,9,0,1200459697627554
10686016,9,0,221441724832734
084a6016,9,0,918162350156520
