q,r,body_hex,truncated_mass_ticks,truncated_surplus,full_mass_ticks,full_surplus,omitted_high_rank_ticks
50,589,050ec440,514385381708946,21096760209445998,514385381708946,21096760209445998,0
50,589,050ec480,492339114831212,19707845396148756,492339114831212,19707845396148756,0
50,589,050ec500,510487847204086,20851215535639818,510487847204086,20851215535639818,0
50,589,050ec600,492736115844234,19732856459969142,492736115844234,19732856459969142,0
50,589,050ecc00,494540280463074,19846518830956062,494540280463074,19846518830956062,0
50,589,050ed001,459258569127972,17623771016844636,459258569127972,17623771016844636,0
50,589,050ed002,439812831052156,16398689518068228,439812831052156,16398689518068228,0
50,589,050ed400,468714764620356,18219511332864828,468714764620356,18219511332864828,0
50,589,050ee400,493695975215656,19793327600368728,493695975215656,19793327600368728,0
50,589,050f4404,486638549011594,19348709749512822,486638549011594,19348709749512822,0
50,589,050f4420,497022287462586,20002885271925318,497022287462586,20002885271925318,0
50,589,050f4500,504904943735796,20499492617137548,504904943735796,20499492617137548,0
50,589,050fc400,511348383577374,20905429327156962,511348383577374,20905429327156962,0
50,589,05107049,520239972543798,21465599432041674,520239972543798,21465599432041674,0
50,589,05107405,458719158155440,17589788125575120,458719158155440,17589788125575120,0
50,589,05107409,505503483774796,20537200639594548,505503483774796,20537200639594548,0
50,589,05107421,469014868523084,18238417878736692,469014868523084,18238417878736692,0
50,589,05107501,477738392571752,18787999893802776,477738392571752,18787999893802776,0
50,589,0510e403,480806924304434,18981317392961742,480806924304434,18981317392961742,0
50,589,0510e405,475911873307130,18672929180131590,475911873307130,18672929180131590,0
50,589,0510f003,486388903502424,19332982082435112,487190314984724,19383471005820012,801411482300
50,589,0510f005,485957165850000,19305782610332400,486758577332300,19356271533717300,801411482300
50,589,0510f009,529239695361676,22032581969567988,530041106843976,22083070892952888,801411482300
50,589,0510f011,504723193130884,20488042329028092,505524604613184,20538531252412992,801411482300
50,589,0510f021,514842764962084,21125575354393692,515644176444384,21176064277778592,801411482300
50,589,0510f041,516840029605484,21251403026927892,516840029605484,21251403026927892,0
50,589,0510f081,491097087080132,19629597647830716,491097087080132,19629597647830716,0
50,589,0510f101,536906497391992,22515590497477896,537707908874292,22566079420862796,801411482300
50,589,0510f201,493316594422392,19769426610393096,493316594422392,19769426610393096,0
50,589,0510f401,482802969101752,19107068215192776,482802969101752,19107068215192776,0
50,589,0510f801,515829003923012,21187708408932156,515829003923012,21187708408932156,0
50,589,0511f001,527676312443592,21934088845728696,527676312443592,21934088845728696,0
50,589,0512f001,507269600398756,20648465986904028,508071011881056,20698954910288928,801411482300
50,589,05144c06,516226587316754,21212756162737902,516226587316754,21212756162737902,0
50,589,05144c22,507509285227134,20663566131091842,507509285227134,20663566131091842,0
50,589,05144d02,497967313379424,20062421904686112,497967313379424,20062421904686112,0
50,589,05146403,463614378765102,17898187023983826,463614378765102,17898187023983826,0
50,589,05146602,481490114419272,19024358370196536,481490114419272,19024358370196536,0
50,589,05146c02,514693998579602,21116203072297326,514693998579602,21116203072297326,0
50,589,05147401,458314919953232,17564321118836016,458314919953232,17564321118836016,0
50,589,0514cc02,514712877288906,21117392430983478,514712877288906,21117392430983478,0
50,589,0514f001,488331906490352,19455391270674576,488331906490352,19455391270674576,0
50,589,0518340c,485848867230818,19298959797323934,485848867230818,19298959797323934,0
50,589,05183502,475674591271698,18657980411899374,475674591271698,18657980411899374,0
50,589,05186049,520105235616772,21457111005639036,520105235616772,21457111005639036,0
50,589,05186405,447903286733838,16908388226014194,447903286733838,16908388226014194,0
50,589,05186406,497492643924510,20032517729026530,497492643924510,20032517729026530,0
50,589,05186409,500326610033770,20211057593909910,500326610033770,20211057593909910,0
50,589,0518640c,465673208415636,18027893291967468,465673208415636,18027893291967468,0
50,589,05186414,497549505650990,20036100017794770,497549505650990,20036100017794770,0
50,589,05186421,461690338916222,17776972513504386,461690338916222,17776972513504386,0
50,589,05186422,493711588105450,19794311212425750,493711588105450,19794311212425750,0
50,589,05186424,509908333009530,20814706141382790,509908333009530,20814706141382790,0
50,589,05186428,481701005019650,19037644478020350,481701005019650,19037644478020350,0
50,589,05186430,507642206068270,20671940144083410,507642206068270,20671940144083410,0
50,589,05186444,500958459343420,20250864100417860,500958459343420,20250864100417860,0
50,589,05186484,485471065049568,19275158259905184,485471065049568,19275158259905184,0
50,589,05186501,475649644329470,18656408754539010,475649644329470,18656408754539010,0
50,589,05186502,485720699865310,19290885253296930,485720699865310,19290885253296930,0
50,589,05186504,491008817150462,19624036642261506,491008817150462,19624036642261506,0
50,589,05186508,493773618115388,19798219103051844,493773618115388,19798219103051844,0
50,589,05186510,506317226694890,20588466443560470,506317226694890,20588466443560470,0
50,589,05186604,484245299904990,19197935055796770,484245299904990,19197935055796770,0
50,589,05186c04,498491415272838,20095440323971194,498491415272838,20095440323971194,0
50,589,05187101,489363483893752,19520380647088776,489363483893752,19520380647088776,0
50,589,05187404,465056114016390,17989016344814970,465056114016390,17989016344814970,0
50,589,0518b402,481636183873078,19033560745786314,481636183873078,19033560745786314,0
50,589,0518e00a,483760764492902,19167409324835226,483760764492902,19167409324835226,0
50,589,0518e048,515748848024722,21182658587339886,515748848024722,21182658587339886,0
50,589,0518e401,472009367868922,18427071337524486,472009367868922,18427071337524486,0
50,589,0518e402,482533754767818,19090107712154934,482533754767818,19090107712154934,0
50,589,0518e404,473719508709330,18534810210470190,473719508709330,18534810210470190,0
50,589,0518e408,495970222441720,19936605175610760,495970222441720,19936605175610760,0
50,589,0518e410,496464372730638,19967736643812594,496464372730638,19967736643812594,0
50,589,0518f001,466976167586812,18109979719751556,466976167586812,18109979719751556,0
50,589,0518f008,468406338944570,18200080515290310,468406338944570,18200080515290310,0
50,589,05196404,511668672908198,20925607554998874,511668672908198,20925607554998874,0
50,589,051a4405,467396252876748,18136445093017524,467396252876748,18136445093017524,0
50,589,051a4406,493911586539540,19806911113773420,493911586539540,19806911113773420,0
50,589,051a440c,477762188491146,18789499036724598,477762188491146,18789499036724598,0
50,589,051a4414,503169054253320,20390131579741560,503169054253320,20390131579741560,0
50,589,051a4421,483205020493572,19132397452877436,483205020493572,19132397452877436,0
50,589,051a4422,491447290122620,19651660439507460,491447290122620,19651660439507460,0
50,589,051a4424,509647740322500,20798288802099900,509647740322500,20798288802099900,0
50,589,051a4428,495811700529600,19926618295147200,495811700529600,19926618295147200,0
50,589,051a4430,515414930872140,21161621806727220,515414930872140,21161621806727220,0
50,589,051a4444,509205819345470,20770447780547010,509205819345470,20770447780547010,0
50,589,051a4460,530987747557410,22142709257899230,530987747557410,22142709257899230,0
50,589,051a4484,490901572364658,19617280220755854,490901572364658,19617280220755854,0
50,589,051a44a0,501152389902502,20263081725640026,501152389902502,20263081725640026,0
50,589,051a4501,492550303903684,19721150307714492,492550303903684,19721150307714492,0
50,589,051a4502,475853341384200,18669241668987000,475853341384200,18669241668987000,0
50,589,051a4504,487080601698912,19376559068813856,487080601698912,19376559068813856,0
50,589,051a4508,503270291622202,20396509533981126,503270291622202,20396509533981126,0
50,589,051a4510,505845761814640,20558764156104720,505845761814640,20558764156104720,0
50,589,051a4520,529451478457720,22045924304618760,529451478457720,22045924304618760,0
50,589,051a4604,496812114960330,19989644404283190,496812114960330,19989644404283190,0
50,589,051a4620,509025204149098,20759069023175574,509025204149098,20759069023175574,0
50,589,051a4c04,503166739863528,20389985773184664,503166739863528,20389985773184664,0
50,589,051a4c20,518884956196516,21380233402162908,518884956196516,21380233402162908,0
50,589,051a5404,470911546961180,18357908620336740,470911546961180,18357908620336740,0
50,589,051a5420,472451682888328,18454937183747064,472451682888328,18454937183747064,0
50,589,051a6404,496202585517392,19951244049378096,496202585517392,19951244049378096,0
50,589,051a6420,511896982709060,20939991072453180,511896982709060,20939991072453180,0
50,589,051ac401,491068000807696,19627765212667248,491068000807696,19627765212667248,0
50,589,051ac402,474824369651268,18604416449812284,474824369651268,18604416449812284,0
50,589,051ac404,469904629244700,18294472804198500,469904629244700,18294472804198500,0
50,589,051ac408,507624869313094,20670847928507322,507624869313094,20670847928507322,0
50,589,051ac410,498792010400788,20114377817032044,498792010400788,20114377817032044,0
50,589,051ac420,505761061466908,20553428034197604,505761061466908,20553428034197604,0
50,589,051ad001,472138556923956,18435210247991628,472138556923956,18435210247991628,0
50,589,051ad002,449075927262508,16982264579320404,449075927262508,16982264579320404,0
50,589,051ad004,460470794749940,17700141231028620,460470794749940,17700141231028620,0
50,589,051ad008,466164742214314,18058859921284182,466164742214314,18058859921284182,0
50,589,051ad010,474266724931688,18569284832478744,474266724931688,18569284832478744,0
50,589,051ad020,480863371028248,18984873536562024,480863371028248,18984873536562024,0
50,589,051b4404,516025419627458,21200082598312254,516025419627458,21200082598312254,0
50,589,051b4420,530841641026606,22133504546458578,530841641026606,22133504546458578,0
50,589,051c3500,481027094343316,18995188105411308,481027094343316,18995188105411308,0
50,589,051c404c,488782972805226,19483808448511638,488782972805226,19483808448511638,0
50,589,051c408c,492818596544806,19738052744105178,492818596544806,19738052744105178,0
50,589,051c4405,447494892814360,16882659409087080,447494892814360,16882659409087080,0
50,589,051c4406,469282157539276,18255257086756788,469282157539276,18255257086756788,0
50,589,051c440c,467977693807342,18173075871644946,467977693807342,18173075871644946,0
50,589,051c4414,484870292406726,19237309583406138,484870292406726,19237309583406138,0
50,589,051c4421,463948410376984,17919231015532392,463948410376984,17919231015532392,0
50,589,051c4422,468278919620196,18192053097854748,468278919620196,18192053097854748,0
50,589,051c4424,495593832972516,19912892639050908,495593832972516,19912892639050908,0
50,589,051c4428,481451398678636,19021919278536468,481451398678636,19021919278536468,0
50,589,051c4430,499264989234126,20144175483532338,499264989234126,20144175483532338,0
50,589,051c4444,491124342248836,19631314723459068,491124342248836,19631314723459068,0
50,589,051c4460,515527992844016,21168744710955408,515527992844016,21168744710955408,0
50,589,051c4484,464905088583966,17979501742572258,464905088583966,17979501742572258,0
50,589,051c44a0,480868142882170,18985174163359110,480868142882170,18985174163359110,0
50,589,051c4501,482026555237182,19058154141724866,482026555237182,19058154141724866,0
50,589,051c4502,461301487560026,17752474878064038,461301487560026,17752474878064038,0
50,589,051c4504,478315000601218,18824326199659134,478315000601218,18824326199659134,0
50,589,051c4508,497642851221324,20041980788725812,497642851221324,20041980788725812,0
50,589,051c4510,497270501927886,20018522783239218,497270501927886,20018522783239218,0
50,589,051c4520,517226057097026,21275722758895038,517226057097026,21275722758895038,0
50,589,051c4540,532135235925296,22215001025076048,532135235925296,22215001025076048,0
50,589,051c4580,500834952743448,20243083184619624,500834952743448,20243083184619624,0
50,589,051c4604,457793610094844,17531478597757572,457793610094844,17531478597757572,0
50,589,051c4620,472628421666852,18466071726794076,472628421666852,18466071726794076,0
50,589,051c4700,492910873229362,19743866175232206,492910873229362,19743866175232206,0
50,589,051c4c04,485620898965896,19284597796633848,485620898965896,19284597796633848,0
50,589,051c4c20,504590390237884,20479675746769092,504590390237884,20479675746769092,0
50,589,051c4d00,521846742529914,21566825941166982,521846742529914,21566825941166982,0
50,589,051c5108,481267204894740,19010315070151020,481267204894740,19010315070151020,0
50,589,051c5404,446676280350480,16831086823862640,446676280350480,16831086823862640,0
50,589,051c5420,455801501745668,17405975771759484,455801501745668,17405975771759484,0
50,589,051c5500,468840725310458,18227446856341254,468840725310458,18227446856341254,0
50,589,051c6108,490994274108442,19623120430614246,490994274108442,19623120430614246,0
50,589,051c6401,446327537540600,16809116026840200,446327537540600,16809116026840200,0
50,589,051c6402,473896035735604,18545931413125452,473896035735604,18545931413125452,0
50,589,051c6404,454556250366376,17327524934864088,454556250366376,17327524934864088,0
50,589,051c6420,469732652754184,18283638285295992,469732652754184,18283638285295992,0
50,589,051c6500,484271574177334,19199590334954442,484271574177334,19199590334954442,0
50,589,051cb400,484177158836746,19193642168497398,484177158836746,19193642168497398,0
50,589,051cc00c,475733911247378,18661717570367214,475733911247378,18661717570367214,0
50,589,051cc208,488212208399286,19447850290937418,488212208399286,19447850290937418,0
50,589,051cc401,483843885497964,19172645948154132,483843885497964,19172645948154132,0
50,589,051cc402,464367716233988,17945647284523644,464367716233988,17945647284523644,0
50,589,051cc404,466038905549880,18050932211424840,466038905549880,18050932211424840,0
50,589,051cc408,505558155304980,20540644945996140,505558155304980,20540644945996140,0
50,589,051cc410,495353785847918,19897769670201234,495353785847918,19897769670201234,0
50,589,051cc420,500686575189988,20233735398751644,500686575189988,20233735398751644,0
50,589,051cc440,530218519845328,22094247912038064,530218519845328,22094247912038064,0
50,589,051cc480,503619684356394,20418521276235222,503619684356394,20418521276235222,0
50,589,051cc500,541103755490538,22780017757686294,541103755490538,22780017757686294,0
50,589,051cc600,496013597144964,19939337781915132,496013597144964,19939337781915132,0
50,589,051ccc00,526061495753076,21832355394226188,526061495753076,21832355394226188,0
50,589,051cd001,470382481731664,18324577510877232,470382481731664,18324577510877232,0
50,589,051cd008,469341299967800,18258983059753800,469341299967800,18258983059753800,0
50,589,051cd400,476210028431388,18691712952959844,476210028431388,18691712952959844,0
50,589,051ce008,473449306859748,18517787493946524,473449306859748,18517787493946524,0
50,589,051ce400,482992479573416,19119007374907608,482992479573416,19119007374907608,0
50,589,051d4404,494966314672626,19873358986157838,494966314672626,19873358986157838,0
50,589,051d4420,513446131131014,21037587423036282,513446131131014,21037587423036282,0
50,589,051d4500,532075125499564,22211214068254932,532075125499564,22211214068254932,0
50,589,051dc400,535593100485686,22432846492380618,535593100485686,22432846492380618,0
50,589,051dd000,508832290486896,20746915462456848,508832290486896,20746915462456848,0
50,589,051e4404,459471080321686,17637159222048618,459471080321686,17637159222048618,0
50,589,051e4420,471979959337994,18425218600076022,471979959337994,18425218600076022,0
50,589,051e4500,484889492944968,19238519217315384,484889492944968,19238519217315384,0
50,589,051e5100,476047749351700,18681489370939500,476047749351700,18681489370939500,0
50,589,051ec400,486409500891450,19334279717943750,486409500891450,19334279717943750,0
50,589,051ed000,462839553544660,17849373035095980,462839553544660,17849373035095980,0
50,589,05284407,472234984482976,18441285184209888,472234984482976,18441285184209888,0
50,589,05284423,473284890297076,18507429250498188,473284890297076,18507429250498188,0
50,589,05284503,444356840577936,16684962118192368,444356840577936,16684962118192368,0
50,589,05286049,489381714581708,19521529180430004,490984537546308,19622507027199804,1602822964600
50,589,05286141,485596177725984,19283040358519392,485596177725984,19283040358519392,0
50,589,05286405,432256330132406,15922629960123978,432256330132406,15922629960123978,0
50,589,05286409,471168433352448,18374092462986624,472771256317048,18475070309756424,1602822964600
50,589,05286421,450272076318714,17057621969861382,450272076318714,17057621969861382,0
50,589,05286501,441715279320094,16518543758948322,441715279320094,16518543758948322,0
50,589,05286c04,458216025939932,17558090795998116,458216025939932,17558090795998116,0
50,589,0528c08a,445429612985500,16752546779868900,445429612985500,16752546779868900,0
50,589,0528c403,443263531918636,16616083672656468,443263531918636,16616083672656468,0
50,589,0528c482,449426168072596,17004329750355948,449426168072596,17004329750355948,0
50,589,0528c602,462169795569196,17807178282641748,462169795569196,17807178282641748,0
50,589,0528cc02,463112900745066,17866593908721558,463112900745066,17866593908721558,0
50,589,0528e003,445534068634044,16759127485727172,445534068634044,16759127485727172,0
50,589,0528e005,441570883889356,16509446846811828,441570883889356,16509446846811828,0
50,589,0528e009,473551917498348,18524251964178324,473551917498348,18524251964178324,0
50,589,0528e011,450669174473544,17082639153615672,450669174473544,17082639153615672,0
50,589,0528e021,471899929401004,18420176714045652,471899929401004,18420176714045652,0
50,589,0528e041,472170628152964,18437230735419132,472170628152964,18437230735419132,0
50,589,0528e081,447617396471024,16890377139456912,447617396471024,16890377139456912,0
50,589,0528e101,475464480074844,18644743406497572,475464480074844,18644743406497572,0
50,589,0528e201,460365158916364,17693486173513332,460365158916364,17693486173513332,0
50,589,0528e401,436672638938874,16200857414931462,436672638938874,16200857414931462,0
50,589,0528e801,454348058210644,17314408829052972,454348058210644,17314408829052972,0
50,589,0528f001,473339139192504,18510846930910152,473339139192504,18510846930910152,0
50,589,0529c402,483681908434296,19162441393143048,483681908434296,19162441393143048,0
50,589,0529e001,473884764041104,18545221296371952,473884764041104,18545221296371952,0
50,589,052a4405,451328283653936,17124163031980368,451328283653936,17124163031980368,0
50,589,052a4421,465913149130364,18043009556995332,465913149130364,18043009556995332,0
50,589,052a4501,458165593305368,17554913540020584,458165593305368,17554913540020584,0
50,589,052ac401,455526063918588,17388623188653444,455526063918588,17388623188653444,0
50,589,052ae001,466323606988668,18068868402068484,466323606988668,18068868402068484,0
50,589,052c3500,499146714664962,20136724185675006,499146714664962,20136724185675006,0
50,589,052c41c0,501258604132996,20269773222161148,501258604132996,20269773222161148,0
50,589,052c4405,433834101802928,16022029575366864,433834101802928,16022029575366864,0
50,589,052c4406,455058669711688,17359177353618744,455058669711688,17359177353618744,0
50,589,052c440c,452324045602324,17186896034728812,452324045602324,17186896034728812,0
50,589,052c4414,464091389851418,17928238722421734,464091389851418,17928238722421734,0
50,589,052c4421,450727977326596,17086343733357948,450727977326596,17086343733357948,0
50,589,052c4422,455151778567888,17365043211559344,455151778567888,17365043211559344,0
50,589,052c4424,479873636126768,18922520237768784,479873636126768,18922520237768784,0
50,589,052c4428,465693171536442,18029150968578246,465693171536442,18029150968578246,0
50,589,052c4430,480288572242698,18948661213072374,480288572242698,18948661213072374,0
50,589,052c4444,476135836207698,18687038842867374,476135836207698,18687038842867374,0
50,589,052c4460,502063762163058,20320498178055054,502063762163058,20320498178055054,0
50,589,052c4484,446988584648168,16850761994616984,446988584648168,16850761994616984,0
50,589,052c44a0,466477968449456,18078593174098128,466477968449456,18078593174098128,0
50,589,052c4501,450735604766630,17086824262080090,450735604766630,17086824262080090,0
50,589,052c4502,432504877395498,15938288437698774,432504877395498,15938288437698774,0
50,589,052c4504,456229246147346,17432923669065198,456229246147346,17432923669065198,0
50,589,052c4508,472082654066086,18431688367945818,472082654066086,18431688367945818,0
50,589,052c4510,465990544049898,18047885436925974,465990544049898,18047885436925974,0
50,589,052c4520,497349410647258,20023494032559654,497349410647258,20023494032559654,0
50,589,052c4540,507168875840078,20642120339707314,507168875840078,20642120339707314,0
50,589,052c4580,470289845658810,18318741438287430,470289845658810,18318741438287430,0
50,589,052c4604,441644012744042,16514053964657046,441644012744042,16514053964657046,0
50,589,052c4620,458623486447234,17583760807958142,458623486447234,17583760807958142,0
50,589,052c4700,467956877772420,18171764461444860,467956877772420,18171764461444860,0
50,589,052c4c04,453865301796594,17283995174967822,453865301796594,17283995174967822,0
50,589,052c4c20,476047580106186,18681478708472118,476047580106186,18681478708472118,0
50,589,052c4d00,480707804687412,18975072857089356,480707804687412,18975072857089356,0
50,589,052c5404,470777985372886,18349494240274218,470777985372886,18349494240274218,0
50,589,052c5420,478136507472958,18813081132578754,478136507472958,18813081132578754,0
50,589,052c5500,485133404992784,19253885676327792,485133404992784,19253885676327792,0
50,589,052c6140,491658642308056,19664975627189928,491658642308056,19664975627189928,0
50,589,052c6401,433364959068218,15992473583080134,434967782032818,16093451429849934,1602822964600
50,589,052c6402,457050541228986,17484665259208518,458653364193586,17585643105978318,1602822964600
50,589,052c6404,439843550690294,16400624855270922,439843550690294,16400624855270922,0
50,589,052c6420,456479772669866,17448706839983958,456479772669866,17448706839983958,0
50,589,052c6500,457460488425372,17510491932580836,457460488425372,17510491932580836,0
50,589,052cc081,461518480858760,17766145455884280,461518480858760,17766145455884280,0
50,589,052cc082,451150326049276,17112951702886788,451150326049276,17112951702886788,0
50,589,052cc084,457469782835268,17511077480404284,457469782835268,17511077480404284,0
50,589,052cc088,460215460267244,17684055158618772,460215460267244,17684055158618772,0
50,589,052cc090,465480743625296,18015768010176048,465480743625296,18015768010176048,0
50,589,052cc0a0,490633255871316,19600376281675308,490633255871316,19600376281675308,0
50,589,052cc0c0,492709041262716,19731150761333508,492709041262716,19731150761333508,0
50,589,052cc180,506100630156380,20574820861634340,506100630156380,20574820861634340,0
50,589,052cc280,496094235216348,19944417980412324,496094235216348,19944417980412324,0
50,589,052cc401,450754579550780,17088019673481540,450754579550780,17088019673481540,0
50,589,052cc402,429710423423928,15762237837489864,429710423423928,15762237837489864,0
50,589,052cc404,433283999556676,15987373133852988,433283999556676,15987373133852988,0
50,589,052cc408,468378426876106,18198322054977078,468378426876106,18198322054977078,0
50,589,052cc410,454847217098738,17345855839002894,454847217098738,17345855839002894,0
50,589,052cc420,469317867753528,18257506830254664,469317867753528,18257506830254664,0
50,589,052cc440,496025548888918,19940090741784234,496025548888918,19940090741784234,0
50,589,052cc480,469844995171440,18290715857583120,469844995171440,18290715857583120,0
50,589,052cc500,496933689211454,19997303582104002,496933689211454,19997303582104002,0
50,589,052cc600,465840048228330,18038404200167190,465840048228330,18038404200167190,0
50,589,052cc880,510852273456780,20874174389559540,510852273456780,20874174389559540,0
50,589,052ccc00,480504415933182,18962259365572866,480504415933182,18962259365572866,0
50,589,052cd080,494045440747700,19815343928887500,494045440747700,19815343928887500,0
50,589,052cd400,488920679718054,19492483984019802,488920679718054,19492483984019802,0
50,589,052ce001,439822403227188,16399292565095244,439822403227188,16399292565095244,0
50,589,052ce002,446703718736236,16832815442165268,446703718736236,16832815442165268,0
50,589,052ce004,443685213809784,16642649631798792,443685213809784,16642649631798792,0
50,589,052ce008,440161542567684,16420658343546492,440161542567684,16420658343546492,0
50,589,052ce010,452562369338676,17201910430118988,452562369338676,17201910430118988,0
50,589,052ce020,473122718179076,18497212407064188,473122718179076,18497212407064188,0
50,589,052ce040,476565983634976,18714138130785888,476565983634976,18714138130785888,0
50,589,052ce080,467620369697548,18150564452727924,467620369697548,18150564452727924,0
50,589,052ce100,486266136075652,19325247734548476,486266136075652,19325247734548476,0
50,589,052ce200,464066563619040,17926674669781920,464066563619040,17926674669781920,0
50,589,052ce400,450716702731882,17085633433890966,450716702731882,17085633433890966,0
50,589,052ce800,468947813439200,18234193408452000,468947813439200,18234193408452000,0
50,589,052cf000,479074635395732,18872183191713516,479074635395732,18872183191713516,0
50,589,052d4404,471763583096364,18411586896853332,471763583096364,18411586896853332,0
50,589,052d4420,491412745592756,19649484134126028,491412745592756,19649484134126028,0
50,589,052d4500,498796062231382,20114633082359466,498796062231382,20114633082359466,0
50,589,052dc080,517237589026220,21276449270434260,517237589026220,21276449270434260,0
50,589,052dc400,496849346127932,19991989967842116,496849346127932,19991989967842116,0
50,589,052de000,482651983219980,19097556104641140,482651983219980,19097556104641140,0
50,589,052e4180,479383980389292,18891671926307796,484488200919792,19213237819729296,5104220530500
50,589,052e4404,441928188627824,16531957045335312,441928188627824,16531957045335312,0
50,589,052e4420,451010273485696,17104128391381248,451010273485696,17104128391381248,0
50,589,052e4500,454910597530186,17349848806184118,454910597530186,17349848806184118,0
50,589,052e5100,494696218778796,19856342944846548,499800439309296,20177908838268048,5104220530500
50,589,052ec002,435979982243216,16157220043105008,435979982243216,16157220043105008,0
50,589,052ec080,466130066079932,18056675324818116,466130066079932,18056675324818116,0
50,589,052ec400,451211052016976,17116777438851888,451211052016976,17116777438851888,0
50,589,052ed000,477327782424936,18762131454553368,477327782424936,18762131454553368,0
50,589,052ee000,463653404452816,17900645642309808,463653404452816,17900645642309808,0
50,589,0530e401,469058771599652,18241183772560476,469058771599652,18241183772560476,0
50,589,0530e408,494248977070940,19828166717251620,494248977070940,19828166717251620,0
50,589,0530f001,517406271678712,21287076277541256,518207683161012,21337565200926156,801411482300
50,589,05346401,453844027890162,17282654918862606,453844027890162,17282654918862606,0
50,589,05384406,491082651871240,19628688229670520,491082651871240,19628688229670520,0
50,589,05384422,489282289667600,19515265410841200,489282289667600,19515265410841200,0
50,589,05384502,462701010311540,17840644811409420,462701010311540,17840644811409420,0
50,589,05386101,484474938090832,19212402261504816,484474938090832,19212402261504816,0
50,589,05386404,460116043220600,17677791884680200,460116043220600,17677791884680200,0
50,589,0538a402,469597333097048,18275113146896424,469597333097048,18275113146896424,0
50,589,0538c003,465928310849716,18043964745314508,465928310849716,18043964745314508,0
50,589,0538c006,489809910198180,19548505504267740,489809910198180,19548505504267740,0
50,589,0538c00a,464391846465404,17947167489102852,464391846465404,17947167489102852,0
50,589,0538c012,507043403981400,20634215612610600,507043403981400,20634215612610600,0
50,589,0538c022,507903861021700,20688424406149500,507903861021700,20688424406149500,0
50,589,0538c042,492113912953520,19693657677854160,492113912953520,19693657677854160,0
50,589,0538c082,468543412842076,18208716170833188,468543412842076,18208716170833188,0
50,589,0538c102,497666316407260,20043459095439780,497666316407260,20043459095439780,0
50,589,0538c202,479528114083876,18900752349066588,479528114083876,18900752349066588,0
50,589,0538c402,457903304824680,17538389365737240,457903304824680,17538389365737240,0
50,589,0538c802,490437752208976,19588059550947888,490437752208976,19588059550947888,0
50,589,0538d002,481774157238660,19042253067817980,481774157238660,19042253067817980,0
50,589,0538e001,454379616853552,17316397023556176,454379616853552,17316397023556176,0
50,589,0538e002,459537264282408,17641328811574104,459537264282408,17641328811574104,0
50,589,0538e004,462494903468520,17827660080299160,462494903468520,17827660080299160,0
50,589,0538e008,459547738789100,17641988705495700,459547738789100,17641988705495700,0
50,589,0538e010,467897884111008,18168047860775904,467897884111008,18168047860775904,0
50,589,0539c002,506173811336336,20579431275971568,506173811336336,20579431275971568,0
50,589,053a4404,467271303604170,18128573288845110,467271303604170,18128573288845110,0
50,589,053a4420,481231778679678,19008083218602114,481231778679678,19008083218602114,0
50,589,053ac001,465100042295876,17991783826422588,465100042295876,17991783826422588,0
50,589,053ac002,449860941547108,17031720479250204,449860941547108,17031720479250204,0
50,589,053ac004,458044470480740,17547282802069020,458044470480740,17547282802069020,0
50,589,053ac008,462864178164024,17850924386115912,462864178164024,17850924386115912,0
50,589,053ac010,463835749805168,17912133399507984,463835749805168,17912133399507984,0
50,589,053ac020,490857385907408,19614496473949104,490857385907408,19614496473949104,0
50,589,053c4084,496400910263792,19963738508401296,497056610567492,20005047627534396,655700303700
50,589,053c40a0,514732997985896,21118660034893848,515388698289596,21159969154026948,655700303700
50,589,053c4180,497094162882164,20007413423358732,497094162882164,20007413423358732,0
50,589,053c4404,449751488704260,17024824950150780,449751488704260,17024824950150780,0
50,589,053c4420,468832979064948,18226958842874124,468832979064948,18226958842874124,0
50,589,053c4500,477820674589398,18793183660914474,477820674589398,18793183660914474,0
50,589,053c6100,490868380113036,19615189108903668,490868380113036,19615189108903668,0
50,589,053cc001,464876494667964,17977700325864132,464876494667964,17977700325864132,0
50,589,053cc002,449777623092808,17026471416629304,449777623092808,17026471416629304,0
50,589,053cc004,460017810924460,17671603250023380,460017810924460,17671603250023380,0
50,589,053cc008,469021807100440,18238855009110120,469021807100440,18238855009110120,0
50,589,053cc010,471132593754848,18371834568337824,471132593754848,18371834568337824,0
50,589,053cc020,494121256670968,19820120332053384,494121256670968,19820120332053384,0
50,589,053cc040,499449493240888,20155799235958344,499449493240888,20155799235958344,0
50,589,053cc080,484277771509584,19199980766886192,484277771509584,19199980766886192,0
50,589,053cc100,514604166974668,21110543681186484,514604166974668,21110543681186484,0
50,589,053cc200,480296496972244,18949160471033772,480296496972244,18949160471033772,0
50,589,053cc400,473980439861808,18551248873076304,473980439861808,18551248873076304,0
50,589,053cc800,502256826632196,20332661239610748,502256826632196,20332661239610748,0
50,589,053cd000,496786997086248,19988061978216024,496786997086248,19988061978216024,0
50,589,053ce000,462881846034236,17852037461939268,462881846034236,17852037461939268,0
50,589,053dc000,512953885736716,21006575963195508,512953885736716,21006575963195508,0
50,589,053ec000,461013358454500,17734322744415900,461013358454500,17734322744415900,0
50,589,05484407,465546571110556,18019915141747428,465546571110556,18019915141747428,0
50,589,0548440d,482937837077358,19115564897655954,482937837077358,19115564897655954,0
50,589,0548440e,470705678530984,18344938909234392,470705678530984,18344938909234392,0
50,589,05484415,477693381058296,18785164168455048,477693381058296,18785164168455048,0
50,589,0548441c,491152612204254,19633095730650402,491152612204254,19633095730650402,0
