1,32
1,75
1,206
1,313
2,233
2,383
3,91
3,118
3,124
3,154
3,167
3,178
3,219
3,255
3,274
3,278
3,288
3,314
3,326
3,341
3,344
3,345
3,360
3,415
3,434
3,441
3,449
3,461
3,476
3,499
3,502
3,507
3,509
3,532
3,549
3,574
3,586
5,140
6,68
6,77
6,98
6,149
6,167
6,180
6,194
6,202
6,217
6,218
6,229
6,236
6,243
6,251
6,312
6,329
6,333
6,362
6,367
6,380
6,382
6,391
6,398
6,403
6,424
6,426
6,429
6,434
6,469
6,490
6,504
6,507
6,508
6,511
6,522
6,535
6,548
6,552
6,570
6,583
7,130
7,306
11,12
11,26
11,108
11,115
11,173
11,223
11,225
11,279
11,288
11,297
11,300
11,346
11,375
11,378
11,383
11,409
11,459
11,540
11,554
12,59
12,73
12,82
12,109
12,147
12,152
12,155
12,233
12,248
12,434
12,445
12,466
12,468
12,541
12,544
12,545
14,31
14,92
14,99
14,150
14,154
14,161
14,198
14,212
14,216
14,250
14,315
14,335
14,420
14,428
14,442
14,519
17,366
18,127
18,150
18,152
18,173
18,346
19,61
19,108
19,224
19,270
19,324
19,567
22,78
22,178
22,181
22,234
22,273
22,326
22,328
22,343
22,393
22,417
22,449
22,452
22,509
22,522
22,531
22,535
22,556
24,405
24,502
24,515
25,71
25,125
25,149
25,551
26,233
26,316
26,416
27,186
28,38
28,58
28,72
28,77
28,79
28,127
28,161
28,224
28,232
28,246
28,263
28,311
28,370
28,385
28,419
28,462
28,495
28,530
28,540
29,64
31,41
31,67
31,111
31,135
31,180
31,204
31,218
31,253
31,270
31,295
31,360
32,205
33,35
33,62
33,140
33,320
35,49
35,73
35,102
35,129
35,150
35,169
35,223
35,225
35,232
35,246
35,250
35,269
35,347
35,378
35,385
35,466
35,487
35,494
36,90
36,152
36,163
37,244
38,59
38,69
38,108
38,136
38,162
38,325
38,431
39,108
39,130
41,83
41,147
41,153
41,332
41,346
43,147
44,123
44,179
44,218
44,221
44,269
44,344
44,358
44,538
45,208
45,250
46,57
46,98
46,191
46,204
46,460
47,67
47,74
47,76
47,82
47,102
47,111
47,180
47,385
47,433
47,558
49,206
51,150
51,233
52,83
52,216
53,58
53,62
53,233
53,306
53,338
54,55
54,244
54,313
54,384
55,107
55,155
55,333
55,438
55,472
55,507
55,526
56,147
56,172
56,233
57,69
57,147
57,282
57,378
58,64
58,79
58,102
58,130
58,316
59,74
59,82
59,109
59,233
59,344
61,127
61,150
61,151
61,152
61,225
61,254
61,346
62,131
62,144
62,253
62,312
62,360
62,488
64,77
64,169
64,171
64,218
64,230
64,235
64,268
64,283
64,307
64,331
64,345
64,407
64,430
64,486
64,498
