q,r,tests,first_inactive_mask,literal_mass,literal_margin,literal_grid,primary_margin,primary_den
32,92,17,0c82044a,52421083675976,-53845061045832,839093333158080,-12061293674266368,187956906627409920
32,93,131,2b02080a,71324889532160,-30339494760960,1130951883821760,-20388140479365120,759999665928222720
32,94,17,0c82044a,108705961250288,-10200381828336,1714668985149120,-2284885529547264,384085852673402880
32,96,108,128c8900,2296401436576,-1255984827552,36482318832960,-844021804114944,24516118255749120
32,100,2,06411019,11388564876076,-12166789466412,182411594164800,-13626804202381440,204300985464576000
32,103,17,0c82044a,234723531367600,-243132883020720,3757678839794880,-54461765796641280,841720060114053120
32,104,17,0c82044a,2149247081424,-10526709202128,36482318832960,-30653777196596736,106236512441579520
32,105,4,09034019,2237228437284,-4983883782948,36482318832960,-117220946574936960,858064138951219200
32,106,25,0812412c,118208208660796,-287134446957372,1933562898146880,-64318116118451328,433118089184901120
32,108,17,0c82044a,6819583960992,-8154036453024,109446956498880,-16438537489296384,220645064301742080
32,110,1,0a10d120,2271827783412,-2804124976884,36482318832960,-34546819715210880,449462168022067200
32,111,233,38428808,84851780447558,-53721019081926,1349845796819520,-36100524823054272,907096375462717440
32,112,25,0812412c,2262761245292,-3375316878444,36482318832960,-5292496865400192,57204275930081280
32,116,17,0c82044a,2302915131180,-845622067500,36482318832960,-5493160950480000,236989143138908160
32,122,335,1886010c,136933935988772,-274847827949604,2225421448810560,-61565913460711296,498494404533565440
32,124,194,29068808,71399325962844,-25649999627868,1130951883821760,-5745599916642432,253333221976074240
32,125,335,1886010c,56150662419072,-110740150894464,912057970824000,-124028969001799680,1021504927322880000
32,127,17,0c82044a,288326486571904,-368449313113728,4633254491785920,-82532646137475072,1037849006160046080
32,128,25,0812412c,9144494570160,-7613943407280,145929275331840,-1705523323230720,32688157674332160
32,129,194,29068808,98383495345320,-76798632513960,1568739709817280,-51608681049381120,1054193084997212160
32,130,233,38428808,2297524067338,-1185259089546,36482318832960,-17257372343789760,531182562207897600
32,136,25,0812412c,2304348636736,-755311217472,36482318832960,-2876225116133376,138924670115911680
32,140,4,09034019,2188389681520,-8060725396080,36482318832960,-63196087105267200,286021379650406400
32,144,22,0202a129,2288350655658,-1763184025386,36482318832960,-3554578995178176,73548354767247360
32,146,335,1886010c,169043958915572,-3067687543284,2663209274806080,-687162009695616,596558877556561920
32,147,22,0202a129,15942969168326,-17097869718342,255376231830720,-80428379155080768,1201289794531706880
32,148,22,0202a129,83718166498884,-125138697848388,1349845796819520,-28031068318038912,302365458487572480
32,150,17,0c82044a,11298933231256,-17813583090072,182411594164800,-59853639182641920,612902956393728000
32,153,17,0c82044a,2258860185476,-3621083646852,36482318832960,-124101778744911744,1250322031043205120
32,155,17,0c82044a,71752714539988,-3386519267796,1130951883821760,-3792901579931520,1266666109880371200
32,158,17,0c82044a,176569946939764,-404506094010228,2882103187803840,-90609365058291072,645591114068060160
32,159,25,0812412c,122726263545464,-2496989223288,1933562898146880,-1677976758049536,1299354267554703360
32,161,17,0c82044a,52746634588020,-33335353587060,839093333158080,-52269834424510080,1315698346391869440
32,164,335,1886010c,94355427173696,-38708376662592,1495775072151360,-8670676372420608,335053616161904640
32,165,25,0812412c,2304781917760,-728014512960,36482318832960,-26907416399001600,1348386504066201600
32,166,131,2b02080a,189889550955644,-149088142337148,3028032463135680,-33395743883521152,678279271742392320
32,172,335,1886010c,95894827707848,-233584693674696,1568739709817280,-52322971383131904,351397694999070720
32,173,17,0c82044a,396843262959944,-244639065931848,6311441158102080,-54799150768733952,1413762819414865920
32,175,63,1802001f,11535109339326,-2934488281662,182411594164800,-23006388128230080,1430106898252032000
32,177,335,1886010c,136077340947444,-36954764889588,2152456811144640,-24833602005803136,1446450977089198080
32,183,17,0c82044a,138084942263656,-202334432631912,2225421448810560,-135968738728644864,1495483213600696320
32,186,25,0812412c,69012391929792,-176026843710144,1130951883821760,-118290038973216768,759999665928222720
32,192,131,2b02080a,4412256704486,-13886378281062,72964637665920,-9331646204873664,49032236511498240
32,200,17,0c82044a,11414427541604,-10537441538148,182411594164800,-11801934522725760,204300985464576000
32,203,335,1886010c,2257442382936,-3710405206872,36482318832960,-168719545566883584,1658924001972357120
32,204,335,1886010c,2302794979836,-853191602172,36482318832960,-9746860863212928,416774010347735040
32,205,321,0806c80c,93538060833588,-90202456089396,1495775072151360,-101026750820123520,1675268080809523200
32,206,17,0c82044a,234911507295576,-231290399558232,3757678839794880,-51809049501043968,841720060114053120
32,208,17,0c82044a,2183053425396,-8396909531892,36482318832960,-24451800556869504,106236512441579520
32,210,4,09034019,2119762980840,-12384207538920,36482318832960,-291276561315398400,858064138951219200
32,211,335,1886010c,487667824183800,-68004171438840,7697769273754560,-15232934402300160,1724300317321021440
32,212,233,38428808,120980145491042,-112502426651874,1933562898146880,-25200543570019776,433118089184901120
32,216,335,1886010c,6818284498220,-8235902607660,109446956498880,-16603579657042560,220645064301742080
32,220,22,0202a129,2307126658594,-580295840418,36482318832960,-7149244753949760,449462168022067200
32,222,335,1886010c,85237159861984,-29442115973088,1349845796819520,-19785101933915136,907096375462717440
32,231,17,0c82044a,2309022358300,-460866758940,36482318832960,-23847089574591360,1887741105692682240
32,232,233,38428808,2304512010772,-745018653204,36482318832960,-4839641171213184,236989143138908160
32,239,25,0812412c,549088486560240,-284522151014640,8719274201077440,-63732961827279360,1953117421041346560
32,244,194,29068808,140609072237820,-43314244259580,2225421448810560,-9702390714145920,498494404533565440
32,248,194,29068808,70839922538224,-60892415378928,1130951883821760,-13639901044879872,253333221976074240
32,250,335,1886010c,57806007307568,-6453422919216,912057970824000,-7227833669521920,1021504927322880000
32,253,335,1886010c,52274241780020,-63096100491060,839093333158080,-155468791609971840,2067525972901509120
32,254,17,0c82044a,292382895275152,-112895564809104,4633254491785920,-25288606517239296,1037849006160046080
32,256,17,0c82044a,17803673287316,-45802785553812,291858550663680,-10259823964053888,65376315348664320
32,258,25,0812412c,95013738906972,-289093288129884,1568739709817280,-194270689623282048,1054193084997212160
32,260,17,0c82044a,2279383629124,-2328106697028,36482318832960,-33897233508727680,531182562207897600
32,265,335,1886010c,122014959222312,-47309161581864,1933562898146880,-52986260971687680,2165590445924505600
32,270,112,082a1828,6890556507664,-3682766012688,109446956498880,-37122281407895040,1103225321508710400
32,271,266,20820649,622160869363348,-350698845037716,9886708403732160,-78556541288448384,2214622682436003840
32,272,335,1886010c,2251723464900,-4070697043140,36482318832960,-15501214340277120,138924670115911680
32,275,131,2b02080a,11566680226976,-945522359712,182411594164800,-11648835471651840,2247310840110336000
32,282,17,0c82044a,108695966659748,-10830041032356,1714668985149120,-7277787573743232,1152257558020208640
32,294,17,0c82044a,16204994419564,-590278890348,255376231830720,-2776671900196992,1201289794531706880
32,296,56,06220849,84728529152068,-61485850697796,1349845796819520,-13772830556306304,302365458487572480
32,301,194,29068808,99118411963252,-30498885584244,1568739709817280,-47822252596094592,2459783864993495040
32,306,25,0812412c,2273416477664,-2704037239008,36482318832960,-92672764255282176,1250322031043205120
32,308,335,1886010c,2253731515724,-3944189841228,36482318832960,-68029386381500544,629247035230894080
32,310,25,0812412c,71375800245480,-27132119821800,1130951883821760,-30387974200416000,1266666109880371200
32,313,17,0c82044a,706116388194844,-1190530722590748,11418965794716480,-266678881860327552,2557848338016491520
32,315,25,0812412c,2299514787312,-1059843731184,36482318832960,-74782573672343040,2574192416853657600
32,316,49,1a048128,182855987820636,-8485518515292,2882103187803840,-1900756147425408,645591114068060160
32,320,60,080a2a0c,4576045336624,-3567694456368,72964637665920,-3995817791132160,81720394185830400
32,322,321,0806c80c,53203186913036,-4572557111052,839093333158080,-7169769550129536,1315698346391869440
32,325,25,0812412c,11508510096112,-4610240604144,182411594164800,-67125103196336640,2655912811039488000
32,328,335,1886010c,94112437046004,-54016754707188,1495775072151360,-12099753054410112,335053616161904640
32,330,25,0812412c,2279639152328,-2312008735176,36482318832960,-85451842852104960,1348386504066201600
32,332,25,0812412c,190019640283060,-140892514709940,3028032463135680,-31559923295026560,678279271742392320
32,335,233,38428808,154913092468100,-17736621742980,2444315361808320,-19865016352137600,2737633205225318400
32,337,335,1886010c,778759101135678,-116342415282366,12294541446707520,-26060701023249984,2753977284062484480
32,338,335,1886010c,29497339620288,-38748183235776,474270144828480,-112834709582579712,1381074661740533760
32,344,335,1886010c,96656262665976,-185614291312632,1568739709817280,-41577601254029568,351397694999070720
32,346,17,0c82044a,399115037295800,-101517282772920,6311441158102080,-22739871341134080,1413762819414865920
32,347,335,1886010c,797803426234724,-375842687360868,12659364635037120,-84188761968834432,2835697678248314880
32,349,194,29068808,803327521935658,-319683208865706,12732329272703040,-71609038785918144,2852041757085480960
32,350,56,06220849,11446121655194,-8540712381978,182411594164800,-66959185074707520,1430106898252032000
32,361,335,1886010c,43050186502752,-60494481631584,693164057826240,-257464513824021504,2950106230108477440
32,366,17,0c82044a,138564879101728,-172098411833376,2225421448810560,-115650132752028672,1495483213600696320
32,369,335,1886010c,94564695577404,-25524467228988,1495775072151360,-51457325933639808,3015482545457141760
32,372,17,0c82044a,71526099831044,-17663245931268,1130951883821760,-11869701265812096,759999665928222720
32,373,335,1886010c,863505315212956,-30784840360092,13607904924694080,-6895804240660608,3048170703131473920
32,375,17,0c82044a,57445010854816,-29196199442592,912057970824000,-98099230127109120,3064514781968640000
32,378,335,1886010c,6837537641272,-7022954595384,109446956498880,-99107935250059008,1544515450112194560
32,381,17,0c82044a,289462318621332,-296891893999764,4633254491785920,-199511352767841408,3113547018480138240
32,383,25,0812412c,879510458087224,-481753592599608,13972728113023680,-107912804742312192,3129891097317304320
32,384,131,2b02080a,8966790748942,-18809284144014,145929275331840,-12639838944777408,98064473022996480
32,385,194,29068808,2309389705996,-437723854092,36482318832960,-37749305176894080,3146235176154470400
32,387,335,1886010c,99235251319256,-23138006155992,1568739709817280,-46646220410479872,3162579254991636480
32,397,335,1886010c,900315598098306,-1214039626547202,14483480576685120,-271944876346573248,3244299649177466880
32,406,335,1886010c,2314669440720,-105100566480,36482318832960,-4779132958978560,1658924001972357120
32,409,335,1886010c,933907433323592,-848905311336264,14921268402680640,-190154789739323136,3342364122200463360
32,410,17,0c82044a,94392857156244,-36350287762068,1495775072151360,-40712322293516160,1675268080809523200
32,412,22,0202a129,237479832809354,-69485892190218,3757678839794880,-15564839850608832,841720060114053120
32,416,17,0c82044a,2267674583566,-3065776567182,36482318832960,-8927541363633984,106236512441579520
32,419,194,29068808,955420381655856,-952882319722032,15286091591010240,-213445639617735168,3424084516386293760
32,420,60,080a2a0c,2304421289484,-750734094348,36482318832960,-17657265899064960,858064138951219200
32,422,335,1886010c,484948324447288,-239332654839096,7697769273754560,-53610514683957504,1724300317321021440
32,428,335,1886010c,247414908961064,-27293195959848,3903608115126720,-6113675895005952,874408217788385280
32,431,17,0c82044a,996053078136080,-144173745450000,15723879417005760,-32294918980800000,3522148989409290240
32,437,25,0812412c,52716904343412,-35208358997364,839093333158080,-149846775892781184,3571181225920788480
32,440,25,0812412c,2291385110120,-1572013394280,36482318832960,-19367205017529600,449462168022067200
32,443,335,1886010c,1021659815536100,-282100593230820,16161667243001280,-63190532883703680,3620213462432286720
32,445,335,1886010c,203371077747682,-175327606429794,3246926376133440,-196366919201369280,3636557541269452800
32,462,17,0c82044a,2274818785828,-2615691824676,36482318832960,-135346357776034944,1887741105692682240
32,466,321,0806c80c,538438941255720,-79867853208360,8500380288079680,-17890399118672640,1904085184529848320
32,468,335,1886010c,2314111712812,-140237424684,36482318832960,-3675342426118272,956128611974215680
32,478,194,29068808,551203420689772,-151281300854124,8719274201077440,-33887011391323776,1953117421041346560
32,481,335,1886010c,83703592980972,-126056829476844,1349845796819520,-367077487436569728,3930750960338442240
32,484,335,1886010c,25347303678528,-8341896902976,401305507162560,-20554433968932864,988816769648547840
32,489,335,1886010c,374904952787768,-167459853460536,5946617969772480,-112533021525480192,3996127275687106560
32,495,25,0812412c,2279478973984,-2322099970848,36482318832960,-257474444767626240,4045159512198604800
32,512,17,0c82044a,36479977437088,-36629826772896,583717101327360,-8205081197128704,130752630697328640
32,516,25,0812412c,99181415184588,-26529682640076,1568739709817280,-17827946734131072,1054193084997212160
32,518,335,1886010c,85344428154388,-22684213551636,1349845796819520,-35568846848965248,2116558209413007360
32,519,233,38428808,400131176974902,-37500482989494,6311441158102080,-25200324568939968,4241288458244597760
32,520,17,0c82044a,2296836588692,-1228570244244,36482318832960,-17887982756192640,531182562207897600
32,530,335,1886010c,122447390354900,-20066000228820,1933562898146880,-22473920256278400,2165590445924505600
32,533,335,1886010c,92961239419052,-126542205205164,1495775072151360,-368490901557437568,4355697010104760320
32,540,335,1886010c,6868554752124,-5068876611708,109446956498880,-51094276246016640,1103225321508710400
32,542,335,1886010c,623719219305832,-252522798661224,9886708403732160,-56565106900114176,2214622682436003840
32,545,335,1886010c,246730329996254,-362280221406558,3976572752792640,-405753847975344960,4453761483127756800
32,550,17,0c82044a,11497072542480,-5330806482960,182411594164800,-65675535870067200,2247310840110336000
32,554,335,1886010c,635307042913296,-398065563382032,10105602316729920,-89166686197575168,2263654918947502080
32,564,335,1886010c,108602414334180,-16723837543140,1714668985149120,-11238418828990080,1152257558020208640
32,567,25,0812412c,20474092132112,-23495673663504,328340869496640,-331570946739368448,4633546350336583680
33,35,152,00da0809,1153685555680,-282447658080,18241159416480,-4567178631153600,294959547764481600
33,48,22,0202a129,1151635974216,-411571290312,18241159416480,-3042334977986304,134838650406620160
33,50,2,06411019,5777554206872,-837273296664,91205797082400,-3868202630587680,421370782520688000
33,62,22,0202a129,35644899006586,-16275130228602,565475941910880,-15038220331228248,522499770325653120
33,64,25,0812412c,4631796343726,-55381008942,72964637665920,-409376418099264,539354601626480640
33,70,152,00da0809,1139093349150,-1201756669470,18241159416480,-38864810690659800,589919095528963200
33,96,1,0a10d120,2219128336294,-6124190145318,36482318832960,-45270013554190656,269677300813240320
33,100,4,09034019,5779479954070,-715951223190,91205797082400,-6615389302275600,842741565041376000
33,105,4,09034019,1132865789876,-1594092903732,18241159416480,-25776482253346440,294959547764481600
33,110,1,0a10d120,1120571745190,-2368617718950,18241159416480,-10943013861549000,84274156504137600
33,128,4,09034019,9195950536072,-4372217554824,145929275331840,-32319432165259008,1078709203252961280
33,140,207,014a8809,1153611908768,-287087413536,18241159416480,-18568813907508480,1179838191057926400
33,153,26,0230106c,1150308885738,-495177864426,18241159416480,-11667380841605412,429798198171101760
33,186,76,21948006,35764661882332,-8730069056604,565475941910880,-8066583808302096,522499770325653120
33,192,1,0a10d120,4606917165462,-1622769239574,72964637665920,-11995510218931008,539354601626480640
33,210,4,09034019,1082897426342,-4742099806374,18241159416480,-153359507738135160,589919095528963200
33,220,26,0230106c,1145884267402,-773928819594,18241159416480,-7151102293048560,168548313008275200
33,256,4,09034019,18321373592436,-13187666331252,291858550663680,-97483229520614784,2157418406505922560
33,260,26,0230106c,1138729980092,-1224648920124,18241159416480,-147104828285294880,2191128069107577600
33,320,365,0092a109,4598586584930,-2147595813090,72964637665920,-79375141251806400,2696773008132403200
33,384,26,0230106c,9143340468116,-7686651836052,145929275331840,-56819730372096384,1078709203252961280
33,520,276,1aa28002,1152640324726,-348297208182,18241159416480,-83674921293643680,4382256138215155200
34,44,174,0280b206,1147421910884,-677057280228,18241159416480,-7090143838547616,191021421409378560
34,46,58,08c0a980,25716065756082,-58074523682994,419546666579040,-27643473273105144,199704213291623040
34,48,198,32a0800a,1136404583532,-1371148903404,18241159416480,-15664005072487296,208387005173867520
34,50,1,0a10d120,5385511800614,-25535944890918,91205797082400,-60775548840384840,217069797056112000
34,55,184,03648840,1150452626534,-486122194278,18241159416480,-12726679046198040,477553553523446400
34,61,26,0230106c,70339479283206,-19455702779142,1112710724405280,-9260914522871592,529650304816913280
34,64,25,0812412c,4524930876064,-6787905471648,72964637665920,-25848344036035584,277849340231823360
34,70,56,06220849,1157286105376,-55613027232,18241159416480,-926513033685120,303897715878556800
34,83,26,0230106c,94993269297664,-71488960518528,1514016231567840,-34028745206819328,720671726226291840
34,92,26,0230106c,25824832532366,-51222216777102,419546666579040,-48763550371801104,399408426583246080
34,96,26,0230106c,2310832657314,-346817921058,36482318832960,-3962047930166592,416774010347735040
34,100,1,0a10d120,5782617310918,-518297741766,91205797082400,-2467097250806160,434139594112224000
34,105,10,22205c02,1149304493372,-558454583484,18241159416480,-27911560082530320,911693147635670400
34,110,1,0a10d120,1149673389386,-535214134602,18241159416480,-14011906043880360,477553553523446400
34,122,26,0230106c,68048677973296,-163776185303472,1112710724405280,-77957464204452672,529650304816913280
34,128,1,0a10d120,9048567603812,-13657342287204,145929275331840,-52007159429672832,555698680463646720
34,140,46,0ac44140,1157808259770,-22717300410,18241159416480,-756940449661200,607795431757113600
34,153,26,0230106c,1142843281326,-965510942382,18241159416480,-4136248877164488,78145126940200320
34,166,26,0230106c,93951003387388,-137151712865916,1514016231567840,-65284215324176016,720671726226291840
34,183,26,0230106c,68766779995980,-118535757874380,1112710724405280,-169269062244614640,1588950914450739840
34,192,26,0230106c,4580005073488,-3318231033936,72964637665920,-37907471331684864,833548020695470080
34,206,26,0230106c,116801869321946,-156839912307162,1878839419897440,-74655798258209112,894327563871181440
34,210,1,0a10d120,1141114810750,-1074404588670,18241159416480,-53698741341726600,911693147635670400
34,220,26,0230106c,1141585674228,-1044740189556,18241159416480,-54702596325152160,955107107046892800
34,244,26,0230106c,68557225777706,-131737673625642,1112710724405280,-125414265291611184,1059300609633826560
34,256,1,0a10d120,18489614024308,-2588519123316,291858550663680,-9857080821587328,1111397360927293440
34,260,26,0230106c,1119372438700,-2444174027820,18241159416480,-151245488841501600,1128762944691782400
34,294,174,0280b206,8033339613380,-4652068018500,127688115915360,-46502071912926000,1276370406689938560
34,306,26,0230106c,1145323369464,-809265389688,18241159416480,-3466892929423392,78145126940200320
34,320,26,0230106c,4581706489622,-3211041817494,72964637665920,-61138236205085760,1389246701159116800
34,366,26,0230106c,68890766114682,-110724632396154,1112710724405280,-158114775061707912,1588950914450739840
34,384,26,0230106c,9108131823038,-9904796475966,145929275331840,-113152394941435584,1667096041390940160
34,416,26,0230106c,2238099267992,-4929021448344,36482318832960,-244006277778821376,1806020711506851840
34,440,26,0230106c,1142066588282,-1014442604154,18241159416480,-106232429507006880,1910214214093785600
34,512,26,0230106c,36874789596494,-11756660730318,583717101327360,-44769364061050944,2222794721854586880
34,520,26,0230106c,1155478152540,-169514055900,18241159416480,-20979059558184000,2257525889383564800
35,36,46,0ac44140,1145967789800,-768666908520,18241159416480,-13559284266292800,321774052106707200
35,44,22,0202a129,1154280363004,-244974796668,18241159416480,-5281656616162080,393279397019308800
35,45,24,10740051,1151433432474,-424331420058,18241159416480,-1871301562455780,80443513026676800
35,46,58,08c0a980,25930329496368,-44575908044976,419546666579040,-43684389884076480,411155733247459200
35,48,7,34814108,1156498954266,-105203547162,18241159416480,-2474387429250240,429032069475609600
35,49,152,00da0809,8057825840770,-3109435692930,127688115915360,-1523623489535700,62567176798526400
35,50,1,0a10d120,5675777939024,-7249178171088,91205797082400,-7104194607666240,89381681140752000
35,52,24,10740051,1145669197316,-787478235012,18241159416480,-20064945428105760,464784741931910400
35,53,24,10740051,58772580234056,-164453241548232,966781449073440,-80582088358633680,473722910045985600
35,55,3,2a904060,1146929980504,-708048894168,18241159416480,-3816383539565520,98319849254827200
35,56,199,08c42c01,1156310354998,-117085301046,18241159416480,-458974380100320,71505344912601600
35,62,20,1804aa01,35652954854348,-15767611819596,565475941910880,-15452259583204080,554166423072662400
35,64,19,2c120091,4617754274288,-940031383536,72964637665920,-7369846046922240,572042759300812800
35,65,11,04518811,1156248865742,-120959124174,18241159416480,-770509620988380,116196185482977600
35,72,7,34814108,1137768366780,-1285230558780,18241159416480,-45342934113758400,643548104213414400
35,73,32,32a40801,83686975799856,-54139074221232,1331604637403040,-26528146368403680,652486272327489600
35,75,12,18492600,5725498236300,-4116799442700,91205797082400,-6051695180769000,134072521711128000
35,78,24,10740051,1153179638332,-314320451004,18241159416480,-12013327637372880,697177112897865600
35,79,32,32a40801,89094067378654,-151280130752478,1441051593901920,-74127264068714220,706115281011940800
35,82,4,09034019,46735580006040,-47208603922200,747887536075680,-46264431843756000,732929785354166400
35,83,141,01860c09,95241950741194,-55822029576138,1514016231567840,-27352794492307620,741867953468241600
35,86,32,32a40801,49445690736962,-22400903205954,784369854908640,-21952885141834920,768682457810467200
35,90,45,01508125,1157738508546,-27111627522,18241159416480,-239124554744040,160887026053353600
35,93,32,32a40801,35724512928260,-11259453163140,565475941910880,-16551396149815800,831249634608993600
35,94,199,08c42c01,54134564216060,-18860424686460,857334492574560,-18483216192730800,840187802723068800
35,96,11,04518811,2314218655090,-133500061170,36482318832960,-3139921438718400,858064138951219200
35,98,266,20820649,7936879066900,-10729082446740,127688115915360,-10514500797805200,125134353597052800
35,100,2,06411019,5731305346958,-3750951471246,91205797082400,-7351864883642160,178763362281504000
35,102,181,04710841,1151141228012,-442740301164,18241159416480,-22128160252176720,911693147635670400
35,103,24,10740051,117860086896474,-90172205111898,1878839419897440,-44184380504830020,920631315749745600
35,104,24,10740051,1098852799452,-3736911300444,18241159416480,-190432999870626240,929569483863820800
35,105,24,10740051,1152125303316,-380743557012,18241159416480,-559693028807640,26814504342225600
35,106,75,0840e805,59729700206298,-104154683296986,966781449073440,-102071589631046280,947445820091971200
35,108,24,10740051,3470479202164,-253723261428,54723478249440,-4475678331589920,965322156320121600
35,110,1,0a10d120,1142803783508,-967999304916,18241159416480,-10435032506994480,196639698509654400
35,111,352,0070ac01,41925412700586,-58390593502122,674922898409760,-85834172448119340,992136660662347200
35,112,168,22560801,1157781335510,-24413528790,18241159416480,-191402065713600,143010689825203200
35,114,266,20820649,1154293228574,-244164265758,18241159416480,-13639015885241880,1018951165004572800
35,115,152,00da0809,26609130116394,-1811468983338,419546666579040,-887619801835620,205577866623729600
35,122,32,32a40801,69653852316100,-62650201706820,1112710724405280,-61397197672683600,1090456509917174400
35,123,152,00da0809,46537469529542,-59689563941574,747887536075680,-87743658994113780,1099394678031249600
35,124,24,10740051,35504542954998,-25117561478646,565475941910880,-49230420498146160,1108332846145324800
35,128,4,09034019,9198893952052,-4186782348084,145929275331840,-32824373608978560,1144085518601625600
35,129,32,32a40801,49749530549030,-3258995045670,784369854908640,-4790722717134900,1153023686715700800
35,130,2,06411019,1142495685664,-987409469088,18241159416480,-12579596636181120,232392370965955200
35,135,21,19801c80,3458586172344,-1002984140088,54723478249440,-4423160057788080,241330539080030400
35,136,32,32a40801,1132705634450,-1604182695570,18241159416480,-106902734832784800,1215590863514227200
35,140,199,08c42c01,1152386815930,-364268262330,18241159416480,-713965794166800,35752672456300800
35,141,32,32a40801,54419942509920,-881592173280,857334492574560,-1295940494721600,1260281704084603200
35,144,32,32a40801,1148059091400,-636914907720,18241159416480,-44940715888723200,1287096208426828800
35,146,152,00da0809,84095659113676,-28392025450572,1331604637403040,-27824184941560560,1304972544654979200
35,147,22,0202a129,7701356002820,-25567035483780,127688115915360,-37583542161156600,187701530395579200
35,148,4,09034019,42765293221266,-5478120699282,674922898409760,-10737116570592720,1322848880883129600
35,150,268,005c4481,5744000345666,-2951166552642,91205797082400,-8676429664767480,268145043422256000
35,153,24,10740051,1144890036914,-836565340338,18241159416480,-62717303565139860,1367539721453505600
35,155,24,10740051,35758169293704,-9139102140168,565475941910880,-4478160048682320,277083211536331200
35,158,11,04518811,90662072939666,-52495780408722,1441051593901920,-51445864800547560,1412230562023881600
35,159,199,08c42c01,61287882489466,-5989199457402,966781449073440,-8804123202380940,1421168730137956800
35,161,24,10740051,26154347300146,-30462786406962,419546666579040,-14926765339411380,205577866623729600
35,164,4,09034019,47224457934606,-16409294422542,747887536075680,-32162217068182320,1465859570708332800
35,165,32,32a40801,1152326145464,-368090501688,18241159416480,-5952023412294960,294959547764481600
35,169,32,32a40801,15022724560286,-2108642358942,237135072414240,-13432051826460540,1510550411278708800
35,172,24,10740051,48244292926388,-98088965272116,784369854908640,-192254371933347360,1537364915620934400
35,173,152,00da0809,199057131979328,-82283001506496,3155720579051040,-40318670738183040,1546303083735009600
35,180,22,0202a129,1139217048050,-1193963638770,18241159416480,-21061518587902800,321774052106707200
35,183,19,2c120091,69434238548278,-76485869079606,1112710724405280,-112434227547020820,1635684764875761600
35,186,24,10740051,35039449247062,-54418465078614,565475941910880,-159990287331125160,1662499269217987200
35,192,20,1804aa01,4632446072306,-14448108402,72964637665920,-339819509615040,1716128277902438400
35,195,24,10740051,1151288810728,-433442590056,18241159416480,-8283087895970160,348588556448932800
35,196,266,20820649,8079636838202,-1735342854714,127688115915360,-3401271995239440,250268707194105600
35,200,122,11440883,5786111893796,-298139020452,91205797082400,-1168704960171840,357526724563008000
35,203,32,32a40801,1145747961228,-782516108556,18241159416480,-11119553902580760,259206875308180800
35,204,32,32a40801,1149031794690,-575634600450,18241159416480,-57540434660982000,1823386295271340800
35,205,4,09034019,47252386455472,-14649797607984,747887536075680,-7178400827912160,366464892677083200
35,206,11,04518811,115953374893544,-210295061296488,1878839419897440,-206089160070558240,1841262631499491200
35,208,20,1804aa01,1135852170506,-1405950924042,18241159416480,-143294518178360640,1859138967727641600
35,210,4,09034019,1112508155666,-2876623858962,18241159416480,-8457274145348280,53629008684451200
35,211,237,1a440803,243895668228342,-30111449123574,3848884636877280,-14754610070551260,1885953472069867200
35,217,24,10740051,35444630708474,-28892033009658,565475941910880,-14157096174732420,277083211536331200
35,220,2,06411019,1145656717718,-788264449686,18241159416480,-16994981535230160,393279397019308800
35,222,24,10740051,42572285211924,-17637625287828,674922898409760,-51854618346214320,1984273321324694400
35,223,352,0070ac01,257520690015694,-47310728511438,4067778549875040,-23182256970604620,1993211489438769600
35,225,352,0070ac01,5742700814408,-3033037021896,91205797082400,-13375693266561360,402217565133384000
35,231,92,19c00c40,1142370348936,-995305682952,18241159416480,-16094092893333840,294959547764481600
35,232,352,0070ac01,1134271801814,-1505514151638,18241159416480,-171146848758207840,2073655002465446400
35,244,54,00e8240a,70302121256374,-21809258469558,1112710724405280,-42746146600333680,2180913019834348800
35,246,141,01860c09,47308206190304,-11133154313568,747887536075680,-32731473681889920,2198789356062499200
35,248,24,10740051,35026334910112,-55244668306464,565475941910880,-216559099761338880,2216665692290649600
35,250,352,0070ac01,28566080554492,-24452866715004,456028985412000,-23963809380703920,446908405703760000
35,253,32,32a40801,26333164475514,-19197304358778,419546666579040,-103473470493813420,2261356532861025600
35,256,7,34814108,18283766408838,-15556918897926,291858550663680,-121966244159739840,2288171037203251200
35,258,24,10740051,49585757317590,-13576708626390,784369854908640,-39915523361586600,2306047373431401600
35,260,20,1804aa01,1131982562540,-1649736225900,18241159416480,-42035279035932000,464784741931910400
35,265,32,32a40801,60463817582922,-57905288569674,966781449073440,-28373591399140260,473722910045985600
35,269,152,00da0809,309539454876878,-126501874889166,4906871883033120,-61985918695691340,2404367222686228800
35,270,21,19801c80,3473835921436,-42249947292,54723478249440,-372644535115440,482661078160060800
35,271,266,20820649,310135302028296,-234892779681672,4943354201866080,-115097462044019280,2422243558914379200
35,272,24,10740051,1154750469028,-215358117156,18241159416480,-28702929854551680,2431181727028454400
35,275,24,10740051,5769401479556,-1350895117572,91205797082400,-7281324683713080,491599246274136000
35,277,24,10740051,317988475855180,-177930654583500,5052801158364960,-87186020745915000,2475872567598830400
35,282,24,10740051,54111018518206,-20343803651262,857334492574560,-59810782734710280,2520563408169206400
35,294,22,0202a129,7843857359548,-16589450009916,127688115915360,-48772983029153040,375403060791158400
35,296,4,09034019,42649216137728,-12790976962176,674922898409760,-50140629691729920,2645697761766259200
35,301,141,01860c09,49626316114554,-11021504417658,784369854908640,-5400537164652420,384341228905233600
