q,r,tests,first_inactive_mask,literal_mass,literal_margin,literal_grid,primary_margin,primary_den
144,530,32,32a40801,60627585358704,-47587918695408,966781449073440,-479686220449712640,9745157006660275200
144,540,334,16a20003,3404327592630,-4421274662070,54723478249440,-44566448593665600,551612660754355200
144,545,334,16a20003,124843942549122,-87977124990594,1988286376396320,-886809419905187520,20041926674074905600
144,550,147,06a90202,5763849908462,-1700644096494,91205797082400,-188567417419254720,10112898780496512000
144,552,219,16410206,25859462918662,-49040502440454,419546666579040,-98865652919955264,845806079823344640
144,554,327,16010219,320520561043694,-18409287707118,5052801158364960,-37113124017549888,10186447135263759360
144,558,32,32a40801,35895880447726,-463299436782,565475941910880,-934011664552512,1139999498892334080
144,567,32,32a40801,10358678667194,-4084982960058,164170434748320,-57647279532338496,2316773175168291840
144,571,98,02423007,660467074586758,-53382408274566,10415702026810080,-107618935081525056,20998055286049121280
144,588,98,02423007,8069306471102,-2386155982014,127688115915360,-33673433218181568,1801934691797560320
146,147,346,18868880,586549291060278,-332324510487606,9321232461821280,-195406812166712328,5480884687550912640
146,148,141,01860c09,3114569209975270,-859626107207910,49269371583912480,-48139062003642960,2759084808699098880
146,153,26,0230106c,84470957255984,-4748242485168,1331604637403040,-20341470806459712,5704594266634623360
146,158,43,38060490,6614212793606080,-4091659422177600,105196766354840160,-114566463820972800,2945509457935524480
146,161,43,38060490,1905206256798702,-2479632462761454,30626906660269920,-486007962701244984,6002873705412904320
146,163,346,18868880,13693508515542934,-5515187107577238,217051555896695520,-154425239012162664,6077443565107474560
146,166,25,0812412c,6806447278097842,-13286561097645234,110523184904452320,-372023710734066552,3094649177324664960
146,172,32,32a40801,3558346966963880,-4860138714598440,57258999408330720,-272167768017512640,3206503966866520320
146,173,346,18868880,14404629995693392,-13978719354219984,230367602270725920,-391404141918159552,6450292863580325760
146,183,19,2c120091,5054098434123508,-6503330176560756,81227882881585440,-546279734831103504,6823142162053176960
146,186,20,1804aa01,2619097073229442,-115859424522114,41279743759494240,-9732191659857576,3467498475797516160
146,189,346,18868880,251492309446924,-135240153680268,3994813912209120,-238563631091992752,7046851741136887680
146,192,26,0230106c,335956287195096,-140428105157592,5326418549612160,-94367686665901824,3579353265339371520
146,195,346,18868880,83070928975272,-92950024170024,1331604637403040,-507507131968331040,7270561320220598400
146,198,25,0812412c,84026686432946,-32737304336562,1331604637403040,-90747807620949864,3691208054881226880
146,205,258,32260808,3419228065484192,-2971792408594464,54595790133524640,-416050937203224960,7643410618693449600
146,206,1,0a10d120,8601230521627564,-6743587747515948,137155277652513120,-188820456930446544,3840347774270367360
146,208,32,32a40801,79990939902802,-286989335735634,1331604637403040,-835712945662166208,3877632704117652480
146,210,4,09034019,83022919666460,-95974610625180,1331604637403040,-282165355238029200,3914917633964937600
146,211,346,18868880,17504525781194946,-21089189752884162,280968578492041440,-590497313080756536,7867120197777160320
146,212,49,1a048128,4436975219702948,-2770744288158756,70575045782361120,-155161680136890336,3952202563812222720
146,220,223,009041ac,83219057407720,-83617932925800,1331604637403040,-257543233411464000,4101342283201363200
146,232,233,38428808,84053191148276,-31067507270772,1331604637403040,-100907263615467456,4325051862285073920
146,236,346,18868880,4983155845717946,-319876146886842,78564673606779360,-17913064225663152,4399621721979644160
146,239,346,18868880,20008479868392886,-12479801648554422,318253508339326560,-349434446159523816,8911098233501143680
146,244,346,18868880,5140719315697810,-1046214637379730,81227882881585440,-58588019693264880,4548761441368784640
146,248,335,1886010c,2606665923298840,-899021870150040,41279743759494240,-100690449456804480,4623331301063354880
146,250,346,18868880,2104913535470226,-550911005679762,33290115935076000,-77127540795166680,4660616230910640000
146,253,32,32a40801,1924557629230002,-1260495999589554,30626906660269920,-388232767873582632,9433087251363135360
146,256,43,38060490,1332072824230278,-1302108867287046,21305674198448640,-291672386272298304,4772471020452495360
146,258,346,18868880,3545567816793548,-5665225175329356,57258999408330720,-475878914727665904,4809755950299780480
146,260,13,12904122,84047598812712,-31419824411304,1331604637403040,-114368160857146560,4847040880147065600
146,270,282,2b420880,253499571964470,-8782615074870,3994813912209120,-11066094994336200,5033465529383491200
146,271,346,18868880,22533636238210318,-23840343937645326,360864856736223840,-667529630254069128,10104215988614267520
146,272,346,18868880,83291115217284,-79078290923268,1331604637403040,-301130131835804544,5070750459230776320
146,282,43,38060490,3899751023692368,-4657357339152336,62585417957942880,-391218016488796224,5257175108467201920
146,291,43,38060490,8193595901293140,-466057530911700,129165649828094880,-39148832596582800,10849914585559969920
146,294,302,32868100,585751885924894,-382561034016798,9321232461821280,-224945888001877224,5480884687550912640
146,296,335,1886010c,3118901384693900,-586699099934220,49269371583912480,-65710299192632640,5518169617398197760
146,301,346,18868880,3616624127956502,-1188677572063254,57258999408330720,-232980804124397784,11222763884032821120
146,306,159,088248c8,84409519945518,-8618793044526,1331604637403040,-36922909402749384,5704594266634623360
146,308,346,18868880,83238874107142,-82369480862214,1331604637403040,-355177201477866768,5741879196481908480
146,313,43,38060490,25609176314361770,-53790898223814570,416792251507151520,-1506145150266807960,11670183042200242560
146,314,43,38060490,13102161110943580,-10811562299663580,209061928072277280,-302723744390580240,5853733986023763840
146,316,58,08c0a980,6604135034749556,-4726558230138612,105196766354840160,-264687260887762272,5891018915871048960
146,320,81,08940509,331563710677370,-417160425774330,5326418549612160,-467219676867249600,5965588775565619200
146,322,346,18868880,1892420251724522,-3285150782434794,30626906660269920,-643889553357219624,6002873705412904320
146,325,258,32260808,415735337384678,-440766492826086,6658023187015200,-802195016943476520,12117602200367664000
146,328,335,1886010c,3458159198699452,-519131016033084,54595790133524640,-58142673795705408,6114728494954759680
146,332,25,0812412c,7009125116244354,-517857294414978,110523184904452320,-29000008487238768,6189298354649329920
146,335,346,18868880,5549612945460662,-7244427259993014,89217510706003680,-1014219816399021960,12490451498840515200
146,344,197,122e0808,3608539496028584,-1698009383522088,57258999408330720,-190177050954473856,6413007933733040640
146,346,159,088248c8,14605328534903342,-1334711383993134,230367602270725920,-37371918751807752,6450292863580325760
146,347,346,18868880,29179223588390668,-9976150646807436,462066809178854880,-279332218110608208,12937870657007936640
146,358,346,18868880,14961469195471786,-10856361065854122,238357230095144160,-303978109843915416,6674002442664036480
146,361,335,1886010c,1604616324304994,-111124011416418,25300488110657760,-59117974073534376,13459859674869928320
146,363,346,18868880,905422645319296,-1548977390618112,14647651011433440,-1431255108931135488,13534429534564498560
146,366,25,0812412c,5110726457583334,-2935764698591718,81227882881585440,-246604234681704312,6823142162053176960
146,372,21,19801c80,2609072571415346,-747403038810162,41279743759494240,-125563710520107216,6934996951595032320
146,378,159,088248c8,250274762578686,-211945606379262,3994813912209120,-373872049653018168,7046851741136887680
146,381,346,18868880,10576808326332040,-10116231241825800,169113788950186080,-849763424313367200,14205558271815630720
146,384,43,38060490,675249454161776,-70632784705392,10652837099224320,-47465231322023424,7158706530678743040
146,397,346,18868880,33553538010427448,-715269539098296,528647041049006880,-20027547094752288,14802117149372192640
146,409,346,18868880,34115630384505670,-29220472567516230,544626296697843360,-818173231890454440,15249536307539614080
146,410,159,088248c8,3449678776534522,-1053397612423674,54595790133524640,-147475665739314360,7643410618693449600
146,412,346,18868880,8612026131438574,-6063464329422318,137155277652513120,-339554002447649808,7680695548540734720
146,416,32,32a40801,162738340430670,-400321652092110,2663209274806080,-1165736650892224320,7755265408235304960
146,419,346,18868880,35183124247864398,-15232544672037966,557942343071873760,-426511250817063048,15622385606012465280
146,420,43,38060490,83835477124594,-44783490762738,1331604637403040,-263326925684899440,7829835267929875200
146,422,346,18868880,17413643687208236,-26814761674046892,280968578492041440,-750813326873312976,7867120197777160320
146,428,346,18868880,8914083058541934,-8339552120359278,142481696202125280,-467014918740119568,7978974987319015680
146,431,346,18868880,35218759777037512,-76904528929477704,573921598720710240,-2153326810025375712,16069804764179886720
146,434,346,18868880,2601480681249372,-1225692119266524,41279743759494240,-240235655376238704,8090829776860871040
146,437,298,08b204c0,1930647116552344,-876858298282008,30626906660269920,-466488614686028256,16293514343263597440
146,440,223,009041ac,84429584028586,-7354755811242,1331604637403040,-45305295797250720,8202684566402726400
146,445,346,18868880,7507819588106084,-1058616864798948,118512812728870560,-148206361071852720,16591793782041878400
146,455,346,18868880,83457420157578,-68601079684746,1331604637403040,-873977755183664040,16964643080514729600
146,462,25,0812412c,83479409533790,-67215748983390,1331604637403040,-434751464424566520,8612818794722862720
146,466,346,18868880,19634224287235168,-4099391963817696,310263880514908320,-114782974986895488,8687388654417432960
146,468,346,18868880,83138354245908,-88702232119956,1331604637403040,-581177024849951712,8724673584264718080
146,478,346,18868880,19738376492246828,-29496314345756076,318253508339326560,-825896801681170128,8911098233501143680
146,481,346,18868880,3122316106851006,-371571604036542,49269371583912480,-135252063869301288,17934051256544142720
146,485,346,18868880,8090607931535818,-6954299625622986,129165649828094880,-973601947587218040,18083190975933283200
146,512,335,1886010c,2696471615071936,-567681838057152,42611348396897280,-127160731724802048,9544942040904990720
146,516,346,18868880,3586095983932696,-3111950645563032,57258999408330720,-522807708454589376,9619511900599560960
146,519,346,18868880,14387501612116282,-15057807519577914,230367602270725920,-1264855831644544776,19350878590740977280
146,520,21,19801c80,84244191657796,-19034475171012,1331604637403040,-138570979244967360,9694081760294131200
146,544,346,18868880,167954950734506,-71675202950442,2663209274806080,-272939172835283136,10141500918461552640
146,545,346,18868880,9193089648433548,-1414974056411916,145144905476931360,-198096367897668240,20320286766770390400
146,558,346,18868880,2620793124592552,-9008188646184,41279743759494240,-2270063538838368,10402495427392548480
146,564,346,18868880,3884320448078772,-5629483602808884,62585417957942880,-945753245271892512,10514350216934403840
146,567,258,32260808,760481804983108,-27413232573636,11984441736627360,-48356942259893904,21140555223410663040
146,571,346,18868880,48211797983617788,-4041718860622716,760346247957135840,-113168128097436048,21289694942799803520
147,148,4,09034019,299048062459688,-57813220512936,4724460288868320,-67988347323212736,5555965299709144320
147,150,72,0200a1a5,40259968608344,-17384295981528,638440579576800,-51109830185692320,1877015303955792000
147,151,2,06411019,1201620859496146,-1421507864620242,19280905503219360,-417923312198351148,5668586217946491840
147,153,13,12904122,8054359684590,-3327803532270,127688115915360,-49897086162856380,1914555610034907840
147,154,225,01b00548,8072758918674,-2168651784978,127688115915360,-14026839745237704,825886733740548480
147,155,17,0c82044a,246005281602530,-334993632545250,3958331593376160,-492440639841517500,5818747442262955200
147,158,1,0a10d120,616827668821526,-1489301493497622,10087361157313440,-875709278176601736,5931368360500302720
147,160,6,024085d0,14940656923658,-80243541132426,255376231830720,-1887328087434659520,6006448972658534400
147,161,6,024085d0,185441588430032,-64486593121104,2936826666053280,-18959058377604576,863427039819664320
147,162,81,08940509,72500571994558,-29236137295806,1149193043238240,-51572546189801784,2027176528272255360
147,163,16,102232c0,1319499280376578,-124196913090306,20813162894203680,-36513892448549964,6119069890895881920
147,164,22,0202a129,322060092711530,-651065169292650,5235212752529760,-765652639088156400,6156610196974997760
147,165,13,12904122,7888355131948,-13786090348716,127688115915360,-222921080938737720,2064716834351371200
147,166,13,12904122,665649445074680,-456539444194680,10598113620974880,-268445193186471840,6231690809133229440
147,171,22,0202a129,8024051064990,-5237246567070,127688115915360,-87765777970959060,2139797446509602880
147,172,22,0202a129,339211915605494,-592005254295798,5490588984360480,-696198179051858448,6456932645607924480
147,173,17,0c82044a,1388608189650802,-877860265428594,22090044053357280,-258090918036006636,6494472951687040320
147,175,22,0202a129,38657311089938,-118351719641106,638440579576800,-173977027872425820,938507651977896000
147,177,13,12904122,466621988493658,-737210080924506,7533598839006240,-216739763791804764,2214878058667834560
147,179,22,0202a129,1390123485746784,-3846911393350368,22856172748849440,-1130991949645008192,6719714788161735360
147,180,22,0202a129,7733982411212,-23511571755084,127688115915360,-414744125759681760,2252418364746950400
147,183,1,0a10d120,491294649663404,-204337354553388,7788975070836960,-60075182238696072,2289958670826066240
147,184,22,0202a129,185635990038174,-52239291808158,2936826666053280,-122866814332787616,6907416318557314560
147,185,120,02c1c300,299815109637386,-9489248317962,4724460288868320,-13949195027404140,6944956624636430400
147,186,1,0a10d120,243610955180864,-485836197110208,3958331593376160,-285671683900802304,2327498976905182080
147,189,22,0202a129,23085437759342,-77874812145774,383064347746080,-68685584312572668,337862754712042560
147,192,1,0a10d120,29840656575318,-163048490400726,510752463661440,-766980098845015104,2402579589063413760
147,195,134,02289121,8050065909362,-3598311371634,127688115915360,-68763730311925740,2440119895142529600
147,200,6,024085d0,40442771556780,-5867710230060,638440579576800,-69004272305505600,7508061215823168000
147,201,22,0202a129,535382049496964,-491345947007748,8555103766329120,-144455708420277912,2515200507300761280
147,203,22,0202a129,7983692832622,-7779815206254,127688115915360,-66330704448521604,1088668876294359360
147,204,13,12904122,8080298540564,-1693655605908,127688115915360,-33859562873312736,2552740813379877120
147,205,22,0202a129,326950166115500,-342990544842540,5235212752529760,-504196100918533800,7695762746218747200
147,206,1,0a10d120,782371009167400,-3318130179582120,13151875939282080,-1951060545594286560,7733303052297863040
147,208,13,12904122,7920588053132,-11755416314124,127688115915360,-718867218441310848,7808383664456094720
147,210,1,0a10d120,7348688298456,-47785100858712,127688115915360,-140488196524613280,375403060791158400
147,212,42,01e05110,424156983730016,-347990599065312,6767470143514080,-409236944500806912,7958544888772558080
147,214,22,0202a129,859581123260516,-496902846361572,13662628402943520,-292178873660604336,8033625500930789760
147,216,37,10864540,24261026901566,-3812696185662,383064347746080,-26902384286031072,2702902037696340480
147,218,22,0202a129,843868290734774,-2508316222806198,13918004634774240,-1474889939010044424,8183786725247253120
147,220,1,0a10d120,7962092789338,-9140617933146,127688115915360,-591215167915883280,8258867337405484800
147,221,22,0202a129,8068007059996,-2468018881692,127688115915360,-160357058819056008,8296407643484600640
147,223,22,0202a129,1805171066523214,-172022205538638,28474449849125280,-50574528428359572,8371488255642832320
147,224,13,12904122,16020902391532,-12188076656364,255376231830720,-57332712591536256,1201289794531706880
147,225,174,0280b206,39914477226344,-39150253047528,638440579576800,-172652615939598480,2815522955933688000
147,226,22,0202a129,907964368487718,-513273179016486,14428757098435680,-301804629261693768,8484109173880179840
147,227,2,06411019,1776447860120342,-4024594063565334,28985202312786720,-1183230654688208196,8521649479959295680
147,231,6,024085d0,7963225229364,-9069274211508,127688115915360,-29330032800016872,412943366870274240
147,232,22,0202a129,7983075464456,-7818709400712,127688115915360,-533298530803764096,8709351010354874880
147,233,1,0a10d120,1887700977648804,-80162441240868,29751331008278880,-23567757724815192,8746891316433990720
147,237,22,0202a129,638984062105704,-93448716594408,10087361157313440,-27473922678755952,2965684180250151360
147,238,153,1200208f,8065387501952,-2633051038464,127688115915360,-26319978180486144,1276370406689938560
147,239,22,0202a129,1932103799704474,-347299433702298,30517459703771040,-102106033508475612,8972133152908685760
147,242,266,20820649,87161683222048,-127091057286816,1404569275068960,-822024958531125888,9084754071146033280
147,244,22,0202a129,484002925152748,-663715998724716,7788975070836960,-780530014500266016,9159834683304264960
147,248,42,01e05110,248222917483862,-195282572021334,3958331593376160,-459304609394177568,9309995907620728320
