HUNT R=128 gamma* floor profile, d[0]=76 d[-1]=152 eff=0.597938
PHASE beam400: R=128 beam=400 ctrl=2 span=2 rank=l1deg dedup=999 (deterministic)
  row   0: kept=    4 bestdeg=126 top5L1=[168924678844171432443777716099766351655, 168957397221609675774455060433875826471, 168966083898817024766813263311327000363, 168976833162649697530245581958406534953] t=    0.0s
  row  44: kept= 1000 bestdeg=101 top5L1=[30917807970164949, 30917807970164951, 39849031722312785, 39849031722312787, 52995280057016493] t=  133.8s
  row  45: kept= 1000 bestdeg=102 top5L1=[42812851763126362, 42812851763126364, 42812851763126772, 42812851763126774, 50341749035525462] t=  138.3s
  row  46: kept= 1000 bestdeg=103 top5L1=[49726078335778161, 49726078335778571, 49726078335780007, 49726078335780417, 49726078462403477] t=  143.3s
  row  47: kept= 1000 bestdeg=103 top5L1=[27732947145329002, 27732947145558376, 27732952614729482, 27732952614958856, 30414502706299428] t=  148.2s
  row  48: kept= 1000 bestdeg=104 top5L1=[4576438816644737, 4576438819547947, 4578003897068517, 4578003899971727, 9361576059189767] t=  152.3s
  row  49: kept= 1000 bestdeg=104 top5L1=[6021250278560962, 6021250285819072, 6254929186813118, 6254929194071228, 6678806801308322] t=  156.5s
  row  50: kept= 1000 bestdeg=105 top5L1=[3281814085551757, 3281814085552179, 3649151466240951, 4253571345801003, 4583144130211477] t=  161.1s
  row  51: kept= 1000 bestdeg=106 top5L1=[3450222879046684, 3450223002278938, 3716218845675768, 3716218845675770, 3716218847236154] t=  165.7s
  row  52: kept= 1000 bestdeg=106 top5L1=[1423374536235523, 1423374756985349, 1594858774409181, 1594858774453283, 1594858995159007] t=  169.9s
  row  53: kept= 1000 bestdeg=107 top5L1=[775944920763452, 775944931879590, 775945556271118, 775945567387256, 856028657584782] t=  174.2s
  row  54: kept= 1000 bestdeg=107 top5L1=[342542197281411, 342542757248425, 596403974130143, 596404976271237, 675740804003999] t=  178.8s
  row  55: kept= 1000 bestdeg=108 top5L1=[275782716704868, 275782719200964, 275782862846866, 275782865342962, 403188943713208] t=  183.5s
  row  56: kept= 1000 bestdeg=109 top5L1=[265607685089991, 265607685089993, 330347197145597, 330347200458317, 330347263904609] t=  188.4s
  row  57: kept= 1000 bestdeg=109 top5L1=[233438011938328, 233438011938330, 233438435410830, 233438435410832, 233439197166990] t=  193.4s
  row  58: kept= 1000 bestdeg=110 top5L1=[327209096957629, 327209168825689, 340673033589821, 340675378731919, 352722097946877] t=  197.7s
  row  59: kept= 1000 bestdeg=110 top5L1=[225146666304342, 225147747258344, 225152341048744, 225153422002746, 232320359223042] t=  202.3s
    [checkpoint written at row 59]
  row  60: kept= 1000 bestdeg=111 top5L1=[359942309300293, 359951444148805, 359953029878891, 359962164727403, 360007068061141] t=  207.5s
  row  61: kept= 1000 bestdeg=112 top5L1=[327892134353568, 327894314652764, 327895376061266, 327897556360462, 327904248092978] t=  212.8s
  row  62: kept= 1000 bestdeg=112 top5L1=[192284514079597, 192284526386747, 192325684269359, 192325696576509, 192385302739727] t=  218.1s
  row  63: kept= 1000 bestdeg=113 top5L1=[202042135308004, 202042215711458, 202114032770786, 202114113174240, 202247133897854] t=  222.9s
  row  64: kept= 1000 bestdeg=113 top5L1=[69309099560149, 69309227868375, 69388105544919, 69388233853145, 69547318178619] t=  228.0s
  row  65: kept= 1000 bestdeg=114 top5L1=[45084387284864, 45084671727706, 45135018399214, 45135302842056, 45309945108694] t=  232.7s
  row  66: kept= 1000 bestdeg=115 top5L1=[21919177711963, 21919177712423, 21919389472965, 21919389473425, 21943747761465] t=  237.5s
  row  67: kept= 1000 bestdeg=115 top5L1=[18904059232416, 18904270993418, 18928629281918, 18928841042920, 19017774839606] t=  242.3s
  row  68: kept= 1000 bestdeg=116 top5L1=[23992392683509, 24036043844207, 24162701686805, 24201490348799, 24206352847503] t=  247.4s
  row  69: kept= 1000 bestdeg=116 top5L1=[26777121946330, 26777121946790, 26777126001690, 26777126002150, 26777428525748] t=  253.2s
  row  70: kept= 1000 bestdeg=117 top5L1=[24825164229401, 24826607667399, 24899770218399, 24901213656397, 25191023822511] t=  259.4s
  row  71: kept= 1000 bestdeg=117 top5L1=[16694141553372, 16694576901374, 16701387721312, 16701823069314, 16707492279374] t=  265.9s
  row  72: kept= 1000 bestdeg=118 top5L1=[25152029869833, 25200140691335, 25397012158403, 25445122979905, 25460928606821] t=  271.3s
  row  73: kept= 1000 bestdeg=119 top5L1=[22434223662528, 22436587634114, 22482674616770, 22485038588356, 22617296806688] t=  276.9s
  row  74: kept= 1000 bestdeg=119 top5L1=[12879739442261, 12881088521463, 12906993526263, 12908342605465, 12987229040201] t=  282.5s
  row  75: kept= 1000 bestdeg=120 top5L1=[9804626109222, 9808946887972, 9876697989412, 9881018768162, 10169677988032] t=  288.1s
  row  76: kept= 1000 bestdeg=120 top5L1=[1244765285051, 1247733994849, 1290728993389, 1293697703187, 1476889284961] t=  293.8s
  row  77: kept= 1000 bestdeg=121 top5L1=[1134443486750, 1134443515790, 1134652106068, 1134652135108, 1136440586248] t=  299.6s
  row  78: kept= 1000 bestdeg=122 top5L1=[1504445713387, 1504445713387, 1504449256267, 1504449256267, 1510053111185] t=  305.8s
  row  79: kept= 1000 bestdeg=122 top5L1=[1242935173650, 1270690245588, 1271014422586, 1273401379606, 1273725556604] t=  312.1s
  row  80: kept= 1000 bestdeg=123 top5L1=[1343972955831, 1343972955831, 1347269294329, 1351626978777, 1351627008789] t=  318.8s
  row  81: kept= 1000 bestdeg=123 top5L1=[1399514582968, 1402504790546, 1405325556626, 1406033024524, 1406131024848] t=  325.5s
  row  82: kept= 1000 bestdeg=124 top5L1=[1405526890041, 1405561070121, 1406159980039, 1406194160119, 1409895834619] t=  331.7s
  row  83: kept= 1000 bestdeg=125 top5L1=[1568768475218, 1568768536226, 1574002749716, 1574002780716, 1583679351682] t=  338.1s
  row  84: kept= 1000 bestdeg=125 top5L1=[903807916833, 903946902273, 904722972431, 904861957871, 909525683435] t=  345.1s
  row  85: kept= 1000 bestdeg=126 top5L1=[1683439159468, 1684518924748, 1687361972910, 1688441738190, 1706156103342] t=  351.8s
  row  86: kept= 1000 bestdeg=126 top5L1=[776182057739, 776570554859, 777476708241, 777865205361, 783579038241] t=  358.5s
  row  87: kept= 1000 bestdeg=127 top5L1=[1263201880570, 1265699843290, 1268662885880, 1271160848600, 1292327541752] t=  364.3s
  row  88: kept= 1000 bestdeg=128 top5L1=[1200416767475, 1204431315155, 1207159407601, 1211173955281, 1232307559671] t=  370.1s
  row  89: kept= 1000 bestdeg=128 top5L1=[735847640622, 739050578382, 741168467124, 744371404884, 762760426524] t=  375.9s
    [checkpoint written at row 89]
  row  90: kept= 1000 bestdeg=129 top5L1=[799767592781, 807229653101, 808896024399, 816358084719, 832960134985] t=  382.2s
  row  91: kept= 1000 bestdeg=129 top5L1=[431002666486, 439998154966, 441067673076, 450063161556, 464195208690] t=  388.3s
  row  92: kept= 1000 bestdeg=130 top5L1=[413803063511, 425982601429, 426560277431, 438739815349, 448339519707] t=  394.4s
  row  93: kept= 1000 bestdeg=131 top5L1=[393342869384, 407994765190, 410932339304, 425584235110, 429266419588] t=  400.7s
  row  94: kept= 1000 bestdeg=131 top5L1=[65401029483, 67884480261, 69514593843, 74095763267, 74748868341] t=  406.9s
  row  95: kept= 1000 bestdeg=132 top5L1=[68818256752, 70222094790, 70222094790, 71679918234, 74480164030] t=  413.0s
  row  96: kept= 1000 bestdeg=132 top5L1=[72106115007, 75711534709, 76109300705, 77209046105, 78017031409] t=  419.3s
  row  97: kept= 1000 bestdeg=133 top5L1=[73788076964, 74136885424, 74841318424, 79169112046, 81147966198] t=  425.7s
  row  98: kept= 1000 bestdeg=134 top5L1=[77200826863, 77205531871, 77652884899, 77652884899, 77748455657] t=  432.2s
  row  99: kept= 1000 bestdeg=134 top5L1=[71275368932, 71425522522, 71425540610, 73447998574, 73601628200] t=  439.1s
  row 100: kept= 1000 bestdeg=135 top5L1=[70886914089, 71206192063, 71206269203, 72823920005, 75478140323] t=  446.2s
  row 101: kept= 1000 bestdeg=135 top5L1=[71926112684, 71926114646, 73325202686, 75901426826, 77008148774] t=  453.3s
  row 102: kept= 1000 bestdeg=136 top5L1=[74170363619, 76506445751, 76506687487, 76507544863, 76507786599] t=  460.6s
  row 103: kept= 1000 bestdeg=137 top5L1=[64017566928, 66309788162, 66313073262, 69568688224, 74957068840] t=  468.3s
  row 104: kept= 1000 bestdeg=137 top5L1=[45100337801, 45100380963, 46388115003, 48548952903, 49836730105] t=  476.1s
  row 105: kept= 1000 bestdeg=138 top5L1=[69458119298, 69458348672, 70343659902, 70343889276, 71892472448] t=  484.1s
  row 106: kept= 1000 bestdeg=138 top5L1=[32637369363, 32637385381, 32664065485, 33031246113, 33536315253] t=  491.6s
  row 107: kept= 1000 bestdeg=139 top5L1=[45640422588, 45641056958, 46552497344, 46553131714, 47679861458] t=  498.2s
  row 108: kept= 1000 bestdeg=140 top5L1=[37149231873, 37813482219, 37814612717, 38088432637, 38752682983] t=  504.9s
  row 109: kept= 1000 bestdeg=140 top5L1=[18778323924, 19717524688, 20848228842, 20849703016, 21787429606] t=  511.6s
  row 110: kept= 1000 bestdeg=141 top5L1=[8179567703, 9146495067, 13166949997, 13169360491, 14133877361] t=  518.5s
  row 111: kept= 1000 bestdeg=141 top5L1=[1983416868, 1988672184, 2245483492, 2846290416, 2890970796] t=  525.3s
  row 112: kept= 1000 bestdeg=142 top5L1=[1979420805, 2081376217, 2081376219, 2231743513, 2354643981] t=  532.4s
  row 113: kept= 1000 bestdeg=143 top5L1=[2036862242, 2042349402, 2080193536, 2289902916, 2564044418] t=  539.6s
  row 114: kept= 1000 bestdeg=143 top5L1=[1715611561, 1721098721, 1819611757, 1833167083, 1944626729] t=  547.0s
  row 115: kept= 1000 bestdeg=144 top5L1=[1608928554, 1832865844, 1874705540, 1903588102, 2059789638] t=  554.6s
  row 116: kept= 1000 bestdeg=144 top5L1=[1033029119, 1349423627, 1674471917, 1678648523, 1689580721] t=  562.4s
  row 117: kept= 1000 bestdeg=145 top5L1=[1253574694, 1269006114, 1666683794, 1670274196, 1676744518] t=  570.4s
  row 118: kept= 1000 bestdeg=146 top5L1=[825689863, 841448459, 1273391271, 1289149867, 1486130859] t=  578.6s
  row 119: kept= 1000 bestdeg=146 top5L1=[324179180, 339937776, 548510590, 760846978, 784146380] t=  587.4s
    [checkpoint written at row 119]
  row 120: kept= 1000 bestdeg=147 top5L1=[33873519, 34041715, 376042045, 392132409, 490583289] t=  595.8s
  row 121: kept= 1000 bestdeg=147 top5L1=[19383932, 26191274, 26359470, 27520764, 30635560] t=  603.2s
  row 122: kept= 1000 bestdeg=148 top5L1=[16366861, 18195427, 18996569, 19167093, 19761165] t=  610.7s
  row 123: kept=  870 bestdeg=149 top5L1=[11671644, 11844512, 16755194, 18172244, 18368656] t=  617.8s
  row 124: kept=  707 bestdeg=149 top5L1=[3700783, 3873651, 7533093, 8837517, 8856501] t=  624.1s
  row 125: kept=  745 bestdeg=150 top5L1=[255192, 256380, 1721768, 4455000, 6449364] t=  629.8s
    [checkpoint written at row 125]
  endgame plan L=2 from row 125 snapshot (745 states, grid ctrl=3 span=6)
    endgame L=2 (3,6): state 0/745 nodes=0 t=   0.0s
    endgame L=2 (3,6): state 25/745 nodes=10748 t=   4.5s
    endgame L=2 (3,6): state 50/745 nodes=21456 t=   9.5s
    endgame L=2 (3,6): state 75/745 nodes=32862 t=  17.5s
    endgame L=2 (3,6): state 100/745 nodes=43698 t=  23.2s
    endgame L=2 (3,6): state 125/745 nodes=54379 t=  28.6s
    endgame L=2 (3,6): state 150/745 nodes=64903 t=  33.6s
    endgame L=2 (3,6): state 175/745 nodes=75545 t=  38.6s
    endgame L=2 (3,6): state 200/745 nodes=85835 t=  41.8s
    endgame L=2 (3,6): state 225/745 nodes=96438 t=  45.8s
    endgame L=2 (3,6): state 250/745 nodes=106768 t=  49.5s
    endgame L=2 (3,6): state 275/745 nodes=117227 t=  54.8s
    endgame L=2 (3,6): state 300/745 nodes=127587 t=  58.0s
    endgame L=2 (3,6): state 325/745 nodes=137821 t=  62.3s
    endgame L=2 (3,6): state 350/745 nodes=148135 t=  65.5s
    endgame L=2 (3,6): state 375/745 nodes=158419 t=  68.8s
    endgame L=2 (3,6): state 400/745 nodes=168775 t=  72.2s
    endgame L=2 (3,6): state 425/745 nodes=179079 t=  75.3s
    endgame L=2 (3,6): state 450/745 nodes=189335 t=  78.7s
    endgame L=2 (3,6): state 475/745 nodes=199793 t=  81.9s
    endgame L=2 (3,6): state 500/745 nodes=210289 t=  85.3s
    endgame L=2 (3,6): state 525/745 nodes=221214 t=  92.2s
    endgame L=2 (3,6): state 550/745 nodes=233103 t= 104.2s
    endgame L=2 (3,6): state 575/745 nodes=244603 t= 115.2s
    endgame L=2 (3,6): state 600/745 nodes=256044 t= 127.9s
    endgame L=2 (3,6): state 625/745 nodes=266605 t= 134.5s
    endgame L=2 (3,6): state 650/745 nodes=277300 t= 142.8s
    endgame L=2 (3,6): state 675/745 nodes=287568 t= 147.1s
    endgame L=2 (3,6): state 700/745 nodes=297782 t= 150.4s
    endgame L=2 (3,6): state 725/745 nodes=308090 t= 154.2s
    endgame L=2: exhausted 745 states (nodes=316352)
  endgame plan L=3 from row 124 snapshot (707 states, grid ctrl=3 span=6)
    endgame L=3 (3,6): state 0/400 nodes=0 t=   0.0s
    endgame L=3 (3,6): state 25/400 nodes=390499 t= 253.2s
    endgame L=3 (3,6): state 50/400 nodes=667327 t= 351.0s
    endgame L=3 (3,6): state 75/400 nodes=1134507 t= 652.9s
    endgame L=3: NODE BUDGET 1200000 exhausted at state 81/400
  endgame plan L=4 from row 123 snapshot (870 states, grid ctrl=2 span=5)
    endgame L=4 (2,5): state 0/250 nodes=0 t=   0.0s
    endgame L=4 (2,5): state 25/250 nodes=20256 t=  17.5s
