HUNT R=128 gamma* floor profile, d[0]=76 d[-1]=152 eff=0.597938
PHASE beam400: R=128 beam=400 ctrl=2 span=2 rank=l1deg dedup=999 (deterministic)
  row   0: kept=    4 bestdeg=126 top5L1=[168924678844171432443777716099766351655, 168957397221609675774455060433875826471, 168966083898817024766813263311327000363, 168976833162649697530245581958406534953] t=    0.0s
  row  72: kept=  400 bestdeg=118 top5L1=[34354629364019, 34354629364021, 34354629391631, 34354629391633, 34354632672339] t=  109.2s
  row  73: kept=  400 bestdeg=119 top5L1=[32757282891550, 32757282891550, 32757282891552, 32757282891552, 32757282946774] t=  111.6s
  row  74: kept=  400 bestdeg=119 top5L1=[36036634574807, 36036634574809, 36036634602891, 36036634602893, 36036637940663] t=  114.6s
  row  75: kept=  400 bestdeg=120 top5L1=[38528049496174, 38528049496174, 38528049496176, 38528049496176, 38528053877278] t=  117.9s
  row  76: kept=  400 bestdeg=120 top5L1=[50282508561813, 50282508561813, 50282508577915, 50282508577915, 50282527172301] t=  121.4s
  row  77: kept=  400 bestdeg=121 top5L1=[42315771508890, 42315771508892, 42315771524992, 42315771524994, 42315790437506] t=  124.6s
  row  78: kept=  400 bestdeg=122 top5L1=[109375729367981, 109375729367983, 109375729724647, 109375729724649, 109375734091821] t=  128.3s
  row  79: kept=  400 bestdeg=122 top5L1=[50399252372278, 50399252372278, 50399252372280, 50399252372280, 50399252372280] t=  131.7s
  row  80: kept=  400 bestdeg=123 top5L1=[54648814463275, 54648814463275, 54648814479377, 54648814479377, 54648816076577] t=  135.2s
  row  81: kept=  400 bestdeg=123 top5L1=[87416498885342, 87416498885342, 87416498885344, 87416498885344, 87416498964804] t=  138.8s
  row  82: kept=  400 bestdeg=124 top5L1=[56460366186043, 56460366186045, 56460366543545, 56460366543547, 56460376053045] t=  142.3s
  row  83: kept=  400 bestdeg=125 top5L1=[160359660076886, 160359660076888, 160359664507596, 160359664507598, 160359739807500] t=  146.2s
  row  84: kept=  400 bestdeg=125 top5L1=[55432606327627, 55432606327629, 55432607940929, 55432607940931, 55432633311729] t=  150.1s
  row  85: kept=  400 bestdeg=126 top5L1=[96518366700924, 96518366730886, 96518388207554, 96518388237516, 96518591236310] t=  153.4s
  row  86: kept=  400 bestdeg=126 top5L1=[72595790986197, 72595791002299, 72595800853199, 72595800869301, 72646428189077] t=  157.2s
  row  87: kept=  400 bestdeg=127 top5L1=[63401599567422, 63401599599426, 63401599924924, 63401599956928, 63401642222120] t=  161.1s
  row  88: kept=  400 bestdeg=128 top5L1=[162118682014461, 162118682078469, 162118686225523, 162118686289531, 162118687476477] t=  165.0s
  row  89: kept=  400 bestdeg=128 top5L1=[70407282458946, 70407284072248, 70407381473948, 70407383087250, 70407868498948] t=  169.1s
    [checkpoint written at row 89]
  row  90: kept=  400 bestdeg=129 top5L1=[75358966797057, 75358972259073, 75358976664059, 75358982126075, 75358988367753] t=  173.1s
  row  91: kept=  400 bestdeg=129 top5L1=[131269230158546, 131269262599372, 131269339100162, 131269371540988, 131269407674066] t=  177.0s
  row  92: kept=  400 bestdeg=130 top5L1=[76685082678217, 76685125332915, 76685536398925, 76685579053623, 76685883331215] t=  180.7s
  row  93: kept=  400 bestdeg=131 top5L1=[95330981009694, 95330985302814, 95331185473252, 95331189766372, 95334156274096] t=  184.7s
  row  94: kept=  400 bestdeg=131 top5L1=[96122855840971, 96122855840971, 96122954855973, 96122954855973, 96124299278969] t=  188.9s
  row  95: kept=  400 bestdeg=132 top5L1=[89121426989242, 89121432847562, 89121728741240, 89121734599560, 89124668696940] t=  192.9s
  row  96: kept=  400 bestdeg=132 top5L1=[199851007104779, 199851319060319, 199852230723177, 199852542678717, 199863379876619] t=  197.3s
  row  97: kept=  400 bestdeg=133 top5L1=[92926316358606, 92926902398608, 92927121877606, 92927707917608, 92931644195804] t=  201.4s
  row  98: kept=  400 bestdeg=134 top5L1=[86416435261429, 86416435261429, 86417516215431, 86417516215431, 86422104650609] t=  205.6s
  row  99: kept=  400 bestdeg=134 top5L1=[147609612648558, 147609766737570, 147613832917756, 147613987006768, 147639868922296] t=  210.2s
  row 100: kept=  400 bestdeg=135 top5L1=[113843176010033, 113846417717731, 113849236844505, 113852478552203, 113863268582535] t=  214.7s
  row 101: kept=  400 bestdeg=135 top5L1=[251430285296732, 251430291857372, 251443747508878, 251443754069518, 251482521471800] t=  219.1s
  row 102: kept=  400 bestdeg=136 top5L1=[109730936115007, 109768986857805, 109953968340425, 109966075947319, 109992019083223] t=  223.2s
  row 103: kept=  400 bestdeg=137 top5L1=[102198735170788, 102198741731428, 102244131302174, 102244137862814, 102277645664748] t=  227.3s
  row 104: kept=  400 bestdeg=137 top5L1=[324088583522905, 324089429845465, 324093808246875, 324094654569435, 324108899690075] t=  231.6s
  row 105: kept=  400 bestdeg=138 top5L1=[234699444444556, 234704273075596, 238002802836604, 238007631467644, 240447322285976] t=  236.1s
  row 106: kept=  154 bestdeg=138 top5L1=[194772667554939, 194784683367099, 196380129050579, 196392144862739, 197301165515851] t=  239.0s
  row 107: kept=  114 bestdeg=139 top5L1=[427405782348236, 427465485983756, 427474229505356, 427533933140876, 438503889348524] t=  239.9s
  row 108: kept=  114 bestdeg=140 top5L1=[548504877599737, 548711885473657, 548860785318457, 549067793192377, 563916728052481] t=  240.5s
  row 109: kept=  178 bestdeg=140 top5L1=[879466517347198, 879797376983038, 880147323919678, 880478183555518, 884256586450302] t=  241.6s
  row 110: kept=  178 bestdeg=141 top5L1=[831924975869443, 832676136346243, 833849839591363, 834601000068163, 838071118608387] t=  242.8s
  row 111: kept=  232 bestdeg=141 top5L1=[124128510459164, 124474280789564, 143614050068672, 143959820399072, 22513010024292880806019374427479787342294311674648868458] t=  244.3s
  row 112: kept=  228 bestdeg=142 top5L1=[1305006644693353359470464016563545729471586531317920791247, 1305006644693353359470464016563545729471586531323372683087, 1305006644693353359470464016563545729471586534956801374527, 1305006644693353359470464016563545729471586534962253266367, 1305006644693353359470464016563545729471586537651920920415] t=  246.5s
  row 113: kept=  228 bestdeg=143 top5L1=[4630015724884922981866336683603704210211371371750889917298, 4630015724884922981866336683603704210211371371751352736178, 4630015724884922981866336683603704210211371371755935049458, 4630015724884922981866336683603704210211371371756397868338, 4630015724884922981866336683603704210211371371860408025754] t=  248.5s
  row 114: kept=   76 bestdeg=143 top5L1=[54821155237261261840675310659631561767236230238624115246955, 54821155237261261840675310659631561767236230238629567138795, 54821155237261261840675310659631561767236230242262995830235, 54821155237261261840675310659631561767236230242268447722075, 54821155237261261840675310659631561767236230244958115376123] t=  250.3s
