q,r,tests,first_inactive_mask,margin_num,den
22,324,417,0090492c,-38601614270197440,910160890244686080
22,325,7,34814108,-7029802388208600,1825940057589648000
22,326,22,0202a129,-20429140861067400,915779167344961920
22,327,22,0202a129,-218180189588789736,1837176611790199680
22,328,22,0202a129,-11958814804128192,921397444445237760
22,329,22,0202a129,-32850934967698848,1848413165990751360
22,330,22,0202a129,-9072733560022440,84274156504137600
22,331,22,0202a129,-105398471419862544,1859649720191303040
22,332,13,12904122,-87026095819355616,932633998645789440
22,333,22,0202a129,-34507059631600248,1870886274391854720
22,334,71,0200a1a5,-150395289406362000,938252275746065280
22,335,22,0202a129,-498799559904002280,1882122828592406400
22,337,418,018c2114,-308402035740497160,1893359382792958080
22,338,20,1804aa01,-119238295952143368,949488829946616960
22,339,33,1e808042,-1361080361995200,1904595936993509760
22,341,418,018c2114,-13548449262375720,174166590108551040
22,342,22,0202a129,-180840201166071216,960725384147168640
22,343,22,0202a129,-135452494379941200,1927069045394613120
22,344,22,0202a129,-209597274010466496,966343661247444480
22,345,22,0202a129,-63391025288079720,1938305599595164800
22,346,22,0202a129,-126081521813570400,971961938347720320
22,347,22,0202a129,-326437991770136400,1949542153795716480
22,348,418,018c2114,-73579273076320704,977580215447996160
22,349,22,0202a129,-228663801059657040,1960778707996268160
22,350,22,0202a129,-138077096141338200,983198492548272000
22,353,71,0200a1a5,-113694485712713136,1983251816397371520
22,354,417,0090492c,-4753303152854256,994435046748823680
22,356,33,1e808042,-41434296858085824,1000053323849099520
22,358,22,0202a129,-334876618194714288,1005671600949375360
22,359,22,0202a129,-217665631794269736,2016961478999026560
22,360,22,0202a129,-82010355426568800,1011289878049651200
22,361,22,0202a129,-292544260439341680,2028198033199578240
22,362,421,1c81a100,-39012083372786832,1016908155149927040
22,363,71,0200a1a5,-5996241746022528,185403144309102720
22,364,71,0200a1a5,-12251518363676592,1022526432250202880
22,365,418,018c2114,-57874948847016840,2050671141600681600
22,366,1,0a10d120,-35057894441280480,1028144709350478720
22,367,417,0090492c,-39802728614445720,2061907695801233280
22,368,418,018c2114,-38490857209018368,1033762986450754560
22,369,22,0202a129,-262117099819319976,2073144250001784960
22,370,1,0a10d120,-236628075058646040,1039381263551030400
22,371,22,0202a129,-97902061033602672,2084380804202336640
22,372,14,2188042c,-3947465527158384,1044999540651306240
22,373,44,22088c42,-93014955122293512,2095617358402888320
22,374,421,1c81a100,-2822092767997272,95510710704689280
22,375,11,04518811,-119553684986320200,2106853912603440000
22,378,22,0202a129,-174318072765295536,1061854371952133760
22,379,418,018c2114,-123998721621722640,2129327021004543360
22,381,11,04518811,-200881102460517864,2140563575205095040
22,383,22,0202a129,-319267889494446816,2151800129405646720
22,384,1,0a10d120,-164853302178483072,1078709203252961280
22,385,22,0202a129,-35628707293502400,196639698509654400
22,387,22,0202a129,-176291134897412304,2174273237806750080
22,389,22,0202a129,-56533543451713944,2185509792007301760
22,390,22,0202a129,-104584758742704240,1095564034553788800
22,391,421,1c81a100,-92259135974501496,2196746346207853440
22,392,421,1c81a100,-56858865861786912,1101182311654064640
22,393,22,0202a129,-100380794564535408,2207982900408405120
22,394,418,018c2114,-30720528780696216,1106800588754340480
22,395,22,0202a129,-182890766059820280,2219219454608956800
22,396,44,22088c42,-3429239137110864,101128987804965120
22,397,22,0202a129,-216858704878425456,2230456008809508480
22,400,421,1c81a100,-164618117488883520,1123655420055168000
22,402,22,0202a129,-91485619702130808,1129273697155443840
22,403,418,018c2114,-176915137513370256,2264165671411163520
22,404,33,1e808042,-11065628769337296,1134891974255719680
22,406,22,0202a129,-194176218787556544,1140510251355995520
22,407,22,0202a129,-1078939364258448,207876252710206080
22,408,22,0202a129,-122747915074764672,1146128528456271360
22,409,22,0202a129,-464596366703692608,2297875334012818560
22,410,17,0c82044a,-41924687103018720,1151746805556547200
22,411,22,0202a129,-91519609360149432,2309111888213370240
22,412,22,0202a129,-343042102931463936,1157365082656823040
22,413,44,22088c42,-48625063858341432,2320348442413921920
22,414,417,0090492c,-43575492695482440,1162983359757098880
22,415,22,0202a129,-41636118797436240,2331584996614473600
22,416,20,1804aa01,-38720798992459584,1168601636857374720
22,417,22,0202a129,-62938765609030080,2342821550815025280
22,418,22,0202a129,-11150255874775248,106747264905240960
22,419,22,0202a129,-433498346041428360,2354058105015576960
22,420,20,1804aa01,-84074066766930240,1179838191057926400
22,421,22,0202a129,-172342975875795648,2365294659216128640
22,422,33,1e808042,-21977005166922960,1185456468158202240
22,423,201,06418124,-39935425590671688,2376531213416680320
22,424,22,0202a129,-170333902204538688,1191074745258478080
22,425,22,0202a129,-305557489583604720,2387767767617232000
22,426,421,1c81a100,-117142701786761112,1196693022358753920
22,427,417,0090492c,-128403863885920392,2399004321817783680
22,428,22,0202a129,-178070881958933040,1202311299459029760
22,430,44,22088c42,-101558177971976880,1207929576559305600
22,431,17,0c82044a,-16406327381082408,2421477430218887040
22,432,71,0200a1a5,-64583239417095168,1213547853659581440
22,433,22,0202a129,-144762952819233672,2432713984419438720
22,434,22,0202a129,-17167272324402816,1219166130759857280
22,435,421,1c81a100,-218101973903629200,2443950538619990400
22,436,22,0202a129,-179663694775964784,1224784407860133120
22,437,22,0202a129,-256732443343674144,2455187092820542080
22,439,44,22088c42,-192654702511702200,2466423647021093760
22,440,2,06411019,-300603245009760,112365542005516800
22,441,71,0200a1a5,-16743114538764768,2477660201221645440
22,442,22,0202a129,-16777373570717760,1241639239160960640
22,443,22,0202a129,-545401906251341832,2488896755422197120
22,444,22,0202a129,-163460737732179888,1247257516261236480
22,445,22,0202a129,-258330885426001080,2500133309622748800
22,446,22,0202a129,-90863850558484080,1252875793361512320
22,447,418,018c2114,-59247100131485112,2511369863823300480
22,448,22,0202a129,-211698024789392064,1258494070461788160
22,449,22,0202a129,-19426651036564464,2522606418023852160
22,450,421,1c81a100,-190507131501243480,1264112347562064000
22,451,418,018c2114,-4983284171882016,230349361111309440
22,452,22,0202a129,-80128884223756368,1269730624662339840
22,453,44,22088c42,-36822343102410096,2545079526424955520
22,454,22,0202a129,-171473545904284008,1275348901762615680
22,455,22,0202a129,-249323318278594560,2556316080625507200
22,456,22,0202a129,-16568869893849504,1280967178862891520
22,457,22,0202a129,-118554519501511632,2567552634826058880
22,458,71,0200a1a5,-2523837737786904,1286585455963167360
22,459,22,0202a129,-310206012396438312,2578789189026610560
22,460,22,0202a129,-121531008953193840,1292203733063443200
22,461,418,018c2114,-53628110894823696,2590025743227162240
22,462,6,024085d0,-12254888982221424,117983819105792640
22,465,22,0202a129,-77045249079330840,2612498851628265600
22,466,22,0202a129,-71946330434127072,1309058564364270720
22,467,22,0202a129,-167880246163799400,2623735405828817280
22,468,22,0202a129,-54177654937966560,1314676841464546560
22,469,71,0200a1a5,-167635855131722208,2634971960029368960
22,471,22,0202a129,-401648693883278688,2646208514229920640
22,472,421,1c81a100,-106275306672811584,1325913395665098240
22,473,421,1c81a100,-4585053397838760,241585915311861120
22,474,22,0202a129,-60221923401134880,1331531672765374080
22,475,418,018c2114,-262809400407412320,2668681622631024000
22,477,418,018c2114,-276111557743866768,2679918176831575680
22,478,208,0d0e8004,-22573257625738512,1342768226965925760
22,479,22,0202a129,-279741047588335872,2691154731032127360
22,480,22,0202a129,-75289327754256000,1348386504066201600
22,481,22,0202a129,-406998704241465336,2702391285232679040
22,482,418,018c2114,-34399514741063472,1354004781166477440
22,483,22,0202a129,-477965221204596048,2713627839433230720
22,484,22,0202a129,-4997945720419344,123602096206068480
22,485,22,0202a129,-474026615454462840,2724864393633782400
22,486,421,1c81a100,-159470824275527688,1365241335367029120
22,487,22,0202a129,-116573394227121216,2736100947834334080
22,488,22,0202a129,-190317715677603360,1370859612467304960
22,489,22,0202a129,-180550619431985880,2747337502034885760
22,490,418,018c2114,-101766219357781440,1376477889567580800
22,491,22,0202a129,-248437238161415688,2758574056235437440
22,492,22,0202a129,-28234646407088352,1382096166667856640
22,493,44,22088c42,-220503231739569240,2769810610435989120
22,494,22,0202a129,-7502651739791208,1387714443768132480
22,495,22,0202a129,-22246061325475680,252822469512412800
22,496,44,22088c42,-3134944703677248,1393332720868408320
22,497,421,1c81a100,-281832807392884440,2792283718837092480
22,498,421,1c81a100,-89980352171990280,1398950997968684160
22,499,22,0202a129,-824805900027648,2803520273037644160
22,500,418,018c2114,-100065735802272240,1404569275068960000
22,501,421,1c81a100,-116574355984479624,2814756827238195840
22,502,22,0202a129,-47944428094714536,1410187552169235840
22,503,421,1c81a100,-134404168657584672,2825993381438747520
22,504,421,1c81a100,-139635277661414304,1415805829269511680
22,505,421,1c81a100,-27410613626143440,2837229935639299200
22,506,22,0202a129,-29061662761432224,129220373306344320
22,507,71,0200a1a5,-149460643108937160,2848466489839850880
22,508,22,0202a129,-38675203217204400,1427042383470063360
22,509,22,0202a129,-2933228328567768,2859703044040402560
22,511,418,018c2114,-61641353494041552,2870939598240954240
22,512,6,024085d0,-49996027446672384,1438278937670615040
22,513,22,0202a129,-286186085247125448,2882176152441505920
22,514,22,0202a129,-233427007536772896,1443897214770890880
22,515,22,0202a129,-137508794528018760,2893412706642057600
22,516,22,0202a129,-251676110302914528,1449515491871166720
22,517,22,0202a129,-12248600655603312,264059023712964480
22,518,22,0202a129,-156938558137210080,1455133768971442560
22,519,22,0202a129,-457594357525018560,2915885815043160960
22,520,1,0a10d120,-20114357361658560,1460752046071718400
22,521,44,22088c42,-97650376599632472,2927122369243712640
22,522,22,0202a129,-8178876670079808,1466370323171994240
22,523,22,0202a129,-30850949038217616,2938358923444264320
22,524,44,22088c42,-54093306567651120,1471988600272270080
22,525,418,018c2114,-82495700422054920,2949595477644816000
22,526,22,0202a129,-38345463232183800,1477606877372545920
22,527,418,018c2114,-64374397321466232,2960832031845367680
22,529,44,22088c42,-114548413142654568,2972068586045919360
22,530,22,0202a129,-175470014807481240,1488843431573097600
22,531,232,24908c40,-159262100406879624,2983305140246471040
22,532,44,22088c42,-1786037708469168,1494461708673373440
22,533,22,0202a129,-137819745051108120,2994541694447022720
22,535,22,0202a129,-4715669152212480,3005778248647574400
22,536,44,22088c42,-108182781381473568,1505698262873925120
22,537,22,0202a129,-297794754452864592,3017014802848126080
22,538,22,0202a129,-304258762441257624,1511316539974200960
22,539,418,018c2114,-26775059555802096,275295577913516160
22,540,22,0202a129,-280653496293083760,1516934817074476800
22,541,22,0202a129,-377611757471756808,3039487911249229440
22,542,22,0202a129,-328988986538263128,1522553094174752640
22,543,22,0202a129,-287375854982776560,3050724465449781120
22,544,22,0202a129,-149776519704045696,1528171371275028480
22,545,22,0202a129,-395271009374416560,3061961019650332800
22,546,22,0202a129,-96770251312678944,1533789648375304320
22,547,44,22088c42,-104831315320635288,3073197573850884480
22,548,22,0202a129,-84601780119210816,1539407925475580160
22,549,22,0202a129,-297049821879843648,3084434128051436160
22,550,6,024085d0,-6303285761295600,140456927506896000
22,551,418,018c2114,-66896534399825592,3095670682251987840
22,552,22,0202a129,-62911878184308384,1550644479676131840
22,553,418,018c2114,-126756293824846224,3106907236452539520
22,554,22,0202a129,-275937221504503944,1556262756776407680
22,555,22,0202a129,-56146340993810760,3118143790653091200
22,556,22,0202a129,-41074114069063152,1561881033876683520
22,557,22,0202a129,-69877706692640616,3129380344853642880
22,558,11,04518811,-60272671506810840,1567499310976959360
22,559,421,1c81a100,-230901966644613264,3140616899054194560
22,560,418,018c2114,-18380637752843520,1573117588077235200
22,561,22,0202a129,-21401548881889176,286532132114067840
22,562,44,22088c42,-24086655640782504,1578735865177511040
22,563,418,018c2114,-60636344134766400,3163090007455297920
22,564,22,0202a129,-20325401579642544,1584354142277786880
22,565,22,0202a129,-309187962676371240,3174326561655849600
22,566,418,018c2114,-22256490262650336,1589972419378062720
22,567,22,0202a129,-686786001698450808,3185563115856401280
22,568,22,0202a129,-302338534304844576,1595590696478338560
22,569,22,0202a129,-452965842228083184,3196799670056952960
22,570,22,0202a129,-204362220137034960,1601208973578614400
22,571,22,0202a129,-580279418787321792,3208036224257504640
22,573,22,0202a129,-635073567089257296,3219272778458056320
22,574,421,1c81a100,-85833482771459808,1612445527779166080
22,575,22,0202a129,-107092622027160,3230509332658608000
22,576,22,0202a129,-310126460493237696,1618063804879441920
22,577,421,1c81a100,-67062785824393128,3241745886859159680
22,578,418,018c2114,-169400931869557080,1623682081979717760
23,24,33,1e808042,-3370316389272000,140967679970557440
23,25,2,06411019,-31535497387593360,146841333302664000
23,28,21,19801c80,-7090223607389664,164462293298983680
23,31,19,2c120091,-12997706788465812,182083253295303360
23,32,17,0c82044a,-2764949540871168,187956906627409920
23,36,5,3c601010,-6612136839498960,211451519955836160
23,37,91,19c00c40,-3165958908295848,217325173287942720
23,38,3,2a904060,-1333086641388936,223198826620049280
23,44,74,0840e805,-4556910451694832,258440746612688640
23,47,421,1c81a100,-21735856169923392,276061706609008320
23,48,33,1e808042,-53099199230551488,281935359941114880
23,50,1,0a10d120,-2944907968209480,293682666605328000
23,51,33,1e808042,-8759281754662236,299556319937434560
23,52,421,1c81a100,-4903345450156608,305429973269541120
23,53,33,1e808042,-21806615900906676,311303626601647680
23,55,1,0a10d120,-69159201068851740,323050933265860800
23,57,157,088248c8,-1909252685481372,334798239930073920
23,59,294,08b204c0,-2750946772762692,346545546594287040
23,61,33,1e808042,-12669501097296792,358292853258500160
23,62,32,32a40801,-29291189879054376,364166506590606720
23,64,17,0c82044a,-6172694959269888,375913813254819840
23,65,2,06411019,-21537175801819860,381787466586926400
23,70,32,32a40801,-54818040199988520,411155733247459200
23,72,1,0a10d120,-18018901899038880,422903039911672320
23,75,33,1e808042,-13423783644186300,440523999907992000
23,76,193,18c0c140,-16613228754082800,446397653240098560
23,79,91,19c00c40,-4182285613809240,464018613236418240
23,83,3,2a904060,-30218256898474176,487513226564844480
23,86,33,1e808042,-80615421519451560,505134186561164160
23,93,46,0ac44140,-906226629101136,546249759885910080
23,94,421,1c81a100,-17424819353811744,552123413218016640
23,96,1,0a10d120,-158881089332621376,563870719882229760
23,100,3,2a904060,-6623779450085280,587365333210656000
23,103,1,0a10d120,-44787826510720020,604986293206975680
23,104,46,0ac44140,-6600465229542912,610859946539082240
23,105,5,3c601010,-1684882486516320,616733599871188800
23,106,74,0840e805,-119012986258701192,622607253203295360
23,107,422,38120016,-26047657551988044,628480906535401920
23,108,17,0c82044a,-5740754898676896,634354559867508480
23,109,250,3a800403,-1126845806114196,640228213199615040
23,110,1,0a10d120,-147747434311655640,646101866531721600
23,111,91,19c00c40,-11760093281103804,651975519863828160
23,112,380,20d04124,-69365063068382592,657849173195934720
23,122,5,3c601010,-35142197074868520,716585706517000320
23,125,421,1c81a100,-60337384146585000,734206666513320000
23,128,3,2a904060,-12640922778863232,751827626509639680
23,130,1,0a10d120,-43961638460397840,763574933173852800
23,140,4,09034019,-54425783582074800,822311466494918400
23,144,33,1e808042,-147041747674972416,845806079823344640
23,147,3,2a904060,-20331420536787444,863427039819664320
23,148,4,09034019,-75746516969326896,869300693151770880
23,153,3,2a904060,-411373034260272,898668959812303680
23,155,91,19c00c40,-24828134630583060,910416266476516800
23,158,33,1e808042,-6156108390498192,928037226472836480
23,160,376,0e008550,-69880591257563520,939784533137049600
23,161,421,1c81a100,-858876640223364,41115573324745920
23,162,422,38120016,-19675698230138832,951531839801262720
23,164,62,1802001f,-26784963258469920,963279146465475840
23,165,84,23d00880,-15850550978996580,969152799797582400
23,166,3,2a904060,-143514543114846792,975026453129688960
23,172,13,12904122,-67575890720644992,1010268373122328320
23,173,33,1e808042,-14846432904133236,1016142026454434880
23,175,234,1a440803,-31806905028247440,1027889333118648000
23,183,3,2a904060,-26959020426544752,1074878559775500480
23,186,3,2a904060,-22187651281223904,1092499519771820160
23,192,1,0a10d120,-103799838201421824,1127741439764459520
23,195,9,0ca81140,-53375067903060540,1145362399760779200
23,201,158,1e220042,-8336160020791764,1180604319753418560
23,206,1,0a10d120,-131323323923756496,1209972586413951360
23,208,32,32a40801,-139546690658286912,1221719893078164480
23,210,4,09034019,-72966078547301520,1233467199742377600
23,212,74,0840e805,-44953003892641824,1245214506406590720
23,216,7,34814108,-33687982341347040,1268709119735016960
23,220,3,2a904060,-21377873560594320,1292203733063443200
23,239,422,38120016,-17144531843496876,1403803146373467840
23,244,74,0840e805,-95136870585565872,1433171413034000640
23,250,421,1c81a100,-39089403767985480,1468413333026640000
23,253,32,32a40801,-591850550851560,64610186653172160
23,256,5,3c601010,-149915312654409792,1503655253019279360
23,258,422,38120016,-61180166188261008,1515402559683492480
23,260,1,0a10d120,-41659428522085920,1527149866347705600
23,263,396,0d600c40,-167721145075095948,1544770826344025280
23,265,74,0840e805,-103073903973051480,1556518133008238400
23,270,28,0b2a0802,-45934477204543200,1585886399668771200
23,275,158,1e220042,-121472456386798440,1615254666329304000
23,282,17,0c82044a,-3597032796294168,1656370239654049920
23,288,158,1e220042,-103020163789951296,1691612159646689280
23,294,17,0c82044a,-1157179791353544,1726854079639328640
23,306,46,0ac44140,-128328206839534800,1797337919624607360
23,308,33,1e808042,-24206558911753680,1809085226288820480
23,310,421,1c81a100,-39593775348827280,1820832532953033600
23,311,193,18c0c140,-35624467977237468,1826706186285140160
23,313,2,06411019,-97759233138594636,1838453492949353280
23,320,421,1c81a100,-125851362116054400,1879569066274099200
23,325,193,18c0c140,-52812949037284800,1908937332934632000
23,332,3,2a904060,-87953733867544272,1950052906259377920
23,337,193,18c0c140,-2221243692280704,1979421172919910720
23,346,421,1c81a100,-71616057637506984,2032284052908869760
23,360,422,38120016,-6199657209809280,2114515199558361600
23,366,5,3c601010,-212057659975047264,2149757119551000960
23,372,51,19104884,-73813124082014352,2184999039543640320
23,375,33,1e808042,-117075239971635960,2202619999539960000
23,378,46,0ac44140,-82211281468675632,2220240959536279680
23,383,263,20820649,-159294755398118004,2249609226196812480
23,384,46,0ac44140,-20632030874691264,2255482879528919040
23,409,158,1e220042,-14921661588906744,2402324212831583040
23,410,157,088248c8,-7316978065253640,2408197866163689600
23,412,158,1e220042,-2932157012979600,2419945172827902720
23,416,33,1e808042,-98846145378856512,2443439786156328960
23,420,46,0ac44140,-83611516039294320,2466934399484755200
23,428,422,38120016,-149805997102059984,2513923626141607680
23,431,422,38120016,-72423808338077280,2531544586137927360
23,437,422,38120016,-5274430581222684,111599413310024640
23,440,173,21b40108,-126439031735976960,2584407466126886400
23,442,422,38120016,-976433656705416,2596154772791099520
23,459,263,20820649,-219120128280847836,2696006879436911040
23,483,421,1c81a100,-4663824208069824,123346719974237760
23,512,370,20027016,-133544898468313920,3007310506038558720
23,516,422,38120016,-137061543106034064,3030805119366984960
23,519,33,1e808042,-95428315528579404,3048426079363304640
23,520,33,1e808042,-231009280086443040,3054299732695411200
23,538,263,20820649,-234023697515964384,3160025492673329280
23,540,319,0c380c40,-41469739010899920,3171772799337542400
23,550,158,1e220042,-56374569138139560,3230509332658608000
24,25,1,0a10d120,-21585771670014720,153225739098432000
24,26,13,12904122,-4802873096050848,79677384331184640
24,27,118,02c1c300,-3893722574948640,55161266075435520
24,28,1,0a10d120,-4682124470983680,42903206947560960
24,29,67,0d470004,-5918921690256288,177741857354181120
24,31,75,21948006,-2376763164671616,189999916482055680
24,32,2,06411019,-869493582978048,24516118255749120
24,33,75,21948006,-1565450815487328,67419325203310080
24,34,26,0230106c,-7514274347735904,104193502586933760
24,35,11,04518811,-9788095247132160,214516034737804800
24,36,1,0a10d120,-389063118689280,18387088691811840
24,37,46,0ac44140,-292873876055712,226774093865679360
24,38,37,10864540,-2785494461637888,116451561714808320
24,39,32,32a40801,-484882906015872,79677384331184640
24,41,420,108c1112,-2284435556544960,251290212121428480
24,44,1,0a10d120,-10282356716452128,67419325203310080
24,45,18,05414214,-2938073033589120,91935443459059200
24,46,1,0a10d120,-1350008812533024,140967679970557440
24,47,11,04518811,-54259605869464800,288064389505052160
24,48,2,06411019,-1628116422682176,12258059127874560
24,50,1,0a10d120,-89105865636513600,153225739098432000
24,51,1,0a10d120,-10252219296549888,104193502586933760
24,52,1,0a10d120,-924426512702784,79677384331184640
24,53,39,0090c4a4,-26328198531547584,324838566888675840
24,54,1,0a10d120,-7052189702648832,55161266075435520
24,55,1,0a10d120,-125903199645780480,337096626016550400
24,56,1,0a10d120,-8118755391710880,42903206947560960
24,57,18,05414214,-1467840190255488,116451561714808320
24,58,11,04518811,-55362041409024,177741857354181120
24,59,75,21948006,-11335120657029792,361612744272299520
24,61,2,06411019,-47363702004491040,373870803400174080
24,62,118,02c1c300,-13189038563469888,189999916482055680
24,64,1,0a10d120,-23649792103945728,49032236511498240
24,65,2,06411019,-75908453826703680,398386921655923200
24,67,209,00c4c444,-6008232424227264,410644980783797760
24,68,46,0ac44140,-1017592284766176,104193502586933760
24,69,13,12904122,-6495042087368352,140967679970557440
24,70,2,06411019,-9056793437123040,214516034737804800
24,71,48,04615060,-10345375337302656,435161099039546880
24,72,1,0a10d120,-382790738179584,18387088691811840
24,73,1,0a10d120,-10821411826769376,447419158167421440
24,74,176,23410209,-120208053194208,226774093865679360
24,75,1,0a10d120,-13537858904902080,153225739098432000
24,76,37,10864540,-27984381639806592,116451561714808320
24,77,91,19c00c40,-16142344385872320,471935276423170560
24,78,2,06411019,-2579438866848480,79677384331184640
24,79,2,06411019,-23284811642738688,484193335551045120
24,81,149,11419201,-3374449361934336,165483798226306560
24,82,22,0202a129,-7739674365471552,251290212121428480
24,83,1,0a10d120,-56566711073811456,508709453806794240
24,87,18,05414214,-4737699731772000,177741857354181120
24,89,118,02c1c300,-28176449525781984,545483631190417920
24,90,1,0a10d120,-11493515263608000,91935443459059200
24,92,30,0080501f,-24712139457421920,140967679970557440
24,93,1,0a10d120,-26863083240664608,189999916482055680
24,94,201,06418124,-19999719114403392,288064389505052160
24,96,1,0a10d120,-14504322135614976,24516118255749120
24,97,11,04518811,-36098335725147360,594515867701916160
24,99,138,10259240,-16423474254130944,202257975609930240
24,100,1,0a10d120,-72467828581216320,153225739098432000
24,101,18,05414214,-70785460523133216,619031985957665280
24,102,1,0a10d120,-14156350276926816,104193502586933760
24,103,1,0a10d120,-163926475114582656,631290045085539840
24,104,1,0a10d120,-14145632800240032,79677384331184640
24,105,1,0a10d120,-33945497343586080,214516034737804800
24,106,1,0a10d120,-4713093250538400,324838566888675840
24,107,1,0a10d120,-7337280767578272,655806163341288960
24,108,1,0a10d120,-12280273499243232,55161266075435520
24,109,1,0a10d120,-114264103811778144,668064222469163520
24,110,1,0a10d120,-144244273414127040,337096626016550400
24,111,91,19c00c40,-24749535565087200,226774093865679360
24,112,1,0a10d120,-3128051753414784,85806413895121920
24,113,30,0080501f,-34874522430965280,692580340724912640
24,114,37,10864540,-4985522070905376,116451561714808320
24,115,18,05414214,-8131879183176000,704838399852787200
24,116,45,01508125,-10003668874403904,177741857354181120
24,119,1,0a10d120,-1795234629115872,729354518108536320
24,121,37,10864540,-40944336019947360,741612577236410880
24,122,1,0a10d120,-2936287730184480,373870803400174080
24,123,420,108c1112,-1518129500011488,251290212121428480
24,125,11,04518811,-47445186781067040,766128695492160000
24,127,1,0a10d120,-90045369734084352,778386754620034560
24,128,1,0a10d120,-42543299900336256,98064473022996480
24,129,46,0ac44140,-3334613958476640,263548271249303040
24,130,1,0a10d120,-82350888532960320,398386921655923200
24,131,42,01e05110,-18679127586708960,802902872875783680
24,133,2,06411019,-44344767964017024,815160932003658240
24,134,420,108c1112,-39991444817163840,410644980783797760
24,135,21,19801c80,-5498317435413600,275806330377177600
24,136,138,10259240,-256529845720512,104193502586933760
24,137,18,05414214,-42142989942305280,839677050259407360
24,138,37,10864540,-5449505163796512,140967679970557440
24,140,1,0a10d120,-371082797860320,214516034737804800
24,141,1,0a10d120,-28056658467751200,288064389505052160
24,144,1,0a10d120,-4232654697067776,36774177383623680
24,146,14,2188042c,-9974047417812576,447419158167421440
24,147,1,0a10d120,-53252399395361376,300322448632926720
24,148,56,06220849,-14831633419162560,226774093865679360
24,150,1,0a10d120,-35596869247064160,153225739098432000
24,151,2,06411019,-109006355779800192,925483464154529280
24,152,77,05800683,-5396118879029760,116451561714808320
24,153,1,0a10d120,-14619079438715808,312580507760801280
24,154,30,0080501f,-26824712458620384,471935276423170560
24,155,18,05414214,-45274774825607040,949999582410278400
24,156,9,0ca81140,-2607458092922592,79677384331184640
24,157,138,10259240,-55986707745364032,962257641538152960
24,158,1,0a10d120,-104559247043004096,484193335551045120
24,159,193,18c0c140,-9746301522182400,324838566888675840
24,160,6,024085d0,-13762348429253760,122580591278745600
24,161,1,0a10d120,-134311265341456896,986773759793902080
24,162,18,05414214,-6796963238806944,165483798226306560
24,163,39,0090c4a4,-69007974290956512,999031818921776640
24,164,30,0080501f,-31126448175568704,251290212121428480
24,165,38,25c10240,-13314366828987840,337096626016550400
24,166,1,0a10d120,-80224606099380960,508709453806794240
24,167,118,02c1c300,-20490201294175872,1023547937177525760
24,169,1,0a10d120,-93025782454969728,1035805996305400320
24,172,37,10864540,-2935431989144928,263548271249303040
24,173,2,06411019,-22885544244777984,1060322114561149440
24,174,75,21948006,-23250305640512160,177741857354181120
24,175,1,0a10d120,-23690282798236320,1072580173689024000
24,177,177,30c48500,-27109438364500128,361612744272299520
24,178,37,10864540,-27867290988150432,545483631190417920
24,179,75,21948006,-88940917293090912,1097096291944773120
24,180,11,04518811,-373942472097600,91935443459059200
24,181,138,10259240,-11338157558145600,1109354351072647680
24,183,1,0a10d120,-77361330459915936,373870803400174080
24,184,37,10864540,-5829072672503808,140967679970557440
24,185,1,0a10d120,-228096437436050400,1133870469328396800
24,186,1,0a10d120,-33479884140185952,189999916482055680
24,188,209,00c4c444,-4090917543406848,288064389505052160
24,189,46,0ac44140,-38361080680477632,386128862528048640
24,191,401,2051d200,-23252256547658208,1170644646712020480
24,192,1,0a10d120,-31599619822080576,49032236511498240
24,194,159,04c10690,-17547937131553920,594515867701916160
24,195,2,06411019,-16322164352020800,398386921655923200
24,197,401,2051d200,-101942199585715104,1207418824095644160
24,198,18,05414214,-7976473175851488,202257975609930240
24,200,11,04518811,-7411961866276800,153225739098432000
24,201,46,0ac44140,-5953417752159360,410644980783797760
24,202,18,05414214,-75651408471556512,619031985957665280
24,203,37,10864540,-6769590082530912,1244193001479267840
24,204,1,0a10d120,-5339926029818016,104193502586933760
24,205,1,0a10d120,-32448809202808320,1256451060607142400
24,206,1,0a10d120,-273606650809964640,631290045085539840
24,208,1,0a10d120,-13973713861004352,159354768662369280
24,209,38,25c10240,-44510205560968224,1280967178862891520
24,210,1,0a10d120,-59398983117230400,214516034737804800
24,211,1,0a10d120,-46156550326209792,1293225237990766080
24,212,1,0a10d120,-23603557068673344,324838566888675840
24,214,1,0a10d120,-42935954889598848,655806163341288960
24,215,138,10259240,-65260874415915360,1317741356246515200
24,216,2,06411019,-8075815489965888,55161266075435520
24,217,1,0a10d120,-90518034897077760,1329999415374389760
24,218,1,0a10d120,-1424716911100224,668064222469163520
24,219,37,10864540,-4820182805876256,447419158167421440
24,220,1,0a10d120,-67459539594363840,337096626016550400
24,221,401,2051d200,-54090978839404416,1354515533630138880
24,222,138,10259240,-19129927027655808,226774093865679360
24,223,1,0a10d120,-137443116642364512,1366773592758013440
24,224,39,0090c4a4,-45549720950376384,171612827790243840
24,225,38,25c10240,-10706397893039520,459677217295296000
24,227,2,06411019,-97399265529843648,1391289711013762560
24,228,46,0ac44140,-245296983651552,116451561714808320
24,229,149,11419201,-81070859770838784,1403547770141637120
24,230,18,05414214,-92496084642118080,704838399852787200
24,231,1,0a10d120,-16887445746450048,471935276423170560
24,232,401,2051d200,-6175353846588192,177741857354181120
24,233,1,0a10d120,-108015168110105088,1428063888397386240
24,236,420,108c1112,-5163324866743680,361612744272299520
24,237,1,0a10d120,-32181124326240960,484193335551045120
