q,r,tests,first_inactive_mask,margin_num,den
127,416,24,10740051,-866736750376800576,13492037080080599040
127,420,234,1a440803,-673264060795020240,13621768205850604800
127,428,363,02188125,-117262850855898384,13881230457390616320
127,440,26,0230106c,-552618117524309760,14270423834700633600
127,444,263,20820649,-1065460721105849040,14400154960470639360
127,445,291,0230c124,-108622519525264500,14432587741913140800
127,462,363,02188125,-605351078866727424,14983945026435665280
127,466,418,018c2114,-533025386806754016,15113676152205671040
127,488,418,018c2114,-673203925433150496,15827197343940702720
127,512,44,22088c42,-648178750762498368,16605584098560737280
127,518,363,02188125,-168782941250686224,16800180787215745920
127,519,418,018c2114,-284104427005989324,16832613568658247360
127,520,21,19801c80,-18929182022674560,16865046350100748800
127,530,197,08c42c01,-24894563244831000,17189374164525763200
127,538,263,20820649,-2279052627942202560,17448836416065774720
127,540,159,04c10690,-1880357744997123840,17513701978950777600
127,544,418,018c2114,-425433261357776448,17643433104720783360
128,129,1,0a10d120,-157723346438715456,4216772339988848640
128,130,1,0a10d120,-996159132376349760,2124730248831590400
128,131,420,108c1112,-75832348806107712,4282148655337512960
128,133,28,0b2a0802,-60333045007858560,4347524970686177280
128,134,390,10a41016,-169292163659830848,2190106564180254720
128,135,16,102232c0,-331011750826995840,4412901286034841600
128,136,3,2a904060,-38953841619123648,555698680463646720
128,137,28,0b2a0802,-382578568989079680,4478277601383505920
128,138,13,12904122,-164501619874595136,2255482879528919040
128,140,1,0a10d120,-86330466357972480,1144085518601625600
128,141,1,0a10d120,-840033361273752576,4609030232080834560
128,142,380,20d04124,-76463965910674944,2320859194877583360
128,144,1,0a10d120,-86634564157387008,294193419068989440
128,146,43,38060490,-225448628066520768,2386235510226247680
128,147,1,0a10d120,-278532946670763456,4805159178126827520
128,148,1,0a10d120,-39308620687330176,1209461833950289920
128,149,73,3a0c0a00,-394054586513812224,4870535493475491840
128,150,1,0a10d120,-44106949761053760,2451611825574912000
128,151,13,12904122,-3180113970820416,4935911808824156160
128,152,21,19801c80,-46143055135961280,621074995812311040
128,153,13,12904122,-271222189119596736,5001288124172820480
128,154,33,1e808042,-45120908731054464,2516988140923576320
128,155,17,0c82044a,-634441858502175360,5066664439521484800
128,156,80,08940509,-29590395244405632,1274838149298954240
128,157,28,0b2a0802,-76888084888694016,5132040754870149120
128,158,1,0a10d120,-1321732783673451072,2582364456272240640
128,159,1,0a10d120,-63277503457722624,5197417070218813440
128,160,194,0200c5d0,-170084102146560,163440788371660800
128,161,1,0a10d120,-809866450054811520,5262793385567477760
128,162,1,0a10d120,-135279641592067392,2647740771620904960
128,163,21,19801c80,-292981933907341056,5328169700916142080
128,164,4,09034019,-335030969665276416,1340214464647618560
128,165,3,2a904060,-446710301017485120,5393546016264806400
128,166,3,2a904060,-201628027885277952,2713117086969569280
128,167,420,108c1112,-499314386353333824,5458922331613470720
128,169,20,1804aa01,-119494985546349504,5524298646962135040
128,171,22,0202a129,-134238420074517696,5589674962310799360
128,172,1,0a10d120,-44376923931306624,1405590779996282880
128,173,3,2a904060,-384845889929739840,5655051277659463680
128,175,1,0a10d120,-248458055173534080,5720427593008128000
128,177,3,2a904060,-259620192417777408,5785803908356792320
128,179,20,1804aa01,-267598785506270400,5851180223705456640
128,180,22,0202a129,-57505892661745920,1470967095344947200
128,181,390,10a41016,-174244542248177856,5916556539054120960
128,182,422,38120016,-3517042537689408,2974622348364226560
128,183,1,0a10d120,-327578664806193024,5981932854402785280
128,184,1,0a10d120,-71037308217423744,751827626509639680
128,185,1,0a10d120,-758466614445261120,6047309169751449600
128,186,1,0a10d120,-569783135550642048,3039998663712890880
128,187,422,38120016,-74385898280261568,6112685485100113920
128,188,3,2a904060,-92389334534711424,1536343410693611520
128,189,21,19801c80,-116605482613312896,6178061800448778240
128,191,21,19801c80,-603450754730268480,6243438115797442560
128,192,21,19801c80,-1016634459141504,98064473022996480
128,195,1,0a10d120,-204291397666923840,6374190746494771200
128,196,17,0c82044a,-108142116915486528,1601719726042275840
128,197,21,19801c80,-413728974431619840,6439567061843435520
128,198,25,0812412c,-465010043515129728,3236127609758883840
128,200,12,18492600,-106660527883721280,817203941858304000
128,201,33,1e808042,-52378607091783168,6570319692540764160
128,202,33,1e808042,-236135331702914112,3301503925107548160
128,203,13,12904122,-834035354331935616,6635696007889428480
128,204,26,0230106c,-221789425806768960,1667096041390940160
128,205,4,09034019,-152291519908536960,6701072323238092800
128,206,1,0a10d120,-1112429936397455424,3366880240456212480
128,207,420,108c1112,-406990191222119232,6766448638586757120
128,208,1,0a10d120,-114031304540951616,424946049766318080
128,209,1,0a10d120,-558240795764422848,6831824953935421440
128,210,1,0a10d120,-966573351014584320,3432256555804876800
128,211,43,38060490,-65933698790860992,6897201269284085760
128,212,1,0a10d120,-431639709150896064,1732472356739604480
128,213,318,0b2c0088,-366051843836521920,6962577584632750080
128,214,4,09034019,-666793161557562816,3497632871153541120
128,215,75,21948006,-678970180346572800,7027953899981414400
128,216,1,0a10d120,-84505076122537728,882580257206968320
128,217,73,3a0c0a00,-291545266655889792,7093330215330078720
128,218,22,0202a129,-126335534998438080,3563009186502205440
128,219,21,19801c80,-785860301471212800,7158706530678743040
128,220,1,0a10d120,-395860703157279360,1797848672088268800
128,221,26,0230106c,-136173299897194560,7224082846027407360
128,222,4,09034019,-26424912524625216,3628385501850869760
128,223,1,0a10d120,-1359143840684524608,7289459161376071680
128,224,13,12904122,-20005599225116736,228817103720325120
128,225,33,1e808042,-110080529683911360,7354835476724736000
128,226,28,0b2a0802,-96531463309353408,3693761817199534080
128,227,2,06411019,-199385255263271616,7420211792073400320
128,228,76,09828640,-67585658992629120,1863224987436933120
128,229,331,1886010c,-278954510878120896,7485588107422064640
128,230,263,20820649,-145539402274526400,3759138132548198400
128,231,5,3c601010,-157553262000110592,7550964422770728960
128,232,10,22205c02,-28938868889172480,947956572555632640
128,233,13,12904122,-1386814431292730496,7616340738119393280
128,234,21,19801c80,-19507103350862400,3824514447896862720
128,236,13,12904122,-135186593887360512,1928601302785597440
128,237,21,19801c80,-130985628496265088,7747093368816721920
128,238,420,108c1112,-78248057420332800,3889890763245527040
128,239,21,19801c80,-104579162788576896,7812469684165386240
128,241,28,0b2a0802,-1161195921956827008,7877845999514050560
128,242,75,21948006,-13322251283318208,3955267078594191360
128,243,390,10a41016,-99429723284044608,7943222314862714880
128,244,20,1804aa01,-2070964397803392,1993977618134261760
128,245,21,19801c80,-672668689402039680,8008598630211379200
128,246,4,09034019,-7706841883776000,4020643393942855680
128,247,21,19801c80,-67674160557686592,8073974945560043520
128,248,4,09034019,-26616897329432256,1013332887904296960
128,249,21,19801c80,-38178677846534400,8139351260908707840
128,250,33,1e808042,-445395254485930560,4086019709291520000
128,251,33,1e808042,-114127826345043840,8204727576257372160
128,253,20,1804aa01,-287917065808916544,8270103891606036480
128,254,1,0a10d120,-1527690573028396224,4151396024640184320
128,255,418,018c2114,-341473252747717440,8335480206954700800
128,256,420,108c1112,-7999862653036800,65376315348664320
128,257,32,32a40801,-524543682832985088,8400856522303365120
128,258,1,0a10d120,-799798401199034496,4216772339988848640
128,259,3,2a904060,-168663051752388480,8466232837652029440
128,260,1,0a10d120,-1258087132952657280,2124730248831590400
128,261,33,1e808042,-304189839416481984,8531609153000693760
128,262,395,3880b200,-46166126366110464,4282148655337512960
128,263,21,19801c80,-952193989520762688,8596985468349358080
128,265,17,0c82044a,-66941716388460480,8662361783698022400
128,266,9,0ca81140,-1054490304692160,4347524970686177280
128,267,21,19801c80,-544790620390464,8727738099046686720
128,268,422,38120016,-214283080393470144,2190106564180254720
128,269,21,19801c80,-271073069957003328,8793114414395351040
128,270,5,3c601010,-354890676230677440,4412901286034841600
128,271,1,0a10d120,-3069428279040777024,8858490729744015360
128,272,3,2a904060,-15639459763979520,555698680463646720
128,273,20,1804aa01,-662768897933495808,8923867045092679680
128,274,28,0b2a0802,-51130726554797568,4478277601383505920
128,275,21,19801c80,-241863263444214720,8989243360441344000
128,276,13,12904122,-28431335666014848,2255482879528919040
128,277,1,0a10d120,-801288512771205312,9054619675790008320
128,278,107,201a0416,-131687999480886912,4543653916732170240
128,279,75,21948006,-716628526281722880,9119995991138672640
128,280,4,09034019,-72226360504226880,1144085518601625600
128,281,420,108c1112,-1082526256403137728,9185372306487336960
128,282,1,0a10d120,-381700777174553088,4609030232080834560
128,283,420,108c1112,-408420208202348160,9250748621836001280
128,284,420,108c1112,-60583454072668800,2320859194877583360
128,285,420,108c1112,-172142885813109120,9316124937184665600
128,287,28,0b2a0802,-447289693259754240,9381501252533329920
128,288,16,102232c0,-591664302774720,294193419068989440
128,289,28,0b2a0802,-524898796365639360,9446877567881994240
128,291,43,38060490,-68501948677186752,9512253883230658560
128,292,32,32a40801,-186612979861578816,2386235510226247680
128,293,75,21948006,-424380066101530560,9577630198579322880
128,294,1,0a10d120,-26264556110354688,4805159178126827520
128,295,28,0b2a0802,-174712889274477120,9643006513927987200
128,296,3,2a904060,-140782219250516928,1209461833950289920
128,297,13,12904122,-372918318595853184,9708382829276651520
128,298,422,38120016,-339601798469433024,4870535493475491840
128,299,33,1e808042,-90998204724947520,9773759144625315840
128,300,12,18492600,-163284348948517440,2451611825574912000
128,301,21,19801c80,-746173777197711744,9839135459973980160
128,302,28,0b2a0802,-248158600792385472,4935911808824156160
128,303,75,21948006,-41712639287526144,9904511775322644480
128,304,1,0a10d120,-30499310412514944,621074995812311040
128,306,3,2a904060,-177123826422438336,5001288124172820480
128,307,28,0b2a0802,-293097669813023040,10035264406019973120
128,308,13,12904122,-30671907863357376,2516988140923576320
128,309,33,1e808042,-396786770931031488,10100640721368637440
128,310,13,12904122,-338694849515615040,5066664439521484800
128,311,75,21948006,-103617844327622016,10166017036717301760
128,312,20,1804aa01,-28244556783031680,1274838149298954240
128,313,1,0a10d120,-691338924926991936,10231393352065966080
128,314,25,0812412c,-339419106636490944,5132040754870149120
128,315,1,0a10d120,-240792104940105600,10296769667414630400
128,316,1,0a10d120,-892011322206547200,2582364456272240640
128,318,1,0a10d120,-169801593280022592,5197417070218813440
128,319,1,0a10d120,-387167244955843968,10427522298111959040
128,320,20,1804aa01,-10330799671483200,163440788371660800
128,321,1,0a10d120,-156160068762833856,10492898613460623360
128,322,1,0a10d120,-657051930442716480,5262793385567477760
128,323,46,0ac44140,-556596515083847616,10558274928809287680
128,324,3,2a904060,-220253084304115968,2647740771620904960
128,325,1,0a10d120,-587532189920981760,10623651244157952000
128,326,75,21948006,-383539875705802368,5328169700916142080
128,327,13,12904122,-490376188716785280,10689027559506616320
128,328,4,09034019,-129405146275581120,1340214464647618560
128,329,420,108c1112,-463119927363527616,10754403874855280640
128,330,13,12904122,-801180172239733440,5393546016264806400
128,331,75,21948006,-32817242931717888,10819780190203944960
128,332,1,0a10d120,-61040695091374656,2713117086969569280
128,333,75,21948006,-376056838708822656,10885156505552609280
128,334,420,108c1112,-1621196686234944,5458922331613470720
128,335,2,06411019,-447003954036239040,10950532820901273600
128,336,422,38120016,-40860230722149888,686451311160975360
128,337,13,12904122,-1723516948655260416,11015909136249937920
128,338,20,1804aa01,-808352866357440768,5524298646962135040
128,339,30,0080501f,-10582454756744640,11081285451598602240
128,341,21,19801c80,-7292672416858752,11146661766947266560
128,342,75,21948006,-30553492067622720,5589674962310799360
128,343,21,19801c80,-87816376929343104,11212038082295930880
128,344,3,2a904060,-48162754584721728,1405590779996282880
128,345,28,0b2a0802,-85726969148560320,11277414397644595200
128,346,3,2a904060,-45931588584138432,5655051277659463680
128,347,12,18492600,-58577100615883584,11342790712993259520
128,348,75,21948006,-41430945985361856,2843869717666897920
128,349,3,2a904060,-36618971650627968,11408167028341923840
128,350,13,12904122,-380164267484830080,5720427593008128000
128,351,397,118c0540,-79146147709556928,11473543343690588160
128,353,420,108c1112,-1129530170225935296,11538919659039252480
128,354,13,12904122,-736058349265760640,5785803908356792320
128,355,420,108c1112,-395396784315449280,11604295974387916800
128,356,395,3880b200,-13466918023771968,2909246033015562240
128,357,420,108c1112,-446305207792114944,11669672289736581120
128,358,22,0202a129,-222591106827790848,5851180223705456640
128,359,75,21948006,-637325402228629632,11735048605085245440
128,360,28,0b2a0802,-77275903550569920,1470967095344947200
128,361,21,19801c80,-432641577907199808,11800424920433909760
128,362,75,21948006,-118279407986296704,5916556539054120960
128,363,12,18492600,-207764310278226240,11865801235782574080
128,364,422,38120016,-182718342718067520,2974622348364226560
128,365,420,108c1112,-100524319929371520,11931177551131238400
128,366,1,0a10d120,-662801190011900352,5981932854402785280
128,367,420,108c1112,-1800510610362295104,11996553866479902720
128,368,1,0a10d120,-7286659102384704,751827626509639680
128,369,21,19801c80,-74995436624008320,12061930181828567040
128,370,1,0a10d120,-1767642416418130560,6047309169751449600
128,371,13,12904122,-441280205142767424,12127306497177231360
128,372,1,0a10d120,-372955570100592192,3039998663712890880
128,373,25,0812412c,-144323342345597184,12192682812525895680
128,375,13,12904122,-1098091575621452160,12258059127874560000
128,376,21,19801c80,-138756666586567680,1536343410693611520
128,377,75,21948006,-98787568395035520,12323435443223224320
128,378,4,09034019,-400541367763510848,6178061800448778240
128,379,138,10259240,-731898215434451520,12388811758571888640
128,380,39,0090c4a4,-46485640814901120,3105374979061555200
128,381,1,0a10d120,-311882998412845440,12454188073920552960
128,382,75,21948006,-329275858734486720,6243438115797442560
128,383,1,0a10d120,-284515479191470464,12519564389269217280
128,384,21,19801c80,-3596745044079936,98064473022996480
128,385,13,12904122,-588597673412992320,12584940704617881600
128,387,13,12904122,-112994105099480640,12650317019966545920
128,389,21,19801c80,-70435182176896320,12715693335315210240
128,390,5,3c601010,-414516349517437440,6374190746494771200
128,391,420,108c1112,-651031309393710336,12781069650663874560
128,392,263,20820649,-105875669127787776,1601719726042275840
128,393,28,0b2a0802,-278673555360461184,12846445966012538880
128,394,21,19801c80,-108995259274917120,6439567061843435520
128,395,25,0812412c,-94408743750632640,12911822281361203200
128,396,43,38060490,-56202621116241600,3236127609758883840
128,397,3,2a904060,-160977597587485056,12977198596709867520
128,400,25,0812412c,-10541347237814400,817203941858304000
128,401,420,108c1112,-1265803553353667328,13107951227407196160
128,402,75,21948006,-109173218710187520,6570319692540764160
128,403,420,108c1112,-1493685836099166528,13173327542755860480
128,404,13,12904122,-23552481030313536,3301503925107548160
128,405,75,21948006,-183484414060274880,13238703858104524800
128,406,26,0230106c,-197489538320421312,6635696007889428480
128,407,13,12904122,-57474336072783168,13304080173453189120
128,408,75,21948006,-138935071926802368,1667096041390940160
128,409,13,12904122,-1189602846150312384,13369456488801853440
128,410,4,09034019,-180989505270665280,6701072323238092800
128,411,21,19801c80,-732883744020177792,13434832804150517760
128,412,1,0a10d120,-147827928858297408,3366880240456212480
128,413,75,21948006,-305678882395018944,13500209119499182080
128,414,28,0b2a0802,-41969484060420672,6766448638586757120
128,415,13,12904122,-179381416117276800,13565585434847846400
128,416,1,0a10d120,-87596640598783680,424946049766318080
128,417,43,38060490,-75559199902228224,13630961750196510720
128,418,1,0a10d120,-881801315244932544,6831824953935421440
128,419,1,0a10d120,-294350540030326080,13696338065545175040
128,420,3,2a904060,-71140909799332800,3432256555804876800
128,421,28,0b2a0802,-358546203604830528,13761714380893839360
128,422,13,12904122,-239409103271337216,6897201269284085760
128,423,21,19801c80,-467331748380649152,13827090696242503680
128,424,21,19801c80,-30530383139128320,1732472356739604480
128,425,422,38120016,-1088243342733496320,13892467011591168000
128,426,13,12904122,-494966924499406464,6962577584632750080
128,427,3,2a904060,-83936525181231744,13957843326939832320
128,428,1,0a10d120,-378442014384131712,3497632871153541120
128,429,138,10259240,-324317107300298112,14023219642288496640
128,430,75,21948006,-537030428752258560,7027953899981414400
128,431,3,2a904060,-680520072459866688,14088595957637160960
128,432,13,12904122,-12687508342526976,882580257206968320
128,433,13,12904122,-1443094665725236608,14153972272985825280
128,434,21,19801c80,-171726541585357248,7093330215330078720
128,437,3,2a904060,-360042953128560576,14284724903683153920
128,438,51,19104884,-127743042142308096,7158706530678743040
128,439,75,21948006,-725564079773463168,14350101219031818240
128,440,2,06411019,-58043165808418560,1797848672088268800
128,441,21,19801c80,-608156709047983872,14415477534380482560
128,442,27,30182016,-880859290257692928,7224082846027407360
128,443,13,12904122,-228225938137916544,14480853849729146880
128,444,3,2a904060,-293132974763801088,3628385501850869760
128,445,1,0a10d120,-427862290879134720,14546230165077811200
128,446,1,0a10d120,-1139467452147638208,7289459161376071680
128,447,420,108c1112,-1112408771393320128,14611606480426475520
128,448,176,23410209,-9868213422369792,228817103720325120
128,449,3,2a904060,-220575151941528384,14676982795775139840
128,450,193,18c0c140,-208069304945281920,7354835476724736000
128,451,13,12904122,-589790489513037120,14742359111123804160
128,452,420,108c1112,-159908857938910080,3693761817199534080
128,453,21,19801c80,-136245237034100544,14807735426472468480
128,454,5,3c601010,-136955970073766592,7420211792073400320
128,455,20,1804aa01,-1176507092643704640,14873111741821132800
128,456,176,23410209,-3906837958738176,1863224987436933120
128,457,420,108c1112,-121746955537404288,14938488057169797120
128,458,91,19c00c40,-371972372217816384,7485588107422064640
128,459,21,19801c80,-986177435079557952,15003864372518461440
128,460,4,09034019,-46268624591844480,3759138132548198400
128,461,420,108c1112,-1637961613405790400,15069240687867125760
128,462,1,0a10d120,-630363437931249792,7550964422770728960
128,463,420,108c1112,-989360425204482240,15134617003215790080
128,464,43,38060490,-14569970575095936,947956572555632640
128,465,13,12904122,-159451519760749440,15199993318564454400
128,466,1,0a10d120,-185016277537019712,7616340738119393280
128,467,75,21948006,-840417956968851072,15265369633913118720
128,468,21,19801c80,-219547551079531584,3824514447896862720
128,469,162,390084c0,-140134728462293376,15330745949261783040
128,470,395,3880b200,-63952179839432640,7681717053468057600
128,471,13,12904122,-1457511007796117568,15396122264610447360
128,472,420,108c1112,-81234569951301312,1928601302785597440
128,473,32,32a40801,-384215573579213376,15461498579959111680
128,474,25,0812412c,-255266265448051200,7747093368816721920
128,475,138,10259240,-268589389734207360,15526874895307776000
128,476,420,108c1112,-47546880054553152,3889890763245527040
128,477,75,21948006,-484296798015051840,15592251210656440320
128,478,20,1804aa01,-73483132298232384,7812469684165386240
128,479,33,1e808042,-935291227573926720,15657627526005104640
128,480,28,0b2a0802,-18540593841228480,490322365114982400
128,481,20,1804aa01,-510092137500394176,15723003841353768960
128,482,28,0b2a0802,-715984752494329920,7877845999514050560
128,483,1,0a10d120,-292334253721231680,15788380156702433280
128,484,13,12904122,-76351852621775808,3955267078594191360
128,485,3,2a904060,-1006378363220610240,15853756472051097600
128,486,13,12904122,-240072597484288128,7943222314862714880
128,487,32,32a40801,-305017904475910080,15919132787399761920
128,488,20,1804aa01,-88103239337183616,1993977618134261760
128,489,75,21948006,-1289790451720810368,15984509102748426240
128,490,33,1e808042,-62365565764010880,8008598630211379200
128,491,75,21948006,-1481498720065748160,16049885418097090560
128,492,25,0812412c,-326250698146244928,4020643393942855680
128,493,33,1e808042,-4621918863211776,16115261733445754880
128,494,73,3a0c0a00,-95257375768324224,8073974945560043520
128,495,13,12904122,-1095459813358384320,16180638048794419200
128,496,9,0ca81140,-49564528572513024,1013332887904296960
128,497,21,19801c80,-920029444135397568,16246014364143083520
128,498,395,3880b200,-70486228063528704,8139351260908707840
128,499,13,12904122,-480665788722447552,16311390679491747840
128,501,422,38120016,-601571809979122752,16376766994840412160
128,502,75,21948006,-284723491606009344,8204727576257372160
128,504,38,25c10240,-24716826345036672,2059353933482926080
128,505,420,108c1112,-426098024260272000,16507519625537740800
128,506,73,3a0c0a00,-370712203574416704,8270103891606036480
128,507,420,108c1112,-1225188101605208832,16572895940886405120
128,508,1,0a10d120,-200836921345824960,4151396024640184320
128,509,13,12904122,-446890354097164992,16638272256235069440
128,510,420,108c1112,-119285328862365120,8335480206954700800
128,511,418,018c2114,-438711863203018944,16703648571583733760
128,512,28,0b2a0802,-482499850170240,130752630697328640
128,513,21,19801c80,-558714497852198016,16769024886932398080
128,514,13,12904122,-234802969908518592,8400856522303365120
128,515,75,21948006,-845684406173315520,16834401202281062400
128,516,1,0a10d120,-32002418328717312,4216772339988848640
128,517,28,0b2a0802,-249563341418307840,16899777517629726720
128,518,1,0a10d120,-146441631896380800,8466232837652029440
128,519,3,2a904060,-249849459285664896,16965153832978391040
128,520,1,0a10d120,-579679897766336640,2124730248831590400
128,521,13,12904122,-310040399786354496,17030530148327055360
128,523,28,0b2a0802,-2367786427001033472,17095906463675719680
128,524,419,09a2a040,-242591542184335680,4282148655337512960
128,525,5,3c601010,-78283852867624320,17161282779024384000
128,526,21,19801c80,-621862991756104896,8596985468349358080
128,527,13,12904122,-189746894858084928,17226659094373048320
128,529,33,1e808042,-1194582920076439488,17292035409721712640
128,530,4,09034019,-31971339583505280,8662361783698022400
128,531,28,0b2a0802,-400929086790066240,17357411725070376960
128,532,21,19801c80,-9535378068986112,4347524970686177280
128,533,20,1804aa01,-143855334872645760,17422788040419041280
128,534,65,08068a81,-32838237179665344,8727738099046686720
128,535,75,21948006,-104916530386059840,17488164355767705600
128,536,395,3880b200,-36220660250463360,2190106564180254720
128,537,28,0b2a0802,-218452338294208704,17553540671116369920
128,538,13,12904122,-130504431838604544,8793114414395351040
128,539,75,21948006,-243613486534416768,17618916986465034240
128,540,13,12904122,-158127965533823040,4412901286034841600
128,541,13,12904122,-510176515009597632,17684293301813698560
128,542,1,0a10d120,-1270472806009423296,8858490729744015360
128,543,21,19801c80,-679467828159086400,17749669617162362880
128,544,21,19801c80,-19131405967683072,555698680463646720
128,545,13,12904122,-1156700449032327360,17815045932511027200
128,546,20,1804aa01,-686891950673632704,8923867045092679680
128,547,13,12904122,-228734420530722624,17880422247859691520
128,548,158,1e220042,-120740710561672320,4478277601383505920
128,549,21,19801c80,-731556409421638080,17945798563208355840
128,550,12,18492600,-611175971683569600,8989243360441344000
128,551,418,018c2114,-25036421253225984,18011174878557020160
128,552,13,12904122,-97786892891084544,2255482879528919040
128,553,75,21948006,-1305414167288724864,18076551193905684480
128,554,1,0a10d120,-89460254500864128,9054619675790008320
128,555,13,12904122,-492634636703294400,18141927509254348800
128,556,1,0a10d120,-118322258718194496,4543653916732170240
128,557,75,21948006,-1096705940107575168,18207303824603013120
128,558,75,21948006,-875337378019530048,9119995991138672640
128,559,420,108c1112,-1146015855013603392,18272680139951677440
128,560,25,0812412c,-42949116113158080,1144085518601625600
128,561,25,0812412c,-56931159291652800,18338056455300341760
128,562,420,108c1112,-880079585581909440,9185372306487336960
128,563,21,19801c80,-564188328043280640,18403432770649006080
128,564,5,3c601010,-30091484311951104,4609030232080834560
128,565,420,108c1112,-2243237294935728000,18468809085997670400
128,566,91,19c00c40,-402081797800081728,9250748621836001280
128,567,1,0a10d120,-69197856495751872,18534185401346334720
128,568,75,21948006,-63796445369620992,2320859194877583360
128,569,13,12904122,-434919927144310272,18599561716694999040
128,570,33,1e808042,-491660481781143360,9316124937184665600
128,571,21,19801c80,-893372003237947968,18664938032043663360
128,572,420,108c1112,-74903734625848128,4674406547429498880
128,573,22,0202a129,-499014930534087744,18730314347392327680
128,574,21,19801c80,-238473449935640640,9381501252533329920
128,575,75,21948006,-568175961209996160,18795690662740992000
128,576,395,3880b200,-975905056490112,294193419068989440
128,577,395,3880b200,-489267540229870080,18861066978089656320
128,578,21,19801c80,-96461985837091392,9446877567881994240
128,580,422,38120016,-31905163623211200,4739782862778163200
128,581,21,19801c80,-58170044523560256,18991819608786984960
128,582,73,3a0c0a00,-446987865377289600,9512253883230658560
128,583,75,21948006,-151478145098413056,19057195924135649280
129,130,46,0ac44140,-99169324328856600,4282659407801174400
129,135,197,08c42c01,-26915502785226300,1482459025777329600
129,140,24,10740051,-89883578201639040,4612094746862803200
129,144,32,32a40801,-37464467744104128,1581289627495818240
129,147,6,024085d0,-19861740413632656,1614233161401981120
129,159,193,18c0c140,-38989215334151460,1746007297026632640
129,160,6,024085d0,-120691589350913280,5270965424986060800
129,161,13,12904122,-83121197192937036,5303908958892223680
129,166,13,12904122,-18310995113066712,5468626628423038080
129,169,75,21948006,-67883852366340192,5567457230141526720
129,173,46,0ac44140,-19957194246934728,5699231365766178240
129,183,74,0840e805,-116588484276046272,2009555568275935680
129,185,118,02c1c300,-125463111330178440,6094553772640132800
129,186,13,12904122,-45616090426868304,2042499102182098560
129,189,46,0ac44140,-183255472812124692,2075442636088261440
129,192,1,0a10d120,-618044250825263808,2108386169994424320
129,195,390,10a41016,-88805798387331480,2141329703900587200
129,206,33,1e808042,-601131112701978096,6786367984669553280
129,208,234,1a440803,-108265952336592960,6852255052481879040
129,209,46,0ac44140,-222636127929562116,6885198586388041920
129,210,4,09034019,-167689163702269440,2306047373431401600
129,211,46,0ac44140,-582063448889659464,6951085654200367680
129,220,75,21948006,-380509081372118160,7247577459355833600
129,244,54,00e8240a,-339320833183249344,8038222273103742720
129,248,313,10ec8040,-372653107106480928,8169996408728394240
129,256,13,12904122,-733640424718743360,8433544679977697280
129,260,13,12904122,-1131300294072726960,8565318815602348800
129,265,91,19c00c40,-377369325847019520,8730036485133163200
129,270,91,19c00c40,-87235797470416560,2964918051554659200
129,271,46,0ac44140,-48485587386113136,8927697688570140480
129,282,46,0ac44140,-207861201840024432,3096692187179310720
129,288,351,12002287,-59705470839192192,3162579254991636480
129,294,6,024085d0,-100975150949665104,3228466322803962240
129,306,46,0ac44140,-396982297119807504,3360240458428613760
129,315,177,30c48500,-10802899711733220,3459071060147102400
129,316,182,03648840,-70751156557824288,10410156714347470080
129,319,197,08c42c01,-232833052665334044,10508987316065958720
129,320,37,10864540,-131976977009230080,10541930849972121600
129,322,33,1e808042,-118063847463777432,10607817917784447360
129,325,46,0ac44140,-201485032033931100,10706648519502936000
129,332,13,12904122,-590930036586856512,10937253256846076160
129,338,20,1804aa01,-602456372480715480,11134914460283053440
129,346,46,0ac44140,-395993726668501416,11398462731532356480
129,366,45,01508125,-53253229307493096,4019111136551871360
129,370,118,02c1c300,-697874450502746160,12189107545280265600
129,372,21,19801c80,-1842338441571264,4084998204364197120
129,378,46,0ac44140,-193763798765511912,4150885272176522880
129,381,45,01508125,-427097316065162904,4183828806082685760
129,384,13,12904122,-421378432346055744,4216772339988848640
129,390,390,10a41016,-312808043018278080,4282659407801174400
129,416,24,10740051,-382075703006175360,13704510104963758080
129,419,46,0ac44140,-1161912633577122672,13803340706682246720
129,420,46,0ac44140,-271664558687496240,4612094746862803200
129,422,46,0ac44140,-461366114449465008,13902171308400735360
129,428,422,38120016,-86488859865261168,14099832511837712640
129,440,173,21b40108,-507993329026038240,14495154918711667200
129,462,46,0ac44140,-154754763967742400,5073304221549083520
129,512,390,10a41016,-447157334795318784,16867089359955394560
129,519,37,10864540,-37023709416558228,5699231365766178240
129,520,13,12904122,-257775628416546240,17130637631204697600
129,530,197,08c42c01,-599083374798301680,17460072970266326400
129,567,46,0ac44140,-29553814161708732,6226327908264784320
130,131,182,03648840,-478324532846258280,4349057228077161600
130,134,26,0230106c,-121157852984892360,2224326979245571200
130,135,26,0230106c,-225419199230403360,896370573725827200
130,136,26,0230106c,-159142679975391840,2257525889383564800
130,137,182,03648840,-270131735996445960,4548250688905123200
130,138,140,12048446,-43112467986850080,2290724799521558400
130,140,1,0a10d120,-32308373181848400,464784741931910400
130,141,74,0840e805,-50254575159821760,4681046329457097600
130,144,182,03648840,-167027561478610560,2390321529935539200
130,146,26,0230106c,-158316222967680960,2423520440073532800
130,147,13,12904122,-362065511856976200,4880239790285059200
130,148,2,06411019,-277073681381471520,2456719350211526400
130,150,1,0a10d120,-5959480567098240,497983652069904000
130,151,2,06411019,-520903246102588440,5013035430837033600
130,153,1,0a10d120,-685491473137620240,5079433251113020800
130,156,56,06220849,-907006744687680,199193460827961600
130,158,1,0a10d120,-296523368267457240,2622713900901494400
