a_hex	b_hex	cover	count	least_mask	least_rank	count8	count9
03c0187c01f40e01	0000000000000000	21	2	21889124	9	0	2
03e01c1e01980000	0000000000000000	16	1	218c8a80	9	0	1
03e01c1e01d80000	0000000000000000	17	1	21cc8880	9	0	1
03e01c3e01b80000	0000000000000000	18	1	21cc8a00	9	0	1
03e01c3e01f80000	0000000000000000	19	1	21cc8802	9	0	1
03e01c5e01980000	0000000000000000	17	16	218c0286	9	0	16
03e01c5e019c0e01	0000000000000000	22	7	218803a4	9	0	7
03e01c5e01d80000	0000000000000000	18	18	218481a4	9	0	18
03e01c5e01dc0e01	0000000000000000	23	4	218881a4	9	0	4
03e01c7e01b80000	0000000000000000	19	13	218c0216	9	0	13
03e01c7e01bc0e01	0000000000000000	24	3	21888324	9	0	3
03e01c7e01f80000	0000000000000000	20	12	218c8016	9	0	12
03e01c7e01fc0e01	0000000000000000	25	2	21888126	9	0	2
03e71c7e61b80000	0000000000000000	24	1	208c8324	9	0	1
0400000000000000	0000000000000000	1	386	210a401e	9	2	384
0400000000000000	0000000000000002	2	227	010a528c	9	1	226
0400008000000000	0000000000000000	2	469	2108409e	9	18	451
0400018000000000	0000000000000000	3	584	2108421e	9	19	565
0400400000000000	0000000000000000	2	149	2102528c	9	0	149
0400400000000000	0000000000000002	3	247	0106528c	9	1	246
0400408008000000	0000000000000000	4	170	2100d1a4	9	1	169
0400418008000000	0000000000000000	5	171	2120512c	9	1	170
0408000000000000	0000000000000000	2	13	202e408c	9	0	13
0408000000000000	0000000000000002	3	14	002e504c	9	0	14
0408000000020000	0000000000000000	3	21	202a500e	9	0	21
0408000000020000	0000000000000002	4	7	002a50cc	9	0	7
0408000080000000	0000000000000000	3	11	202e5024	9	0	11
0408000080000000	0000000000000002	4	5	002e50c4	9	0	5
0408000080020080	0000000000000000	5	12	202a5064	9	0	12
0408008100000000	0000000000000000	4	9	202c508a	9	0	9
0408008100020100	0000000000000000	6	7	202850ac	9	0	7
0408008180000000	0000000000000000	5	16	202c5086	9	0	16
0408008180020180	0000000000000000	8	8	202851a4	9	0	8
0408018100000000	0000000000000000	5	23	202c500e	9	0	23
0408018100020100	0000000000000000	7	13	2028512c	9	0	13
0408018180000000	0000000000000000	6	18	202c5016	9	0	18
0408018180020180	0000000000000000	9	7	20285324	9	0	7
0408400000000000	0000000000000000	3	4	202650c8	9	0	4
0408400000000000	0000000000000002	4	5	0026d0c8	9	0	5
0408400000020000	0000000000000000	4	1	20635208	9	0	1
0408400000020000	0000000000000002	5	1	0063520c	9	0	1
0408418108000000	0000000000000000	7	1	20655208	9	0	1
0418000000000000	0000000000000000	3	10	200e401e	9	0	10
0418000000020000	0000000000000000	4	4	200a528c	9	0	4
0418000080000000	0000000000000000	4	1	200e5284	9	0	1
0418008100000000	0000000000000000	5	4	200c528c	9	0	4
0418008180000000	0000000000000000	6	1	204c4096	9	0	1
0418018100000000	0000000000000000	6	3	200cc12c	9	0	3
0418018100020100	0000000000000000	8	1	2049520c	9	0	1
0440200000000000	0000000000000000	3	13	212e1008	8	1	12
0440200000000000	0000000000000003	5	51	012e102c	9	0	51
0440200000040000	0000000000000000	4	54	212a100e	9	0	54
0440200000040000	0000000000000003	6	60	012a106c	9	1	59
0440600000000000	0000000000000000	4	19	2126108a	9	0	19
0440600000000000	0000000000000003	6	67	0126106c	9	1	66
0440600000040000	0000000000000000	5	14	212212c8	9	0	14
0440600000040000	0000000000000003	7	38	0122132c	9	0	38
0449200000000000	0000000000000000	5	19	202e102c	9	0	19
0449200000000000	0000000000000003	7	10	002e12c8	9	0	10
0449200000064000	0000000000000000	8	13	202a10ac	9	0	13
0449200000064000	0000000000000003	10	1	006b1248	9	0	1
0449600000000000	0000000000000003	8	1	00671248	9	0	1
0460240000000000	0000000000000000	5	20	212e000e	9	0	20
0460240000000000	0000000000000003	7	2	016e8088	9	0	2
0460240000040000	0000000000000000	6	11	212a001e	9	0	11
04c0200402000000	0000000000000000	6	40	212e1006	9	0	40
04c0200402000000	0000000000000003	8	57	012e1064	9	1	56
04c0200402040000	0000000000000000	7	76	212a1016	9	0	76
04c0200402040000	0000000000000003	9	47	012a1324	9	0	47
04c0600402000000	0000000000000000	7	12	212612c0	9	0	12
04c0600402000000	0000000000000003	9	39	01269124	9	0	39
04c0600402040000	0000000000000000	8	4	216212c0	9	0	4
04c0600402040000	0000000000000003	10	13	01229324	9	0	13
04cb200482000000	0000000000000000	10	1	202e90c0	9	0	1
04cba00482000000	0000000000000000	11	2	202e12c0	9	0	2
04e0240402000000	0000000000000000	8	5	212e8082	9	0	5
0540208804000000	0000000000000000	7	1	212c1888	9	0	1
0540208804040200	0000000000000000	9	7	2128188a	9	0	7
054020c804000000	0000000000000000	8	11	212c1088	8	1	10
054020c804040200	0000000000000000	10	37	2128108e	9	0	37
054021a804000000	0000000000000000	9	8	212c180a	9	0	8
054021a804040200	0000000000000000	11	16	2128180e	9	0	16
054021e804000000	0000000000000000	10	49	212c100c	8	5	44
054021e804040200	0000000000000000	12	75	2128101e	9	0	75
054060880c000000	0000000000000000	9	1	21249888	9	0	1
054060c80c000000	0000000000000000	10	14	212412c8	9	0	14
054060c80c040200	0000000000000000	12	4	216090c8	9	0	4
054061a80c000000	0000000000000000	11	2	21641848	9	0	2
054061e80c000000	0000000000000000	12	15	21249248	9	0	15
054061e80c040200	0000000000000000	14	5	2120912c	9	0	5
054920c924000000	0000000000000000	12	9	202c128c	9	0	9
054921e924000000	0000000000000000	14	11	202c124c	9	0	11
054921e924064310	0000000000000000	20	1	20691248	9	0	1
054921e924064312	0000000000000000	21	4	2028132c	9	0	4
0560248a04080000	0000000000000000	11	1	212c8888	9	0	1
056024ca04080000	0000000000000000	12	17	212c008e	9	0	17
056024ca040c0200	0000000000000000	14	1	21690288	9	0	1
056025aa04080000	0000000000000000	13	1	216c8808	9	0	1
056025ea04080000	0000000000000000	14	11	212c001e	9	0	11
056025ea040c0200	0000000000000000	16	2	2128812c	9	0	2
05c0209c06000000	0000000000000000	11	7	212c1882	9	0	7
05c0209c06040600	0000000000000000	14	5	21281b80	9	0	5
05c020dc06000000	0000000000000000	12	44	212c1086	9	2	42
05c020dc06040600	0000000000000000	15	76	21281096	9	0	76
05c021bc06000000	0000000000000000	13	9	212c1902	9	0	9
05c021bc06040600	0000000000000000	16	4	21681844	9	0	4
05c021fc06000000	0000000000000000	14	90	212c1016	9	1	89
05c021fc06040600	0000000000000000	17	94	21281056	9	0	94
05c0609c0e000000	0000000000000000	13	1	21649880	9	0	1
05c060dc0e000000	0000000000000000	14	22	212490c4	9	0	22
05c060dc0e040600	0000000000000000	17	7	212091a4	9	0	7
05c061bc0e000000	0000000000000000	15	1	21649840	9	0	1
05c061fc0e000000	0000000000000000	16	13	21249124	9	0	13
05c061fc0e040600	0000000000000000	19	4	21609124	9	0	4
05cb20dde6000000	0000000000000000	19	2	202c92c0	9	0	2
05cb20dde606d7b2	0000000000000000	31	1	202891a4	9	0	1
05cb21fde6000000	0000000000000000	21	2	202c9124	9	0	2
05cb21fde606d7b2	0000000000000000	33	2	20289324	9	0	2
05cba0ddf6000000	0000000000000000	21	1	206d1280	9	0	1
05cba0ddf606f7b6	0000000000000000	35	1	202813a4	9	0	1
05cba1fdf6000000	0000000000000000	23	2	206d1204	9	0	2
05cba1fdf606f7b6	0000000000000000	37	1	20291324	9	0	1
05e0249e06080000	0000000000000000	15	1	216c8880	9	0	1
05e024de06080000	0000000000000000	16	17	212c0096	9	0	17
05e024de060c0600	0000000000000000	19	5	212803a4	9	0	5
05e025fe06080000	0000000000000000	18	3	212c8124	9	0	3
05e025fe060c0600	0000000000000000	21	1	21688124	9	0	1
0640280000000000	0000000000000000	5	19	210e100e	9	0	19
0640280000000000	0000000000000003	7	5	010e9288	9	0	5
0640280000040800	0000000000000000	7	24	210a101e	9	0	24
0640680000000000	0000000000000000	6	2	21069288	9	0	2
0640680000000000	0000000000000003	8	2	01469288	9	0	2
06602c0000000000	0000000000000000	7	27	210e001e	9	0	27
06602c0000040800	0000000000000000	9	12	210a009e	9	0	12
06606c0000000000	0000000000000000	8	1	21468888	9	0	1
06c0380402100000	0000000000000000	10	4	210e1282	9	0	4
06c0380402140800	0000000000000000	12	4	210a1286	9	0	4
06c0380402300000	0000000000000000	11	5	210e1206	9	0	5
06c0380402340800	0000000000000000	13	2	210a1216	9	0	2
06c0380402500000	0000000000000000	11	4	210e1086	9	0	4
06c0380402540800	0000000000000000	13	2	210a1096	9	0	2
06c0380402700000	0000000000000000	12	2	210e1016	9	0	2
06e03c0402100000	0000000000000000	12	5	210e0286	9	0	5
06e03c0402140800	0000000000000000	14	1	210a0296	9	0	1
06e03c0402300000	0000000000000000	13	1	210e0216	9	0	1
06e03c0402500000	0000000000000000	13	3	210e0096	9	0	3
06e03c0402540800	0000000000000000	15	1	214a0096	9	0	1
06e03c0402700000	0000000000000000	14	1	214e0016	9	0	1
0740288804800000	0000000000000000	10	1	210c1a88	9	0	1
074028c804800000	0000000000000000	11	17	210c108e	9	0	17
074028c804840a01	0000000000000000	15	11	2108109e	9	0	11
074029a804800000	0000000000000000	12	1	214c9808	9	0	1
074029e804800000	0000000000000000	13	14	210c101e	9	0	14
074029e804840a01	0000000000000000	17	6	2109120e	9	0	6
07602c8a04880000	0000000000000000	14	1	214c8888	9	0	1
07602cca04880000	0000000000000000	15	14	210c009e	9	0	14
07602cca048c0a01	0000000000000000	19	2	2148009e	9	0	2
07602dea04880000	0000000000000000	17	6	210c812c	9	0	6
07602dea048c0a01	0000000000000000	21	1	2149020e	9	0	1
07c0389c07d00000	0000000000000000	18	1	214c9880	9	0	1
07c038dc07900000	0000000000000000	18	15	210c1286	9	0	15
07c038dc07940e01	0000000000000000	23	10	21081296	9	0	10
07c038dc07d00000	0000000000000000	19	11	210c1096	9	0	11
07c038dc07d40e01	0000000000000000	24	3	210891a4	9	0	3
07c039fc07b00000	0000000000000000	21	7	210c1216	9	0	7
07c039fc07b40e01	0000000000000000	26	2	21089324	9	0	2
07c039fc07f00000	0000000000000000	22	3	210c9016	9	0	3
07c039fc07f40e01	0000000000000000	27	1	21489124	9	0	1
07e03cde07980000	0000000000000000	22	9	210c0296	9	0	9
07e03cde079c0e01	0000000000000000	27	3	210883a4	9	0	3
07e03cde07d80000	0000000000000000	23	5	210c8096	9	0	5
07e03cde07dc0e01	0000000000000000	28	3	21488096	9	0	3
07e03dfe07b80000	0000000000000000	25	1	214d0206	9	0	1
07e03dfe07bc0e01	0000000000000000	30	1	21488324	9	0	1
07e03dfe07f80000	0000000000000000	26	2	214c8016	9	0	2
0800000000000000	0000000000000000	1	392	0ba0100e	9	22	370
0800000000000000	0000000000000001	2	1124	03a0101e	9	90	1034
0800000000080000	0000000000000000	2	302	0ba008c8	9	4	298
0800000000800000	0000000000000000	2	41	0b84108c	9	1	40
0800000000800001	0000000000000000	3	46	0b80904c	9	0	46
0800000000880000	0000000000000000	3	78	0b84088a	9	2	76
0800000000880001	0000000000000000	4	32	0b80812c	9	0	32
0800000001900000	0000000000000000	4	4	0b841a80	9	0	4
0800000001900001	0000000000000000	5	4	0b8092c0	9	0	4
0800000001980000	0000000000000000	5	8	0b8482c0	9	0	8
0800000001980001	0000000000000000	6	1	0bc08a80	9	0	1
0800000001b00000	0000000000000000	5	16	0b841a40	9	0	16
0800000001b00001	0000000000000000	6	12	0b889202	9	0	12
0800000001b80000	0000000000000000	6	17	0b848320	9	0	17
0800000001b80001	0000000000000000	7	7	0b808324	9	0	7
0800000001d00000	0000000000000000	5	17	0b841884	9	0	17
0800000001d00001	0000000000000000	6	12	0b8098c0	9	0	12
0800000001d80000	0000000000000000	6	38	0b8480c2	9	2	36
0800000001d80001	0000000000000000	7	9	0b8081a4	9	0	9
0800000001f00000	0000000000000000	6	41	0b849006	9	1	40
0800000001f00001	0000000000000000	7	19	0b809124	9	0	19
0800000001f80000	0000000000000000	7	52	0b848124	9	3	49
0800000001f80001	0000000000000000	8	10	0b888124	9	0	10
0800000020000000	0000000000000000	2	53	0aa41048	8	1	52
0800000020000010	0000000000000000	3	11	0aa8104a	9	0	11
0800000020000012	0000000000000000	4	28	0aa8100e	9	0	28
0800000020000018	0000000000000000	4	31	0aa0104e	9	0	31
080000002000001a	0000000000000000	5	18	0aa0120e	9	0	18
0800000020080000	0000000000000000	3	25	0aa480c8	9	0	25
0800000020080010	0000000000000000	4	1	0ae88048	9	0	1
0800000020800000	0000000000000000	3	9	0a849188	9	0	9
080000002080005b	0000000000000000	8	1	0a80912c	9	0	1
0800000020880000	0000000000000000	4	12	0a84812c	9	0	12
080000002088005b	0000000000000000	9	1	0ac0812c	9	0	1
0800000060000000	0000000000000000	3	31	0aa49042	9	0	31
0800000060000030	0000000000000000	5	7	0aa89042	9	0	7
0800000060000032	0000000000000000	6	7	0aa89204	9	0	7
0800000060000038	0000000000000000	6	16	0aa09046	9	0	16
080000006000003a	0000000000000000	7	2	0aa09124	9	0	2
0800000060080000	0000000000000000	4	14	0aac80c0	9	0	14
0800000060080030	0000000000000000	6	1	0ae88840	9	0	1
0800000061d00000	0000000000000000	7	1	0ac49880	9	0	1
0800000061d80000	0000000000000000	8	3	0ac488c0	9	0	3
0800000061f00000	0000000000000000	8	1	0acc9800	9	0	1
0800000061f80000	0000000000000000	9	2	0ac48124	9	0	2
0800000070000000	0000000000000000	4	49	0aa41046	9	0	49
0800000070000034	0000000000000000	7	22	0aa81046	9	0	22
0800000070000036	0000000000000000	8	3	0aa81206	9	0	3
080000007000003c	0000000000000000	8	10	0aa01246	9	0	10
080000007000003e	0000000000000000	9	1	0aa01216	9	0	1
0800000070080000	0000000000000000	5	6	0aec0042	9	0	6
0800040000080000	0000000000000001	4	369	03a08126	9	9	360
0800080000800000	0000000000000001	4	51	0384900e	9	2	49
0800080000800801	0000000000000001	6	62	0380908e	9	1	61
08000c0000880000	0000000000000001	6	64	0384812c	9	2	62
08000c0000880801	0000000000000001	8	25	0380812e	9	0	25
0800180001900000	0000000000000001	7	12	03849282	9	0	12
0800180001900801	0000000000000001	9	13	03809286	9	0	13
0800180001b00000	0000000000000001	8	25	03849206	9	1	24
0800180001b00801	0000000000000001	10	21	03809324	9	0	21
0800180001d00000	0000000000000001	8	34	03849086	9	1	33
0800180001d00801	0000000000000001	10	19	038091a4	9	0	19
0800180001f00000	0000000000000001	9	45	03849124	9	3	42
0800180001f00801	0000000000000001	11	17	03809126	9	0	17
08001c0001980000	0000000000000001	9	10	038483a0	9	0	10
08001c0001980801	0000000000000001	11	2	038083a4	9	0	2
08001c0001b80000	0000000000000001	10	21	03848324	9	0	21
08001c0001b80801	0000000000000001	12	9	03808326	9	0	9
08001c0001d80000	0000000000000001	10	35	038481a4	9	2	33
08001c0001d80801	0000000000000001	12	4	038881a4	9	0	4
08001c0001f80000	0000000000000001	11	43	03848126	9	1	42
08001c0001f80801	0000000000000001	13	10	03888126	9	1	9
0801000020000000	0000000000000001	4	75	02a4120e	9	0	75
0801000020004010	0000000000000001	6	9	02a8124c	9	0	9
0801000020004012	0000000000000001	7	24	02a8112c	9	0	24
0801000020004018	0000000000000001	7	12	02a0124e	9	0	12
080100002000401a	0000000000000001	8	25	02a0121e	9	0	25
0801040020080000	0000000000000001	6	9	02a4812c	9	0	9
0801040020084012	0000000000000001	9	1	02a8812c	9	0	1
080104002008401a	0000000000000001	10	1	02e0812c	9	0	1
0803000060000000	0000000000000001	6	75	02a490c2	9	0	75
080300006000d030	0000000000000001	11	10	02a89244	9	0	10
080300006000d032	0000000000000001	12	13	02a89124	9	0	13
080300006000d038	0000000000000001	12	7	02a09164	9	0	7
080300006000d03a	0000000000000001	13	18	02a09126	9	0	18
0803040060080000	0000000000000001	8	7	02ac8124	9	0	7
080304006008d032	0000000000000001	14	1	02e88124	9	0	1
080304006008d03a	0000000000000001	15	2	02e08324	9	0	2
0803800070000000	0000000000000001	8	43	02a41216	9	0	43
080380007000f034	0000000000000001	15	6	02a81246	9	0	6
080380007000f036	0000000000000001	16	9	02a81216	9	0	9
080380007000f03c	0000000000000001	16	4	02a01256	9	0	4
080380007000f03e	0000000000000001	17	5	02a01296	9	0	5
0805080020800000	0000000000000001	7	6	0284912c	9	0	6
0805080020814853	0000000000000001	14	1	0288912c	9	0	1
080508002081485b	0000000000000001	15	2	0280932c	9	0	2
08050c0020880000	0000000000000001	9	7	028481ac	9	0	7
08050c0020894853	0000000000000001	16	2	0288832c	9	0	2
08050c002089485b	0000000000000001	17	3	02c081ac	9	0	3
0807180061b1d87b	0000000000000001	24	1	02c09324	9	0	1
0807180061f00000	0000000000000001	14	1	02c49124	9	0	1
0807180061f1d873	0000000000000001	24	1	02c89124	9	0	1
08071c0061b80000	0000000000000001	15	1	02c48324	9	0	1
08071c0061b9d873	0000000000000001	25	1	02c88324	9	0	1
08071c0061b9d87b	0000000000000001	26	2	02c08326	9	0	2
08071c0061d80000	0000000000000001	15	1	02c481a4	9	0	1
08071c0061f80000	0000000000000001	16	3	02c48924	9	0	3
1000000000000000	0000000000000000	1	624	0b08420e	9	31	593
1000000000000000	0000000000000002	2	815	0308508e	9	53	762
1000000008000000	0000000000000000	2	945	0b00508e	9	64	881
1000000100000000	0000000000000000	2	65	0a0c488c	9	1	64
1000000100000100	0000000000000000	3	61	0a28500c	8	2	59
1000000108000000	0000000000000000	3	93	0a04588c	9	5	88
1000000108000100	0000000000000000	4	88	0a00d12c	9	1	87
1000000180000000	0000000000000000	3	75	0a0c5884	9	2	73
1000000180000180	0000000000000000	5	82	0a285016	9	2	80
1000000188000000	0000000000000000	4	102	0a04d884	9	3	99
1000000188000180	0000000000000000	6	73	0a2050c6	9	0	73
1000008000000000	0000000000000000	2	172	0908528c	9	1	171
1000008008000000	0000000000000000	3	199	0900d88c	9	5	194
1000008100000000	0000000000000000	3	20	080c528c	9	0	20
1000008100000100	0000000000000000	4	8	082850cc	9	0	8
1000008108000000	0000000000000000	4	20	082450ca	9	0	20
1000008180000000	0000000000000000	4	8	082c50c4	9	0	8
1000008180000180	0000000000000000	6	3	086850c4	9	0	3
1000008188000000	0000000000000000	5	8	0824d0c4	9	0	8
1000018000000000	0000000000000000	3	356	09085a0c	9	14	342
1000018008000000	0000000000000000	4	322	09045a0c	9	14	308
1000400008000000	0000000000000002	4	1200	03005296	9	111	1089
1008000100000000	0000000000000002	4	42	022c500e	9	0	42
1008000100020100	0000000000000002	6	49	0228504e	9	0	49
1008000180000000	0000000000000002	5	79	022c5016	9	0	79
1008000180020180	0000000000000002	8	79	02285096	9	0	79
1008400108000000	0000000000000002	6	62	0224504e	9	0	62
1008400108020100	0000000000000002	8	42	0220521e	9	0	42
1008400188000000	0000000000000002	7	82	02245096	9	0	82
1008400188020180	0000000000000002	10	51	02205296	9	0	51
1018000100000000	0000000000000002	5	3	020cc12c	9	0	3
1018000180000000	0000000000000002	6	2	024cc124	9	0	2
1018400108000000	0000000000000002	7	5	0204c1ac	9	0	5
1018400108020100	0000000000000002	9	3	0200d32c	9	0	3
1018400188000000	0000000000000002	8	3	0244c1a4	9	0	3
1018400188020180	0000000000000002	11	2	0240d324	9	0	2
1400008000000000	0000000000000002	4	174	010c528c	9	4	170
1400018000000000	0000000000000002	5	303	010cd20c	9	11	292
1400408008000000	0000000000000002	6	184	0120d0cc	9	2	182
1400418008000000	0000000000000002	7	236	0120532c	9	4	232
1408008100000000	0000000000000002	6	2	002cd0c8	9	0	2
1408008180000000	0000000000000002	7	3	006c50c4	9	0	3
1800000004000000	0000000000000000	3	88	0b28100c	8	10	78
1800000004080000	0000000000000000	4	89	0b28088a	9	3	86
1800000004800000	0000000000000000	4	31	0b0c100e	9	0	31
1800000004800001	0000000000000000	5	24	0b08120e	9	0	24
1800000004880000	0000000000000000	5	48	0b0c088a	9	3	45
1800000004880001	0000000000000000	6	7	0b08812c	9	0	7
1800000006000000	0000000000000000	4	256	0b281016	9	20	236
1800000006080000	0000000000000000	5	88	0b288124	9	2	86
1800000007900000	0000000000000000	7	4	0b0c1284	9	0	4
1800000007900001	0000000000000000	8	1	0b489280	9	0	1
1800000007980000	0000000000000000	8	3	0b0c8a80	9	0	3
1800000007b00000	0000000000000000	8	8	0b0c1206	9	0	8
1800000007b00001	0000000000000000	9	2	0b489204	9	0	2
1800000007b80000	0000000000000000	9	3	0b4c8a00	9	0	3
1800000007b80001	0000000000000000	10	1	0b488320	9	0	1
1800000007d00000	0000000000000000	8	7	0b0c1882	9	0	7
1800000007d00001	0000000000000000	9	2	0b489084	9	0	2
1800000007d80000	0000000000000000	9	11	0b0c8882	9	0	11
1800000007f00000	0000000000000000	9	13	0b0c1806	9	0	13
1800000007f00001	0000000000000000	10	1	0b489804	9	0	1
1800000007f80000	0000000000000000	10	9	0b4c8120	9	1	8
1800000007f80001	0000000000000000	11	1	0b488124	9	0	1
180000000c000000	0000000000000000	4	255	0b20101e	9	22	233
180000000c080000	0000000000000000	5	55	0b20812c	9	2	53
180000000c800000	0000000000000000	5	47	0b04128c	9	2	45
180000000c800001	0000000000000000	6	13	0b00912c	9	0	13
180000000c880000	0000000000000000	6	34	0b04812c	9	3	31
180000000c880001	0000000000000000	7	2	0b40812c	9	0	2
180000000e000000	0000000000000000	5	425	0b201056	9	30	395
180000000e080000	0000000000000000	6	44	0b208324	9	1	43
180000000f900000	0000000000000000	8	4	0b049284	9	0	4
180000000f900001	0000000000000000	9	1	0b409a80	9	0	1
180000000f980000	0000000000000000	9	1	0b448a80	9	0	1
180000000fb00000	0000000000000000	9	6	0b441a04	9	0	6
180000000fb00001	0000000000000000	10	2	0b009324	9	0	2
180000000fb80000	0000000000000000	10	3	0b448320	9	0	3
180000000fb80001	0000000000000000	11	1	0b408324	9	0	1
180000000fd00000	0000000000000000	9	12	0b049882	9	0	12
180000000fd00001	0000000000000000	10	2	0b409884	9	0	2
180000000fd80000	0000000000000000	10	9	0b4481a0	9	1	8
180000000fd80001	0000000000000000	11	1	0b4081a4	9	0	1
180000000ff00000	0000000000000000	10	12	0b049124	9	1	11
180000000ff00001	0000000000000000	11	1	0b409124	9	0	1
180000000ff80000	0000000000000000	11	3	0b448124	9	0	3
180000000ff80001	0000000000000000	12	2	0b408924	9	0	2
1800000124000000	0000000000000000	5	60	0a2c100c	8	4	56
1800000124000110	0000000000000000	7	29	0a28104e	9	0	29
1800000124000112	0000000000000000	8	38	0a28112c	9	0	38
1800000124080000	0000000000000000	6	17	0a2c088a	9	0	17
1800000124800000	0000000000000000	6	3	0a0c9888	9	0	3
1800000124880000	0000000000000000	7	2	0a4c8888	9	0	2
180000012c000000	0000000000000000	6	96	0a24104e	9	2	94
180000012c000118	0000000000000000	9	14	0a20124e	9	0	14
180000012c00011a	0000000000000000	10	13	0a20132c	9	0	13
180000012c080000	0000000000000000	7	6	0a24812c	9	0	6
180000012c800000	0000000000000000	7	2	0a04912c	9	0	2
180000012c880000	0000000000000000	8	2	0a44812c	9	0	2
18000001e6000000	0000000000000000	8	21	0a2c9042	9	0	21
18000001e60001b0	0000000000000000	12	7	0a289244	9	0	7
18000001e60001b2	0000000000000000	13	4	0a289124	9	0	4
18000001e6080000	0000000000000000	9	4	0a6c80c0	9	0	4
18000001ee000000	0000000000000000	9	23	0a2490c4	9	0	23
18000001ee0001b8	0000000000000000	14	1	0a209164	9	0	1
18000001ee0001ba	0000000000000000	15	2	0a209324	9	0	2
18000001ee080000	0000000000000000	10	1	0a6488c0	9	0	1
18000001f6000000	0000000000000000	9	35	0a2c1046	9	0	35
18000001f60001b4	0000000000000000	14	9	0a281246	9	0	9
18000001f60001b6	0000000000000000	15	6	0a281216	9	0	6
18000001fe000000	0000000000000000	10	17	0a241246	9	0	17
18000001fe0001bc	0000000000000000	16	1	0a611244	9	0	1
1800200004000000	0000000000000003	6	251	0328101e	9	20	231
1800200006000000	0000000000000003	7	549	03281036	9	56	493
1800240004080000	0000000000000003	8	53	0328812c	9	2	51
1800240006080000	0000000000000003	9	56	03288126	9	2	54
1800280004800000	0000000000000003	8	17	030c908a	9	0	17
1800280004800801	0000000000000003	10	7	0308912c	9	0	7
18002c0004880000	0000000000000003	10	14	030c812c	9	0	14
18002c0004880801	0000000000000003	12	4	030881ac	9	0	4
1800380007900000	0000000000000003	12	4	030c1286	9	0	4
1800380007900801	0000000000000003	14	2	03481286	9	0	2
1800380007b00000	0000000000000003	13	7	030c9206	9	0	7
1800380007b00801	0000000000000003	15	3	03089324	9	0	3
1800380007d00000	0000000000000003	13	8	030c9086	9	0	8
1800380007d00801	0000000000000003	15	1	030891a4	9	0	1
1800380007f00000	0000000000000003	14	9	030c9124	9	0	9
1800380007f00801	0000000000000003	16	1	03489124	9	0	1
18003c0007980000	0000000000000003	14	1	034c8a80	9	0	1
18003c0007b80000	0000000000000003	15	2	030c8324	9	0	2
18003c0007b80801	0000000000000003	17	2	03488324	9	0	2
18003c0007d80000	0000000000000003	15	5	030c81a4	9	0	5
18003c0007d80801	0000000000000003	17	1	034881a4	9	0	1
18003c0007f80000	0000000000000003	16	1	034c8124	9	0	1
18003c0007f80801	0000000000000003	18	3	03488126	9	0	3
180060000c000000	0000000000000003	8	434	0320109e	9	30	404
180060000e000000	0000000000000003	9	645	032010d6	9	54	591
180064000c080000	0000000000000003	10	36	0320812e	9	1	35
180064000e080000	0000000000000003	11	37	03208326	9	1	36
180068000c800000	0000000000000003	10	22	0304912c	9	1	21
180068000c800801	0000000000000003	12	11	030091ac	9	0	11
18006c000c880000	0000000000000003	12	15	030481ac	9	0	15
18006c000c880801	0000000000000003	14	7	030083ac	9	0	7
180078000f900000	0000000000000003	14	5	03449284	9	0	5
180078000f900801	0000000000000003	16	2	030093a4	9	0	2
180078000fb00000	0000000000000003	15	7	03049324	9	0	7
180078000fb00801	0000000000000003	17	3	03009326	9	0	3
180078000fd00000	0000000000000003	15	9	030491a4	9	0	9
180078000fd00801	0000000000000003	17	1	034091a4	9	0	1
180078000ff00000	0000000000000003	16	2	03449124	9	0	2
180078000ff00801	0000000000000003	18	6	03409124	8	1	5
18007c000f980000	0000000000000003	16	1	034483a0	9	0	1
18007c000f980801	0000000000000003	18	1	034083a4	9	0	1
18007c000fb80000	0000000000000003	17	3	03448324	9	0	3
18007c000fb80801	0000000000000003	19	3	03408326	9	0	3
18007c000fd80000	0000000000000003	17	2	034481a4	9	0	2
18007c000fd80801	0000000000000003	19	3	034081a6	9	0	3
18007c000ff80000	0000000000000003	18	6	03448124	8	1	5
18007c000ff80801	0000000000000003	20	1	03418924	9	0	1
1809200124000000	0000000000000003	10	52	022c10cc	9	0	52
1809200124024110	0000000000000003	14	8	0228124e	9	0	8
1809200124024112	0000000000000003	15	15	0228121e	9	0	15
1809240124080000	0000000000000003	12	2	022c812c	9	0	2
18092401240a4112	0000000000000003	17	1	0268812c	9	0	1
180960012c000000	0000000000000003	12	36	022490cc	9	0	36
180960012c024118	0000000000000003	17	2	0220916c	9	0	2
180960012c02411a	0000000000000003	18	12	0220912e	9	0	12
180964012c080000	0000000000000003	14	1	0264812c	9	0	1
180964012c0a411a	0000000000000003	20	2	0260832c	9	0	2
180b2001e6000000	0000000000000003	14	35	022c90c4	9	0	35
180b2001e602d1b0	0000000000000003	22	3	02289164	9	0	3
180b2001e602d1b2	0000000000000003	23	9	02289126	9	0	9
180b2401e6080000	0000000000000003	16	1	026c8124	9	0	1
180b6001ee000000	0000000000000003	16	19	02249164	9	0	19
180b6001ee02d1b8	0000000000000003	25	2	02209364	9	0	2
180b6001ee02d1ba	0000000000000003	26	12	02209326	9	0	12
180b6401ee0ad1ba	0000000000000003	28	1	02618324	9	0	1
180ba001f6000000	0000000000000003	16	20	022c1216	9	0	20
180ba001f602f1b4	0000000000000003	26	2	02681246	9	0	2
