a_hex	b_hex	cover	count	least_mask	least_rank	count8	count9
0000002a20880000	0000000000000000	6	1	28cc8808	9	0	1
0000003000000000	0000000000000000	2	1	29ac0801	9	0	1
0000003001200000	0000000000000000	4	1	298c0a01	9	0	1
0000003001200400	0000000000000000	5	4	29880a03	9	0	4
0000003001600000	0000000000000000	5	8	29849801	9	0	8
0000003001600400	0000000000000000	6	6	29881803	9	0	6
0000003c00000000	0000000000000000	4	3	29a41840	9	0	3
0000003c00000600	0000000000000000	6	5	29a81840	9	0	5
0000003c01b00000	0000000000000000	8	1	298c1a00	9	0	1
0000003c01f00000	0000000000000000	9	4	298c1802	9	0	4
0000003c01f00601	0000000000000000	12	1	29c89800	9	0	1
0000003e00080000	0000000000000000	6	6	29ac0802	9	0	6
0000003e00080600	0000000000000000	8	1	29e80840	9	0	1
0000003e01b80000	0000000000000000	10	4	298c0a02	9	0	4
0000003e01b80601	0000000000000000	13	1	29c88a00	9	0	1
0000003e01f80000	0000000000000000	11	10	298c8802	9	0	10
0000003e01f80601	0000000000000000	14	1	29c88802	9	0	1
0000004000000000	0000000000000000	1	278	2808009f	9	10	268
0000004800000000	0000000000000000	2	1	29a41088	9	0	1
0000004800000200	0000000000000000	3	3	29a010c8	9	0	3
0000004800800000	0000000000000000	3	3	29849088	9	0	3
0000004800800201	0000000000000000	5	5	2988108a	9	0	5
0000004820000000	0000000000000000	3	1	28ac1088	9	0	1
0000004820000210	0000000000000000	5	1	28a810c8	9	0	1
0000004820000212	0000000000000000	6	1	28a81288	9	0	1
0000004820800000	0000000000000000	4	1	288c1288	9	0	1
0000004a00080000	0000000000000000	4	1	29ac0088	9	0	1
0000004a00080200	0000000000000000	5	3	29a800c8	9	0	3
0000004a00880000	0000000000000000	5	11	298480c8	9	0	11
0000004a00880201	0000000000000000	7	7	2988028a	9	0	7
0000004a20880000	0000000000000000	6	2	288c8288	9	0	2
0000005000000000	0000000000000000	2	25	29241083	9	0	25
0000005000000400	0000000000000000	3	53	29201087	9	0	53
0000005001000000	0000000000000000	3	19	29041285	9	1	18
0000005001000400	0000000000000000	4	29	29009285	9	0	29
0000005001400000	0000000000000000	4	43	29049083	9	0	43
0000005001400400	0000000000000000	5	23	29081087	9	0	23
0000005040000000	0000000000000000	3	2	282c8281	9	0	2
0000005040000420	0000000000000000	5	2	28289181	9	0	2
0000005041000000	0000000000000000	4	3	280c9281	9	0	3
0000005041000420	0000000000000000	6	1	28889281	9	0	1
0000005050000000	0000000000000000	4	4	282c1083	9	0	4
0000005050000424	0000000000000000	7	7	28281283	9	0	7
0000005051000000	0000000000000000	5	5	280c1285	9	0	5
0000005c00000000	0000000000000000	4	5	29a410c0	9	0	5
0000005c00000600	0000000000000000	6	11	29a011c0	9	0	11
0000005c01900000	0000000000000000	7	2	29849280	9	0	2
0000005c01900601	0000000000000000	10	5	29881282	9	0	5
0000005c01d00000	0000000000000000	8	7	298490c0	9	0	7
0000005c70000000	0000000000000000	7	1	28ac10c0	9	0	1
0000005c70000634	0000000000000000	12	1	28a812c0	9	0	1
0000005e00080000	0000000000000000	6	7	29a480c0	9	0	7
0000005e00080600	0000000000000000	8	4	29a802c0	9	0	4
0000005e01980000	0000000000000000	9	6	298c0282	9	0	6
0000005e01980601	0000000000000000	12	4	29888282	9	0	4
0000005e01d80000	0000000000000000	10	11	298c0086	9	0	11
0000006000000000	0000000000000000	2	144	2888020f	9	1	143
0000006800000000	0000000000000000	3	6	29a41048	9	0	6
0000006800000200	0000000000000000	4	13	29a01148	9	0	13
0000006800800000	0000000000000000	4	8	298c100a	9	0	8
0000006800800201	0000000000000000	6	10	2988120a	9	0	10
0000006820000000	0000000000000000	4	7	28ac100a	9	0	7
0000006820000210	0000000000000000	6	4	28a81148	9	0	4
0000006820000212	0000000000000000	7	5	28a8120a	9	0	5
0000006820800000	0000000000000000	5	3	288c120c	9	0	3
0000006a00080000	0000000000000000	5	9	29a48048	9	0	9
0000006a00080200	0000000000000000	6	7	29a8004a	9	0	7
0000006a00880000	0000000000000000	6	24	298c000e	9	0	24
0000006a00880201	0000000000000000	8	6	2988020e	9	0	6
0000006a20080000	0000000000000000	6	3	28ac0248	9	0	3
0000006a20880000	0000000000000000	7	1	28cd0208	9	0	1
0000007000000000	0000000000000000	3	11	29a41041	9	0	11
0000007000000400	0000000000000000	4	16	29a01043	9	0	16
0000007001200000	0000000000000000	5	8	29849201	9	0	8
0000007001200400	0000000000000000	6	11	29880207	9	0	11
0000007001600000	0000000000000000	6	20	29849003	9	0	20
0000007001600400	0000000000000000	7	6	29881007	9	0	6
0000007050000000	0000000000000000	5	1	28ac1041	9	0	1
0000007050000424	0000000000000000	8	1	28a81241	9	0	1
0000007c00000000	0000000000000000	5	18	29a41042	9	0	18
0000007c00000600	0000000000000000	7	29	29a09140	9	0	29
0000007c01b00000	0000000000000000	9	5	298c1202	9	0	5
0000007c01b00601	0000000000000000	12	2	29c89200	9	0	2
0000007c01f00000	0000000000000000	10	8	298c9002	9	0	8
0000007c60000000	0000000000000000	7	1	28ac9040	9	0	1
0000007c60000630	0000000000000000	11	1	28a89240	9	0	1
0000007c70000000	0000000000000000	8	4	28ac1044	9	0	4
0000007c70000634	0000000000000000	13	4	28a81242	9	0	4
0000007e00080000	0000000000000000	7	12	29ac0042	9	0	12
0000007e00080600	0000000000000000	9	3	29e80042	9	0	3
0000007e01b80000	0000000000000000	11	9	298c0206	9	0	9
0000007e01b80601	0000000000000000	14	2	29c90202	9	0	2
0000007e01f80000	0000000000000000	12	7	298c8006	9	0	7
0000008000000000	0000000000000000	1	271	2908408c	8	11	260
0000008008000000	0000000000000000	2	170	2900528c	9	0	170
0000008100000000	0000000000000000	2	38	280c408e	9	0	38
0000008100000100	0000000000000000	3	20	28084a8c	9	0	20
0000008108000000	0000000000000000	3	8	2824508c	9	0	8
0000008108000100	0000000000000000	4	2	2820d0c8	9	0	2
0000008180000000	0000000000000000	3	15	280c4a84	9	0	15
0000008180000180	0000000000000000	5	9	282850a4	9	0	9
0000008188000000	0000000000000000	4	2	2824d0c0	9	0	2
0000008804000200	0000000000000000	4	1	29281888	9	0	1
0000008804800000	0000000000000000	4	1	290c1888	9	0	1
0000008804800201	0000000000000000	6	6	2908188a	9	0	6
000000880c000000	0000000000000000	4	1	29241888	9	0	1
000000880c000200	0000000000000000	5	4	292018c8	9	0	4
000000880c800000	0000000000000000	5	3	29041a88	9	0	3
000000880c800201	0000000000000000	7	1	29409888	9	0	1
0000008924000000	0000000000000000	5	1	282c1888	9	0	1
0000008924000312	0000000000000000	9	2	28281a88	9	0	2
0000008924800000	0000000000000000	6	1	280c1a88	9	0	1
0000008a04080000	0000000000000000	5	1	292c0888	9	0	1
0000008a04080200	0000000000000000	6	8	2928088a	9	0	8
0000008a04880000	0000000000000000	6	11	290c0888	8	1	10
0000008a04880201	0000000000000000	8	14	2908088e	9	0	14
0000008a0c080000	0000000000000000	6	1	29248888	9	0	1
0000008a0c880000	0000000000000000	7	1	29448888	9	0	1
0000008b24080000	0000000000000000	7	2	282c0a88	9	0	2
0000008b24880000	0000000000000000	8	3	280c8a88	9	0	3
0000008b24880353	0000000000000000	14	1	28490a88	9	0	1
0000009c06000000	0000000000000000	6	1	292c1880	9	0	1
0000009c06000600	0000000000000000	8	8	29281882	9	0	8
0000009c07900000	0000000000000000	9	1	290c1a80	9	0	1
0000009c07900601	0000000000000000	12	5	29081a82	9	0	5
0000009c07d00000	0000000000000000	10	6	290c1882	9	0	6
0000009c07d00601	0000000000000000	13	3	29081886	9	0	3
0000009c0e000000	0000000000000000	7	4	292418c0	9	0	4
0000009c0e000600	0000000000000000	9	2	296018c0	9	0	2
0000009c0fd00000	0000000000000000	11	1	29449880	9	0	1
0000009e06080000	0000000000000000	8	8	292c0882	9	0	8
0000009e06080600	0000000000000000	10	2	29288a80	9	0	2
0000009e07980000	0000000000000000	11	6	290c0a82	9	0	6
0000009e07980601	0000000000000000	14	3	29480a82	9	0	3
0000009e07d80000	0000000000000000	12	11	290c0886	9	0	11
0000009e07d80601	0000000000000000	15	2	29488882	9	0	2
0000009e0e080000	0000000000000000	9	1	29648880	9	0	1
0000009e0fd80000	0000000000000000	13	1	29458880	9	0	1
000000c804000000	0000000000000000	4	1	292c1088	9	0	1
000000c804000200	0000000000000000	5	10	2928108a	9	0	10
000000c804800000	0000000000000000	5	11	290c1088	8	1	10
000000c804800201	0000000000000000	7	12	2908108e	9	0	12
000000c80c000000	0000000000000000	5	10	2924108a	9	0	10
000000c80c000200	0000000000000000	6	4	292090c8	9	0	4
000000c80c800000	0000000000000000	6	2	29049288	9	0	2
000000c924000000	0000000000000000	6	8	282c108a	9	0	8
000000c924000310	0000000000000000	9	2	282812c8	9	0	2
000000c924000312	0000000000000000	10	3	2828128c	9	0	3
000000c924800000	0000000000000000	7	2	280c128c	9	0	2
000000ca04080000	0000000000000000	6	9	292c008a	9	0	9
000000ca04080200	0000000000000000	7	5	2928808a	9	0	5
000000ca04880000	0000000000000000	7	22	290c008e	9	0	22
000000ca04880201	0000000000000000	9	3	2908028e	9	0	3
000000dc06000000	0000000000000000	7	10	292c1082	9	0	10
000000dc06000600	0000000000000000	9	26	29281086	9	0	26
000000dc07900000	0000000000000000	10	6	290c1282	9	0	6
000000dc07900601	0000000000000000	13	4	29081286	9	0	4
000000dc07d00000	0000000000000000	11	6	290c1086	9	0	6
000000dc07d00601	0000000000000000	14	1	29481086	9	0	1
000000dc0e000000	0000000000000000	8	10	292410c4	9	0	10
000000dc0e000600	0000000000000000	10	3	296012c0	9	0	3
000000dde6000000	0000000000000000	11	2	282c90c0	9	0	2
000000ddf6000000	0000000000000000	12	2	282c12c0	9	0	2
000000de06080000	0000000000000000	9	11	292c0086	9	0	11
000000de07980000	0000000000000000	12	7	290c0286	9	0	7
000000de07d80000	0000000000000000	13	7	290c0096	9	0	7
000000de07d80601	0000000000000000	16	1	29480096	9	0	1
0000010000000000	0000000000000000	1	3651	0100503f	9	108	3543
0000012000000000	0000000000000000	2	146	28081a0b	9	4	142
0000013000000000	0000000000000000	3	11	29241841	9	0	11
0000013000000400	0000000000000000	4	10	29281803	9	0	10
0000013001200000	0000000000000000	5	7	290c0a03	9	0	7
0000013001200400	0000000000000000	6	6	29081a03	9	0	6
0000013001600000	0000000000000000	6	22	290c0807	9	0	22
0000013001600400	0000000000000000	7	11	29081807	9	0	11
0000016000000000	0000000000000000	3	393	2808003f	9	16	377
0000017000000000	0000000000000000	4	36	29241043	9	0	36
0000017000000400	0000000000000000	5	30	29281007	9	0	30
0000017001200000	0000000000000000	6	14	290c0207	9	0	14
0000017001200400	0000000000000000	7	7	29081207	9	0	7
0000017001600000	0000000000000000	7	17	290c0017	9	0	17
0000017001600400	0000000000000000	8	5	29081017	9	0	5
0000017040000000	0000000000000000	5	2	282c9041	9	0	2
0000017050000000	0000000000000000	6	2	282c1241	9	0	2
0000018000000000	0000000000000000	2	539	2908401e	9	20	519
0000018008000000	0000000000000000	3	184	29005a0c	9	3	181
0000018100000000	0000000000000000	3	71	280c401e	9	1	70
0000018100000100	0000000000000000	4	42	2808520e	9	0	42
0000018108000000	0000000000000000	4	21	2824504a	9	0	21
0000018108000100	0000000000000000	5	3	2860d048	9	0	3
0000018180000000	0000000000000000	4	24	282c5006	9	0	24
0000018180000180	0000000000000000	6	15	28285046	9	0	15
0000018188000000	0000000000000000	5	3	28645044	9	0	3
000001a804000000	0000000000000000	5	1	292c1808	9	0	1
000001a804000200	0000000000000000	6	10	2928180a	9	0	10
000001a804800000	0000000000000000	6	8	290c180a	9	0	8
000001a804800201	0000000000000000	8	12	2908180e	9	0	12
000001a80c000000	0000000000000000	6	9	2924180a	9	0	9
000001a80c000200	0000000000000000	7	2	29601848	9	0	2
000001a80c800000	0000000000000000	7	1	29449808	9	0	1
000001a924000000	0000000000000000	7	9	282c180a	9	0	9
000001a924000310	0000000000000000	10	2	28281a48	9	0	2
000001aa04080000	0000000000000000	7	9	292c080a	9	0	9
000001aa04080200	0000000000000000	8	6	2928080e	9	0	6
000001aa04880000	0000000000000000	8	24	290c080e	9	1	23
000001aa04880201	0000000000000000	10	5	2948880a	9	0	5
000001aa0c080000	0000000000000000	8	1	29648808	9	0	1
000001ab24080000	0000000000000000	9	1	286c8808	9	0	1
000001bc06000000	0000000000000000	8	9	292c1802	9	0	9
000001bc06000600	0000000000000000	10	23	29281806	9	0	23
000001bc07b00000	0000000000000000	12	4	290c1a02	9	0	4
000001bc07f00000	0000000000000000	13	6	290c1806	9	0	6
000001bc0e000000	0000000000000000	9	4	29241a40	9	0	4
000001bc0e000600	0000000000000000	11	1	29609840	9	0	1
000001bdf6000000	0000000000000000	13	2	282c1a40	9	0	2
000001be06080000	0000000000000000	10	5	292c8802	9	0	5
000001be07b80000	0000000000000000	14	2	294c8a00	9	0	2
000001be07f80000	0000000000000000	15	8	290c0816	9	0	8
000001e804000000	0000000000000000	6	11	292c1008	8	1	10
000001e804000200	0000000000000000	7	40	2928100e	9	0	40
000001e804800000	0000000000000000	7	26	290c100e	9	0	26
000001e804800201	0000000000000000	9	10	2908101e	9	0	10
000001e80c000000	0000000000000000	7	26	2924102c	9	0	26
000001e80c000200	0000000000000000	8	7	2960104c	9	0	7
000001e924000000	0000000000000000	8	26	282c100e	9	1	25
000001e924000310	0000000000000000	11	7	2828124c	9	0	7
000001e924000312	0000000000000000	12	3	2828122c	9	0	3
000001e924800000	0000000000000000	9	1	284d1208	9	0	1
000001ea04080000	0000000000000000	8	22	292c000e	9	0	22
000001ea04080200	0000000000000000	9	2	29688048	9	0	2
000001ea04880000	0000000000000000	9	22	290c001e	9	0	22
000001ea04880201	0000000000000000	11	1	2949020c	9	0	1
000001eb24080000	0000000000000000	10	1	286d0208	9	0	1
000001fc06000000	0000000000000000	9	38	292c1006	9	1	37
000001fc06000600	0000000000000000	11	48	29281016	9	0	48
000001fc07b00000	0000000000000000	13	5	290c1206	9	0	5
000001fc07b00601	0000000000000000	16	1	29491204	9	0	1
000001fc07f00000	0000000000000000	14	3	290c1016	9	0	3
000001fc0e000000	0000000000000000	10	13	29249140	9	0	13
000001fc0e000600	0000000000000000	12	1	29611240	9	0	1
000001fde6000000	0000000000000000	13	2	282c9240	9	0	2
000001fdf6000000	0000000000000000	14	5	282c1244	9	0	5
000001fdf60007b4	0000000000000000	21	1	28691240	9	0	1
000001fe06080000	0000000000000000	11	3	296c0042	9	0	3
000001fe07b80000	0000000000000000	15	2	294d0202	9	0	2
0000020000000000	0000000000000000	1	3328	2000229f	9	95	3233
0000021041000000	0000000000000000	4	1	28448a81	9	0	1
0000021041400000	0000000000000000	5	1	28c48881	9	0	1
0000021050000000	0000000000000000	4	1	28241a81	9	0	1
0000021051000000	0000000000000000	5	1	28450a81	9	0	1
0000022000000000	0000000000000000	2	1	28c48809	9	0	1
0000024000000000	0000000000000000	2	26	28049289	9	0	26
0000024820000000	0000000000000000	4	1	28a410c8	9	0	1
0000025040000000	0000000000000000	4	2	282490c1	9	0	2
0000025050000000	0000000000000000	5	2	282412c1	9	0	2
0000026000000000	0000000000000000	3	7	28849209	9	0	7
0000026820000000	0000000000000000	5	4	28a41148	9	0	4
0000027c60000000	0000000000000000	8	1	28e49040	9	0	1
000002c92c000000	0000000000000000	8	2	282490c8	9	0	2
0000032000000000	0000000000000000	3	2	28241849	9	0	2
0000036000000000	0000000000000000	4	18	28209249	9	0	18
000003e92c000000	0000000000000000	10	2	28649048	9	0	2
0000040000000000	0000000000000000	1	92	23a2008a	9	0	92
0000040000000000	0000000000000001	2	151	03a2808a	9	0	151
0000040000080000	0000000000000000	2	346	23a00988	9	8	338
0000080000000000	0000000000000000	1	6	23861088	9	0	6
0000080000000000	0000000000000001	2	21	03861288	9	0	21
0000080000000800	0000000000000000	2	18	23821288	9	0	18
0000080000000800	0000000000000001	3	37	0382908a	9	0	37
0000080000800000	0000000000000000	2	26	2384108a	9	0	26
0000080000800801	0000000000000000	4	50	2380900e	9	0	50
00000c0000000000	0000000000000000	2	20	2386008a	9	0	20
00000c0000000000	0000000000000001	3	34	03868088	8	1	33
00000c0000000800	0000000000000000	3	36	2382808a	9	0	36
00000c0000000800	0000000000000001	4	26	0382812c	9	0	26
00000c0000880000	0000000000000000	4	72	23848088	8	2	70
00000c0000880801	0000000000000000	6	81	2380812c	9	0	81
0000100000000000	0000000000000000	1	185	03020a87	9	6	179
0000100000200000	0000000000000000	2	283	03021217	9	10	273
0000100000400000	0000000000000000	2	320	03021097	9	10	310
0000100000600000	0000000000000000	3	446	03028125	8	14	432
0000100001000000	0000000000000000	2	445	03001297	9	26	419
0000100001200000	0000000000000000	3	559	03008325	8	27	532
0000100001400000	0000000000000000	3	792	03001897	9	50	742
0000100001600000	0000000000000000	4	950	03008127	8	72	878
0000180000100000	0000000000000000	3	1	23861280	9	0	1
0000180000100000	0000000000000001	4	3	03869280	9	0	3
0000180000100800	0000000000000000	4	2	23829280	9	0	2
0000180000100800	0000000000000001	5	3	038292c0	9	0	3
0000180000300000	0000000000000000	4	2	23869200	9	0	2
0000180000300000	0000000000000001	5	10	03869202	9	0	10
0000180000300800	0000000000000000	5	6	238a1202	9	0	6
0000180000300800	0000000000000001	6	11	03829206	9	0	11
0000180000500000	0000000000000000	4	3	23869080	9	0	3
0000180000500000	0000000000000001	5	10	03869082	9	0	10
0000180000500800	0000000000000000	5	8	23829082	9	0	8
0000180000500800	0000000000000001	6	8	038a9084	9	0	8
0000180000700000	0000000000000000	5	9	23869002	9	0	9
0000180000700000	0000000000000001	6	13	038e9002	9	0	13
0000180000700800	0000000000000000	6	10	238a1006	9	0	10
0000180000700800	0000000000000001	7	6	03829124	9	0	6
0000180001900000	0000000000000000	5	3	23849280	9	0	3
0000180001900801	0000000000000000	7	14	23801286	9	0	14
0000180001b00000	0000000000000000	6	16	23849202	9	0	16
0000180001b00801	0000000000000000	8	29	23809206	9	0	29
0000180001d00000	0000000000000000	6	25	23841086	9	1	24
0000180001d00801	0000000000000000	8	27	23809086	9	0	27
0000180001f00000	0000000000000000	7	43	23849006	9	2	41
0000180001f00801	0000000000000000	9	35	23809124	9	0	35
00001c0000100000	0000000000000000	4	2	23868280	9	0	2
00001c0000100000	0000000000000001	5	2	038e8280	9	0	2
00001c0000100800	0000000000000000	5	7	238a0282	9	0	7
00001c0000300000	0000000000000000	5	8	238e0202	9	0	8
00001c0000300000	0000000000000001	6	6	03c68202	9	0	6
00001c0000300800	0000000000000000	6	12	238a0206	9	0	12
00001c0000300800	0000000000000001	7	2	03828324	9	0	2
00001c0000500000	0000000000000000	5	11	23868082	9	0	11
00001c0000500000	0000000000000001	6	12	038e8082	9	0	12
00001c0000500800	0000000000000000	6	8	238a0086	9	0	8
00001c0000700000	0000000000000000	6	18	238e0006	9	0	18
00001c0000700000	0000000000000001	7	16	03868124	9	0	16
00001c0000700800	0000000000000000	7	9	238a0016	9	0	9
00001c0000700800	0000000000000001	8	2	038a8124	9	0	2
00001c0001980000	0000000000000000	7	13	23848282	9	0	13
00001c0001980801	0000000000000000	9	22	23880286	9	0	22
00001c0001b80000	0000000000000000	8	29	238c0206	9	1	28
00001c0001b80801	0000000000000000	10	32	23808324	9	0	32
00001c0001d80000	0000000000000000	8	48	23848086	9	2	46
00001c0001d80801	0000000000000000	10	31	238081a4	9	0	31
00001c0001f80000	0000000000000000	9	74	23848124	9	3	71
00001c0001f80801	0000000000000000	11	25	23808126	9	0	25
0000200000000000	0000000000000000	1	14	232a1008	8	1	13
0000200000000000	0000000000000003	3	82	032a100c	8	7	75
0000200002000000	0000000000000000	2	74	232a1004	8	3	71
0000200002000000	0000000000000003	4	223	032a1016	9	16	207
0000200004000000	0000000000000000	2	87	2328100a	8	10	77
0000200006000000	0000000000000000	3	287	23281006	8	34	253
0000240000000000	0000000000000000	2	57	232a000e	9	1	56
0000240000000000	0000000000000003	4	53	032a808a	9	0	53
0000240002000000	0000000000000000	3	79	232a0016	9	0	79
0000240002000000	0000000000000003	5	23	032a8124	9	0	23
0000240004080000	0000000000000000	4	147	2328001e	9	5	142
0000240006080000	0000000000000000	5	216	23280096	9	4	212
0000280000000000	0000000000000000	2	8	230e100a	9	0	8
0000280000000000	0000000000000003	4	13	030e108c	9	0	13
0000280000000800	0000000000000000	3	25	230a100e	9	0	25
0000280000000800	0000000000000003	5	14	030a120e	9	0	14
0000280004800000	0000000000000000	4	32	230c100e	9	0	32
0000280004800801	0000000000000000	6	50	2308101e	9	0	50
00002c0000000000	0000000000000000	3	29	230e000e	9	0	29
00002c0000000000	0000000000000003	5	12	030e808a	9	0	12
00002c0000000800	0000000000000000	4	40	230a001e	9	0	40
00002c0000000800	0000000000000003	6	2	030a812c	9	0	2
00002c0004880000	0000000000000000	6	58	230c001e	9	1	57
00002c0004880801	0000000000000000	8	40	2308009e	9	0	40
0000380002100000	0000000000000000	5	1	230e1280	9	0	1
0000380002100000	0000000000000003	7	3	030e1284	9	0	3
0000380002100800	0000000000000000	6	4	230a1282	9	0	4
0000380002300000	0000000000000000	6	4	230e1202	9	0	4
0000380002300000	0000000000000003	8	3	030e9204	9	0	3
0000380002300800	0000000000000000	7	8	230a1206	9	0	8
0000380002300800	0000000000000003	9	3	030a1216	9	0	3
0000380002500000	0000000000000000	6	4	230e1082	9	0	4
0000380002500000	0000000000000003	8	3	030e9084	9	0	3
0000380002500800	0000000000000000	7	7	230a1086	9	0	7
0000380002500800	0000000000000003	9	1	034a9084	9	0	1
0000380002700000	0000000000000000	7	7	230e1006	9	0	7
0000380002700000	0000000000000003	9	2	034e9004	9	0	2
0000380002700800	0000000000000000	8	5	230a1016	9	0	5
0000380007900000	0000000000000000	8	7	230c1282	9	0	7
0000380007900801	0000000000000000	10	14	23081286	9	0	14
0000380007b00000	0000000000000000	9	14	230c1206	9	0	14
0000380007b00801	0000000000000000	11	13	23081216	9	0	13
0000380007d00000	0000000000000000	9	22	230c1086	9	0	22
0000380007d00801	0000000000000000	11	18	23081096	9	0	18
0000380007f00000	0000000000000000	10	20	230c1016	9	0	20
0000380007f00801	0000000000000000	12	12	23081816	9	0	12
00003c0002100000	0000000000000000	6	5	230e0282	9	0	5
00003c0002100000	0000000000000003	8	1	034e8280	9	0	1
00003c0002100800	0000000000000000	7	6	230a0286	9	0	6
00003c0002300000	0000000000000000	7	6	230e0206	9	0	6
00003c0002300000	0000000000000003	9	1	034e8a00	9	0	1
00003c0002300800	0000000000000000	8	5	230a0216	9	0	5
00003c0002500000	0000000000000000	7	10	230e0086	9	0	10
00003c0002500000	0000000000000003	9	2	034e8084	9	0	2
00003c0002500800	0000000000000000	8	5	230a0096	9	0	5
00003c0002700000	0000000000000000	8	10	230e0016	9	0	10
00003c0002700800	0000000000000000	9	3	230a8016	9	0	3
00003c0002700800	0000000000000003	11	1	034a8124	9	0	1
00003c0007980000	0000000000000000	10	14	230c0286	9	0	14
00003c0007980801	0000000000000000	12	10	23080296	9	0	10
00003c0007b80000	0000000000000000	11	12	230c0216	9	0	12
00003c0007b80801	0000000000000000	13	9	23088216	9	0	9
00003c0007d80000	0000000000000000	11	25	230c0096	9	1	24
00003c0007d80801	0000000000000000	13	9	23088096	9	0	9
00003c0007f80000	0000000000000000	12	19	230c0816	9	0	19
00003c0007f80801	0000000000000000	14	4	23088126	9	0	4
0000400000000000	0000000000000000	1	227	2302500e	9	3	224
0000400000000000	0000000000000002	2	510	0302508e	9	24	486
0000400008000000	0000000000000000	2	685	2300501e	9	30	655
0000600000000000	0000000000000000	2	69	2322100e	9	2	67
0000600000000000	0000000000000003	4	244	0322101e	9	18	226
0000600002000000	0000000000000000	3	124	23221016	9	0	124
0000600002000000	0000000000000003	5	344	03221056	9	15	329
000060000c000000	0000000000000000	4	183	2320101e	9	4	179
000060000e000000	0000000000000000	5	332	23201056	9	9	323
0000640000000000	0000000000000000	3	16	2322808a	9	0	16
0000640000000000	0000000000000003	5	32	0322812c	9	0	32
0000640002000000	0000000000000000	4	3	23668080	9	0	3
0000640002000000	0000000000000003	6	17	032281a4	9	0	17
000064000c080000	0000000000000000	6	24	2320812c	9	0	24
000064000e080000	0000000000000000	7	25	232081a4	9	0	25
0000680000000000	0000000000000000	3	7	23061288	9	0	7
0000680000000000	0000000000000003	5	21	03061a88	9	0	21
0000680000000800	0000000000000000	4	10	2302908a	9	0	10
0000680000000800	0000000000000003	6	13	0302912c	9	0	13
000068000c800000	0000000000000000	6	14	2304908a	9	0	14
000068000c800801	0000000000000000	8	7	2300912c	9	0	7
00006c0000000000	0000000000000000	4	10	2306808a	9	0	10
00006c0000000000	0000000000000003	6	19	0306812c	9	1	18
00006c0000000800	0000000000000000	5	4	2342808a	9	0	4
00006c0000000800	0000000000000003	7	6	030281ac	9	0	6
00006c000c880000	0000000000000000	8	11	2304812c	9	0	11
00006c000c880801	0000000000000000	10	2	230081ac	9	0	2
0000780002100000	0000000000000000	6	1	23069280	9	0	1
0000780002100000	0000000000000003	8	1	03469280	9	0	1
0000780002100800	0000000000000000	7	1	23429280	9	0	1
0000780002300000	0000000000000000	7	1	23469200	9	0	1
0000780002300000	0000000000000003	9	3	03469204	9	0	3
0000780002300800	0000000000000003	10	2	03029324	9	0	2
0000780002500000	0000000000000000	7	1	23469080	9	0	1
0000780002500000	0000000000000003	9	3	03469084	9	0	3
0000780002700000	0000000000000000	8	1	23469800	9	0	1
0000780002700000	0000000000000003	10	1	03469804	9	0	1
0000780002700800	0000000000000003	11	1	03429124	9	0	1
000078000f900000	0000000000000000	10	1	23449280	9	0	1
000078000f900801	0000000000000000	12	1	23419280	9	0	1
000078000fb00000	0000000000000000	11	3	23449204	9	0	3
000078000fb00801	0000000000000000	13	1	23409320	9	0	1
000078000fd00000	0000000000000000	11	7	23441086	9	0	7
000078000fd00801	0000000000000000	13	3	230091a4	9	0	3
000078000ff00000	0000000000000000	12	2	23049124	9	0	2
000078000ff00801	0000000000000000	14	1	23409124	9	0	1
00007c0002100000	0000000000000000	7	1	23468280	9	0	1
00007c0002100000	0000000000000003	9	1	03468a80	9	0	1
00007c0002300000	0000000000000003	10	1	03468320	9	0	1
00007c0002300800	0000000000000003	11	1	03428324	9	0	1
00007c0002500000	0000000000000000	8	1	23468880	9	0	1
00007c0002500800	0000000000000003	11	1	034281a4	9	0	1
00007c0002700000	0000000000000003	11	1	03468124	9	0	1
00007c0002700800	0000000000000000	10	1	23428124	9	0	1
00007c0002700800	0000000000000003	12	2	03428924	9	0	2
00007c000f980000	0000000000000000	12	2	23448a80	9	0	2
00007c000fb80000	0000000000000000	13	1	23448320	9	0	1
00007c000fb80801	0000000000000000	15	2	23408324	9	0	2
00007c000fd80000	0000000000000000	13	5	230481a4	9	0	5
00007c000fd80801	0000000000000000	15	1	234081a4	9	0	1
00007c000ff80000	0000000000000000	14	1	23448124	9	0	1
00007c000ff80801	0000000000000000	16	3	23408126	9	0	3
0000800000000000	0000000000000000	1	1607	00161a85	9	61	1546
0000800000002000	0000000000000000	2	1430	001a1a85	9	57	1373
0000800000003000	0000000000000000	3	904	00331324	9	41	863
0000800010000000	0000000000000000	2	3087	00341097	9	192	2895
0000800010002004	0000000000000000	4	2133	00301297	9	124	2009
0000800010003004	0000000000000000	5	248	00381364	9	12	236
0000800010003006	0000000000000000	6	592	003813a4	9	46	546
000080001000300c	0000000000000000	6	159	02301076	9	1	158
000080001000300e	0000000000000000	7	273	00711324	9	6	267
0001000000000000	0000000000000000	1	9	22a6100c	9	0	9
0001000000000000	0000000000000001	2	35	02a6104c	9	0	35
0001000000004000	0000000000000000	2	20	22a2120c	9	0	20
0001000000004000	0000000000000001	3	66	02a2112c	9	0	66
0001000020000000	0000000000000000	2	28	22a4104c	9	0	28
0001000020004010	0000000000000000	4	7	22a8104a	9	0	7
