q,r,active,active_fnv,active_joint,active_nonjoint,exposed,exposed_fnv,minimum_hits,maximum_hits,failures,failure_fnv
24,587,3891,c6415fc28924bfdd,419,3472,20,be90e5177894f08c,8,69,0,cbf29ce484222325
25,587,3906,4094ed48d63f4a65,417,3489,35,ed08915b6c3c2a00,7,125,0,cbf29ce484222325
50,587,2608,47832de1221ca29d,271,2337,50662,5d2852ef70da169b,1,226,41,c76719ced1d5c52b
72,587,3911,f987b6087a3cc54e,418,3493,36,569003d4e71f58a1,5,103,0,cbf29ce484222325
96,587,3668,e7a6f8f27d9b60f4,392,3276,587,3d6624ea057b90c,5,194,0,cbf29ce484222325
100,587,3907,74983863ce56001a,411,3496,107,7cdbf1ccedffc9d1,5,238,0,cbf29ce484222325
105,587,3865,d444e49bd3936e54,395,3470,638,eae73d1422a53991,4,195,0,cbf29ce484222325
192,587,3895,e19c52e14d3109cb,415,3480,57,1b25053c3ee2e5a0,9,218,0,cbf29ce484222325
210,587,3826,66396ea656f41b90,379,3447,1610,889a5ca6bfd96efd,4,250,0,cbf29ce484222325
260,587,3917,affded2febb83ac3,418,3499,19,1816920ee65c15c2,9,131,0,cbf29ce484222325
