q96_lo,q96_hi,q100,q210,count8,count9,least8,least9,least8_tick96,least8_tick100,least8_tick210,least9_tick96,least9_tick100,least9_tick210
0000000000000000,0000000180007c80,0000000000000400,0000000000000000,0,3,-,10fa2002,-,-,-,8292739077630,14148251427618,3930905356182
0000000000000000,000000018000c000,0000000000000000,0000000000004000,0,1,-,10ea0488,-,-,-,473642362242,27687870135828,3337323696630
0000000000000000,000000018000c410,0000000000000000,0000000000004800,0,1,-,10e90608,-,-,-,551453835618,10676242301256,2743505271738
0000000000000000,0000000180085400,0000000000000000,0000000000000000,0,1,-,10ea2208,-,-,-,2980367002620,-1794268487340,1359710671032
0000000000000000,0000000180087000,0000000000000400,0000000000000000,0,1,-,10ea2280,-,-,-,2991826745460,6889981976010,5971182542640
0000000000000000,0000000180087c00,0000000000000000,0000000000000000,0,1,-,10ea2240,-,-,-,771020979498,-2187307459260,-145470280032
0000000000000000,0000000180087c00,0000000000000000,0000000000000100,0,1,-,10eb2200,-,-,-,2549215512396,-14089071540600,2377026544788
0000000000000000,0000000180087c00,0000000000000400,0000000000000100,0,1,-,10ea2202,-,-,-,5182312307634,7030217536650,2618727403824
0000000000000000,00000001800a5080,0000000000000400,0000000000000000,0,1,-,10ea2088,-,-,-,1425254690412,12698670452328,3711969463608
0000000000000000,00000001800a5480,0000000000000400,0000000000000000,0,1,-,10ea200a,-,-,-,2009343552678,9581556117168,207785953998
0000000000000000,00000001800a7080,0000000000000400,0000000000000000,0,1,-,10ea2082,-,-,-,1021320078786,19245289416318,4515412784400
0000000000000000,0000000180401480,0000000000000800,0000000000000000,0,1,-,10daa008,-,-,-,2389716898506,14059221900948,3244243682358
0000000000000000,0000000180403080,0000000000000800,0000000000000000,0,1,-,10daa080,-,-,-,1996713262026,20973672062028,7002013885146
0000000000000000,0000000180403c00,0000000000000800,0000000000000000,0,1,-,10daa200,-,-,-,3106260614394,5366820722760,4426972612650
0000000000000000,0000000180405080,0000000000001c00,0000000000000000,0,1,-,10da2088,-,-,-,6371937689670,15414213952998,5308700623632
0000000000000000,0000000180405400,0000000000001c00,0000000000000000,0,1,-,10da2208,-,-,-,7927050001878,921275013330,2956441831056
0000000000000000,0000000180405480,0000000000000000,0000000000000000,0,4,-,10da200c,-,-,-,1238104011942,-7995275025066,551922638148
0000000000000000,0000000180405480,0000000000001c00,0000000000000000,0,1,-,10da200a,-,-,-,4120228067508,5207603406768,386617871808
0000000000000000,0000000180407000,0000000000001c00,0000000000000000,0,1,-,10da2280,-,-,-,7088481405558,9979162670610,7142899533084
0000000000000000,0000000180407080,0000000000000000,0000000000000000,0,4,-,10da2084,-,-,-,399535415622,-2194737263586,4086910361016
0000000000000000,0000000180407080,0000000000001c00,0000000000000000,0,1,-,10da2082,-,-,-,3281659471188,12847585815288,4289494524084
0000000000000000,0000000180407c00,0000000000000000,0000000000000000,0,6,-,10da2202,-,-,-,5971095982404,-648987273900,2136508901604
0000000000000000,0000000180485000,0000000000001c00,0000000000000000,0,1,-,10ca2288,-,-,-,3055630548978,6813854607420,4545052465086
0000000000000000,0000000180485400,0000000000000000,0000000000000000,0,2,-,10ca220a,-,-,-,1136263116996,-5819250359160,-862329170808
0000000000000000,0000000180487000,0000000000000000,0000000000000000,0,1,-,10cb2280,-,-,-,3831614608374,-2463109571790,5614102719540
0000000000000000,0000000180487000,0000000000001c00,0000000000000000,0,1,-,10ca2282,-,-,-,2157357201552,9727238647350,4621848801066
0000000000000000,0000000180487c00,0000000000000000,0000000000000100,0,1,-,10cb2202,-,-,-,1912247176392,-15096214538370,206721083646
0000000000000000,0000000181001480,0000000000000000,0000000000000000,0,1,-,10baa008,-,-,-,4115280493296,18766496706678,5895882420624
0000000000000000,0000000181005080,0000000000000404,0000000000000000,0,1,-,10ba2088,-,-,-,6766174389744,15576383328408,7051318275834
0000000000000000,0000000181005400,0000000000000404,0000000000000000,0,1,-,10ba2208,-,-,-,7818574841028,2713861234980,4669795591146
0000000000000000,0000000181005480,0000000000000000,0000000000000000,0,3,-,10ba200c,-,-,-,2876056126776,-4263955950996,3008370230082
0000000000000000,0000000181005480,0000000000000404,0000000000000000,0,3,-,10ba200a,-,-,-,8287068192354,15911741535858,4481146662678
0000000000000000,0000000181085020,0000000000000404,0000000000000000,0,1,-,10aa2288,-,-,-,47224980936,861960809430,4364256944880
0000000000000000,0000000181085420,0000000000000404,0000000000000000,0,1,-,10aa220a,-,-,-,2372533474626,3560174082360,1766914736454
0000000000000000,0000000181803080,0000000000000000,0000000000000000,0,1,-,10baa080,-,-,-,1271425892436,18443359265058,8206135102872
0000000000000000,0000000181803c00,0000000000000000,0000000000000000,0,1,-,10baa200,-,-,-,1878261383880,4466924772030,5601829938264
0000000000000000,0000000181803c80,0000000000000000,0000000000000000,0,1,-,10baa002,-,-,-,2346754735206,17664805072908,5413181009796
0000000000000000,0000000181807000,0000000000000404,0000000000000000,0,1,-,10ba2280,-,-,-,5528638497060,3423701097810,7686385342650
0000000000000000,0000000181807080,0000000000000404,0000000000000000,0,2,-,10ba2082,-,-,-,4997648631654,18711524426238,7415983411326
0000000000000000,0000000181807c00,0000000000000000,0000000000000000,0,4,-,10ba2204,-,-,-,639037017360,-18563527885644,2714317747722
0000000000000000,0000000181807c00,0000000000000404,0000000000000000,0,1,-,10ba2202,-,-,-,8655928999578,8126869392810,5490034138638
0000000000000000,0000000181807c80,0000000000000000,0000000000000000,0,1,-,10ba2012,-,-,-,766146357018,-2446378975782,1252985851530
0000000000000000,0000000181807c80,0000000000000404,0000000000000000,0,3,-,10ba2006,-,-,-,2223575262090,844682039334,2930618599524
0000000000000000,0000000181887020,0000000000000404,0000000000000000,0,1,-,10aa2282,-,-,-,1389020885658,11772906064290,6284082911778
0000000000000000,0000000182000000,0000000000000000,0000000000000000,0,3,-,109a8488,-,-,-,1917442454634,29477345831388,5500992998844
0000000000000000,0000000182000018,0000000000000000,0000000000000000,0,7,-,109884c8,-,-,-,2988086117814,33295246781706,6487238251746
0000000000000000,0000000182000400,0000000000000000,0000000000000000,0,4,-,109a8448,-,-,-,1802014186770,25852105763568,3562538601636
0000000000000000,0000000182000418,0000000000000000,0000000000000000,0,9,-,10988548,-,-,-,1600598065878,26489857253706,3912753962502
0000000000000000,0000000182000c00,0000000000000000,0000000000000000,0,3,-,109a8640,-,-,-,276326293950,12386003396760,3162829356792
0000000000000000,0000000182000c18,0000000000000000,0000000000000000,0,6,-,10988550,-,-,-,1429873293114,3642148024452,3845067222654
0000000000000000,0000000182004000,0000000000000000,0000000000004000,0,6,-,10ba0482,-,-,-,3211414261650,15394108447998,4512691050084
0000000000000000,0000000182004000,0000000000001000,0000000000004000,0,3,-,109a048a,-,-,-,721577047968,15149230545078,1791585217800
0000000000000000,0000000182004018,0000000000000000,0000000000004800,0,10,-,10b8048a,-,-,-,4174288327440,30703326146136,6102274369590
0000000000000000,0000000182004400,0000000000000000,0000000000004000,1,8,10ba0408,10ba040a,2290879493406,13155630344388,2161399893156,8438952046392,31845434488308,5055575998158
0000000000000000,0000000182004400,0000000000001000,0000000000000000,0,1,-,109a0708,-,-,-,174097042182,2702284126290,-307888373646
0000000000000000,0000000182004400,0000000000001000,0000000000004000,0,1,-,109b0608,-,-,-,815786075790,508327412670,258215429430
0000000000000000,0000000182004418,0000000000000000,0000000000004800,1,17,10b80508,10b8040e,2417600980494,15418482887556,2675684058012,2380463284752,16296552684090,2324182372218
0000000000000000,0000000182004418,0000000000001000,0000000000004800,0,1,-,1098052c,-,-,-,3236159930598,8312316621210,1431031059234
0000000000000000,0000000182004c00,0000000000000000,0000000000004000,0,5,-,10ba0502,-,-,-,1423937676042,3351914854218,890845947684
0000000000000000,0000000182004c18,0000000000000000,0000000000004800,0,4,-,10b80524,-,-,-,2031363307008,-1531714326030,1973403714870
0000000000000000,000000018200c000,0000000000000000,0000000000004000,0,1,-,10aa0688,-,-,-,515878012062,18115371901620,3397674848400
0000000000000000,0000000183001580,0000000000000000,0000000000000000,0,1,-,10ba8108,-,-,-,2482817732388,19283339413548,6816203088534
0000000000000000,0000000183005180,0000000000000405,0000000000004000,0,1,-,10ba0188,-,-,-,351155546532,687006167148,4310342822898
0000000000000000,0000000183005500,0000000000000000,0000000000004000,0,1,-,10ba0308,-,-,-,1766567611872,-1693642665330,3380344024932
0000000000000000,0000000183005500,0000000000000405,0000000000004000,0,1,-,10ba020a,-,-,-,1446471698994,825740313930,3040435897002
0000000000000000,0000000183005580,0000000000000405,0000000000004000,0,1,-,10ba010a,-,-,-,2553828359418,6176641562658,3351078794574
0000000000000000,0000000185401080,0000000000000880,0000000000000000,0,1,-,109aa088,-,-,-,722243625894,18271805775678,6452246389932
0000000000000000,0000000185401400,0000000000000880,0000000000000000,0,1,-,109aa208,-,-,-,1133638123590,3806768798280,3750220728450
0000000000000000,0000000185405000,0000000000001ca4,0000000000000000,0,1,-,109a2288,-,-,-,4067584493742,3577504310100,5497826361678
0000000000000000,0000000185405080,0000000000001ca4,0000000000000000,0,2,-,109a208a,-,-,-,898297351812,7373488320828,3428798175180
0000000000000000,0000000185405400,0000000000000000,0000000000000000,0,5,-,109a220a,-,-,-,3085022002104,-4492667922120,1246548660588
0000000000000000,0000000185c07000,0000000000001ee4,0000000000000000,0,1,-,109a2282,-,-,-,1251481073976,1696313169180,4859225049420
0000000000000000,0000000188000000,0000000000000000,0000000000000000,0,19,-,0088a5d0,-,-,-,423181954818,465254137782,3559727446506
0000000000000000,0000000188000400,0000000000000000,0000000000000000,0,5,-,0088a64a,-,-,-,819082500894,14271481198296,435250748898
0000000000000000,0000000188000c00,0000000000000000,0000000000000000,0,5,-,0089a642,-,-,-,172350783990,1058986065186,331620744420
0000000000000000,0000000188004000,0000000000000000,0000000000000000,0,2,-,1088268c,-,-,-,350627467302,-127194073650,2211797288610
0000000000000000,0000000188004000,0000000000001000,0000000000000000,0,12,-,008a268a,-,-,-,2849116410378,24346053608310,3849652376640
0000000000000000,0000000188004000,0000000000001200,0000000000000000,0,4,-,10892682,-,-,-,1390998743820,1769481936306,2891004455808
0000000000000000,0000000188004400,0000000000000000,0000000000000000,0,1,-,1089260a,-,-,-,881245966104,-2480246876394,-1286373713940
0000000000000000,0000000188004400,0000000000001000,0000000000000000,0,2,-,108a260a,-,-,-,1339524612468,5129780719140,-1641586808358
0000000000000000,0000000200000000,0000000000000000,0000000000000000,9,421,0018e4c0,0002e6c8,3030793729362,23794492058946,4825561152132,565636729644,18118617942600,3728115287190
0000000000000000,0000000200008000,0000000000000000,0000000000000000,0,1,-,102ac488,-,-,-,345363892398,28528830938538,3295126866906
0000000000000000,0000000210000000,0000000000000000,0000000000000000,64,969,0018e442,0008e44e,1808876395242,13299712749036,-326933331984,1265129349498,10587143926800,-1795881669750
0000000000000000,0000000210000000,0000000000000000,0000000000002000,2,154,0028e448,0008e64c,620071955622,20725043668686,671955256098,2924234232822,6617123901990,124920716382
0000000000000000,0000000210008000,0000000000000000,0000000000002000,0,1,-,106ac408,-,-,-,681078197142,27499592566278,1086270291288
0000000000000000,0000000210200000,0000000000000000,0000000000000000,2,56,0041e640,0040e552,255658484718,-9907663434984,-1496341958580,2644001691282,-4837139073648,-1741757654448
0000000000000000,0000000210200000,0000000000000000,0000000000002000,0,41,-,0040e558,-,-,-,3527059741884,6552555834762,983251391220
0000000000000000,0000000220000000,0000000000000000,0000000000000000,1,177,1038e080,0012ea88,134978011056,10047755965086,5052211670016,747425247030,4280619711690,5435844204294
0000000000000000,0000000220020000,0000000000000000,0000000000000000,0,18,-,004ae08c,-,-,-,77251652730,12011957291754,3879031823226
0000000000000000,0000000230000000,0000000000000000,0000000000000000,30,538,0038e00a,0018c32c,472793200488,9562859618256,1302846686820,170241901578,7721299363050,3103280557398
0000000000000000,0000000230000000,0000000000000000,0000000000002000,0,12,-,0048e324,-,-,-,2980926642330,-1789389801990,635428707606
0000000000000000,0000000230000000,0000000000000000,0000000000002200,0,34,-,0049e320,-,-,-,2808104198382,-6290761620024,746236479240
0000000000000000,0000000230000200,0000000000000000,0000000000000000,0,13,-,0038c324,-,-,-,1103334438780,10397692356660,5197185764568
0000000000000000,0000000230020000,0000000000000000,0000000000000000,0,23,-,0068e00e,-,-,-,1927485303660,6757554043800,-124321120686
0000000000000000,0000000230020000,0000000000000000,0000000000002000,0,11,-,0068e016,-,-,-,4016363387904,13223464669170,1567988398872
0000000000000000,0000000230020000,0000000000000000,0000000000002200,0,6,-,006ae808,-,-,-,1893444234948,4780812107358,1012053862512
0000000000000000,0000000230200000,0000000000000000,0000000000000000,0,20,-,0043ea08,-,-,-,336317307102,-17624333965140,-298052173314
0000000000000000,0000000230200000,0000000000000000,0000000000002000,0,1,-,0041e324,-,-,-,2842042241430,-5528017730844,494510175432
0000000000000000,0000000230200000,0000000000000000,0000000000002200,0,9,-,0061e320,-,-,-,302614517142,-8766037130004,408800716506
0000000000000000,0000000230220000,0000000000000000,0000000000000000,0,2,-,1062e00a,-,-,-,106668786798,4953296451348,-3178067802588
0000000000000000,0000000240000000,0000000000000000,0000000000000000,74,1016,00126688,000a648e,287764005816,5492066496210,2025650975292,1730566776078,20390324036544,1544906426364
0000000000000000,0000000240000000,0000000000000000,0000000000008000,3,39,003a4488,001b4c88,522683140770,16000876875438,3482029902204,146074526010,-1433783262492,1725494519322
0000000000000000,0000000240000000,0000000000000000,0000000000008010,0,13,-,00724c88,-,-,-,54314200962,7325441154108,3872407651056
0000000000000000,0000000240000000,0000000000000000,0000000000009000,1,60,10384488,0038448e,3061489549482,17975970173826,3519319566420,542885397642,19948263689340,3220818971202
0000000000000000,0000000240000000,0000000000000000,0000000000009010,0,5,-,007045d0,-,-,-,341389540674,4699682045352,2149717058496
0000000000000000,0000000240008000,0000000000000000,0000000000008000,0,5,-,102a448a,-,-,-,286108649694,27743163410718,1589894963496
0000000000000000,0000000250000000,0000000000000000,0000000000000000,288,2053,0018640e,000a660e,2582093800818,4969745046000,-2700927394074,66362845374,1880912133576,-2722246084152
0000000000000000,0000000250000000,0000000000000000,0000000000002000,0,85,-,0028660e,-,-,-,4988241960786,15919511466600,449240650362
0000000000000000,0000000250000000,0000000000000000,0000000000008000,7,90,003a440a,003a440e,1126605310866,13520525988438,512473249890,6000615487314,22866614293824,3289603163742
0000000000000000,0000000250000000,0000000000000000,0000000000008010,1,36,10724408,0032452c,414897434406,10471765965318,424753163730,1013897681118,11389560966378,2598724876104
0000000000000000,0000000250000000,0000000000000000,0000000000009000,9,138,00784448,0038441e,1528509469536,23515873579926,1349389020798,2940608787858,17349784469640,1305422498394
0000000000000000,0000000250000000,0000000000000000,0000000000009010,0,22,-,0070452c,-,-,-,370436637438,15250683532266,2206192424310
0000000000000000,0000000250000000,0000000000000000,000000000000a000,0,4,-,006a4648,-,-,-,533527843464,26675160244740,684917569602
0000000000000000,0000000250000000,0000000000000000,000000000000b000,0,4,-,00694648,-,-,-,1117639051200,17535609604296,1795423790790
0000000000000000,0000000250008000,0000000000000000,0000000000000000,0,6,-,102a460a,-,-,-,147251949894,14977008953550,-1417204959408
0000000000000000,0000000250008000,0000000000000000,000000000000a000,0,5,-,102b4608,-,-,-,147303209466,8816501068200,172467927576
0000000000000000,0000000250008000,0000000000000000,000000000000b000,0,1,-,10694608,-,-,-,4108388873274,14961563247456,2317525479486
0000000000000000,0000000250200000,0000000000000000,0000000000000000,5,90,10416608,00416616,1965903513588,-11340820028664,-2386032343884,831960350298,-12811429631574,-3320279069814
0000000000000000,0000000250200000,0000000000000000,0000000000002000,0,20,-,0061660a,-,-,-,4081429732338,6974547767586,688584913254
0000000000000000,0000000260000000,0000000000000000,0000000000000000,50,777,0038608a,00136a88,262481555196,8536215713256,2890976436684,3412099132974,-8167401541530,3344263724340
0000000000000000,0000000260000000,0000000000000000,0000000000008000,0,15,-,003a488c,-,-,-,217031763564,-9932005783476,4890952838646
0000000000000000,0000000260000000,0000000000000000,0000000000008010,0,4,-,10134a88,-,-,-,587257474986,-14980921786530,1294984163970
0000000000000000,0000000260000000,0000000000000000,0000000000009000,0,14,-,003841ac,-,-,-,653796440136,2082686024790,4410942060420
0000000000000000,0000000260000000,0000000000000000,0000000000009010,0,1,-,10514a88,-,-,-,1064930877738,-11827479908034,456764507514
0000000000000000,0000000260000200,0000000000000000,0000000000008000,0,1,-,107a4280,-,-,-,1174026544740,-4725937511190,3397583837466
0000000000000000,0000000260000200,0000000000000000,0000000000009000,0,2,-,10784282,-,-,-,357680671488,2423153761056,2611146328812
0000000000000000,0000000260020000,0000000000000000,0000000000000000,1,96,104a6088,002a608e,274087335438,4072432401828,-35938169694,2406049328592,20324289710214,4837956121404
0000000000000000,0000000270000000,0000000000000000,0000000000000000,190,1472,0038600e,0018612e,3260082168252,-907630218180,34722074394,2036996021970,-3462372438210,-1453431338352
0000000000000000,0000000270000000,0000000000000000,0000000000002000,0,33,-,00296216,-,-,-,692095086648,-6875076297600,497046110778
0000000000000000,0000000270000000,0000000000000000,0000000000002200,1,35,10696200,004b6a08,4539401175960,-14118993204624,467556866658,4149588083886,-16741304048700,21393914724
0000000000000000,0000000270000000,0000000000000000,0000000000008000,5,69,103a400a,003a401e,1129972966668,-2304918596232,69184756242,1704123446256,5724933961824,2656533195666
0000000000000000,0000000270000000,0000000000000000,0000000000008010,0,9,-,0032492c,-,-,-,42786943038,-10966295999862,1780036068762
0000000000000000,0000000270000000,0000000000000000,0000000000009000,3,67,1078400c,0038412e,826881504876,-9935130140460,21795378192,3568040609868,7458971696190,2443473741492
0000000000000000,0000000270000000,0000000000000000,0000000000009010,0,8,-,0070432c,-,-,-,442916787726,324331447986,906220664496
0000000000000000,0000000270000200,0000000000000000,0000000000000000,0,9,-,10584324,-,-,-,157548351618,-13730530676310,-608059898334
0000000000000000,0000000270000200,0000000000000000,0000000000008000,0,13,-,007a4016,-,-,-,413026528068,2497191666354,1802803858758
0000000000000000,0000000270000200,0000000000000000,0000000000009000,0,20,-,00784324,-,-,-,2537400638304,195660291330,2811222822366
0000000000000000,0000000270020000,0000000000000000,0000000000000000,5,97,00686016,002a680e,629489258244,-3167688406680,-1710242216298,275162788908,-5863728347946,-431559428832
0000000000000000,0000000270020000,0000000000000000,0000000000002000,0,15,-,002a601e,-,-,-,985246395588,8041483084194,370107293976
0000000000000000,0000000270020000,0000000000000000,0000000000002200,0,3,-,106a600a,-,-,-,8735531186844,20850032316078,144119475108
0000000000000000,0000000270200000,0000000000000000,0000000000000000,4,60,10436208,0061620e,2573407512774,-19447246667520,-2276416116072,753707043054,-13456472671404,-1814826845412
0000000000000000,0000000270200000,0000000000000000,0000000000002000,0,2,-,00616216,-,-,-,4381498251774,-2913348653964,531595533546
0000000000000000,0000000270200000,0000000000000000,0000000000002200,0,4,-,10436a08,-,-,-,7131188311254,-15527975402520,268984729188
0000000000000000,0000000270220000,0000000000000000,0000000000000000,0,3,-,1062600e,-,-,-,445030733070,1520708568498,-4035695703228
0000000000000000,0000000280000000,0000000000000000,0000000000000000,0,23,-,0018acc8,-,-,-,3937614521148,29763455755446,5792955570738
0000000000000000,0000000280000010,0000000000000000,0000000000000000,0,1,-,00788cc0,-,-,-,1038792827772,26623002394926,4675834584918
0000000000000000,0000000282000018,0000000000000000,0000000000000000,0,2,-,10188cc8,-,-,-,1073108227716,19924308473706,4187006971308
0000000000000000,0000000288000000,0000000000000000,0000000000000000,0,1,-,000aacc8,-,-,-,1753754380560,18017465712498,3424603056588
0000000000000000,0000000290000400,0000000000000000,0000000000000000,0,24,-,0018ae48,-,-,-,2181323285316,14158791997686,1764051609852
0000000000000000,0000000290000400,0000000000000000,0000000000002000,0,5,-,002aac48,-,-,-,1832529347712,21226304599038,1823646226374
0000000000000000,0000000290000410,0000000000000000,0000000000000000,0,3,-,00788c48,-,-,-,6212884625766,46690861608846,6785592334794
0000000000000000,0000000290000410,0000000000000000,0000000000002000,0,1,-,10688c48,-,-,-,160179641370,28114495180506,1764496410768
0000000000000000,0000000290000c00,0000000000000000,0000000000000000,0,39,-,0018ad50,-,-,-,246114867096,-4454858902158,814123047276
0000000000000000,0000000290000c00,0000000000000000,0000000000002000,0,2,-,0068ae40,-,-,-,2621088337140,14571914265216,795707540082
0000000000000000,0000000290000c10,0000000000000000,0000000000000000,0,4,-,00588d50,-,-,-,2916882134712,7896351061872,2965251069270
0000000000000000,0000000292000400,0000000000000000,0000000000000000,0,2,-,101a8c48,-,-,-,885607497936,8759018384928,1761592921830
0000000000000000,0000000292000418,0000000000000000,0000000000000000,0,1,-,10388c48,-,-,-,4840242394680,32293799703396,5824619362170
0000000000000000,00000002a04a1080,0000000000000800,0000000000000000,0,1,-,104aa888,-,-,-,7693327908,3634717037868,3088367611182
0000000000000000,00000002a5401080,0000000000000880,0000000000000000,0,1,-,101aa888,-,-,-,1075786494300,4263734361978,5286275488746
0000000000000000,00000002b0001580,0000000000000000,0000000000000000,0,1,-,107a8808,-,-,-,1809277844598,2797419037518,4347088291728
0000000000000000,00000002b0003c80,0000000000000000,0000000000000000,0,1,-,107aa800,-,-,-,303280060986,3907503031068,2426417323218
0000000000000000,00000002b0401480,0000000000000800,0000000000000000,0,1,-,105aa808,-,-,-,3372041927520,2527301290878,2481500676816
0000000000000000,00000002b1001480,0000000000000000,0000000000000000,0,1,-,103aa808,-,-,-,3701334004074,2929559827068,4346166840624
0000000000000000,00000002c0004000,0000000000000000,0000000000000000,0,48,-,001b2e80,-,-,-,277766973036,-1666060163460,1591775143812
0000000000000000,00000002c0004000,0000000000000000,000000000000c000,0,1,-,007a0c88,-,-,-,3177017458020,15473275504848,4649799819168
0000000000000000,00000002c0004000,0000000000001000,0000000000000000,1,32,001a2c88,00192e88,1492117418232,3802828721958,1730256625440,2396425475808,3876809062896,2131158183336
0000000000000000,00000002c0004000,0000000000001000,000000000000c000,0,1,-,105a0c88,-,-,-,1225111813884,1862341170228,824032930644
0000000000000000,00000002c0004000,0000000000001200,0000000000000000,0,2,-,101a2c82,-,-,-,157229486820,3701788364358,489302138430
0000000000000000,00000002c0004010,0000000000000000,000000000000d800,0,1,-,10780c88,-,-,-,1178557247196,13621845229776,3114116773740
0000000000000000,00000002c2004000,0000000000000000,000000000000c000,0,3,-,101a0e88,-,-,-,426725375580,-5404754610990,919753644096
0000000000000000,00000002c2004018,0000000000000000,000000000000d800,0,1,-,10390c88,-,-,-,53445206052,2752785304416,2985816009330
0000000000000000,00000002c8004000,0000000000001000,0000000000000000,0,1,-,100a2e88,-,-,-,3279125021760,3730681355940,2308797439326
0000000000000000,00000002d0004400,0000000000000000,0000000000000000,4,66,003a2c08,001a2c0e,5384615699988,9416313786348,2179679897178,764060603040,-4352153384376,-958855721166
0000000000000000,00000002d0004400,0000000000000000,0000000000002000,0,6,-,00692e08,-,-,-,196147944720,-2248418447604,284777543358
0000000000000000,00000002d0004400,0000000000000000,000000000000c000,0,8,-,007a0c0a,-,-,-,1250093942748,9018669312828,1731475439946
0000000000000000,00000002d0004400,0000000000001000,0000000000000000,1,16,005a2c08,005a2c0a,2916025441812,2574147214548,-972967873752,6834614948280,13980135046878,748557756072
0000000000000000,00000002d0004410,0000000000000000,000000000000d800,0,4,-,10780c48,-,-,-,2590781163642,18946061708616,1395003621564
0000000000000000,00000002d0004c00,0000000000000000,0000000000000000,1,68,007a2c00,003a2c06,702487861614,-3771911456082,-1620751072878,1301915626074,-948211133436,306781398882
0000000000000000,00000002d2004400,0000000000000000,000000000000c000,1,8,103a0c08,103a0c0a,693273486780,-2823805712952,583184477610,3999833259660,8492199318288,2162342005740
0000000000000000,00000002e0005180,0000000000000000,000000000000c000,0,1,-,107a0888,-,-,-,36578374434,-12174715732032,2584039307094
0000000000000000,00000002e0007080,0000000000000400,0000000000000000,0,1,-,107a2880,-,-,-,3017562131682,5247153972648,4487806042398
0000000000000000,00000002e00a5080,0000000000000400,0000000000000000,0,1,-,106a2888,-,-,-,1404453708126,2043323157708,3099830190912
0000000000000000,00000002e0405080,0000000000001c00,0000000000000000,0,1,-,105a2888,-,-,-,6535613639016,5006646408078,4788799816752
0000000000000000,00000002e0407000,0000000000001c00,0000000000000000,0,1,-,105a2a80,-,-,-,3282289691688,617375881710,4726901709936
0000000000000000,00000002e0485000,0000000000000000,0000000000000000,0,1,-,104a2a88,-,-,-,3190635673596,-3007793343240,4099653061182
0000000000000000,00000002e0487000,0000000000000000,0000000000000000,0,1,-,104b2a80,-,-,-,144220361292,-11527902693720,3257503629786
0000000000000000,00000002e1005080,0000000000000404,0000000000000000,0,1,-,103a2888,-,-,-,7131133391886,4413501864828,6454385364672
0000000000000000,00000002e1085020,0000000000000000,0000000000000000,0,1,-,102a2a88,-,-,-,472349973690,-9937093098240,3797407029024
0000000000000000,00000002e1807000,0000000000000000,0000000000000000,0,1,-,103a2a80,-,-,-,1866327586074,-7281089311230,5075817474924
0000000000000000,00000002e5405000,0000000000000000,0000000000000000,0,1,-,101a2a88,-,-,-,4588349602788,-7195861886220,4978796503968
0000000000000000,00000002e5405080,0000000000000000,0000000000000000,0,1,-,101b2888,-,-,-,1367634097872,-13308772487472,2535073971444
0000000000000000,00000002f0005480,0000000000000400,0000000000000000,0,1,-,107a2808,-,-,-,9238152432978,2021078487708,3554992356678
0000000000000000,00000002f0005500,0000000000000000,000000000000c000,0,1,-,107a0a08,-,-,-,482444765586,-16889370821820,1169267672034
0000000000000000,00000002f0005580,0000000000000000,000000000000c000,0,1,-,107b0808,-,-,-,328515478074,-18868756662252,1500737574798
0000000000000000,00000002f0007c00,0000000000000000,0000000000000000,0,1,-,107a2a00,-,-,-,3761261525574,-11718501339510,1641003975324
0000000000000000,00000002f0007c80,0000000000000000,0000000000000000,0,1,-,107a2802,-,-,-,1388058739074,-4118142238812,-26401973976
0000000000000000,00000002f0085400,0000000000000000,0000000000002200,0,1,-,106a2a08,-,-,-,1981915934922,-15248067144030,169909540290
0000000000000000,00000002f0405400,0000000000000000,0000000000000000,0,1,-,105a2a08,-,-,-,7113075865812,-12284743893660,1858879166130
0000000000000000,00000002f0405480,0000000000000000,0000000000000000,0,4,-,105a280a,-,-,-,1915320745800,-11745765626742,-1220802949926
0000000000000000,00000002f0407c00,0000000000000000,0000000000000000,0,1,-,105b2a00,-,-,-,1639119413484,-25334889074460,-197040835278
0000000000000000,00000002f0485400,0000000000000000,0000000000000000,0,1,-,104b2a08,-,-,-,1664809278048,-28576840664610,-765617542704
0000000000000000,00000002f1005400,0000000000000000,0000000000000000,0,1,-,103a2a08,-,-,-,7205883757758,-10803287513970,3584037637278
0000000000000000,00000002f1005480,0000000000000000,0000000000000000,0,6,-,103a280a,-,-,-,5629957009362,-2986474624812,2478916472130
0000000000000000,00000002f5405400,0000000000000000,0000000000000000,0,1,-,101b2a08,-,-,-,327046054104,-29803682029590,-632354969106
0000000000000000,0000000380000000,0000000000000000,0000000000000000,2,137,0038a4c0,0018a4cc,89852236362,18460958356386,4913057519370,88290405756,17392366026630,3870383791050
0000000000000000,0000000380000010,0000000000000000,0000000000000000,0,5,-,005885d0,-,-,-,2127741625800,8026905163032,4204768273146
0000000000000000,0000000382000000,0000000000000000,0000000000000000,0,4,-,101a84c8,-,-,-,1599532251660,23083643551878,3752642757024
0000000000000000,0000000382000018,0000000000000000,0000000000000000,0,3,-,103884c8,-,-,-,5502170789892,40269856900266,7789671018108
0000000000000000,0000000388000000,0000000000000000,0000000000000000,0,5,-,000aa6c8,-,-,-,1125438115788,21332126777850,3536205492708
0000000000000000,0000000390000400,0000000000000000,0000000000000000,5,107,0038a448,0018a52c,2058742019880,27552667462866,3403966933458,1394044684452,13870252662840,928456599042
0000000000000000,0000000390000400,0000000000000000,0000000000002000,0,23,-,002aa44a,-,-,-,574910040852,27266239334628,874061409690
