H-SPECTRUM: n=11, m=55, SAMPLED (1000000 iterations)
Done in 456s. count=1000000

n=11: 39951 distinct H values, range [5, 93025]
Mean H = 38945.5886 (expected 38981.2500)
Std H = 16381.8975
OCR R^2 = 0.92680390

H | count (sampled) | frac
79991 |          1 | 0.00000100
80005 |          1 | 0.00000100
80009 |          1 | 0.00000100
80017 |          1 | 0.00000100
80023 |          1 | 0.00000100
80039 |          1 | 0.00000100
80049 |          1 | 0.00000100
80051 |          1 | 0.00000100
80063 |          1 | 0.00000100
80105 |          1 | 0.00000100
80121 |          1 | 0.00000100
80175 |          1 | 0.00000100
80221 |          1 | 0.00000100
80533 |          1 | 0.00000100
80705 |          1 | 0.00000100
80901 |          1 | 0.00000100
81075 |          1 | 0.00000100
81081 |          1 | 0.00000100
81165 |          1 | 0.00000100
81167 |          1 | 0.00000100
81169 |          1 | 0.00000100
81179 |          1 | 0.00000100
81203 |          1 | 0.00000100
81205 |          1 | 0.00000100
81239 |          1 | 0.00000100
81259 |          1 | 0.00000100
81261 |          1 | 0.00000100
81339 |          1 | 0.00000100
81363 |          1 | 0.00000100
81465 |          1 | 0.00000100
81475 |          1 | 0.00000100
81485 |          1 | 0.00000100
81489 |          1 | 0.00000100
81511 |          1 | 0.00000100
81527 |          1 | 0.00000100
81529 |          1 | 0.00000100
81531 |          1 | 0.00000100
81545 |          1 | 0.00000100
81549 |          1 | 0.00000100
81569 |          1 | 0.00000100
81599 |          1 | 0.00000100
81609 |          1 | 0.00000100
81611 |          1 | 0.00000100
81663 |          1 | 0.00000100
81679 |          1 | 0.00000100
81681 |          1 | 0.00000100
81689 |          1 | 0.00000100
81697 |          1 | 0.00000100
81703 |          1 | 0.00000100
81709 |          1 | 0.00000100
81743 |          1 | 0.00000100
81753 |          1 | 0.00000100
81763 |          1 | 0.00000100
81803 |          1 | 0.00000100
81805 |          1 | 0.00000100
81807 |          1 | 0.00000100
81809 |          1 | 0.00000100
81815 |          1 | 0.00000100
81823 |          1 | 0.00000100
81831 |          1 | 0.00000100
81835 |          1 | 0.00000100
81839 |          1 | 0.00000100
81841 |          1 | 0.00000100
81849 |          1 | 0.00000100
81855 |          1 | 0.00000100
81865 |          1 | 0.00000100
81895 |          1 | 0.00000100
81897 |          1 | 0.00000100
81905 |          1 | 0.00000100
81917 |          1 | 0.00000100
81919 |          1 | 0.00000100
81923 |          1 | 0.00000100
81925 |          1 | 0.00000100
81937 |          1 | 0.00000100
81941 |          1 | 0.00000100
81943 |          1 | 0.00000100
81949 |          1 | 0.00000100
81959 |          1 | 0.00000100
81963 |          1 | 0.00000100
81965 |          1 | 0.00000100
81977 |          1 | 0.00000100
81987 |          1 | 0.00000100
81989 |          1 | 0.00000100
82001 |          1 | 0.00000100
82015 |          1 | 0.00000100
82025 |          1 | 0.00000100
82037 |          1 | 0.00000100
82043 |          1 | 0.00000100
82053 |          1 | 0.00000100
82063 |          1 | 0.00000100
82065 |          1 | 0.00000100
82071 |          1 | 0.00000100
82075 |          1 | 0.00000100
82079 |          1 | 0.00000100
82085 |          1 | 0.00000100
82095 |          1 | 0.00000100
82099 |          1 | 0.00000100
82107 |          1 | 0.00000100
82111 |          1 | 0.00000100
82117 |          1 | 0.00000100
82125 |          1 | 0.00000100
82127 |          1 | 0.00000100
82131 |          1 | 0.00000100
82143 |          1 | 0.00000100
82149 |          1 | 0.00000100
82163 |          1 | 0.00000100
82165 |          1 | 0.00000100
82171 |          1 | 0.00000100
82175 |          1 | 0.00000100
82187 |          1 | 0.00000100
82189 |          1 | 0.00000100
82197 |          1 | 0.00000100
82201 |          1 | 0.00000100
82203 |          1 | 0.00000100
82205 |          1 | 0.00000100
82207 |          1 | 0.00000100
82209 |          1 | 0.00000100
82221 |          1 | 0.00000100
82225 |          1 | 0.00000100
82227 |          1 | 0.00000100
82229 |          1 | 0.00000100
82235 |          1 | 0.00000100
82239 |          1 | 0.00000100
82241 |          1 | 0.00000100
82243 |          1 | 0.00000100
82263 |          1 | 0.00000100
82275 |          1 | 0.00000100
82285 |          1 | 0.00000100
82291 |          1 | 0.00000100
82295 |          1 | 0.00000100
82307 |          1 | 0.00000100
82313 |          1 | 0.00000100
82317 |          1 | 0.00000100
82319 |          1 | 0.00000100
82323 |          1 | 0.00000100
82325 |          1 | 0.00000100
82337 |          1 | 0.00000100
82347 |          1 | 0.00000100
82349 |          1 | 0.00000100
82351 |          1 | 0.00000100
82355 |          1 | 0.00000100
82359 |          1 | 0.00000100
82365 |          1 | 0.00000100
82367 |          1 | 0.00000100
82375 |          1 | 0.00000100
82377 |          1 | 0.00000100
82381 |          1 | 0.00000100
82391 |          1 | 0.00000100
82393 |          1 | 0.00000100
82395 |          1 | 0.00000100
82397 |          1 | 0.00000100
82399 |          1 | 0.00000100
82409 |          1 | 0.00000100
82411 |          1 | 0.00000100
82413 |          1 | 0.00000100
82415 |          1 | 0.00000100
82423 |          1 | 0.00000100
82429 |          1 | 0.00000100
82431 |          1 | 0.00000100
82437 |          1 | 0.00000100
82441 |          1 | 0.00000100
82445 |          1 | 0.00000100
82459 |          1 | 0.00000100
82461 |          1 | 0.00000100
82479 |          1 | 0.00000100
82481 |          1 | 0.00000100
82491 |          1 | 0.00000100
82495 |          1 | 0.00000100
82497 |          1 | 0.00000100
82499 |          1 | 0.00000100
82501 |          1 | 0.00000100
82505 |          1 | 0.00000100
82513 |          1 | 0.00000100
82515 |          1 | 0.00000100
82517 |          1 | 0.00000100
82521 |          1 | 0.00000100
82523 |          1 | 0.00000100
82535 |          1 | 0.00000100
82537 |          1 | 0.00000100
82539 |          1 | 0.00000100
82543 |          1 | 0.00000100
82557 |          1 | 0.00000100
82573 |          1 | 0.00000100
82575 |          1 | 0.00000100
82587 |          1 | 0.00000100
82593 |          1 | 0.00000100
82595 |          1 | 0.00000100
82613 |          1 | 0.00000100
82619 |          1 | 0.00000100
82625 |          1 | 0.00000100
82629 |          1 | 0.00000100
82631 |          1 | 0.00000100
82657 |          1 | 0.00000100
82683 |          1 | 0.00000100
82687 |          1 | 0.00000100
82691 |          1 | 0.00000100
82693 |          1 | 0.00000100
82695 |          1 | 0.00000100
82697 |          1 | 0.00000100
82699 |          1 | 0.00000100
82703 |          1 | 0.00000100
82705 |          1 | 0.00000100
82713 |          1 | 0.00000100
82723 |          1 | 0.00000100
82725 |          1 | 0.00000100
82727 |          1 | 0.00000100
82729 |          1 | 0.00000100
82731 |          1 | 0.00000100
82735 |          1 | 0.00000100
82737 |          1 | 0.00000100
82743 |          1 | 0.00000100
82747 |          1 | 0.00000100
82753 |          1 | 0.00000100
82757 |          1 | 0.00000100
82761 |          1 | 0.00000100
82767 |          1 | 0.00000100
82775 |          1 | 0.00000100
82777 |          1 | 0.00000100
82781 |          1 | 0.00000100
82783 |          1 | 0.00000100
82785 |          1 | 0.00000100
82789 |          1 | 0.00000100
82791 |          1 | 0.00000100
82807 |          1 | 0.00000100
82811 |          1 | 0.00000100
82813 |          1 | 0.00000100
82823 |          1 | 0.00000100
82825 |          1 | 0.00000100
82829 |          1 | 0.00000100
82831 |          1 | 0.00000100
82833 |          1 | 0.00000100
82835 |          1 | 0.00000100
82841 |          1 | 0.00000100
82843 |          1 | 0.00000100
82847 |          1 | 0.00000100
82849 |          1 | 0.00000100
82851 |          1 | 0.00000100
82861 |          1 | 0.00000100
82865 |          1 | 0.00000100
82871 |          1 | 0.00000100
82873 |          1 | 0.00000100
82879 |          1 | 0.00000100
82883 |          1 | 0.00000100
82885 |          1 | 0.00000100
82887 |          1 | 0.00000100
82889 |          1 | 0.00000100
82899 |          1 | 0.00000100
82909 |          1 | 0.00000100
82917 |          1 | 0.00000100
82927 |          1 | 0.00000100
82943 |          1 | 0.00000100
82947 |          1 | 0.00000100
82949 |          1 | 0.00000100
82951 |          1 | 0.00000100
82967 |          1 | 0.00000100
82971 |          1 | 0.00000100
82973 |          1 | 0.00000100
82979 |          1 | 0.00000100
82993 |          1 | 0.00000100
82995 |          1 | 0.00000100
82999 |          1 | 0.00000100
83001 |          1 | 0.00000100
83013 |          1 | 0.00000100
83023 |          1 | 0.00000100
83039 |          1 | 0.00000100
83041 |          1 | 0.00000100
83049 |          1 | 0.00000100
83057 |          1 | 0.00000100
83061 |          1 | 0.00000100
83063 |          1 | 0.00000100
83065 |          1 | 0.00000100
83077 |          1 | 0.00000100
83079 |          1 | 0.00000100
83089 |          1 | 0.00000100
83091 |          1 | 0.00000100
83099 |          1 | 0.00000100
83119 |          1 | 0.00000100
83129 |          1 | 0.00000100
83149 |          1 | 0.00000100
83151 |          1 | 0.00000100
83161 |          1 | 0.00000100
83167 |          1 | 0.00000100
83169 |          1 | 0.00000100
83203 |          1 | 0.00000100
83209 |          1 | 0.00000100
83223 |          1 | 0.00000100
83229 |          1 | 0.00000100
83251 |          1 | 0.00000100
83253 |          1 | 0.00000100
83273 |          1 | 0.00000100
83287 |          1 | 0.00000100
83289 |          1 | 0.00000100
83291 |          1 | 0.00000100
83301 |          1 | 0.00000100
83303 |          1 | 0.00000100
83317 |          1 | 0.00000100
83327 |          1 | 0.00000100
83331 |          1 | 0.00000100
83333 |          1 | 0.00000100
83337 |          1 | 0.00000100
83339 |          1 | 0.00000100
83347 |          1 | 0.00000100
83357 |          1 | 0.00000100
83361 |          1 | 0.00000100
83367 |          1 | 0.00000100
83371 |          1 | 0.00000100
83379 |          1 | 0.00000100
83389 |          1 | 0.00000100
83395 |          1 | 0.00000100
83411 |          1 | 0.00000100
83413 |          1 | 0.00000100
83417 |          1 | 0.00000100
83439 |          1 | 0.00000100
83441 |          1 | 0.00000100
83443 |          1 | 0.00000100
83445 |          1 | 0.00000100
83455 |          1 | 0.00000100
83457 |          1 | 0.00000100
83463 |          1 | 0.00000100
83467 |          1 | 0.00000100
83469 |          1 | 0.00000100
83471 |          1 | 0.00000100
83473 |          1 | 0.00000100
83477 |          1 | 0.00000100
83491 |          1 | 0.00000100
83495 |          1 | 0.00000100
83501 |          1 | 0.00000100
83503 |          1 | 0.00000100
83507 |          1 | 0.00000100
83509 |          1 | 0.00000100
83513 |          1 | 0.00000100
83515 |          1 | 0.00000100
83517 |          1 | 0.00000100
83519 |          1 | 0.00000100
83521 |          1 | 0.00000100
83529 |          1 | 0.00000100
83533 |          1 | 0.00000100
83547 |          1 | 0.00000100
83549 |          1 | 0.00000100
83553 |          1 | 0.00000100
83555 |          1 | 0.00000100
83567 |          1 | 0.00000100
83569 |          1 | 0.00000100
83577 |          1 | 0.00000100
83579 |          1 | 0.00000100
83589 |          1 | 0.00000100
83591 |          1 | 0.00000100
83603 |          1 | 0.00000100
83609 |          1 | 0.00000100
83617 |          1 | 0.00000100
83619 |          1 | 0.00000100
83625 |          1 | 0.00000100
83629 |          1 | 0.00000100
83635 |          1 | 0.00000100
83643 |          1 | 0.00000100
83657 |          1 | 0.00000100
83663 |          1 | 0.00000100
83665 |          1 | 0.00000100
83667 |          1 | 0.00000100
83671 |          1 | 0.00000100
83673 |          1 | 0.00000100
83691 |          1 | 0.00000100
83697 |          1 | 0.00000100
83699 |          1 | 0.00000100
83703 |          1 | 0.00000100
83709 |          1 | 0.00000100
83713 |          1 | 0.00000100
83717 |          1 | 0.00000100
83725 |          1 | 0.00000100
83733 |          1 | 0.00000100
83735 |          1 | 0.00000100
83743 |          1 | 0.00000100
83757 |          1 | 0.00000100
83767 |          1 | 0.00000100
83779 |          1 | 0.00000100
83789 |          1 | 0.00000100
83791 |          1 | 0.00000100
83795 |          1 | 0.00000100
83799 |          1 | 0.00000100
83803 |          1 | 0.00000100
83805 |          1 | 0.00000100
83807 |          1 | 0.00000100
83815 |          1 | 0.00000100
83825 |          1 | 0.00000100
83839 |          1 | 0.00000100
83843 |          1 | 0.00000100
83859 |          1 | 0.00000100
83863 |          1 | 0.00000100
83865 |          1 | 0.00000100
83875 |          1 | 0.00000100
83887 |          1 | 0.00000100
83891 |          1 | 0.00000100
83899 |          1 | 0.00000100
83901 |          1 | 0.00000100
83903 |          1 | 0.00000100
83907 |          1 | 0.00000100
83933 |          1 | 0.00000100
83941 |          1 | 0.00000100
83947 |          1 | 0.00000100
83949 |          1 | 0.00000100
83953 |          1 | 0.00000100
83957 |          1 | 0.00000100
83961 |          1 | 0.00000100
83971 |          1 | 0.00000100
83981 |          1 | 0.00000100
83983 |          1 | 0.00000100
83985 |          1 | 0.00000100
84005 |          1 | 0.00000100
84011 |          1 | 0.00000100
84019 |          1 | 0.00000100
84025 |          1 | 0.00000100
84033 |          1 | 0.00000100
84069 |          1 | 0.00000100
84081 |          1 | 0.00000100
84085 |          1 | 0.00000100
84093 |          1 | 0.00000100
84111 |          1 | 0.00000100
84113 |          1 | 0.00000100
84139 |          1 | 0.00000100
84165 |          1 | 0.00000100
84191 |          1 | 0.00000100
84203 |          1 | 0.00000100
84287 |          1 | 0.00000100
84299 |          1 | 0.00000100
84301 |          1 | 0.00000100
86841 |          1 | 0.00000100
87027 |          1 | 0.00000100
87097 |          1 | 0.00000100
87143 |          1 | 0.00000100
87151 |          1 | 0.00000100
87163 |          1 | 0.00000100
87167 |          1 | 0.00000100
87207 |          1 | 0.00000100
87209 |          1 | 0.00000100
87241 |          1 | 0.00000100
87275 |          1 | 0.00000100
87285 |          1 | 0.00000100
87335 |          1 | 0.00000100
87343 |          1 | 0.00000100
87347 |          1 | 0.00000100
87383 |          1 | 0.00000100
87399 |          1 | 0.00000100
87403 |          1 | 0.00000100
87443 |          1 | 0.00000100
87449 |          1 | 0.00000100
87451 |          1 | 0.00000100
87453 |          1 | 0.00000100
87477 |          1 | 0.00000100
87489 |          1 | 0.00000100
87495 |          1 | 0.00000100
87533 |          1 | 0.00000100
87537 |          1 | 0.00000100
87561 |          1 | 0.00000100
87573 |          1 | 0.00000100
87583 |          1 | 0.00000100
87585 |          1 | 0.00000100
87587 |          1 | 0.00000100
87595 |          1 | 0.00000100
87601 |          1 | 0.00000100
87607 |          1 | 0.00000100
87613 |          1 | 0.00000100
87621 |          1 | 0.00000100
87631 |          1 | 0.00000100
87635 |          1 | 0.00000100
87653 |          1 | 0.00000100
87657 |          1 | 0.00000100
87711 |          1 | 0.00000100
87717 |          1 | 0.00000100
87721 |          1 | 0.00000100
87725 |          1 | 0.00000100
87729 |          1 | 0.00000100
87739 |          1 | 0.00000100
87741 |          1 | 0.00000100
87763 |          1 | 0.00000100
87775 |          1 | 0.00000100
87777 |          1 | 0.00000100
87783 |          1 | 0.00000100
87791 |          1 | 0.00000100
87793 |          1 | 0.00000100
87807 |          1 | 0.00000100
87815 |          1 | 0.00000100
87845 |          1 | 0.00000100
87847 |          1 | 0.00000100
87859 |          1 | 0.00000100
87867 |          1 | 0.00000100
87873 |          1 | 0.00000100
87877 |          1 | 0.00000100
87907 |          1 | 0.00000100
87909 |          1 | 0.00000100
87929 |          1 | 0.00000100
87931 |          1 | 0.00000100
87937 |          1 | 0.00000100
87961 |          1 | 0.00000100
87967 |          1 | 0.00000100
87975 |          1 | 0.00000100
87991 |          1 | 0.00000100
87997 |          1 | 0.00000100
88017 |          1 | 0.00000100
88019 |          1 | 0.00000100
88027 |          1 | 0.00000100
88029 |          1 | 0.00000100
88039 |          1 | 0.00000100
88051 |          1 | 0.00000100
88059 |          1 | 0.00000100
88065 |          1 | 0.00000100
88075 |          1 | 0.00000100
88081 |          1 | 0.00000100
88085 |          1 | 0.00000100
88091 |          1 | 0.00000100
88095 |          1 | 0.00000100
88107 |          1 | 0.00000100
88109 |          1 | 0.00000100
88125 |          1 | 0.00000100
88159 |          1 | 0.00000100
88173 |          1 | 0.00000100
88181 |          1 | 0.00000100
88205 |          1 | 0.00000100
88219 |          1 | 0.00000100
88257 |          1 | 0.00000100
88285 |          1 | 0.00000100
88329 |          1 | 0.00000100
88369 |          1 | 0.00000100
88385 |          1 | 0.00000100
88401 |          1 | 0.00000100
88461 |          1 | 0.00000100
88485 |          1 | 0.00000100
88553 |          1 | 0.00000100
88607 |          1 | 0.00000100
88765 |          1 | 0.00000100
92923 |          1 | 0.00000100
92993 |          1 | 0.00000100
93025 |          1 | 0.00000100

Gaps (odd values in [1, 93025] not achieved):
  7  9  11  13  15  17  19  21  23  25  27  29  31  33  35  37  39  41  43  45  47  51  53  55  57  59  61  63  65  67  69  71  73  75  79  81  83  85  87  89  91  93  95  97  99  101  105  107  109  111 ... (6560 total gaps)

Permanent gap check: H=7 count=0, H=21 count=0

Skewness and kurtosis:
  Skewness = 0.061696
  Kurtosis = 2.407960 (Gaussian=3)
