body	d1	d2	low	excess
1,5,9,11,12,14	693	17640	243	34729/119189070
1,5,9,11,12,14	693	19404	243	34729/119189070
1,5,9,11,12,14	693	24255	243	34729/119189070
1,5,9,11,12,14	693	32340	243	34729/119189070
1,5,9,11,12,14	693	38808	243	34729/119189070
1,5,9,11,12,14	693	48510	243	34729/119189070
1,5,9,11,12,14	693	64680	243	34729/119189070
1,5,9,11,12,14	693	97020	243	34729/119189070
1,5,9,11,12,14	693	194040	243	34729/119189070
1,5,9,11,12,14	735	990	243	34729/119189070
1,5,9,11,12,14	735	1386	243	34729/119189070
1,5,9,11,12,14	735	1980	243	34729/119189070
1,5,9,11,12,14	735	2772	243	34729/119189070
1,5,9,11,12,14	735	3465	243	34729/119189070
1,5,9,11,12,14	735	6930	243	34729/119189070
1,5,9,11,12,14	735	13860	243	34729/119189070
1,5,9,11,12,14	792	882	243	34729/119189070
1,5,9,11,12,14	792	1764	243	34729/119189070
1,5,9,11,12,14	792	2205	243	34729/119189070
1,5,9,11,12,14	792	4410	243	34729/119189070
1,5,9,11,12,14	792	4851	243	34729/119189070
1,5,9,11,12,14	792	8820	243	34729/119189070
1,5,9,11,12,14	792	9702	243	34729/119189070
1,5,9,11,12,14	792	19404	243	34729/119189070
1,5,9,11,12,14	792	24255	243	34729/119189070
1,5,9,11,12,14	792	48510	243	34729/119189070
1,5,9,11,12,14	792	97020	243	34729/119189070
1,5,9,11,12,14	840	4851	243	34729/119189070
1,5,9,11,12,14	840	9702	243	34729/119189070
1,5,9,11,12,14	840	19404	243	34729/119189070
1,5,9,11,12,14	840	24255	243	34729/119189070
1,5,9,11,12,14	840	48510	243	34729/119189070
1,5,9,11,12,14	840	97020	243	34729/119189070
1,5,9,11,12,14	882	924	243	34729/119189070
1,5,9,11,12,14	882	990	243	34729/119189070
1,5,9,11,12,14	882	1155	243	34729/119189070
1,5,9,11,12,14	882	1320	243	34729/119189070
1,5,9,11,12,14	882	1848	243	34729/119189070
1,5,9,11,12,14	882	1980	243	34729/119189070
1,5,9,11,12,14	882	2310	243	34729/119189070
1,5,9,11,12,14	882	2772	243	34729/119189070
1,5,9,11,12,14	882	3465	243	34729/119189070
1,5,9,11,12,14	882	3960	243	34729/119189070
1,5,9,11,12,14	882	4620	243	34729/119189070
1,5,9,11,12,14	882	5544	243	34729/119189070
1,5,9,11,12,14	882	6930	243	34729/119189070
1,5,9,11,12,14	882	9240	243	34729/119189070
1,5,9,11,12,14	882	13860	243	34729/119189070
1,5,9,11,12,14	882	27720	243	34729/119189070
1,5,9,11,12,14	924	1764	243	34729/119189070
1,5,9,11,12,14	924	2205	243	34729/119189070
1,5,9,11,12,14	924	4410	243	34729/119189070
1,5,9,11,12,14	924	4851	243	34729/119189070
1,5,9,11,12,14	924	8820	243	34729/119189070
1,5,9,11,12,14	924	9702	243	34729/119189070
1,5,9,11,12,14	924	19404	243	34729/119189070
1,5,9,11,12,14	924	24255	243	34729/119189070
1,5,9,11,12,14	924	48510	243	34729/119189070
1,5,9,11,12,14	924	97020	243	34729/119189070
1,5,9,11,12,14	990	1176	243	34729/119189070
1,5,9,11,12,14	990	1470	243	34729/119189070
1,5,9,11,12,14	990	1617	243	34729/119189070
1,5,9,11,12,14	990	1764	243	34729/119189070
1,5,9,11,12,14	990	2205	243	34729/119189070
1,5,9,11,12,14	990	2940	243	34729/119189070
1,5,9,11,12,14	990	3234	243	34729/119189070
1,5,9,11,12,14	990	3528	243	34729/119189070
1,5,9,11,12,14	990	4410	243	34729/119189070
1,5,9,11,12,14	990	4851	243	34729/119189070
1,5,9,11,12,14	990	5880	243	34729/119189070
1,5,9,11,12,14	990	6468	243	34729/119189070
1,5,9,11,12,14	990	8085	243	34729/119189070
1,5,9,11,12,14	990	8820	243	34729/119189070
1,5,9,11,12,14	990	9702	243	34729/119189070
1,5,9,11,12,14	990	12936	243	34729/119189070
1,5,9,11,12,14	990	16170	243	34729/119189070
1,5,9,11,12,14	990	17640	243	34729/119189070
1,5,9,11,12,14	990	19404	243	34729/119189070
1,5,9,11,12,14	990	24255	243	34729/119189070
1,5,9,11,12,14	990	32340	243	34729/119189070
1,5,9,11,12,14	990	38808	243	34729/119189070
1,5,9,11,12,14	990	48510	243	34729/119189070
1,5,9,11,12,14	990	64680	243	34729/119189070
1,5,9,11,12,14	990	97020	243	34729/119189070
1,5,9,11,12,14	990	194040	243	34729/119189070
1,5,9,11,12,14	1155	1764	243	34729/119189070
1,5,9,11,12,14	1155	2205	243	34729/119189070
1,5,9,11,12,14	1155	4410	243	34729/119189070
1,5,9,11,12,14	1155	4851	243	34729/119189070
1,5,9,11,12,14	1155	8820	243	34729/119189070
1,5,9,11,12,14	1155	9702	243	34729/119189070
1,5,9,11,12,14	1155	19404	243	34729/119189070
1,5,9,11,12,14	1155	24255	243	34729/119189070
1,5,9,11,12,14	1155	48510	243	34729/119189070
1,5,9,11,12,14	1155	97020	243	34729/119189070
1,5,9,11,12,14	1176	1386	243	34729/119189070
1,5,9,11,12,14	1176	1980	243	34729/119189070
1,5,9,11,12,14	1176	2772	243	34729/119189070
1,5,9,11,12,14	1176	3465	243	34729/119189070
1,5,9,11,12,14	1176	6930	243	34729/119189070
1,5,9,11,12,14	1176	13860	243	34729/119189070
1,5,9,11,12,14	1260	1617	243	34729/119189070
1,5,9,11,12,14	1260	3234	243	34729/119189070
1,5,9,11,12,14	1260	4851	243	34729/119189070
1,5,9,11,12,14	1260	6468	243	34729/119189070
1,5,9,11,12,14	1260	8085	243	34729/119189070
1,5,9,11,12,14	1260	9702	243	34729/119189070
1,5,9,11,12,14	1260	12936	243	34729/119189070
1,5,9,11,12,14	1260	16170	243	34729/119189070
1,5,9,11,12,14	1260	19404	243	34729/119189070
1,5,9,11,12,14	1260	24255	243	34729/119189070
1,5,9,11,12,14	1260	32340	243	34729/119189070
1,5,9,11,12,14	1260	38808	243	34729/119189070
1,5,9,11,12,14	1260	48510	243	34729/119189070
1,5,9,11,12,14	1260	64680	243	34729/119189070
1,5,9,11,12,14	1260	97020	243	34729/119189070
1,5,9,11,12,14	1260	194040	243	34729/119189070
1,5,9,11,12,14	1320	1764	243	34729/119189070
1,5,9,11,12,14	1320	2205	243	34729/119189070
1,5,9,11,12,14	1320	4410	243	34729/119189070
1,5,9,11,12,14	1320	4851	243	34729/119189070
1,5,9,11,12,14	1320	8820	243	34729/119189070
1,5,9,11,12,14	1320	9702	243	34729/119189070
1,5,9,11,12,14	1320	19404	243	34729/119189070
1,5,9,11,12,14	1320	24255	243	34729/119189070
1,5,9,11,12,14	1320	48510	243	34729/119189070
1,5,9,11,12,14	1320	97020	243	34729/119189070
1,5,9,11,12,14	1386	1470	243	34729/119189070
1,5,9,11,12,14	1386	1764	243	34729/119189070
1,5,9,11,12,14	1386	2205	243	34729/119189070
1,5,9,11,12,14	1386	2940	243	34729/119189070
1,5,9,11,12,14	1386	3528	243	34729/119189070
1,5,9,11,12,14	1386	4410	243	34729/119189070
1,5,9,11,12,14	1386	5880	243	34729/119189070
1,5,9,11,12,14	1386	6468	243	34729/119189070
1,5,9,11,12,14	1386	8085	243	34729/119189070
1,5,9,11,12,14	1386	8820	243	34729/119189070
1,5,9,11,12,14	1386	12936	243	34729/119189070
1,5,9,11,12,14	1386	16170	243	34729/119189070
1,5,9,11,12,14	1386	17640	243	34729/119189070
1,5,9,11,12,14	1386	19404	243	34729/119189070
1,5,9,11,12,14	1386	24255	243	34729/119189070
1,5,9,11,12,14	1386	32340	243	34729/119189070
1,5,9,11,12,14	1386	38808	243	34729/119189070
1,5,9,11,12,14	1386	48510	243	34729/119189070
1,5,9,11,12,14	1386	64680	243	34729/119189070
1,5,9,11,12,14	1386	97020	243	34729/119189070
1,5,9,11,12,14	1386	194040	243	34729/119189070
1,5,9,11,12,14	1470	1980	243	34729/119189070
1,5,9,11,12,14	1470	2772	243	34729/119189070
1,5,9,11,12,14	1470	3465	243	34729/119189070
1,5,9,11,12,14	1470	6930	243	34729/119189070
1,5,9,11,12,14	1470	13860	243	34729/119189070
1,5,9,11,12,14	1617	1980	243	34729/119189070
1,5,9,11,12,14	1617	2772	243	34729/119189070
1,5,9,11,12,14	1617	3465	243	34729/119189070
1,5,9,11,12,14	1617	6930	243	34729/119189070
1,5,9,11,12,14	1617	13860	243	34729/119189070
1,5,9,11,12,14	1764	1848	243	34729/119189070
1,5,9,11,12,14	1764	1980	243	34729/119189070
1,5,9,11,12,14	1764	2310	243	34729/119189070
1,5,9,11,12,14	1764	2772	243	34729/119189070
1,5,9,11,12,14	1764	3465	243	34729/119189070
1,5,9,11,12,14	1764	3960	243	34729/119189070
1,5,9,11,12,14	1764	4620	243	34729/119189070
1,5,9,11,12,14	1764	5544	243	34729/119189070
1,5,9,11,12,14	1764	6930	243	34729/119189070
1,5,9,11,12,14	1764	9240	243	34729/119189070
1,5,9,11,12,14	1764	13860	243	34729/119189070
1,5,9,11,12,14	1764	27720	243	34729/119189070
1,5,9,11,12,14	1848	2205	243	34729/119189070
1,5,9,11,12,14	1848	4410	243	34729/119189070
1,5,9,11,12,14	1848	4851	243	34729/119189070
1,5,9,11,12,14	1848	8820	243	34729/119189070
1,5,9,11,12,14	1848	9702	243	34729/119189070
1,5,9,11,12,14	1848	19404	243	34729/119189070
1,5,9,11,12,14	1848	24255	243	34729/119189070
1,5,9,11,12,14	1848	48510	243	34729/119189070
1,5,9,11,12,14	1848	97020	243	34729/119189070
1,5,9,11,12,14	1980	2205	243	34729/119189070
1,5,9,11,12,14	1980	2940	243	34729/119189070
1,5,9,11,12,14	1980	3234	243	34729/119189070
1,5,9,11,12,14	1980	3528	243	34729/119189070
1,5,9,11,12,14	1980	4410	243	34729/119189070
1,5,9,11,12,14	1980	4851	243	34729/119189070
1,5,9,11,12,14	1980	5880	243	34729/119189070
1,5,9,11,12,14	1980	6468	243	34729/119189070
1,5,9,11,12,14	1980	8085	243	34729/119189070
1,5,9,11,12,14	1980	8820	243	34729/119189070
1,5,9,11,12,14	1980	9702	243	34729/119189070
1,5,9,11,12,14	1980	12936	243	34729/119189070
1,5,9,11,12,14	1980	16170	243	34729/119189070
1,5,9,11,12,14	1980	17640	243	34729/119189070
1,5,9,11,12,14	1980	19404	243	34729/119189070
1,5,9,11,12,14	1980	24255	243	34729/119189070
1,5,9,11,12,14	1980	32340	243	34729/119189070
1,5,9,11,12,14	1980	38808	243	34729/119189070
1,5,9,11,12,14	1980	48510	243	34729/119189070
1,5,9,11,12,14	1980	64680	243	34729/119189070
1,5,9,11,12,14	1980	97020	243	34729/119189070
1,5,9,11,12,14	1980	194040	243	34729/119189070
1,5,9,11,12,14	2205	2310	243	34729/119189070
1,5,9,11,12,14	2205	2772	243	34729/119189070
1,5,9,11,12,14	2205	3465	243	34729/119189070
1,5,9,11,12,14	2205	3960	243	34729/119189070
1,5,9,11,12,14	2205	4620	243	34729/119189070
1,5,9,11,12,14	2205	5544	243	34729/119189070
1,5,9,11,12,14	2205	6930	243	34729/119189070
1,5,9,11,12,14	2205	9240	243	34729/119189070
1,5,9,11,12,14	2205	13860	243	34729/119189070
1,5,9,11,12,14	2205	27720	243	34729/119189070
1,5,9,11,12,14	2310	4410	243	34729/119189070
1,5,9,11,12,14	2310	4851	243	34729/119189070
1,5,9,11,12,14	2310	8820	243	34729/119189070
1,5,9,11,12,14	2310	9702	243	34729/119189070
1,5,9,11,12,14	2310	19404	243	34729/119189070
1,5,9,11,12,14	2310	24255	243	34729/119189070
1,5,9,11,12,14	2310	48510	243	34729/119189070
1,5,9,11,12,14	2310	97020	243	34729/119189070
1,5,9,11,12,14	2520	4851	243	34729/119189070
1,5,9,11,12,14	2520	9702	243	34729/119189070
1,5,9,11,12,14	2520	19404	243	34729/119189070
1,5,9,11,12,14	2520	24255	243	34729/119189070
1,5,9,11,12,14	2520	48510	243	34729/119189070
1,5,9,11,12,14	2520	97020	243	34729/119189070
1,5,9,11,12,14	2772	2940	243	34729/119189070
1,5,9,11,12,14	2772	3234	243	34729/119189070
1,5,9,11,12,14	2772	3528	243	34729/119189070
1,5,9,11,12,14	2772	4410	243	34729/119189070
1,5,9,11,12,14	2772	4851	243	34729/119189070
1,5,9,11,12,14	2772	5880	243	34729/119189070
1,5,9,11,12,14	2772	6468	243	34729/119189070
1,5,9,11,12,14	2772	8085	243	34729/119189070
1,5,9,11,12,14	2772	8820	243	34729/119189070
1,5,9,11,12,14	2772	9702	243	34729/119189070
1,5,9,11,12,14	2772	12936	243	34729/119189070
1,5,9,11,12,14	2772	16170	243	34729/119189070
1,5,9,11,12,14	2772	17640	243	34729/119189070
1,5,9,11,12,14	2772	19404	243	34729/119189070
1,5,9,11,12,14	2772	24255	243	34729/119189070
1,5,9,11,12,14	2772	32340	243	34729/119189070
1,5,9,11,12,14	2772	38808	243	34729/119189070
1,5,9,11,12,14	2772	48510	243	34729/119189070
1,5,9,11,12,14	2772	64680	243	34729/119189070
1,5,9,11,12,14	2772	97020	243	34729/119189070
1,5,9,11,12,14	2772	194040	243	34729/119189070
1,5,9,11,12,14	2940	3465	243	34729/119189070
1,5,9,11,12,14	2940	6930	243	34729/119189070
1,5,9,11,12,14	2940	13860	243	34729/119189070
1,5,9,11,12,14	3234	3465	243	34729/119189070
1,5,9,11,12,14	3234	6930	243	34729/119189070
1,5,9,11,12,14	3234	13860	243	34729/119189070
1,5,9,11,12,14	3465	3528	243	34729/119189070
1,5,9,11,12,14	3465	4410	243	34729/119189070
1,5,9,11,12,14	3465	4851	243	34729/119189070
1,5,9,11,12,14	3465	5880	243	34729/119189070
1,5,9,11,12,14	3465	6468	243	34729/119189070
1,5,9,11,12,14	3465	8085	243	34729/119189070
1,5,9,11,12,14	3465	8820	243	34729/119189070
1,5,9,11,12,14	3465	9702	243	34729/119189070
1,5,9,11,12,14	3465	12936	243	34729/119189070
1,5,9,11,12,14	3465	16170	243	34729/119189070
1,5,9,11,12,14	3465	17640	243	34729/119189070
1,5,9,11,12,14	3465	19404	243	34729/119189070
1,5,9,11,12,14	3465	24255	243	34729/119189070
1,5,9,11,12,14	3465	32340	243	34729/119189070
1,5,9,11,12,14	3465	38808	243	34729/119189070
1,5,9,11,12,14	3465	48510	243	34729/119189070
1,5,9,11,12,14	3465	64680	243	34729/119189070
1,5,9,11,12,14	3465	97020	243	34729/119189070
1,5,9,11,12,14	3465	194040	243	34729/119189070
1,5,9,11,12,14	3528	6930	243	34729/119189070
1,5,9,11,12,14	3528	13860	243	34729/119189070
1,5,9,11,12,14	3960	4410	243	34729/119189070
1,5,9,11,12,14	3960	4851	243	34729/119189070
1,5,9,11,12,14	3960	8820	243	34729/119189070
1,5,9,11,12,14	3960	9702	243	34729/119189070
1,5,9,11,12,14	3960	19404	243	34729/119189070
1,5,9,11,12,14	3960	24255	243	34729/119189070
1,5,9,11,12,14	3960	48510	243	34729/119189070
1,5,9,11,12,14	3960	97020	243	34729/119189070
1,5,9,11,12,14	4410	4620	243	34729/119189070
1,5,9,11,12,14	4410	5544	243	34729/119189070
1,5,9,11,12,14	4410	6930	243	34729/119189070
1,5,9,11,12,14	4410	9240	243	34729/119189070
1,5,9,11,12,14	4410	13860	243	34729/119189070
1,5,9,11,12,14	4410	27720	243	34729/119189070
1,5,9,11,12,14	4620	4851	243	34729/119189070
1,5,9,11,12,14	4620	8820	243	34729/119189070
1,5,9,11,12,14	4620	9702	243	34729/119189070
1,5,9,11,12,14	4620	19404	243	34729/119189070
1,5,9,11,12,14	4620	24255	243	34729/119189070
1,5,9,11,12,14	4620	48510	243	34729/119189070
1,5,9,11,12,14	4620	97020	243	34729/119189070
1,5,9,11,12,14	4851	5544	243	34729/119189070
1,5,9,11,12,14	4851	6930	243	34729/119189070
1,5,9,11,12,14	4851	9240	243	34729/119189070
1,5,9,11,12,14	4851	13860	243	34729/119189070
1,5,9,11,12,14	4851	27720	243	34729/119189070
1,5,9,11,12,14	5544	8820	243	34729/119189070
1,5,9,11,12,14	5544	9702	243	34729/119189070
1,5,9,11,12,14	5544	19404	243	34729/119189070
1,5,9,11,12,14	5544	24255	243	34729/119189070
1,5,9,11,12,14	5544	48510	243	34729/119189070
1,5,9,11,12,14	5544	97020	243	34729/119189070
1,5,9,11,12,14	5880	6930	243	34729/119189070
1,5,9,11,12,14	5880	13860	243	34729/119189070
1,5,9,11,12,14	6468	6930	243	34729/119189070
1,5,9,11,12,14	6468	13860	243	34729/119189070
1,5,9,11,12,14	6930	8085	243	34729/119189070
1,5,9,11,12,14	6930	8820	243	34729/119189070
1,5,9,11,12,14	6930	9702	243	34729/119189070
1,5,9,11,12,14	6930	12936	243	34729/119189070
1,5,9,11,12,14	6930	16170	243	34729/119189070
1,5,9,11,12,14	6930	17640	243	34729/119189070
1,5,9,11,12,14	6930	19404	243	34729/119189070
1,5,9,11,12,14	6930	24255	243	34729/119189070
1,5,9,11,12,14	6930	32340	243	34729/119189070
1,5,9,11,12,14	6930	38808	243	34729/119189070
1,5,9,11,12,14	6930	48510	243	34729/119189070
1,5,9,11,12,14	6930	64680	243	34729/119189070
1,5,9,11,12,14	6930	97020	243	34729/119189070
1,5,9,11,12,14	6930	194040	243	34729/119189070
1,5,9,11,12,14	8085	13860	243	34729/119189070
1,5,9,11,12,14	8820	9240	243	34729/119189070
1,5,9,11,12,14	8820	13860	243	34729/119189070
1,5,9,11,12,14	8820	27720	243	34729/119189070
1,5,9,11,12,14	9240	9702	243	34729/119189070
1,5,9,11,12,14	9240	19404	243	34729/119189070
1,5,9,11,12,14	9240	24255	243	34729/119189070
1,5,9,11,12,14	9240	48510	243	34729/119189070
1,5,9,11,12,14	9240	97020	243	34729/119189070
1,5,9,11,12,14	9702	13860	243	34729/119189070
1,5,9,11,12,14	9702	27720	243	34729/119189070
1,5,9,11,12,14	12936	13860	243	34729/119189070
1,5,9,11,12,14	13860	16170	243	34729/119189070
1,5,9,11,12,14	13860	17640	243	34729/119189070
1,5,9,11,12,14	13860	19404	243	34729/119189070
1,5,9,11,12,14	13860	24255	243	34729/119189070
1,5,9,11,12,14	13860	32340	243	34729/119189070
1,5,9,11,12,14	13860	38808	243	34729/119189070
1,5,9,11,12,14	13860	48510	243	34729/119189070
1,5,9,11,12,14	13860	64680	243	34729/119189070
1,5,9,11,12,14	13860	97020	243	34729/119189070
1,5,9,11,12,14	13860	194040	243	34729/119189070
1,5,9,11,12,14	19404	27720	243	34729/119189070
1,5,9,11,12,14	24255	27720	243	34729/119189070
1,5,9,11,12,14	27720	48510	243	34729/119189070
1,5,9,11,12,14	27720	97020	243	34729/119189070
1,9,10,11,12,14	2	2	260	3307/4414410
1,9,10,11,12,14	2	1960	260	3307/4414410
1,9,10,11,12,14	2	3528	260	3307/4414410
1,9,10,11,12,14	2	4312	260	3307/4414410
1,9,10,11,12,14	2	5544	260	3307/4414410
1,9,10,11,12,14	2	5880	260	3307/4414410
1,9,10,11,12,14	2	9240	260	3307/4414410
1,9,10,11,12,14	2	12936	260	3307/4414410
1,9,10,11,12,14	2	17640	260	3307/4414410
1,9,10,11,12,14	2	21560	260	3307/4414410
1,9,10,11,12,14	2	27720	260	3307/4414410
1,9,10,11,12,14	2	38808	260	3307/4414410
1,9,10,11,12,14	2	64680	260	3307/4414410
1,9,10,11,12,14	2	194040	260	3307/4414410
1,9,10,11,12,14	3	1960	260	3307/4414410
1,9,10,11,12,14	3	5880	260	3307/4414410
1,9,10,11,12,14	3	17640	260	3307/4414410
1,9,10,11,12,14	3	21560	260	3307/4414410
1,9,10,11,12,14	3	64680	260	3307/4414410
1,9,10,11,12,14	3	194040	260	3307/4414410
1,9,10,11,12,14	4	17640	260	3307/4414410
1,9,10,11,12,14	4	64680	260	3307/4414410
1,9,10,11,12,14	4	194040	260	3307/4414410
1,9,10,11,12,14	8	2205	260	3307/4414410
1,9,10,11,12,14	8	4410	260	3307/4414410
1,9,10,11,12,14	8	8085	260	3307/4414410
1,9,10,11,12,14	8	8820	260	3307/4414410
1,9,10,11,12,14	8	16170	260	3307/4414410
1,9,10,11,12,14	8	17640	260	3307/4414410
1,9,10,11,12,14	8	24255	260	3307/4414410
1,9,10,11,12,14	8	32340	260	3307/4414410
1,9,10,11,12,14	8	48510	260	3307/4414410
1,9,10,11,12,14	8	64680	260	3307/4414410
1,9,10,11,12,14	8	97020	260	3307/4414410
1,9,10,11,12,14	8	194040	260	3307/4414410
1,9,10,11,12,14	12	17640	260	3307/4414410
1,9,10,11,12,14	12	21560	260	3307/4414410
1,9,10,11,12,14	12	64680	260	3307/4414410
1,9,10,11,12,14	12	194040	260	3307/4414410
1,9,10,11,12,14	15	3528	260	3307/4414410
1,9,10,11,12,14	15	4312	260	3307/4414410
1,9,10,11,12,14	15	12936	260	3307/4414410
1,9,10,11,12,14	15	17640	260	3307/4414410
1,9,10,11,12,14	15	21560	260	3307/4414410
1,9,10,11,12,14	15	38808	260	3307/4414410
1,9,10,11,12,14	15	64680	260	3307/4414410
1,9,10,11,12,14	15	194040	260	3307/4414410
1,9,10,11,12,14	24	2205	260	3307/4414410
1,9,10,11,12,14	24	4410	260	3307/4414410
1,9,10,11,12,14	24	8085	260	3307/4414410
1,9,10,11,12,14	24	8820	260	3307/4414410
1,9,10,11,12,14	24	16170	260	3307/4414410
1,9,10,11,12,14	24	17640	260	3307/4414410
1,9,10,11,12,14	24	21560	260	3307/4414410
1,9,10,11,12,14	24	24255	260	3307/4414410
1,9,10,11,12,14	24	32340	260	3307/4414410
1,9,10,11,12,14	24	48510	260	3307/4414410
1,9,10,11,12,14	24	64680	260	3307/4414410
1,9,10,11,12,14	24	97020	260	3307/4414410
1,9,10,11,12,14	24	194040	260	3307/4414410
1,9,10,11,12,14	30	3528	260	3307/4414410
1,9,10,11,12,14	30	4312	260	3307/4414410
1,9,10,11,12,14	30	12936	260	3307/4414410
1,9,10,11,12,14	30	17640	260	3307/4414410
1,9,10,11,12,14	30	21560	260	3307/4414410
1,9,10,11,12,14	30	38808	260	3307/4414410
1,9,10,11,12,14	30	64680	260	3307/4414410
1,9,10,11,12,14	30	194040	260	3307/4414410
1,9,10,11,12,14	36	1960	260	3307/4414410
1,9,10,11,12,14	36	5880	260	3307/4414410
1,9,10,11,12,14	36	17640	260	3307/4414410
1,9,10,11,12,14	36	21560	260	3307/4414410
1,9,10,11,12,14	36	64680	260	3307/4414410
1,9,10,11,12,14	36	194040	260	3307/4414410
1,9,10,11,12,14	40	1764	260	3307/4414410
1,9,10,11,12,14	40	2205	260	3307/4414410
1,9,10,11,12,14	40	3528	260	3307/4414410
1,9,10,11,12,14	40	4410	260	3307/4414410
1,9,10,11,12,14	40	6468	260	3307/4414410
1,9,10,11,12,14	40	8085	260	3307/4414410
1,9,10,11,12,14	40	8820	260	3307/4414410
1,9,10,11,12,14	40	12936	260	3307/4414410
1,9,10,11,12,14	40	16170	260	3307/4414410
1,9,10,11,12,14	40	17640	260	3307/4414410
1,9,10,11,12,14	40	19404	260	3307/4414410
1,9,10,11,12,14	40	24255	260	3307/4414410
1,9,10,11,12,14	40	32340	260	3307/4414410
1,9,10,11,12,14	40	38808	260	3307/4414410
1,9,10,11,12,14	40	48510	260	3307/4414410
1,9,10,11,12,14	40	64680	260	3307/4414410
1,9,10,11,12,14	40	97020	260	3307/4414410
1,9,10,11,12,14	40	194040	260	3307/4414410
1,9,10,11,12,14	45	392	260	3307/4414410
1,9,10,11,12,14	45	1176	260	3307/4414410
1,9,10,11,12,14	45	1960	260	3307/4414410
1,9,10,11,12,14	45	3528	260	3307/4414410
1,9,10,11,12,14	45	4312	260	3307/4414410
1,9,10,11,12,14	45	5880	260	3307/4414410
1,9,10,11,12,14	45	12936	260	3307/4414410
1,9,10,11,12,14	45	17640	260	3307/4414410
1,9,10,11,12,14	45	21560	260	3307/4414410
1,9,10,11,12,14	45	38808	260	3307/4414410
1,9,10,11,12,14	45	64680	260	3307/4414410
1,9,10,11,12,14	45	194040	260	3307/4414410
1,9,10,11,12,14	56	2205	260	3307/4414410
1,9,10,11,12,14	56	4410	260	3307/4414410
1,9,10,11,12,14	56	8085	260	3307/4414410
1,9,10,11,12,14	56	8820	260	3307/4414410
1,9,10,11,12,14	56	16170	260	3307/4414410
1,9,10,11,12,14	56	17640	260	3307/4414410
1,9,10,11,12,14	56	24255	260	3307/4414410
1,9,10,11,12,14	56	32340	260	3307/4414410
1,9,10,11,12,14	56	48510	260	3307/4414410
1,9,10,11,12,14	56	64680	260	3307/4414410
1,9,10,11,12,14	56	97020	260	3307/4414410
1,9,10,11,12,14	56	194040	260	3307/4414410
1,9,10,11,12,14	60	3528	260	3307/4414410
1,9,10,11,12,14	60	4312	260	3307/4414410
1,9,10,11,12,14	60	12936	260	3307/4414410
1,9,10,11,12,14	60	17640	260	3307/4414410
1,9,10,11,12,14	60	21560	260	3307/4414410
1,9,10,11,12,14	60	38808	260	3307/4414410
1,9,10,11,12,14	60	64680	260	3307/4414410
1,9,10,11,12,14	60	194040	260	3307/4414410
1,9,10,11,12,14	72	735	260	3307/4414410
1,9,10,11,12,14	72	1470	260	3307/4414410
1,9,10,11,12,14	72	1960	260	3307/4414410
1,9,10,11,12,14	72	2205	260	3307/4414410
1,9,10,11,12,14	72	2940	260	3307/4414410
1,9,10,11,12,14	72	4410	260	3307/4414410
1,9,10,11,12,14	72	5880	260	3307/4414410
1,9,10,11,12,14	72	8085	260	3307/4414410
1,9,10,11,12,14	72	8820	260	3307/4414410
1,9,10,11,12,14	72	16170	260	3307/4414410
1,9,10,11,12,14	72	17640	260	3307/4414410
1,9,10,11,12,14	72	21560	260	3307/4414410
1,9,10,11,12,14	72	24255	260	3307/4414410
1,9,10,11,12,14	72	32340	260	3307/4414410
1,9,10,11,12,14	72	48510	260	3307/4414410
1,9,10,11,12,14	72	64680	260	3307/4414410
1,9,10,11,12,14	72	97020	260	3307/4414410
1,9,10,11,12,14	72	194040	260	3307/4414410
1,9,10,11,12,14	84	17640	260	3307/4414410
1,9,10,11,12,14	84	21560	260	3307/4414410
1,9,10,11,12,14	84	64680	260	3307/4414410
1,9,10,11,12,14	84	194040	260	3307/4414410
1,9,10,11,12,14	88	735	260	3307/4414410
1,9,10,11,12,14	88	1470	260	3307/4414410
1,9,10,11,12,14	88	2205	260	3307/4414410
1,9,10,11,12,14	88	2940	260	3307/4414410
1,9,10,11,12,14	88	4410	260	3307/4414410
1,9,10,11,12,14	88	5880	260	3307/4414410
1,9,10,11,12,14	88	8085	260	3307/4414410
1,9,10,11,12,14	88	8820	260	3307/4414410
1,9,10,11,12,14	88	16170	260	3307/4414410
1,9,10,11,12,14	88	17640	260	3307/4414410
1,9,10,11,12,14	88	24255	260	3307/4414410
1,9,10,11,12,14	88	32340	260	3307/4414410
1,9,10,11,12,14	88	48510	260	3307/4414410
1,9,10,11,12,14	88	64680	260	3307/4414410
1,9,10,11,12,14	88	97020	260	3307/4414410
1,9,10,11,12,14	88	194040	260	3307/4414410
1,9,10,11,12,14	90	392	260	3307/4414410
1,9,10,11,12,14	90	1176	260	3307/4414410
1,9,10,11,12,14	90	1960	260	3307/4414410
1,9,10,11,12,14	90	3528	260	3307/4414410
1,9,10,11,12,14	90	4312	260	3307/4414410
1,9,10,11,12,14	90	5880	260	3307/4414410
1,9,10,11,12,14	90	12936	260	3307/4414410
1,9,10,11,12,14	90	17640	260	3307/4414410
1,9,10,11,12,14	90	21560	260	3307/4414410
1,9,10,11,12,14	90	38808	260	3307/4414410
1,9,10,11,12,14	90	64680	260	3307/4414410
1,9,10,11,12,14	90	194040	260	3307/4414410
1,9,10,11,12,14	105	3528	260	3307/4414410
1,9,10,11,12,14	105	4312	260	3307/4414410
1,9,10,11,12,14	105	12936	260	3307/4414410
1,9,10,11,12,14	105	17640	260	3307/4414410
1,9,10,11,12,14	105	21560	260	3307/4414410
