LRC H UNIFORM TWO-STAR BOUNDARY -- THM-3156 EXACT COMPANION
status=FINITE-EXACT;body=(1, 2, 3, 4, 6, 12);ruler=168;cell=90;edges=((0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 4), (1, 5))
universe=D:6..100;m=D;levels=[D,2D];six-label injections;rows=95
law=uniform weight 1/9 on all nine fixed two-star edges;scale=1000000000000000
rounding=integer conservative score is a lower bound for 9*SCALE*((sum_edge I_edge)/9-debt)
exact_through=12;global_exact_minimum=2942257539652583/320491868062929255@D=6,levels=(6, 9, 12, 11, 8, 7)
smallest_conservative_9S_floor=85295963189446@D=24;converted=42647981594723/4500000000000000;strictly_above_global_exact_minimum
consequence=uniform expected overlap exceeds full singleton debt, so some two-star edge does;pairwise Bonferroni puts the six-arc union strictly below 6/7 at cell 90
scope=fixed reflected H packet and finite boundary D=6..100 inside THM-2941;not arbitrary D;not physical LRC14
reproduction=python3 04-computation/lrc_H_upper_median_uniform_two_star_boundary_thm3156.py
D=38;m=38;pivot_checks=1482;conservative_floor_for_9S_margin=108481651033631;representative_margin=100898680349117786216/8370891431770364220633;levels=(38, 72, 57, 54, 48, 76);nine_edge_gain_sum=44657757624661518642/398613877703350677173;debt=1100918036141919094/2790297143923454740211
D=39;m=39;pivot_checks=1560;conservative_floor_for_9S_margin=105629309781930;representative_margin=2027357439063902/172738201065982839;levels=(78, 60, 39, 52, 40, 45);nine_edge_gain_sum=302575815421034/2741876207396553;debt=10074807653704/19193133451775871
D=40;m=40;pivot_checks=1640;conservative_floor_for_9S_margin=98066408530143;representative_margin=21303117098676826681/1955083873894620285285;levels=(40, 60, 80, 48, 75, 45);nine_edge_gain_sum=41188040848015503607/403430005724286725535;debt=1263973739256642044/2824010040070007078745
D=41;m=41;pivot_checks=1722;conservative_floor_for_9S_margin=112500597437823;representative_margin=3490278106856851157/279220765730276389635;levels=(48, 54, 72, 66, 64, 81);nine_edge_gain_sum=1741669180421812403/15069057198141900393;debt=16400944426231964/47947000175906046705
D=42;m=42;pivot_checks=1806;conservative_floor_for_9S_margin=98340655116659;representative_margin=367951068629207510998/33674370114103483159395;levels=(42, 63, 84, 77, 56, 43);nine_edge_gain_sum=179450742928374344/1752504299458937453;debt=1686251946985745938/3741596679344831462155
D=43;m=43;pivot_checks=1892;conservative_floor_for_9S_margin=112500597437823;representative_margin=3490278106856851157/279220765730276389635;levels=(48, 54, 72, 66, 64, 81);nine_edge_gain_sum=1741669180421812403/15069057198141900393;debt=16400944426231964/47947000175906046705
D=44;m=44;pivot_checks=1980;conservative_floor_for_9S_margin=107533893476941;representative_margin=10353187901557497483/866505323123717334631;levels=(44, 72, 66, 54, 48, 88);nine_edge_gain_sum=68600834305613367219/618932373659798096165;debt=1590264952134020422/4332526615618586673155
D=45;m=45;pivot_checks=2070;conservative_floor_for_9S_margin=100906200412279;representative_margin=178566684946454790899/15926674059189377357685;levels=(54, 90, 81, 45, 60, 55);nine_edge_gain_sum=79345069773526068513/758413050437589397985;debt=2190603730590900766/5308891353063125785895
D=46;m=46;pivot_checks=2162;conservative_floor_for_9S_margin=108722858635203;representative_margin=170983718057137875121/14153909139540803698065;levels=(46, 84, 69, 63, 56, 92);nine_edge_gain_sum=25097331561247088383/224665224437155614255;debt=104391174924260968/314531314212017859957
D=47;m=47;pivot_checks=2256;conservative_floor_for_9S_margin=112274172615090;representative_margin=317957179167465267308/25487737258300417020795;levels=(54, 90, 81, 72, 60, 55);nine_edge_gain_sum=140464757734727941896/1213701774204781762895;debt=3264640737855532372/8495912419433472340265
D=48;m=48;pivot_checks=2352;conservative_floor_for_9S_margin=87947612840484;representative_margin=824726651014325756527/84397286286653747628375;levels=(48, 72, 96, 54, 64, 90);nine_edge_gain_sum=121726516095881261047/1339639464867519803625;debt=3039884628538118978/9377476254072638625375
D=49;m=49;pivot_checks=2450;conservative_floor_for_9S_margin=112274172615090;representative_margin=317957179167465267308/25487737258300417020795;levels=(54, 90, 81, 72, 60, 55);nine_edge_gain_sum=140464757734727941896/1213701774204781762895;debt=3264640737855532372/8495912419433472340265
D=50;m=50;pivot_checks=2550;conservative_floor_for_9S_margin=107217099654056;representative_margin=175368259067586616863/14720733322392139336637;levels=(60, 100, 90, 50, 80, 75);nine_edge_gain_sum=231673481658504109809/2102961903198877048091;debt=4822226666805468544/14720733322392139336637
D=51;m=51;pivot_checks=2652;conservative_floor_for_9S_margin=108849738096387;representative_margin=14521703462271821/1200694952932885935;levels=(102, 84, 51, 68, 56, 63);nine_edge_gain_sum=2140049391791471/19058650046553745;debt=50960253363164/133410550325876215
D=52;m=52;pivot_checks=2756;conservative_floor_for_9S_margin=108750976102959;representative_margin=898523191501653253/74359872557438056155;levels=(52, 84, 78, 63, 56, 104);nine_edge_gain_sum=289700327046863845/2596693962323233707;debt=28417371124672088/90884288681313179745
D=53;m=53;pivot_checks=2862;conservative_floor_for_9S_margin=112274172615090;representative_margin=317957179167465267308/25487737258300417020795;levels=(54, 90, 81, 72, 60, 55);nine_edge_gain_sum=140464757734727941896/1213701774204781762895;debt=3264640737855532372/8495912419433472340265
D=54;m=54;pivot_checks=2970;conservative_floor_for_9S_margin=97690951852795;representative_margin=543602240204275380587/50080586472421235524605;levels=(54, 90, 81, 72, 60, 108);nine_edge_gain_sum=239261828910463160709/2384789832020058834505;debt=4891786862268442578/16693528824140411841535
D=55;m=55;pivot_checks=3080;conservative_floor_for_9S_margin=110100652662080;representative_margin=2331845446925117574988/190612939295947372761123;levels=(66, 110, 99, 55, 88, 67);nine_edge_gain_sum=342010238088322068490/3025602211046783694621;debt=6914024410348544938/21179215477327485862347
D=56;m=56;pivot_checks=3192;conservative_floor_for_9S_margin=101458933309875;representative_margin=5308083960805716082/470858051516589681315;levels=(56, 84, 112, 63, 105, 57);nine_edge_gain_sum=2343519444345580668/22421811976980461015;debt=10675205066709254/31390536767772645421
D=57;m=57;pivot_checks=3306;conservative_floor_for_9S_margin=109407789914908;representative_margin=20623972550814478/1696549698167189481;levels=(114, 96, 57, 76, 64, 72);nine_edge_gain_sum=3027799227449980/26929360288368087;debt=190207347111794/565516566055729827
D=58;m=58;pivot_checks=3422;conservative_floor_for_9S_margin=109152868776359;representative_margin=179287801716067307905/14782847519566853121591;levels=(58, 105, 87, 63, 70, 116);nine_edge_gain_sum=130968005561045509031/1173241866632289930285;debt=753223346184519396/2737564355475343170665
D=59;m=59;pivot_checks=3540;conservative_floor_for_9S_margin=118876549251699;representative_margin=353251067669437883707/26744211781355185048085;levels=(72, 90, 108, 60, 96, 73);nine_edge_gain_sum=464637628617525200997/3820601683050740721155;debt=8133754588637272624/26744211781355185048085
D=60;m=60;pivot_checks=3660;conservative_floor_for_9S_margin=94483191649712;representative_margin=1954700836998473187223/186195102280227759676797;levels=(60, 90, 120, 72, 80, 61);nine_edge_gain_sum=288097118559258843889/2955477813971869201219;debt=6886554768482080000/20688344697803084408533
D=61;m=61;pivot_checks=3782;conservative_floor_for_9S_margin=110471439124718;representative_margin=719716485530857548726/58634597513139893190995;levels=(72, 120, 108, 96, 80, 90);nine_edge_gain_sum=945125511665311721268/8376371073305699027285;debt=15381134653273790038/58634597513139893190995
D=62;m=62;pivot_checks=3906;conservative_floor_for_9S_margin=109349854150768;representative_margin=35817017207461298566/2947906582688550488733;levels=(62, 108, 93, 81, 72, 124);nine_edge_gain_sum=26114502872752918214/233960839895916705455;debt=412937119107103852/1637725879271416938185
D=63;m=63;pivot_checks=4032;conservative_floor_for_9S_margin=108006165790630;representative_margin=30399700887220663/2533163787290279451;levels=(126, 96, 63, 84, 64, 72);nine_edge_gain_sum=13383559213494397/120626847013822831;debt=2485811832798790/7599491361870838353
D=64;m=64;pivot_checks=4160;conservative_floor_for_9S_margin=101268138638706;representative_margin=535149517892702106638/47560325742888594368733;levels=(64, 96, 128, 72, 120, 77);nine_edge_gain_sum=78307284430036680074/754925805442676101091;debt=1444608124172739320/5284480638098732707637
D=65;m=65;pivot_checks=4290;conservative_floor_for_9S_margin=110471439124718;representative_margin=719716485530857548726/58634597513139893190995;levels=(72, 120, 108, 96, 80, 90);nine_edge_gain_sum=945125511665311721268/8376371073305699027285;debt=15381134653273790038/58634597513139893190995
D=66;m=66;pivot_checks=4422;conservative_floor_for_9S_margin=99681401814665;representative_margin=5575000078486112570273/503353682762723762533515;levels=(66, 99, 132, 121, 88, 67);nine_edge_gain_sum=817136105659936316333/7989740996233710516405;debt=16105851237049071562/55928186973635973614835
D=67;m=67;pivot_checks=4556;conservative_floor_for_9S_margin=110471439124718;representative_margin=719716485530857548726/58634597513139893190995;levels=(72, 120, 108, 96, 80, 90);nine_edge_gain_sum=945125511665311721268/8376371073305699027285;debt=15381134653273790038/58634597513139893190995
D=68;m=68;pivot_checks=4692;conservative_floor_for_9S_margin=109394716651388;representative_margin=10791554214267340817252/887830700616745467447789;levels=(68, 132, 102, 99, 88, 136);nine_edge_gain_sum=1569280114244260166204/14092550803440404245203;debt=21489620604720038464/98647855624082829716421
D=69;m=69;pivot_checks=4830;conservative_floor_for_9S_margin=108885179348193;representative_margin=1413582895288788919/116840934034853943915;levels=(138, 108, 69, 92, 72, 81);nine_edge_gain_sum=206828655020349121/1854618000553237205;debt=3801965539294992/12982326003872660435
D=70;m=70;pivot_checks=4970;conservative_floor_for_9S_margin=108082189197894;representative_margin=19814399973811675852/1649944371849641803845;levels=(84, 140, 126, 70, 112, 105);nine_edge_gain_sum=6348696146934619000/57617105048717650293;debt=471773936753692292/2016598676705117760255
D=71;m=71;pivot_checks=5112;conservative_floor_for_9S_margin=110471439124718;representative_margin=719716485530857548726/58634597513139893190995;levels=(72, 120, 108, 96, 80, 90);nine_edge_gain_sum=945125511665311721268/8376371073305699027285;debt=15381134653273790038/58634597513139893190995
D=72;m=72;pivot_checks=5256;conservative_floor_for_9S_margin=88850787365903;representative_margin=9497805604949359823417/962065199180353784777415;levels=(72, 108, 144, 81, 96, 135);nine_edge_gain_sum=126047828893786398619/1388261470678721190155;debt=23097468874688096694/106896133242261531641935
D=73;m=73;pivot_checks=5402;conservative_floor_for_9S_margin=109885121627004;representative_margin=20884676088237658265392/1710532618165720029062151;levels=(96, 108, 144, 81, 128, 135);nine_edge_gain_sum=275668629999965911598/2468301036314170316107;debt=37978713528857436406/190059179796191114340239
D=74;m=74;pivot_checks=5550;conservative_floor_for_9S_margin=109737019734415;representative_margin=3493861423726337481626/286546444305049805399985;levels=(74, 120, 111, 90, 80, 148);nine_edge_gain_sum=1524292875688356642372/13645068776430943114285;debt=20940650959942672414/95515481435016601799995
D=75;m=75;pivot_checks=5700;conservative_floor_for_9S_margin=102389631740865;representative_margin=57608347105391767784/5063746349440775021571;levels=(90, 150, 135, 75, 100, 91);nine_edge_gain_sum=646876216697359790/6182840475507661809;debt=419129538022657702/1687915449813591673857
D=76;m=76;pivot_checks=5852;conservative_floor_for_9S_margin=109428250936305;representative_margin=68972606521535283526/5672698351497342970623;levels=(76, 135, 114, 81, 90, 152);nine_edge_gain_sum=110275781696733750542/990471140737631312331;debt=1470200015583126112/6933297985163419186317
D=77;m=77;pivot_checks=6006;conservative_floor_for_9S_margin=109885121627004;representative_margin=20884676088237658265392/1710532618165720029062151;levels=(96, 108, 144, 81, 128, 135);nine_edge_gain_sum=275668629999965911598/2468301036314170316107;debt=37978713528857436406/190059179796191114340239
D=78;m=78;pivot_checks=6162;conservative_floor_for_9S_margin=100104533640967;representative_margin=608953147634209066937/54748552631624043228855;levels=(78, 117, 156, 143, 104, 79);nine_edge_gain_sum=88901227558391798921/869024644946413384585;debt=296787672767411678/1216634502924978738419
D=79;m=79;pivot_checks=6320;conservative_floor_for_9S_margin=109885121627004;representative_margin=20884676088237658265392/1710532618165720029062151;levels=(96, 108, 144, 81, 128, 135);nine_edge_gain_sum=275668629999965911598/2468301036314170316107;debt=37978713528857436406/190059179796191114340239
D=80;m=80;pivot_checks=6480;conservative_floor_for_9S_margin=100208987214487;representative_margin=118560936387461557383/10648230833855590296139;levels=(80, 120, 160, 96, 150, 90);nine_edge_gain_sum=155497792499715448395/1521175833407941470877;debt=2381791112317124702/10648230833855590296139
D=81;m=81;pivot_checks=6642;conservative_floor_for_9S_margin=104835240488732;representative_margin=2656887706268557575372/228091138484894259507317;levels=(96, 108, 144, 81, 128, 162);nine_edge_gain_sum=315536491882609945668/2962222577725899474121;debt=42702279838216404232/228091138484894259507317
D=82;m=82;pivot_checks=6806;conservative_floor_for_9S_margin=109584773163092;representative_margin=50556831678305577341/4152141506260621064331;levels=(82, 132, 123, 99, 88, 164);nine_edge_gain_sum=183505356298174245299/1647675200897071850925;debt=2290744681064475952/11533726406279502956475
D=83;m=83;pivot_checks=6972;conservative_floor_for_9S_margin=113579828476615;representative_margin=6851365596511517556563/542898252230469475185027;levels=(90, 150, 135, 120, 100, 91);nine_edge_gain_sum=996705139903271904785/8617432575086817066429;debt=41856794270461925644/180966084076823158395009
D=84;m=84;pivot_checks=7140;conservative_floor_for_9S_margin=99713414406553;representative_margin=164269077145615938178/14826708152646531326955;levels=(84, 126, 168, 154, 112, 101);nine_edge_gain_sum=23906664140483905666/235344573851532243285;debt=53992488381954412/260117686888535637315
D=85;m=85;pivot_checks=7310;conservative_floor_for_9S_margin=111137936056175;representative_margin=48744221892343931614/3947328991328560446609;levels=(102, 170, 153, 85, 136, 103);nine_edge_gain_sum=35414212836744612368/313280078676869876715;debt=464264488388069834/2192960550738089137005
D=86;m=86;pivot_checks=7482;conservative_floor_for_9S_margin=109870163548847;representative_margin=36200027422504620784709/2965320486281273741166609;levels=(86, 156, 129, 117, 104, 172);nine_edge_gain_sum=5246866893192952477055/47068579147321805415343;debt=58671203316227394964/329480054031252637907401
D=87;m=87;pivot_checks=7656;conservative_floor_for_9S_margin=108882888277038;representative_margin=4104381372602031859/339258380613671054655;levels=(174, 132, 87, 116, 88, 99);nine_edge_gain_sum=597854416991826769/5385053660534461185;debt=8955505148972836/37695375623741228295
D=88;m=88;pivot_checks=7832;conservative_floor_for_9S_margin=102518955742651;representative_margin=1847317506780579015754/162173496994616637746685;levels=(88, 132, 176, 99, 165, 89);nine_edge_gain_sum=268931800141040222392/2574182491978041868995;debt=782335426815612022/3603855488769258616593
D=89;m=89;pivot_checks=8010;conservative_floor_for_9S_margin=113579828476615;representative_margin=6851365596511517556563/542898252230469475185027;levels=(90, 150, 135, 120, 100, 91);nine_edge_gain_sum=996705139903271904785/8617432575086817066429;debt=41856794270461925644/180966084076823158395009
