====================================================================================================
(B0) INDEPENDENT RECHECK: McGee graph cycle counts via networkx.simple_cycles
====================================================================================================
  McGee (LCF [12,7,-7]^8, n=24): nx cycle histogram up to length 9: c7=32, c8=34, c9=16
  girth = 7; |Aut| = 32
  my checker on same graph: c7=32 c8=34 c9=16 girth=7
  VERDICT: McGee HAS 8-cycles (c8=34) despite girth 7 -- S710's 'McGee -> C16' was an
  enumeration-order artifact, NOT a C8-free statement.

====================================================================================================
(B2) dihedral D_m, three reflections {s, s r^j, s r^k} (0<j<k<m), 2m<=80
     (bipartite cubic; canonical class = gap multiset {j, k-j, m-k} up to symmetry)
    D_21 refl(0,7,14): n=42 girth=4 c4=63 c16=None c32=None conn=False
    D_22 refl(0,1,5): n=44 girth=6 c4=0 c16=2464 c32=-1 conn=True
    D_22 refl(0,1,9): n=44 girth=6 c4=0 c16=2464 c32=-1 conn=True
    D_22 refl(0,1,11): n=44 girth=4 c4=11 c16=0 c32=-1 conn=True
    D_22 refl(0,2,5): n=44 girth=6 c4=0 c16=2464 c32=-1 conn=True
    D_22 refl(0,2,11): n=44 girth=4 c4=11 c16=0 c32=-1 conn=True
    D_22 refl(0,3,10): n=44 girth=6 c4=0 c16=2464 c32=-1 conn=True
    D_22 refl(0,3,11): n=44 girth=4 c4=11 c16=0 c32=-1 conn=True
    D_22 refl(0,4,11): n=44 girth=4 c4=11 c16=0 c32=-1 conn=True
    D_22 refl(0,5,11): n=44 girth=4 c4=11 c16=0 c32=-1 conn=True
    D_22 refl(0,6,13): n=44 girth=6 c4=0 c16=2464 c32=-1 conn=True
    D_23 refl(0,1,5): n=46 girth=6 c4=0 c16=2691 c32=-1 conn=True
    D_23 refl(0,1,7): n=46 girth=6 c4=0 c16=2691 c32=-1 conn=True
    D_23 refl(0,1,10): n=46 girth=6 c4=0 c16=2691 c32=-1 conn=True
    D_23 refl(0,2,5): n=46 girth=6 c4=0 c16=2691 c32=-1 conn=True
    D_23 refl(0,2,10): n=46 girth=6 c4=0 c16=2691 c32=-1 conn=True
    D_23 refl(0,2,11): n=46 girth=6 c4=0 c16=2691 c32=-1 conn=True
    D_23 refl(0,3,7): n=46 girth=6 c4=0 c16=2691 c32=-1 conn=True
    D_23 refl(0,3,11): n=46 girth=6 c4=0 c16=2691 c32=-1 conn=True
    D_23 refl(0,4,10): n=46 girth=6 c4=0 c16=2691 c32=-1 conn=True
    D_23 refl(0,5,12): n=46 girth=6 c4=0 c16=2691 c32=-1 conn=True
    D_23 refl(0,6,14): n=46 girth=6 c4=0 c16=2691 c32=-1 conn=True
    D_24 refl(0,1,5): n=48 girth=6 c4=0 c16=2922 c32=-1 conn=True
    D_24 refl(0,1,10): n=48 girth=6 c4=0 c16=2535 c32=-1 conn=True
    D_24 refl(0,1,12): n=48 girth=4 c4=12 c16=0 c32=-1 conn=True
    D_24 refl(0,2,5): n=48 girth=6 c4=0 c16=2535 c32=-1 conn=True
    D_24 refl(0,2,9): n=48 girth=6 c4=0 c16=2535 c32=-1 conn=True
    D_24 refl(0,2,12): n=48 girth=4 c4=12 c16=None c32=None conn=False
    D_24 refl(0,3,13): n=48 girth=6 c4=0 c16=2535 c32=-1 conn=True
    D_24 refl(0,4,11): n=48 girth=6 c4=0 c16=2922 c32=-1 conn=True
    D_24 refl(0,5,12): n=48 girth=4 c4=12 c16=0 c32=-1 conn=True
    D_24 refl(0,8,16): n=48 girth=4 c4=72 c16=None c32=None conn=False
    D_25 refl(0,1,5): n=50 girth=6 c4=0 c16=2650 c32=-1 conn=True
    D_25 refl(0,1,6): n=50 girth=6 c4=0 c16=2650 c32=-1 conn=True
    D_25 refl(0,1,10): n=50 girth=6 c4=0 c16=2550 c32=-1 conn=True
    D_25 refl(0,1,11): n=50 girth=6 c4=0 c16=2550 c32=-1 conn=True
    D_25 refl(0,2,5): n=50 girth=6 c4=0 c16=2550 c32=-1 conn=True
    D_25 refl(0,2,7): n=50 girth=6 c4=0 c16=2550 c32=-1 conn=True
    D_25 refl(0,2,10): n=50 girth=6 c4=0 c16=2650 c32=-1 conn=True
    D_25 refl(0,2,12): n=50 girth=6 c4=0 c16=2650 c32=-1 conn=True
    D_25 refl(0,3,8): n=50 girth=6 c4=0 c16=2550 c32=-1 conn=True
    D_25 refl(0,3,10): n=50 girth=6 c4=0 c16=2650 c32=-1 conn=True
    D_25 refl(0,3,13): n=50 girth=6 c4=0 c16=2650 c32=-1 conn=True
    D_25 refl(0,4,9): n=50 girth=6 c4=0 c16=2650 c32=-1 conn=True
    D_25 refl(0,4,10): n=50 girth=6 c4=0 c16=2550 c32=-1 conn=True
    D_25 refl(0,4,14): n=50 girth=6 c4=0 c16=2550 c32=-1 conn=True
    D_25 refl(0,5,11): n=50 girth=6 c4=0 c16=2650 c32=-1 conn=True
    D_25 refl(0,5,12): n=50 girth=6 c4=0 c16=2550 c32=-1 conn=True
    D_25 refl(0,5,13): n=50 girth=6 c4=0 c16=2550 c32=-1 conn=True
    D_25 refl(0,5,14): n=50 girth=6 c4=0 c16=2650 c32=-1 conn=True
    D_25 refl(0,6,15): n=50 girth=6 c4=0 c16=2550 c32=-1 conn=True
    D_25 refl(0,7,15): n=50 girth=6 c4=0 c16=2650 c32=-1 conn=True
    D_26 refl(0,1,5): n=52 girth=6 c4=0 c16=2743 c32=-1 conn=True
    D_26 refl(0,1,6): n=52 girth=6 c4=0 c16=2743 c32=-1 conn=True
    D_26 refl(0,1,8): n=52 girth=6 c4=0 c16=2483 c32=-1 conn=True
    D_26 refl(0,1,11): n=52 girth=6 c4=0 c16=2483 c32=-1 conn=True
    D_26 refl(0,1,13): n=52 girth=4 c4=13 c16=0 c32=-1 conn=True
    D_26 refl(0,2,5): n=52 girth=6 c4=0 c16=2483 c32=-1 conn=True
    D_26 refl(0,2,9): n=52 girth=6 c4=0 c16=2743 c32=-1 conn=True
    D_26 refl(0,2,13): n=52 girth=4 c4=13 c16=0 c32=-1 conn=True
    D_26 refl(0,3,7): n=52 girth=6 c4=0 c16=2483 c32=-1 conn=True
    D_26 refl(0,3,11): n=52 girth=6 c4=0 c16=2743 c32=-1 conn=True
    D_26 refl(0,3,13): n=52 girth=4 c4=13 c16=0 c32=-1 conn=True
    D_26 refl(0,3,14): n=52 girth=6 c4=0 c16=2743 c32=-1 conn=True
    D_26 refl(0,4,13): n=52 girth=4 c4=13 c16=0 c32=-1 conn=True
    D_26 refl(0,5,13): n=52 girth=4 c4=13 c16=0 c32=-1 conn=True
    D_26 refl(0,5,14): n=52 girth=6 c4=0 c16=2483 c32=-1 conn=True
    D_26 refl(0,6,13): n=52 girth=4 c4=13 c16=0 c32=-1 conn=True
    D_26 refl(0,6,15): n=52 girth=6 c4=0 c16=2483 c32=-1 conn=True
    D_26 refl(0,7,16): n=52 girth=6 c4=0 c16=2743 c32=-1 conn=True
    D_27 refl(0,1,5): n=54 girth=6 c4=0 c16=2889 c32=-1 conn=True
    D_27 refl(0,1,6): n=54 girth=6 c4=0 c16=2484 c32=-1 conn=True
    D_27 refl(0,1,8): n=54 girth=6 c4=0 c16=2889 c32=-1 conn=True
    D_27 refl(0,1,11): n=54 girth=6 c4=0 c16=2889 c32=-1 conn=True
    D_27 refl(0,1,12): n=54 girth=6 c4=0 c16=2484 c32=-1 conn=True
    D_27 refl(0,2,5): n=54 girth=6 c4=0 c16=2484 c32=-1 conn=True
    D_27 refl(0,2,7): n=54 girth=6 c4=0 c16=2889 c32=-1 conn=True
    D_27 refl(0,2,10): n=54 girth=6 c4=0 c16=2889 c32=-1 conn=True
    D_27 refl(0,2,12): n=54 girth=6 c4=0 c16=2484 c32=-1 conn=True
    D_27 refl(0,2,13): n=54 girth=6 c4=0 c16=2889 c32=-1 conn=True
    D_27 refl(0,3,7): n=54 girth=6 c4=0 c16=2484 c32=-1 conn=True
    D_27 refl(0,3,14): n=54 girth=6 c4=0 c16=2484 c32=-1 conn=True
    D_27 refl(0,4,10): n=54 girth=6 c4=0 c16=2484 c32=-1 conn=True
    D_27 refl(0,4,11): n=54 girth=6 c4=0 c16=2889 c32=-1 conn=True
    D_27 refl(0,4,14): n=54 girth=6 c4=0 c16=2889 c32=-1 conn=True
    D_27 refl(0,5,13): n=54 girth=6 c4=0 c16=2889 c32=-1 conn=True
    D_27 refl(0,6,14): n=54 girth=6 c4=0 c16=2484 c32=-1 conn=True
    D_27 refl(0,7,15): n=54 girth=6 c4=0 c16=2484 c32=-1 conn=True
    D_27 refl(0,9,18): n=54 girth=4 c4=81 c16=None c32=None conn=False
    D_28 refl(0,1,5): n=56 girth=6 c4=0 c16=2618 c32=-1 conn=True
    D_28 refl(0,1,6): n=56 girth=6 c4=0 c16=2331 c32=-1 conn=True
    D_28 refl(0,1,11): n=56 girth=6 c4=0 c16=2331 c32=-1 conn=True
    D_28 refl(0,1,12): n=56 girth=6 c4=0 c16=2618 c32=-1 conn=True
    D_28 refl(0,1,14): n=56 girth=4 c4=14 c16=0 c32=-1 conn=True
    D_28 refl(0,2,5): n=56 girth=6 c4=0 c16=2331 c32=-1 conn=True
    D_28 refl(0,2,11): n=56 girth=6 c4=0 c16=2331 c32=-1 conn=True
    D_28 refl(0,2,14): n=56 girth=4 c4=14 c16=None c32=None conn=False
    D_28 refl(0,3,8): n=56 girth=6 c4=0 c16=2618 c32=-1 conn=True
    D_28 refl(0,3,13): n=56 girth=6 c4=0 c16=2331 c32=-1 conn=True
    D_28 refl(0,3,14): n=56 girth=4 c4=14 c16=0 c32=-1 conn=True
    D_28 refl(0,3,15): n=56 girth=6 c4=0 c16=2618 c32=-1 conn=True
    D_28 refl(0,4,13): n=56 girth=6 c4=0 c16=2618 c32=-1 conn=True
    D_28 refl(0,4,14): n=56 girth=4 c4=14 c16=None c32=None conn=False
    D_28 refl(0,5,14): n=56 girth=4 c4=14 c16=0 c32=-1 conn=True
    D_28 refl(0,6,14): n=56 girth=4 c4=14 c16=None c32=None conn=False
    D_28 refl(0,6,15): n=56 girth=6 c4=0 c16=2331 c32=-1 conn=True
    D_28 refl(0,8,17): n=56 girth=6 c4=0 c16=2618 c32=-1 conn=True
    D_29 refl(0,1,5): n=58 girth=6 c4=0 c16=2697 c32=-1 conn=True
    D_29 refl(0,1,6): n=58 girth=6 c4=0 c16=2697 c32=-1 conn=True
    D_29 refl(0,1,7): n=58 girth=6 c4=0 c16=2697 c32=-1 conn=True
    D_29 refl(0,1,9): n=58 girth=6 c4=0 c16=2552 c32=-1 conn=True
    D_29 refl(0,1,12): n=58 girth=6 c4=0 c16=2552 c32=-1 conn=True
    D_29 refl(0,1,13): n=58 girth=6 c4=0 c16=2552 c32=-1 conn=True
    D_29 refl(0,2,5): n=58 girth=6 c4=0 c16=2552 c32=-1 conn=True
    D_29 refl(0,2,7): n=58 girth=6 c4=0 c16=2552 c32=-1 conn=True
    D_29 refl(0,2,10): n=58 girth=6 c4=0 c16=2697 c32=-1 conn=True
    D_29 refl(0,2,12): n=58 girth=6 c4=0 c16=2697 c32=-1 conn=True
    D_29 refl(0,2,13): n=58 girth=6 c4=0 c16=2552 c32=-1 conn=True
    D_29 refl(0,2,14): n=58 girth=6 c4=0 c16=2697 c32=-1 conn=True
    D_29 refl(0,3,7): n=58 girth=6 c4=0 c16=2552 c32=-1 conn=True
    D_29 refl(0,3,10): n=58 girth=6 c4=0 c16=2552 c32=-1 conn=True
    D_29 refl(0,3,11): n=58 girth=6 c4=0 c16=2697 c32=-1 conn=True
    D_29 refl(0,3,14): n=58 girth=6 c4=0 c16=2697 c32=-1 conn=True
    D_29 refl(0,3,15): n=58 girth=6 c4=0 c16=2697 c32=-1 conn=True
    D_29 refl(0,4,9): n=58 girth=6 c4=0 c16=2697 c32=-1 conn=True
    D_29 refl(0,4,10): n=58 girth=6 c4=0 c16=2552 c32=-1 conn=True
    D_29 refl(0,4,13): n=58 girth=6 c4=0 c16=2697 c32=-1 conn=True
    D_29 refl(0,4,14): n=58 girth=6 c4=0 c16=2552 c32=-1 conn=True
    D_29 refl(0,5,16): n=58 girth=6 c4=0 c16=2552 c32=-1 conn=True
    D_29 refl(0,6,13): n=58 girth=6 c4=0 c16=2697 c32=-1 conn=True
    D_29 refl(0,6,14): n=58 girth=6 c4=0 c16=2552 c32=-1 conn=True
    D_29 refl(0,6,15): n=58 girth=6 c4=0 c16=2552 c32=-1 conn=True
    D_29 refl(0,7,16): n=58 girth=6 c4=0 c16=2697 c32=-1 conn=True
    D_29 refl(0,8,17): n=58 girth=6 c4=0 c16=2552 c32=-1 conn=True
    D_29 refl(0,8,18): n=58 girth=6 c4=0 c16=2697 c32=-1 conn=True
    D_30 refl(0,1,5): n=60 girth=6 c4=0 c16=2970 c32=-1 conn=True
    D_30 refl(0,1,6): n=60 girth=6 c4=0 c16=2880 c32=-1 conn=True
    D_30 refl(0,1,7): n=60 girth=6 c4=0 c16=2655 c32=-1 conn=True
    D_30 refl(0,1,9): n=60 girth=6 c4=0 c16=2955 c32=-1 conn=True
    D_30 refl(0,1,12): n=60 girth=6 c4=0 c16=2550 c32=-1 conn=True
    D_30 refl(0,1,13): n=60 girth=6 c4=0 c16=2655 c32=-1 conn=True
    D_30 refl(0,1,15): n=60 girth=4 c4=15 c16=0 c32=-1 conn=True
    D_30 refl(0,2,5): n=60 girth=6 c4=0 c16=2340 c32=-1 conn=True
    D_30 refl(0,2,7): n=60 girth=6 c4=0 c16=2970 c32=-1 conn=True
    D_30 refl(0,2,11): n=60 girth=6 c4=0 c16=2955 c32=-1 conn=True
    D_30 refl(0,2,15): n=60 girth=4 c4=15 c16=0 c32=-1 conn=True
    D_30 refl(0,3,7): n=60 girth=6 c4=0 c16=2955 c32=-1 conn=True
    D_30 refl(0,3,8): n=60 girth=6 c4=0 c16=2340 c32=-1 conn=True
    D_30 refl(0,3,15): n=60 girth=4 c4=15 c16=None c32=None conn=False
    D_30 refl(0,3,16): n=60 girth=6 c4=0 c16=2955 c32=-1 conn=True
    D_30 refl(0,4,9): n=60 girth=6 c4=0 c16=2340 c32=-1 conn=True
    D_30 refl(0,4,15): n=60 girth=4 c4=15 c16=0 c32=-1 conn=True
    D_30 refl(0,5,11): n=60 girth=6 c4=0 c16=2880 c32=-1 conn=True
    D_30 refl(0,5,12): n=60 girth=6 c4=0 c16=2880 c32=-1 conn=True
    D_30 refl(0,5,13): n=60 girth=6 c4=0 c16=2970 c32=-1 conn=True
    D_30 refl(0,5,14): n=60 girth=6 c4=0 c16=2340 c32=-1 conn=True
    D_30 refl(0,5,16): n=60 girth=6 c4=0 c16=2970 c32=-1 conn=True
    D_30 refl(0,5,17): n=60 girth=6 c4=0 c16=2880 c32=-1 conn=True
    D_30 refl(0,6,13): n=60 girth=6 c4=0 c16=2550 c32=-1 conn=True
    D_30 refl(0,6,15): n=60 girth=4 c4=15 c16=None c32=None conn=False
    D_30 refl(0,6,17): n=60 girth=6 c4=0 c16=2655 c32=-1 conn=True
    D_30 refl(0,7,15): n=60 girth=4 c4=15 c16=0 c32=-1 conn=True
    D_30 refl(0,7,18): n=60 girth=6 c4=0 c16=2655 c32=-1 conn=True
    D_30 refl(0,10,20): n=60 girth=4 c4=90 c16=None c32=None conn=False
    D_31 refl(0,1,5): n=62 girth=6 c4=0 c16=2759 c32=-1 conn=True
    D_31 refl(0,1,6): n=62 girth=6 c4=0 c16=2883 c32=-1 conn=True
    D_31 refl(0,1,7): n=62 girth=6 c4=0 c16=2759 c32=-1 conn=True
    D_31 refl(0,1,9): n=62 girth=6 c4=0 c16=2759 c32=-1 conn=True
    D_31 refl(0,1,12): n=62 girth=6 c4=0 c16=2294 c32=-1 conn=True
    D_31 refl(0,1,13): n=62 girth=6 c4=0 c16=2294 c32=-1 conn=True
    D_31 refl(0,1,14): n=62 girth=6 c4=0 c16=2294 c32=-1 conn=True
    D_31 refl(0,2,5): n=62 girth=6 c4=0 c16=2294 c32=-1 conn=True
    D_31 refl(0,2,7): n=62 girth=6 c4=0 c16=2294 c32=-1 conn=True
    D_31 refl(0,2,9): n=62 girth=6 c4=0 c16=2294 c32=-1 conn=True
    D_31 refl(0,2,10): n=62 girth=6 c4=0 c16=2759 c32=-1 conn=True
    D_31 refl(0,2,12): n=62 girth=6 c4=0 c16=2883 c32=-1 conn=True
    D_31 refl(0,2,14): n=62 girth=6 c4=0 c16=2759 c32=-1 conn=True
    D_31 refl(0,2,15): n=62 girth=6 c4=0 c16=2759 c32=-1 conn=True
    D_31 refl(0,3,7): n=62 girth=6 c4=0 c16=2759 c32=-1 conn=True
    D_31 refl(0,3,8): n=62 girth=6 c4=0 c16=2294 c32=-1 conn=True
    D_31 refl(0,3,11): n=62 girth=6 c4=0 c16=2294 c32=-1 conn=True
    D_31 refl(0,3,13): n=62 girth=6 c4=0 c16=2759 c32=-1 conn=True
    D_31 refl(0,3,15): n=62 girth=6 c4=0 c16=2759 c32=-1 conn=True
    D_31 refl(0,3,16): n=62 girth=6 c4=0 c16=2883 c32=-1 conn=True
    D_31 refl(0,4,10): n=62 girth=6 c4=0 c16=2294 c32=-1 conn=True
    D_31 refl(0,4,11): n=62 girth=6 c4=0 c16=2883 c32=-1 conn=True
    D_31 refl(0,4,14): n=62 girth=6 c4=0 c16=2294 c32=-1 conn=True
    D_31 refl(0,4,15): n=62 girth=6 c4=0 c16=2759 c32=-1 conn=True
    D_31 refl(0,4,17): n=62 girth=6 c4=0 c16=2294 c32=-1 conn=True
    D_31 refl(0,5,11): n=62 girth=6 c4=0 c16=2759 c32=-1 conn=True
    D_31 refl(0,5,14): n=62 girth=6 c4=0 c16=2759 c32=-1 conn=True
    D_31 refl(0,6,14): n=62 girth=6 c4=0 c16=2759 c32=-1 conn=True
    D_31 refl(0,6,15): n=62 girth=6 c4=0 c16=2294 c32=-1 conn=True
    D_31 refl(0,6,16): n=62 girth=6 c4=0 c16=2294 c32=-1 conn=True
    D_31 refl(0,7,16): n=62 girth=6 c4=0 c16=2294 c32=-1 conn=True
    D_31 refl(0,7,18): n=62 girth=6 c4=0 c16=2759 c32=-1 conn=True
    D_31 refl(0,8,17): n=62 girth=6 c4=0 c16=2883 c32=-1 conn=True
    D_31 refl(0,8,19): n=62 girth=6 c4=0 c16=2294 c32=-1 conn=True
    D_31 refl(0,9,19): n=62 girth=6 c4=0 c16=2759 c32=-1 conn=True
    D_32 refl(0,1,5): n=64 girth=6 c4=0 c16=2484 c32=-1 conn=True
    D_32 refl(0,1,6): n=64 girth=6 c4=0 c16=2928 c32=-1 conn=True
    D_32 refl(0,1,7): n=64 girth=6 c4=0 c16=2232 c32=-1 conn=True
    D_32 refl(0,1,10): n=64 girth=6 c4=0 c16=2232 c32=-1 conn=True
    D_32 refl(0,1,13): n=64 girth=6 c4=0 c16=2484 c32=-1 conn=True
    D_32 refl(0,1,14): n=64 girth=6 c4=0 c16=2928 c32=-1 conn=True
    D_32 refl(0,1,16): n=64 girth=4 c4=16 c16=0 c32=65536 conn=True
    D_32 refl(0,2,5): n=64 girth=6 c4=0 c16=2232 c32=-1 conn=True
    D_32 refl(0,2,7): n=64 girth=6 c4=0 c16=2928 c32=-1 conn=True
    D_32 refl(0,2,11): n=64 girth=6 c4=0 c16=2928 c32=-1 conn=True
    D_32 refl(0,2,13): n=64 girth=6 c4=0 c16=2232 c32=-1 conn=True
    D_32 refl(0,2,16): n=64 girth=4 c4=16 c16=None c32=None conn=False
    D_32 refl(0,3,7): n=64 girth=6 c4=0 c16=2484 c32=-1 conn=True
    D_32 refl(0,3,10): n=64 girth=6 c4=0 c16=2928 c32=-1 conn=True
    D_32 refl(0,3,14): n=64 girth=6 c4=0 c16=2232 c32=-1 conn=True
    D_32 refl(0,3,15): n=64 girth=6 c4=0 c16=2484 c32=-1 conn=True
    D_32 refl(0,3,16): n=64 girth=4 c4=16 c16=0 c32=65536 conn=True
    D_32 refl(0,3,17): n=64 girth=6 c4=0 c16=2928 c32=-1 conn=True
    D_32 refl(0,4,13): n=64 girth=6 c4=0 c16=2484 c32=-1 conn=True
    D_32 refl(0,4,15): n=64 girth=6 c4=0 c16=2484 c32=-1 conn=True
    D_32 refl(0,5,12): n=64 girth=6 c4=0 c16=2484 c32=-1 conn=True
    D_32 refl(0,5,16): n=64 girth=4 c4=16 c16=0 c32=65536 conn=True
    D_32 refl(0,5,18): n=64 girth=6 c4=0 c16=2232 c32=-1 conn=True
    D_32 refl(0,6,15): n=64 girth=6 c4=0 c16=2232 c32=-1 conn=True
    D_32 refl(0,6,16): n=64 girth=4 c4=16 c16=None c32=None conn=False
    D_32 refl(0,6,17): n=64 girth=6 c4=0 c16=2928 c32=-1 conn=True
    D_32 refl(0,7,16): n=64 girth=4 c4=16 c16=0 c32=65536 conn=True
    D_32 refl(0,7,17): n=64 girth=6 c4=0 c16=2232 c32=-1 conn=True
    D_32 refl(0,9,19): n=64 girth=6 c4=0 c16=2928 c32=-1 conn=True
    D_32 refl(0,9,20): n=64 girth=6 c4=0 c16=2484 c32=-1 conn=True
    D_33 refl(0,1,5): n=66 girth=6 c4=0 c16=2475 c32=-1 conn=True
    D_33 refl(0,1,6): n=66 girth=6 c4=0 c16=2706 c32=-1 conn=True
    D_33 refl(0,1,7): n=66 girth=6 c4=0 c16=2013 c32=-1 conn=True
    D_33 refl(0,1,8): n=66 girth=6 c4=0 c16=2475 c32=-1 conn=True
    D_33 refl(0,1,10): n=66 girth=6 c4=0 c16=3036 c32=-1 conn=True
    D_33 refl(0,1,13): n=66 girth=6 c4=0 c16=2706 c32=-1 conn=True
    D_33 refl(0,1,14): n=66 girth=6 c4=0 c16=2475 c32=-1 conn=True
    D_33 refl(0,1,15): n=66 girth=6 c4=0 c16=2013 c32=-1 conn=True
    D_33 refl(0,2,5): n=66 girth=6 c4=0 c16=2013 c32=-1 conn=True
    D_33 refl(0,2,7): n=66 girth=6 c4=0 c16=2475 c32=-1 conn=True
    D_33 refl(0,2,9): n=66 girth=6 c4=0 c16=2706 c32=-1 conn=True
    D_33 refl(0,2,10): n=66 girth=6 c4=0 c16=2475 c32=-1 conn=True
    D_33 refl(0,2,12): n=66 girth=6 c4=0 c16=2706 c32=-1 conn=True
    D_33 refl(0,2,14): n=66 girth=6 c4=0 c16=2013 c32=-1 conn=True
    D_33 refl(0,2,15): n=66 girth=6 c4=0 c16=3036 c32=-1 conn=True
    D_33 refl(0,2,16): n=66 girth=6 c4=0 c16=2475 c32=-1 conn=True
    D_33 refl(0,3,7): n=66 girth=6 c4=0 c16=3036 c32=-1 conn=True
    D_33 refl(0,3,8): n=66 girth=6 c4=0 c16=2706 c32=-1 conn=True
    D_33 refl(0,3,16): n=66 girth=6 c4=0 c16=2013 c32=-1 conn=True
    D_33 refl(0,3,17): n=66 girth=6 c4=0 c16=2706 c32=-1 conn=True
    D_33 refl(0,4,9): n=66 girth=6 c4=0 c16=2013 c32=-1 conn=True
    D_33 refl(0,4,10): n=66 girth=6 c4=0 c16=2013 c32=-1 conn=True
    D_33 refl(0,4,13): n=66 girth=6 c4=0 c16=2706 c32=-1 conn=True
    D_33 refl(0,4,14): n=66 girth=6 c4=0 c16=2475 c32=-1 conn=True
    D_33 refl(0,4,17): n=66 girth=6 c4=0 c16=2475 c32=-1 conn=True
    D_33 refl(0,4,18): n=66 girth=6 c4=0 c16=2706 c32=-1 conn=True
    D_33 refl(0,5,13): n=66 girth=6 c4=0 c16=2475 c32=-1 conn=True
    D_33 refl(0,5,17): n=66 girth=6 c4=0 c16=3036 c32=-1 conn=True
    D_33 refl(0,6,14): n=66 girth=6 c4=0 c16=3036 c32=-1 conn=True
    D_33 refl(0,6,16): n=66 girth=6 c4=0 c16=2706 c32=-1 conn=True
    D_33 refl(0,7,15): n=66 girth=6 c4=0 c16=2706 c32=-1 conn=True
    D_33 refl(0,7,16): n=66 girth=6 c4=0 c16=2013 c32=-1 conn=True
    D_33 refl(0,7,17): n=66 girth=6 c4=0 c16=2475 c32=-1 conn=True
    D_33 refl(0,8,18): n=66 girth=6 c4=0 c16=2013 c32=-1 conn=True
    D_33 refl(0,8,20): n=66 girth=6 c4=0 c16=2013 c32=-1 conn=True
    D_33 refl(0,11,22): n=66 girth=4 c4=99 c16=None c32=None conn=False
    D_34 refl(0,1,5): n=68 girth=6 c4=0 c16=2431 c32=-1 conn=True
    D_34 refl(0,1,6): n=68 girth=6 c4=0 c16=2431 c32=-1 conn=True
    D_34 refl(0,1,7): n=68 girth=6 c4=0 c16=2431 c32=-1 conn=True
    D_34 refl(0,1,8): n=68 girth=6 c4=0 c16=2431 c32=-1 conn=True
    D_34 refl(0,1,10): n=68 girth=6 c4=0 c16=2975 c32=-1 conn=True
