body	d1	d2	d3	d4
2,5,9,11,12,14	693	8820	10780	38808
2,5,9,11,12,14	693	8820	10780	64680
2,5,9,11,12,14	693	8820	10780	194040
2,5,9,11,12,14	693	10780	12936	21560
2,5,9,11,12,14	693	10780	12936	32340
2,5,9,11,12,14	693	10780	16170	21560
2,5,9,11,12,14	693	10780	17640	32340
2,5,9,11,12,14	693	10780	21560	32340
2,5,9,11,12,14	693	10780	21560	64680
2,5,9,11,12,14	693	10780	32340	38808
2,5,9,11,12,14	693	10780	32340	64680
2,5,9,11,12,14	693	10780	32340	194040
2,5,9,11,12,14	735	990	10780	21560
2,5,9,11,12,14	735	1386	10780	21560
2,5,9,11,12,14	735	1980	10780	21560
2,5,9,11,12,14	735	2772	10780	21560
2,5,9,11,12,14	735	3465	10780	21560
2,5,9,11,12,14	735	6930	10780	21560
2,5,9,11,12,14	735	10780	13860	21560
2,5,9,11,12,14	792	3528	10780	24255
2,5,9,11,12,14	792	3528	10780	48510
2,5,9,11,12,14	792	3528	10780	97020
2,5,9,11,12,14	792	8820	9702	10780
2,5,9,11,12,14	792	8820	10780	19404
2,5,9,11,12,14	792	8820	10780	24255
2,5,9,11,12,14	792	8820	10780	194040
2,5,9,11,12,14	792	9702	10780	24255
2,5,9,11,12,14	792	9702	10780	32340
2,5,9,11,12,14	792	10780	24255	32340
2,5,9,11,12,14	840	4851	10780	21560
2,5,9,11,12,14	840	9702	10780	21560
2,5,9,11,12,14	840	9702	10780	24255
2,5,9,11,12,14	840	9702	10780	32340
2,5,9,11,12,14	840	10780	19404	21560
2,5,9,11,12,14	840	10780	19404	32340
2,5,9,11,12,14	840	10780	21560	24255
2,5,9,11,12,14	840	10780	21560	48510
2,5,9,11,12,14	840	10780	21560	97020
2,5,9,11,12,14	840	10780	24255	32340
2,5,9,11,12,14	882	924	10780	21560
2,5,9,11,12,14	882	1155	10780	21560
2,5,9,11,12,14	882	1320	10780	21560
2,5,9,11,12,14	882	1848	10780	21560
2,5,9,11,12,14	882	2310	10780	21560
2,5,9,11,12,14	882	2772	10780	194040
2,5,9,11,12,14	882	3960	10780	32340
2,5,9,11,12,14	882	4620	10780	21560
2,5,9,11,12,14	882	9240	10780	21560
2,5,9,11,12,14	882	9240	10780	32340
2,5,9,11,12,14	924	1764	10780	21560
2,5,9,11,12,14	924	2205	10780	21560
2,5,9,11,12,14	924	3528	10780	24255
2,5,9,11,12,14	924	3528	10780	48510
2,5,9,11,12,14	924	4410	10780	21560
2,5,9,11,12,14	924	4851	10780	21560
2,5,9,11,12,14	924	8820	10780	21560
2,5,9,11,12,14	924	9702	10780	21560
2,5,9,11,12,14	924	10780	19404	21560
2,5,9,11,12,14	924	10780	21560	24255
2,5,9,11,12,14	924	10780	21560	48510
2,5,9,11,12,14	924	10780	21560	97020
2,5,9,11,12,14	990	1176	10780	21560
2,5,9,11,12,14	990	1470	10780	21560
2,5,9,11,12,14	990	1617	3528	10780
2,5,9,11,12,14	990	1617	10780	21560
2,5,9,11,12,14	990	2940	10780	21560
2,5,9,11,12,14	990	3234	10780	21560
2,5,9,11,12,14	990	3528	6468	10780
2,5,9,11,12,14	990	3528	8085	10780
2,5,9,11,12,14	990	3528	9702	10780
2,5,9,11,12,14	990	3528	10780	16170
2,5,9,11,12,14	990	3528	10780	19404
2,5,9,11,12,14	990	3528	10780	24255
2,5,9,11,12,14	990	3528	10780	32340
2,5,9,11,12,14	990	3528	10780	38808
2,5,9,11,12,14	990	3528	10780	48510
2,5,9,11,12,14	990	3528	10780	64680
2,5,9,11,12,14	990	3528	10780	97020
2,5,9,11,12,14	990	3528	10780	194040
2,5,9,11,12,14	990	5880	10780	21560
2,5,9,11,12,14	990	5880	10780	32340
2,5,9,11,12,14	990	6468	10780	21560
2,5,9,11,12,14	990	8085	10780	21560
2,5,9,11,12,14	990	10780	12936	21560
2,5,9,11,12,14	990	10780	16170	21560
2,5,9,11,12,14	990	10780	17640	32340
2,5,9,11,12,14	990	10780	21560	32340
2,5,9,11,12,14	990	10780	21560	64680
2,5,9,11,12,14	990	10780	32340	38808
2,5,9,11,12,14	990	10780	32340	194040
2,5,9,11,12,14	1155	1764	10780	21560
2,5,9,11,12,14	1155	2205	10780	21560
2,5,9,11,12,14	1155	3528	4851	10780
2,5,9,11,12,14	1155	3528	9702	10780
2,5,9,11,12,14	1155	3528	10780	24255
2,5,9,11,12,14	1155	3528	10780	48510
2,5,9,11,12,14	1155	4312	8820	10780
2,5,9,11,12,14	1155	4410	10780	21560
2,5,9,11,12,14	1155	4851	10780	21560
2,5,9,11,12,14	1155	8820	10780	12936
2,5,9,11,12,14	1155	8820	10780	21560
2,5,9,11,12,14	1155	8820	10780	64680
2,5,9,11,12,14	1155	9702	10780	21560
2,5,9,11,12,14	1155	10780	19404	21560
2,5,9,11,12,14	1155	10780	21560	24255
2,5,9,11,12,14	1155	10780	21560	48510
2,5,9,11,12,14	1155	10780	21560	97020
2,5,9,11,12,14	1176	1386	10780	21560
2,5,9,11,12,14	1176	1980	10780	21560
2,5,9,11,12,14	1176	2772	8085	10780
2,5,9,11,12,14	1176	2772	10780	16170
2,5,9,11,12,14	1176	2772	10780	21560
2,5,9,11,12,14	1176	2772	10780	24255
2,5,9,11,12,14	1176	2772	10780	32340
2,5,9,11,12,14	1176	2772	10780	194040
2,5,9,11,12,14	1176	3465	10780	21560
2,5,9,11,12,14	1176	6930	9702	10780
2,5,9,11,12,14	1176	6930	10780	21560
2,5,9,11,12,14	1176	6930	10780	24255
2,5,9,11,12,14	1176	6930	10780	32340
2,5,9,11,12,14	1176	9702	10780	13860
2,5,9,11,12,14	1176	10780	13860	21560
2,5,9,11,12,14	1176	10780	13860	32340
2,5,9,11,12,14	1260	1617	10780	21560
2,5,9,11,12,14	1260	3234	10780	21560
2,5,9,11,12,14	1260	6468	10780	21560
2,5,9,11,12,14	1260	8085	10780	21560
2,5,9,11,12,14	1260	10780	12936	21560
2,5,9,11,12,14	1260	10780	16170	21560
2,5,9,11,12,14	1260	10780	21560	32340
2,5,9,11,12,14	1260	10780	21560	64680
2,5,9,11,12,14	1320	1764	10780	21560
2,5,9,11,12,14	1320	2205	10780	21560
2,5,9,11,12,14	1320	3528	9702	10780
2,5,9,11,12,14	1320	3528	10780	19404
2,5,9,11,12,14	1320	3528	10780	24255
2,5,9,11,12,14	1320	3528	10780	48510
2,5,9,11,12,14	1320	3528	10780	97020
2,5,9,11,12,14	1320	4410	10780	21560
2,5,9,11,12,14	1320	4851	10780	21560
2,5,9,11,12,14	1320	6468	8820	10780
2,5,9,11,12,14	1320	8085	8820	10780
2,5,9,11,12,14	1320	8820	9702	10780
2,5,9,11,12,14	1320	8820	10780	16170
2,5,9,11,12,14	1320	8820	10780	19404
2,5,9,11,12,14	1320	8820	10780	21560
2,5,9,11,12,14	1320	8820	10780	24255
2,5,9,11,12,14	1320	8820	10780	32340
2,5,9,11,12,14	1320	8820	10780	194040
2,5,9,11,12,14	1320	9702	10780	21560
2,5,9,11,12,14	1320	9702	10780	24255
2,5,9,11,12,14	1320	9702	10780	32340
2,5,9,11,12,14	1320	10780	19404	21560
2,5,9,11,12,14	1320	10780	19404	32340
2,5,9,11,12,14	1320	10780	21560	24255
2,5,9,11,12,14	1320	10780	21560	48510
2,5,9,11,12,14	1320	10780	21560	97020
2,5,9,11,12,14	1320	10780	24255	32340
2,5,9,11,12,14	1386	1470	10780	21560
2,5,9,11,12,14	1386	2940	10780	21560
2,5,9,11,12,14	1386	3528	8085	10780
2,5,9,11,12,14	1386	3528	10780	16170
2,5,9,11,12,14	1386	3528	10780	24255
2,5,9,11,12,14	1386	3528	10780	32340
2,5,9,11,12,14	1386	3528	10780	48510
2,5,9,11,12,14	1386	3528	10780	64680
2,5,9,11,12,14	1386	3528	10780	97020
2,5,9,11,12,14	1386	3528	10780	194040
2,5,9,11,12,14	1386	5880	10780	21560
2,5,9,11,12,14	1386	5880	10780	32340
2,5,9,11,12,14	1386	6468	10780	21560
2,5,9,11,12,14	1386	8085	10780	21560
2,5,9,11,12,14	1386	8820	10780	194040
2,5,9,11,12,14	1386	10780	12936	21560
2,5,9,11,12,14	1386	10780	16170	21560
2,5,9,11,12,14	1386	10780	17640	32340
2,5,9,11,12,14	1386	10780	21560	32340
2,5,9,11,12,14	1386	10780	21560	64680
2,5,9,11,12,14	1386	10780	32340	38808
2,5,9,11,12,14	1386	10780	32340	194040
2,5,9,11,12,14	1470	1980	10780	21560
2,5,9,11,12,14	1470	2772	10780	21560
2,5,9,11,12,14	1470	3465	10780	21560
2,5,9,11,12,14	1470	6930	10780	21560
2,5,9,11,12,14	1470	10780	13860	21560
2,5,9,11,12,14	1617	1980	10780	21560
2,5,9,11,12,14	1617	2772	5880	10780
2,5,9,11,12,14	1617	2772	10780	21560
2,5,9,11,12,14	1617	3465	3528	10780
2,5,9,11,12,14	1617	3465	10780	21560
2,5,9,11,12,14	1617	3528	6930	10780
2,5,9,11,12,14	1617	6930	10780	21560
2,5,9,11,12,14	1617	10780	13860	21560
2,5,9,11,12,14	1764	1848	10780	21560
2,5,9,11,12,14	1764	2310	10780	21560
2,5,9,11,12,14	1764	2772	10780	194040
2,5,9,11,12,14	1764	4620	10780	21560
2,5,9,11,12,14	1764	9240	10780	21560
2,5,9,11,12,14	1764	9240	10780	32340
2,5,9,11,12,14	1848	2205	10780	21560
2,5,9,11,12,14	1848	3528	10780	24255
2,5,9,11,12,14	1848	3528	10780	48510
2,5,9,11,12,14	1848	3528	10780	97020
2,5,9,11,12,14	1848	4410	10780	21560
2,5,9,11,12,14	1848	4851	10780	21560
2,5,9,11,12,14	1848	6468	8820	10780
2,5,9,11,12,14	1848	8085	8820	10780
2,5,9,11,12,14	1848	8820	9702	10780
2,5,9,11,12,14	1848	8820	10780	16170
2,5,9,11,12,14	1848	8820	10780	19404
2,5,9,11,12,14	1848	8820	10780	21560
2,5,9,11,12,14	1848	8820	10780	24255
2,5,9,11,12,14	1848	8820	10780	32340
2,5,9,11,12,14	1848	8820	10780	194040
2,5,9,11,12,14	1848	9702	10780	21560
2,5,9,11,12,14	1848	9702	10780	24255
2,5,9,11,12,14	1848	9702	10780	32340
2,5,9,11,12,14	1848	10780	19404	21560
2,5,9,11,12,14	1848	10780	19404	32340
2,5,9,11,12,14	1848	10780	21560	24255
2,5,9,11,12,14	1848	10780	21560	48510
2,5,9,11,12,14	1848	10780	21560	97020
2,5,9,11,12,14	1848	10780	24255	32340
2,5,9,11,12,14	1960	2772	6468	10780
2,5,9,11,12,14	1960	2772	8085	10780
2,5,9,11,12,14	1960	2772	10780	16170
2,5,9,11,12,14	1960	2772	10780	32340
2,5,9,11,12,14	1960	6930	10780	32340
2,5,9,11,12,14	1960	10780	13860	32340
2,5,9,11,12,14	1980	2940	10780	21560
2,5,9,11,12,14	1980	3234	10780	21560
2,5,9,11,12,14	1980	3528	9702	10780
2,5,9,11,12,14	1980	3528	10780	19404
2,5,9,11,12,14	1980	3528	10780	24255
2,5,9,11,12,14	1980	3528	10780	38808
2,5,9,11,12,14	1980	3528	10780	48510
2,5,9,11,12,14	1980	3528	10780	64680
2,5,9,11,12,14	1980	3528	10780	97020
2,5,9,11,12,14	1980	3528	10780	194040
2,5,9,11,12,14	1980	5880	10780	21560
2,5,9,11,12,14	1980	5880	10780	32340
2,5,9,11,12,14	1980	6468	10780	21560
2,5,9,11,12,14	1980	8085	10780	21560
2,5,9,11,12,14	1980	8820	10780	194040
2,5,9,11,12,14	1980	10780	12936	21560
2,5,9,11,12,14	1980	10780	16170	21560
2,5,9,11,12,14	1980	10780	21560	32340
2,5,9,11,12,14	1980	10780	21560	64680
2,5,9,11,12,14	2205	2310	10780	21560
2,5,9,11,12,14	2205	2772	10780	38808
2,5,9,11,12,14	2205	2772	10780	194040
2,5,9,11,12,14	2205	3960	10780	32340
2,5,9,11,12,14	2205	4620	10780	21560
2,5,9,11,12,14	2205	9240	10780	21560
2,5,9,11,12,14	2205	9240	10780	32340
2,5,9,11,12,14	2310	3528	9702	10780
2,5,9,11,12,14	2310	3528	10780	24255
2,5,9,11,12,14	2310	3528	10780	48510
2,5,9,11,12,14	2310	4410	10780	21560
2,5,9,11,12,14	2310	4851	10780	21560
2,5,9,11,12,14	2310	8820	10780	21560
2,5,9,11,12,14	2310	9702	10780	21560
2,5,9,11,12,14	2310	10780	19404	21560
2,5,9,11,12,14	2310	10780	21560	24255
2,5,9,11,12,14	2310	10780	21560	48510
2,5,9,11,12,14	2310	10780	21560	97020
2,5,9,11,12,14	2520	9702	10780	24255
2,5,9,11,12,14	2520	9702	10780	32340
2,5,9,11,12,14	2520	10780	24255	32340
2,5,9,11,12,14	2772	2940	10780	21560
2,5,9,11,12,14	2772	3234	5880	10780
2,5,9,11,12,14	2772	3234	10780	21560
2,5,9,11,12,14	2772	3528	10780	24255
2,5,9,11,12,14	2772	3528	10780	48510
2,5,9,11,12,14	2772	3528	10780	64680
2,5,9,11,12,14	2772	3528	10780	97020
2,5,9,11,12,14	2772	3528	10780	194040
2,5,9,11,12,14	2772	4312	5880	10780
2,5,9,11,12,14	2772	4312	8085	10780
2,5,9,11,12,14	2772	4312	10780	16170
2,5,9,11,12,14	2772	4312	10780	32340
2,5,9,11,12,14	2772	4410	10780	38808
2,5,9,11,12,14	2772	4410	10780	194040
2,5,9,11,12,14	2772	4851	5880	10780
2,5,9,11,12,14	2772	4851	10780	17640
2,5,9,11,12,14	2772	4851	10780	194040
2,5,9,11,12,14	2772	5880	6468	10780
2,5,9,11,12,14	2772	5880	8085	10780
2,5,9,11,12,14	2772	5880	9702	10780
2,5,9,11,12,14	2772	5880	10780	12936
2,5,9,11,12,14	2772	5880	10780	16170
2,5,9,11,12,14	2772	5880	10780	19404
2,5,9,11,12,14	2772	5880	10780	21560
2,5,9,11,12,14	2772	5880	10780	24255
2,5,9,11,12,14	2772	5880	10780	32340
2,5,9,11,12,14	2772	5880	10780	38808
2,5,9,11,12,14	2772	5880	10780	48510
2,5,9,11,12,14	2772	5880	10780	64680
2,5,9,11,12,14	2772	5880	10780	97020
2,5,9,11,12,14	2772	5880	10780	194040
2,5,9,11,12,14	2772	6468	10780	21560
2,5,9,11,12,14	2772	6468	10780	64680
2,5,9,11,12,14	2772	8085	10780	12936
2,5,9,11,12,14	2772	8085	10780	21560
2,5,9,11,12,14	2772	8085	10780	64680
2,5,9,11,12,14	2772	8820	10780	12936
2,5,9,11,12,14	2772	8820	10780	38808
2,5,9,11,12,14	2772	8820	10780	64680
2,5,9,11,12,14	2772	8820	10780	194040
2,5,9,11,12,14	2772	9702	10780	17640
2,5,9,11,12,14	2772	9702	10780	64680
2,5,9,11,12,14	2772	9702	10780	194040
2,5,9,11,12,14	2772	10780	12936	16170
2,5,9,11,12,14	2772	10780	12936	17640
2,5,9,11,12,14	2772	10780	12936	21560
2,5,9,11,12,14	2772	10780	12936	24255
2,5,9,11,12,14	2772	10780	12936	32340
2,5,9,11,12,14	2772	10780	12936	194040
2,5,9,11,12,14	2772	10780	16170	21560
2,5,9,11,12,14	2772	10780	16170	64680
2,5,9,11,12,14	2772	10780	17640	19404
2,5,9,11,12,14	2772	10780	17640	24255
2,5,9,11,12,14	2772	10780	17640	38808
2,5,9,11,12,14	2772	10780	17640	48510
2,5,9,11,12,14	2772	10780	17640	64680
2,5,9,11,12,14	2772	10780	17640	97020
2,5,9,11,12,14	2772	10780	17640	194040
2,5,9,11,12,14	2772	10780	19404	64680
2,5,9,11,12,14	2772	10780	19404	194040
2,5,9,11,12,14	2772	10780	21560	32340
2,5,9,11,12,14	2772	10780	21560	64680
2,5,9,11,12,14	2772	10780	24255	38808
2,5,9,11,12,14	2772	10780	24255	64680
2,5,9,11,12,14	2772	10780	24255	194040
2,5,9,11,12,14	2772	10780	32340	64680
2,5,9,11,12,14	2772	10780	38808	48510
2,5,9,11,12,14	2772	10780	38808	64680
2,5,9,11,12,14	2772	10780	38808	97020
2,5,9,11,12,14	2772	10780	38808	194040
2,5,9,11,12,14	2772	10780	48510	194040
2,5,9,11,12,14	2772	10780	64680	194040
2,5,9,11,12,14	2772	10780	97020	194040
2,5,9,11,12,14	2772	10780	194040	194040
2,5,9,11,12,14	2940	3465	10780	21560
2,5,9,11,12,14	2940	6930	10780	21560
2,5,9,11,12,14	2940	10780	13860	21560
2,5,9,11,12,14	3080	6468	8820	10780
2,5,9,11,12,14	3080	8085	8820	10780
2,5,9,11,12,14	3080	8820	10780	16170
2,5,9,11,12,14	3080	8820	10780	32340
2,5,9,11,12,14	3080	9702	10780	32340
2,5,9,11,12,14	3080	10780	19404	32340
2,5,9,11,12,14	3080	10780	24255	32340
2,5,9,11,12,14	3234	3465	3528	10780
2,5,9,11,12,14	3234	3465	10780	21560
2,5,9,11,12,14	3234	3528	6930	10780
2,5,9,11,12,14	3234	6930	10780	21560
2,5,9,11,12,14	3234	10780	13860	21560
2,5,9,11,12,14	3465	3528	4851	10780
2,5,9,11,12,14	3465	3528	6468	10780
2,5,9,11,12,14	3465	3528	8085	10780
2,5,9,11,12,14	3465	3528	9702	10780
2,5,9,11,12,14	3465	3528	10780	12936
2,5,9,11,12,14	3465	3528	10780	16170
2,5,9,11,12,14	3465	3528	10780	19404
2,5,9,11,12,14	3465	3528	10780	24255
2,5,9,11,12,14	3465	3528	10780	32340
2,5,9,11,12,14	3465	3528	10780	38808
2,5,9,11,12,14	3465	3528	10780	48510
2,5,9,11,12,14	3465	3528	10780	64680
2,5,9,11,12,14	3465	3528	10780	97020
2,5,9,11,12,14	3465	3528	10780	194040
2,5,9,11,12,14	3465	5880	10780	21560
2,5,9,11,12,14	3465	5880	10780	32340
2,5,9,11,12,14	3465	6468	10780	21560
2,5,9,11,12,14	3465	8085	10780	21560
2,5,9,11,12,14	3465	8820	10780	194040
2,5,9,11,12,14	3465	10780	12936	21560
2,5,9,11,12,14	3465	10780	16170	21560
2,5,9,11,12,14	3465	10780	17640	32340
2,5,9,11,12,14	3465	10780	21560	32340
2,5,9,11,12,14	3465	10780	21560	64680
2,5,9,11,12,14	3465	10780	32340	38808
2,5,9,11,12,14	3465	10780	32340	194040
2,5,9,11,12,14	3528	3960	4851	10780
2,5,9,11,12,14	3528	3960	9702	10780
2,5,9,11,12,14	3528	3960	10780	19404
2,5,9,11,12,14	3528	3960	10780	24255
2,5,9,11,12,14	3528	3960	10780	48510
2,5,9,11,12,14	3528	3960	10780	97020
2,5,9,11,12,14	3528	4620	4851	10780
2,5,9,11,12,14	3528	4620	9702	10780
2,5,9,11,12,14	3528	4620	10780	24255
2,5,9,11,12,14	3528	4620	10780	48510
2,5,9,11,12,14	3528	4851	6930	10780
2,5,9,11,12,14	3528	4851	9240	10780
2,5,9,11,12,14	3528	4851	10780	13860
2,5,9,11,12,14	3528	4851	10780	27720
2,5,9,11,12,14	3528	5544	10780	24255
2,5,9,11,12,14	3528	5544	10780	48510
2,5,9,11,12,14	3528	5544	10780	97020
2,5,9,11,12,14	3528	6468	6930	10780
2,5,9,11,12,14	3528	6930	8085	10780
2,5,9,11,12,14	3528	6930	9702	10780
2,5,9,11,12,14	3528	6930	10780	12936
2,5,9,11,12,14	3528	6930	10780	16170
2,5,9,11,12,14	3528	6930	10780	19404
2,5,9,11,12,14	3528	6930	10780	24255
2,5,9,11,12,14	3528	6930	10780	32340
2,5,9,11,12,14	3528	6930	10780	38808
2,5,9,11,12,14	3528	6930	10780	48510
2,5,9,11,12,14	3528	6930	10780	64680
2,5,9,11,12,14	3528	6930	10780	97020
2,5,9,11,12,14	3528	6930	10780	194040
2,5,9,11,12,14	3528	9240	9702	10780
2,5,9,11,12,14	3528	9240	10780	19404
2,5,9,11,12,14	3528	9240	10780	24255
2,5,9,11,12,14	3528	9240	10780	48510
2,5,9,11,12,14	3528	9240	10780	97020
2,5,9,11,12,14	3528	9702	10780	13860
2,5,9,11,12,14	3528	9702	10780	27720
2,5,9,11,12,14	3528	10780	12936	13860
2,5,9,11,12,14	3528	10780	13860	19404
2,5,9,11,12,14	3528	10780	13860	24255
2,5,9,11,12,14	3528	10780	13860	38808
2,5,9,11,12,14	3528	10780	13860	48510
2,5,9,11,12,14	3528	10780	13860	64680
2,5,9,11,12,14	3528	10780	13860	97020
2,5,9,11,12,14	3528	10780	13860	194040
2,5,9,11,12,14	3528	10780	19404	27720
2,5,9,11,12,14	3528	10780	24255	27720
2,5,9,11,12,14	3528	10780	27720	48510
2,5,9,11,12,14	3528	10780	27720	97020
2,5,9,11,12,14	3960	4410	10780	32340
2,5,9,11,12,14	3960	4851	8820	10780
2,5,9,11,12,14	3960	4851	10780	32340
2,5,9,11,12,14	3960	8820	9702	10780
2,5,9,11,12,14	3960	8820	10780	12936
2,5,9,11,12,14	3960	8820	10780	19404
2,5,9,11,12,14	3960	8820	10780	24255
2,5,9,11,12,14	3960	8820	10780	38808
2,5,9,11,12,14	3960	8820	10780	48510
2,5,9,11,12,14	3960	8820	10780	64680
2,5,9,11,12,14	3960	8820	10780	97020
2,5,9,11,12,14	3960	8820	10780	194040
2,5,9,11,12,14	3960	9702	10780	24255
2,5,9,11,12,14	3960	9702	10780	32340
2,5,9,11,12,14	3960	10780	24255	32340
2,5,9,11,12,14	3960	10780	32340	48510
2,5,9,11,12,14	4312	6930	10780	32340
2,5,9,11,12,14	4312	10780	13860	32340
2,5,9,11,12,14	4410	4620	10780	21560
2,5,9,11,12,14	4410	9240	10780	21560
2,5,9,11,12,14	4410	9240	10780	32340
2,5,9,11,12,14	4620	4851	10780	21560
2,5,9,11,12,14	4620	8820	10780	21560
2,5,9,11,12,14	4620	9702	10780	21560
2,5,9,11,12,14	4620	10780	19404	21560
2,5,9,11,12,14	4620	10780	21560	24255
2,5,9,11,12,14	4620	10780	21560	48510
2,5,9,11,12,14	4620	10780	21560	97020
2,5,9,11,12,14	4851	9240	10780	21560
2,5,9,11,12,14	4851	9240	10780	32340
2,5,9,11,12,14	5544	8820	9702	10780
2,5,9,11,12,14	5544	8820	10780	19404
2,5,9,11,12,14	5544	8820	10780	24255
2,5,9,11,12,14	5544	8820	10780	194040
2,5,9,11,12,14	5544	9702	10780	24255
2,5,9,11,12,14	5544	9702	10780	32340
2,5,9,11,12,14	5544	10780	24255	32340
2,5,9,11,12,14	5880	6930	9702	10780
2,5,9,11,12,14	5880	6930	10780	21560
2,5,9,11,12,14	5880	6930	10780	24255
2,5,9,11,12,14	5880	6930	10780	32340
2,5,9,11,12,14	5880	9702	10780	13860
2,5,9,11,12,14	5880	10780	13860	21560
2,5,9,11,12,14	5880	10780	13860	32340
2,5,9,11,12,14	6468	6930	10780	21560
2,5,9,11,12,14	6468	8820	9240	10780
2,5,9,11,12,14	6468	10780	13860	21560
2,5,9,11,12,14	6930	8085	10780	21560
2,5,9,11,12,14	6930	8820	10780	12936
2,5,9,11,12,14	6930	8820	10780	38808
2,5,9,11,12,14	6930	8820	10780	64680
2,5,9,11,12,14	6930	8820	10780	194040
2,5,9,11,12,14	6930	9702	10780	12936
2,5,9,11,12,14	6930	9702	10780	17640
2,5,9,11,12,14	6930	9702	10780	38808
2,5,9,11,12,14	6930	9702	10780	64680
2,5,9,11,12,14	6930	9702	10780	194040
2,5,9,11,12,14	6930	10780	12936	21560
2,5,9,11,12,14	6930	10780	12936	24255
2,5,9,11,12,14	6930	10780	12936	32340
2,5,9,11,12,14	6930	10780	16170	21560
2,5,9,11,12,14	6930	10780	17640	24255
2,5,9,11,12,14	6930	10780	17640	32340
2,5,9,11,12,14	6930	10780	21560	32340
2,5,9,11,12,14	6930	10780	21560	64680
2,5,9,11,12,14	6930	10780	24255	38808
2,5,9,11,12,14	6930	10780	24255	64680
2,5,9,11,12,14	6930	10780	24255	194040
2,5,9,11,12,14	6930	10780	32340	38808
2,5,9,11,12,14	6930	10780	32340	64680
2,5,9,11,12,14	6930	10780	32340	194040
2,5,9,11,12,14	8085	8820	9240	10780
2,5,9,11,12,14	8085	10780	13860	21560
2,5,9,11,12,14	8820	9240	9702	10780
2,5,9,11,12,14	8820	9240	10780	16170
2,5,9,11,12,14	8820	9240	10780	19404
2,5,9,11,12,14	8820	9240	10780	21560
2,5,9,11,12,14	8820	9240	10780	24255
2,5,9,11,12,14	8820	9240	10780	32340
2,5,9,11,12,14	8820	9240	10780	194040
2,5,9,11,12,14	8820	9702	10780	27720
2,5,9,11,12,14	8820	10780	12936	13860
2,5,9,11,12,14	8820	10780	13860	38808
2,5,9,11,12,14	8820	10780	13860	64680
2,5,9,11,12,14	8820	10780	13860	194040
2,5,9,11,12,14	8820	10780	19404	27720
2,5,9,11,12,14	8820	10780	24255	27720
2,5,9,11,12,14	8820	10780	27720	194040
2,5,9,11,12,14	9240	9702	10780	21560
2,5,9,11,12,14	9240	9702	10780	24255
2,5,9,11,12,14	9240	9702	10780	32340
2,5,9,11,12,14	9240	10780	19404	21560
2,5,9,11,12,14	9240	10780	19404	32340
2,5,9,11,12,14	9240	10780	21560	24255
2,5,9,11,12,14	9240	10780	21560	48510
2,5,9,11,12,14	9240	10780	21560	97020
2,5,9,11,12,14	9240	10780	24255	32340
2,5,9,11,12,14	9240	10780	32340	48510
2,5,9,11,12,14	9240	10780	32340	97020
2,5,9,11,12,14	9702	10780	12936	13860
2,5,9,11,12,14	9702	10780	13860	17640
2,5,9,11,12,14	9702	10780	13860	38808
2,5,9,11,12,14	9702	10780	13860	64680
2,5,9,11,12,14	9702	10780	13860	194040
2,5,9,11,12,14	9702	10780	24255	27720
2,5,9,11,12,14	9702	10780	27720	32340
2,5,9,11,12,14	10780	12936	13860	21560
2,5,9,11,12,14	10780	12936	13860	32340
2,5,9,11,12,14	10780	13860	16170	21560
2,5,9,11,12,14	10780	13860	21560	32340
2,5,9,11,12,14	10780	13860	21560	64680
2,5,9,11,12,14	10780	13860	32340	64680
2,5,9,11,12,14	10780	24255	27720	32340
