a	b	c	denominator	E0_numerator	E1_numerator	E2_numerator	mass_numerator	raw_carriers
1	2	4	336	0	0	0	0	0
1	2	5	420	0	0	0	0	0
1	2	7	588	0	0	0	0	0
1	2	8	672	0	0	0	0	0
1	2	10	840	0	0	0	0	0
1	2	11	924	0	0	0	0	0
1	2	13	1092	0	0	0	0	0
1	2	14	1176	0	0	0	0	0
1	2	16	1344	0	0	0	0	0
1	2	17	1428	0	0	0	0	0
1	2	19	1596	0	0	0	0	0
1	2	20	1680	0	0	0	0	0
1	2	22	1848	0	0	0	0	0
1	2	23	1932	0	0	0	0	0
1	2	25	2100	0	0	0	0	0
1	2	26	2184	0	0	0	0	0
1	2	28	2352	0	0	0	0	0
1	2	29	2436	0	0	0	0	0
1	2	31	2604	0	0	0	0	0
1	2	32	2688	0	0	0	0	0
1	2	34	2856	0	0	0	0	0
1	2	35	2940	0	0	0	0	0
1	2	37	3108	0	0	0	0	0
1	2	38	3192	0	0	0	0	0
1	2	40	3360	0	0	0	0	0
1	2	41	3444	0	0	0	0	0
1	2	43	3612	0	0	0	0	0
1	2	44	3696	0	0	0	0	0
1	2	46	3864	0	0	0	0	0
1	2	47	3948	0	0	0	0	0
1	2	49	4116	0	0	0	0	0
1	2	50	4200	0	0	0	0	0
1	2	52	4368	0	0	0	0	0
1	2	53	4452	0	0	0	0	0
1	2	55	4620	0	0	0	0	0
1	2	56	4704	0	0	0	0	0
1	2	58	4872	0	0	0	0	0
1	2	59	4956	0	0	0	0	0
1	2	61	5124	0	0	0	0	0
1	2	62	5208	0	0	0	0	0
1	4	5	840	78	96	30	30	2
1	4	7	1176	0	0	0	0	0
1	4	8	1344	0	0	0	0	0
1	4	10	1680	84	120	60	60	2
1	4	11	1848	0	0	0	0	0
1	4	13	2184	0	0	0	0	0
1	4	14	2352	0	0	0	0	0
1	4	16	2688	0	0	0	0	0
1	4	17	2856	0	0	0	0	0
1	4	19	3192	0	0	0	0	0
1	4	20	3360	96	144	120	96	2
1	4	22	3696	0	0	0	0	0
1	4	23	3864	0	0	0	0	0
1	4	25	4200	102	144	144	102	2
1	4	26	4368	0	0	0	0	0
1	4	28	4704	0	0	0	0	0
1	4	29	4872	0	0	0	0	0
1	4	31	5208	0	0	0	0	0
1	4	32	5376	144	24	144	24	2
1	4	34	5712	0	0	0	0	0
1	4	35	5880	114	144	144	114	2
1	4	37	6216	144	48	144	48	2
1	4	38	6384	0	0	0	0	0
1	4	40	6720	120	144	144	120	2
1	4	41	6888	0	0	0	0	0
1	4	43	7224	0	0	0	0	0
1	4	44	7392	0	0	0	0	0
1	4	46	7728	0	0	0	0	0
1	4	47	7896	144	96	144	96	2
1	4	49	8232	0	0	0	0	0
1	4	50	8400	132	144	144	132	2
1	4	52	8736	144	120	144	120	2
1	4	53	8904	0	0	0	0	0
1	4	55	9240	138	144	144	138	2
1	4	56	9408	0	0	0	0	0
1	4	58	9744	0	0	0	0	0
1	4	59	9912	0	0	0	0	0
1	4	61	10248	0	0	0	0	0
1	4	62	10416	144	144	144	144	2
1	5	7	1470	48	180	168	48	2
1	5	8	1680	0	0	0	0	0
1	5	10	2100	0	0	0	0	0
1	5	11	2310	180	180	180	180	2
1	5	13	2730	0	0	0	0	0
1	5	14	2940	6	180	180	6	2
1	5	16	3360	0	0	0	0	0
1	5	17	3570	0	0	0	0	0
1	5	19	3990	180	120	180	120	2
1	5	20	4200	0	0	0	0	0
1	5	22	4620	180	180	180	180	2
1	5	23	4830	180	60	180	60	2
1	5	25	5250	120	180	180	120	2
1	5	26	5460	180	180	180	180	2
1	5	28	5880	0	0	0	0	0
1	5	29	6090	180	180	180	180	2
1	5	31	6510	0	0	0	0	0
1	5	32	6720	78	180	180	78	2
1	5	34	7140	180	180	180	180	2
1	5	35	7350	0	0	0	0	0
1	5	37	7770	180	180	180	180	2
1	5	38	7980	180	150	180	150	2
1	5	40	8400	180	180	180	180	2
1	5	41	8610	180	180	180	180	2
1	5	43	9030	180	180	180	180	2
1	5	44	9240	180	180	180	180	2
1	5	46	9660	180	30	180	30	2
1	5	47	9870	180	180	180	180	2
1	5	49	10290	180	180	180	180	2
1	5	50	10500	150	180	180	150	2
1	5	52	10920	180	180	180	180	2
1	5	53	11130	180	180	180	180	2
1	5	55	11550	180	180	180	180	2
1	5	56	11760	180	180	180	180	2
1	5	58	12180	180	180	180	180	2
1	5	59	12390	180	180	180	180	2
1	5	61	12810	360	300	360	300	4
1	5	62	13020	180	180	180	180	2
1	7	8	2352	186	252	252	186	2
1	7	10	2940	0	0	0	0	0
1	7	11	3234	0	0	0	0	0
1	7	13	3822	252	252	252	252	2
1	7	14	4116	0	0	0	0	0
1	7	16	4704	246	252	252	246	2
1	7	17	4998	0	0	0	0	0
1	7	19	5586	48	252	252	48	2
1	7	20	5880	0	0	0	0	0
1	7	22	6468	0	0	0	0	0
1	7	23	6762	120	252	252	120	2
1	7	25	7350	0	0	0	0	0
1	7	26	7644	252	252	252	252	2
1	7	28	8232	42	252	252	42	2
1	7	29	8526	252	252	252	252	2
1	7	31	9114	252	252	252	252	2
1	7	32	9408	252	252	252	252	2
1	7	34	9996	252	252	252	252	2
1	7	35	10290	168	252	252	168	2
1	7	37	10878	252	252	252	252	2
1	7	38	11172	0	0	0	0	0
1	7	40	11760	252	252	252	252	2
1	7	41	12054	192	252	252	192	2
1	7	43	12642	228	252	252	228	2
1	7	44	12936	252	252	252	252	2
1	7	46	13524	144	504	504	144	4
1	7	47	13818	252	252	252	252	2
1	7	49	14406	252	252	252	252	2
1	7	50	14700	252	252	252	252	2
1	7	52	15288	252	252	252	252	2
1	7	53	15582	252	252	252	252	2
1	7	55	16170	252	252	252	252	2
1	7	56	16464	252	252	252	252	2
1	7	58	17052	252	252	252	252	2
1	7	59	17346	504	504	504	504	4
1	7	61	17934	252	252	252	252	2
1	7	62	18228	402	504	504	402	4
1	8	10	3360	156	288	288	156	2
1	8	11	3696	0	0	0	0	0
1	8	13	4368	0	0	0	0	0
1	8	14	4704	228	288	288	228	2
1	8	16	5376	0	0	0	0	0
1	8	17	5712	288	288	288	288	2
1	8	19	6384	0	0	0	0	0
1	8	20	6720	168	288	288	168	2
1	8	22	7392	0	0	0	0	0
1	8	23	7728	0	0	0	0	0
1	8	25	8400	6	288	288	6	2
1	8	26	8736	0	0	0	0	0
1	8	28	9408	288	288	288	288	2
1	8	29	9744	0	0	0	0	0
1	8	31	10416	288	288	288	288	2
1	8	32	10752	48	288	288	48	2
1	8	34	11424	288	288	288	288	2
1	8	35	11760	288	288	288	288	2
1	8	37	12432	288	288	288	288	2
1	8	38	12768	288	288	288	288	2
1	8	40	13440	192	288	288	192	2
1	8	41	13776	288	288	288	288	2
1	8	43	14448	0	0	0	0	0
1	8	44	14784	288	288	288	288	2
1	8	46	15456	132	288	288	132	2
1	8	47	15792	288	288	288	288	2
1	8	49	16464	288	288	288	288	2
1	8	50	16800	204	288	288	204	2
1	8	52	17472	288	288	288	288	2
1	8	53	17808	180	576	576	180	4
1	8	55	18480	288	288	288	288	2
1	8	56	18816	288	288	288	288	2
1	8	58	19488	288	288	288	288	2
1	8	59	19824	288	288	288	288	2
1	8	61	20496	288	288	288	288	2
1	8	62	20832	288	288	288	288	2
1	10	11	4620	504	720	690	504	4
1	10	13	5460	0	0	0	0	0
1	10	14	5880	96	360	360	96	2
1	10	16	6720	132	360	360	132	2
1	10	17	7140	0	0	0	0	0
1	10	19	7980	714	600	720	600	4
1	10	20	8400	0	0	0	0	0
1	10	22	9240	600	720	720	600	4
1	10	23	9660	258	120	360	120	2
1	10	25	10500	210	360	360	210	2
1	10	26	10920	360	360	360	360	2
1	10	28	11760	12	360	360	12	2
1	10	29	12180	30	360	360	30	2
1	10	31	13020	0	0	0	0	0
1	10	32	13440	84	360	360	84	2
1	10	34	14280	360	360	360	360	2
1	10	35	14700	360	360	360	360	2
1	10	37	15540	360	360	360	360	2
1	10	38	15960	720	660	720	660	4
1	10	40	16800	120	720	720	120	4
1	10	41	17220	720	720	720	720	4
1	10	43	18060	360	360	360	360	2
1	10	44	18480	660	720	720	660	4
1	10	46	19320	696	420	720	420	4
1	10	47	19740	360	360	360	360	2
1	10	49	20580	720	720	720	720	4
1	10	50	21000	240	360	360	240	2
1	10	52	21840	720	720	720	720	4
1	10	53	22260	402	720	720	402	4
1	10	55	23100	690	720	720	690	4
1	10	56	23520	372	720	720	372	4
1	10	58	24360	360	360	360	360	2
1	10	59	24780	678	720	720	678	4
1	10	61	25620	714	600	720	594	4
1	10	62	26040	480	720	720	480	4
1	11	13	6006	360	792	792	360	4
1	11	14	6468	0	0	0	0	0
1	11	16	7392	66	396	396	66	2
1	11	17	7854	84	396	396	84	2
1	11	19	8778	0	0	0	0	0
1	11	20	9240	612	792	792	612	4
1	11	22	10164	0	0	0	0	0
1	11	23	10626	792	792	792	792	4
1	11	25	11550	228	396	396	228	2
1	11	26	12012	330	396	396	330	2
1	11	28	12936	396	396	396	396	2
1	11	29	13398	132	396	396	132	2
1	11	31	14322	168	396	396	168	2
1	11	32	14784	0	0	0	0	0
1	11	34	15708	0	0	0	0	0
1	11	35	16170	240	396	396	240	2
1	11	37	17094	276	396	396	276	2
1	11	38	17556	396	396	396	396	2
1	11	40	18480	642	792	792	642	4
1	11	41	18942	396	396	396	396	2
1	11	43	19866	792	792	792	792	4
1	11	44	20328	132	792	792	132	4
1	11	46	21252	792	792	792	792	4
1	11	47	21714	372	396	396	372	2
1	11	49	22638	636	792	792	636	4
1	11	50	23100	654	792	792	654	4
1	11	52	24024	396	396	396	396	2
1	11	53	24486	792	792	792	792	4
1	11	55	25410	528	792	792	528	4
1	11	56	25872	792	792	792	792	4
1	11	58	26796	462	792	792	462	4
1	11	59	27258	792	792	792	792	4
1	11	61	28182	396	396	396	396	2
1	11	62	28644	534	792	792	534	4
1	13	14	7644	720	936	936	720	4
1	13	16	8736	0	0	0	0	0
1	13	17	9282	204	468	468	204	2
1	13	19	10374	0	0	0	0	0
1	13	20	10920	6	468	468	6	2
1	13	22	12012	294	468	468	294	2
1	13	23	12558	0	0	0	0	0
1	13	25	13650	936	936	936	936	4
1	13	26	14196	0	0	0	0	0
1	13	28	15288	870	936	936	870	4
1	13	29	15834	168	468	468	168	2
1	13	31	16926	372	468	468	372	2
1	13	32	17472	468	468	468	468	2
1	13	34	18564	174	468	468	174	2
1	13	35	19110	444	468	468	444	2
1	13	37	20202	0	0	0	0	0
1	13	38	20748	0	0	0	0	0
1	13	40	21840	30	468	468	30	2
1	13	41	22386	48	468	468	48	2
1	13	43	23478	468	468	468	468	2
1	13	44	24024	354	468	468	354	2
1	13	46	25116	468	468	468	468	2
1	13	47	25662	708	936	936	708	4
1	13	49	26754	468	468	468	468	2
1	13	50	27300	936	936	936	936	4
1	13	52	28392	156	936	936	156	4
1	13	53	28938	936	936	936	936	4
1	13	55	30030	384	468	468	384	2
1	13	56	30576	936	936	936	936	4
1	13	58	31668	570	936	936	570	4
1	13	59	32214	588	936	936	588	4
1	13	61	33306	936	936	936	936	4
1	13	62	33852	468	468	468	468	2
1	14	16	9408	576	1008	1008	576	4
1	14	17	9996	0	0	0	0	0
1	14	19	11172	174	504	504	174	2
1	14	20	11760	0	0	0	0	0
1	14	22	12936	0	0	0	0	0
1	14	23	13524	246	504	504	246	2
1	14	25	14700	0	0	0	0	0
1	14	26	15288	888	1008	1008	888	4
1	14	28	16464	0	0	0	0	0
1	14	29	17052	1008	1008	1008	1008	4
1	14	31	18228	138	504	504	138	2
1	14	32	18816	648	1008	1008	648	4
1	14	34	19992	504	504	504	504	2
1	14	35	20580	294	504	504	294	2
1	14	37	21756	504	504	504	504	2
1	14	38	22344	96	504	504	96	2
1	14	40	23520	132	504	504	132	2
1	14	41	24108	0	0	0	0	0
1	14	43	25284	0	0	0	0	0
1	14	44	25872	204	504	504	204	2
1	14	46	27048	240	504	504	240	2
1	14	47	27636	504	504	504	504	2
1	14	49	28812	504	504	504	504	2
1	14	50	29400	504	504	504	504	2
1	14	52	30576	1008	1008	1008	1008	4
1	14	53	31164	504	504	504	504	2
1	14	55	32340	1008	1008	1008	1008	4
1	14	56	32928	168	1008	1008	168	4
1	14	58	34104	1008	1008	1008	1008	4
1	14	59	34692	390	504	504	390	2
1	14	61	35868	1008	1008	1008	1008	4
1	14	62	36456	528	1008	1008	528	4
1	16	17	11424	936	1152	1152	936	4
1	16	19	12768	0	0	0	0	0
1	16	20	13440	312	576	576	312	2
1	16	22	14784	0	0	0	0	0
1	16	23	15456	114	576	576	114	2
1	16	25	16800	150	576	576	150	2
1	16	26	17472	0	0	0	0	0
1	16	28	18816	576	1152	1152	576	4
1	16	29	19488	0	0	0	0	0
1	16	31	20832	1152	1152	1152	1152	4
1	16	32	21504	0	0	0	0	0
1	16	34	22848	1140	1152	1152	1140	4
1	16	35	23520	78	576	576	78	2
1	16	37	24864	648	1152	1152	648	4
1	16	38	25536	576	576	576	576	2
1	16	40	26880	336	576	576	336	2
1	16	41	27552	576	576	576	576	2
1	16	43	28896	138	576	576	138	2
1	16	44	29568	408	576	576	408	2
1	16	46	30912	0	0	0	0	0
1	16	47	31584	0	0	0	0	0
1	16	49	32928	0	0	0	0	0
1	16	50	33600	12	576	576	12	2
1	16	52	34944	552	576	576	552	2
1	16	53	35616	318	576	576	318	2
1	16	55	36960	576	576	576	576	2
1	16	56	37632	576	576	576	576	2
1	16	58	38976	576	576	576	576	2
1	16	59	39648	1086	1152	1152	1086	4
1	16	61	40992	546	576	576	546	2
1	16	62	41664	1152	1152	1152	1152	4
1	17	19	13566	792	1224	1224	792	4
1	17	20	14280	0	0	0	0	0
1	17	22	15708	282	612	612	282	2
1	17	23	16422	0	0	0	0	0
1	17	25	17850	84	612	612	84	2
1	17	26	18564	102	612	612	102	2
1	17	28	19992	0	0	0	0	0
1	17	29	20706	408	612	612	408	2
1	17	31	22134	0	0	0	0	0
1	17	32	22848	1158	1224	1224	1158	4
1	17	34	24276	0	0	0	0	0
1	17	35	24990	1224	1224	1224	1224	4
1	17	37	26418	48	612	612	48	2
1	17	38	27132	930	1224	1224	930	4
1	17	40	28560	606	612	612	606	2
1	17	41	29274	456	612	612	456	2
1	17	43	30702	612	612	612	612	2
1	17	44	31416	258	612	612	258	2
1	17	46	32844	546	612	612	546	2
1	17	47	33558	60	612	612	60	2
1	17	49	34986	96	612	612	96	2
1	17	50	35700	0	0	0	0	0
1	17	52	37128	0	0	0	0	0
1	17	53	37842	168	612	612	168	2
1	17	55	39270	204	612	612	204	2
1	17	56	39984	612	612	612	612	2
1	17	58	41412	510	612	612	510	2
1	17	59	42126	612	612	612	612	2
1	17	61	43554	840	1224	1224	840	4
1	17	62	44268	612	612	612	612	2
1	19	20	15960	1518	2052	1848	1518	6
1	19	22	17556	0	0	0	0	0
1	19	23	18354	504	1368	1368	504	4
1	19	25	19950	372	684	600	372	2
1	19	26	20748	222	684	684	222	2
1	19	28	22344	6	684	684	6	2
1	19	29	23142	24	684	684	24	2
1	19	31	24738	312	684	684	312	2
1	19	32	25536	498	114	684	114	2
1	19	34	27132	900	1368	1368	900	4
1	19	35	27930	384	684	684	384	2
1	19	37	29526	2040	1596	2052	1596	6
1	19	38	30324	0	0	0	0	0
1	19	40	31920	1758	2052	2052	1758	6
1	19	41	32718	0	0	0	0	0
1	19	43	34314	960	1368	1368	960	4
1	19	44	35112	546	684	684	546	2
1	19	46	36708	498	684	684	498	2
1	19	47	37506	1368	1140	1368	1140	4
1	19	49	39102	300	684	684	300	2
1	19	50	39900	1086	1368	1368	1086	4
1	19	52	41496	786	1254	1368	672	4
1	19	53	42294	372	684	684	372	2
1	19	55	43890	408	684	684	408	2
1	19	56	44688	0	0	0	0	0
1	19	58	46284	0	0	0	0	0
1	19	59	47082	0	0	0	0	0
1	19	61	48678	516	684	684	516	2
1	19	62	49476	966	1368	1368	966	4
1	20	22	18480	1092	2160	2160	1092	6
1	20	23	19320	102	240	720	102	2
1	20	25	21000	390	720	720	390	2
1	20	26	21840	492	720	720	492	2
1	20	28	23520	192	720	720	192	2
1	20	29	24360	0	0	0	0	0
1	20	31	26040	0	0	0	0	0
1	20	32	26880	264	720	720	264	2
1	20	34	28560	636	720	720	636	2
1	20	35	29400	720	1440	1440	720	4
1	20	37	31080	354	720	720	354	2
1	20	38	31920	1800	2040	2160	1800	6
1	20	40	33600	0	0	0	0	0
1	20	41	34440	2160	2160	2160	2160	6
1	20	43	36120	0	0	0	0	0
1	20	44	36960	1200	1440	1440	1200	4
1	20	46	38640	516	720	720	516	2
1	20	47	39480	648	1440	1440	648	4
1	20	49	41160	1440	1440	1440	1440	4
1	20	50	42000	420	720	720	420	2
1	20	52	43680	1344	1440	1440	1344	4
1	20	53	44520	864	1440	1440	864	4
1	20	55	46200	510	720	720	510	2
1	20	56	47040	744	1440	1440	744	4
1	20	58	48720	60	720	720	60	2
1	20	59	49560	78	720	720	78	2
1	20	61	51240	114	480	720	114	2
1	20	62	52080	132	720	720	132	2
1	22	23	21252	1842	2376	2376	1842	6
1	22	25	23100	6	792	792	6	2
1	22	26	24024	720	1584	1584	720	4
1	22	28	25872	732	792	792	732	2
1	22	29	26796	330	792	792	330	2
1	22	31	28644	0	0	0	0	0
1	22	32	29568	132	792	792	132	2
1	22	34	31416	168	792	792	168	2
1	22	35	32340	0	0	0	0	0
1	22	37	34188	474	792	792	474	2
1	22	38	35112	792	792	792	792	2
1	22	40	36960	1224	1584	1584	1224	4
1	22	41	37884	294	792	792	294	2
1	22	43	39732	2376	2376	2376	2376	6
1	22	44	40656	0	0	0	0	0
1	22	46	42504	2136	2376	2376	2136	6
1	22	47	43428	0	0	0	0	0
1	22	49	45276	1230	1584	1584	1230	4
1	22	50	46200	456	792	792	456	2
1	22	52	48048	660	792	792	660	2
1	22	53	48972	1470	1584	1584	1470	4
1	22	55	50820	462	792	792	462	2
1	22	56	51744	1584	1584	1584	1584	4
1	22	58	53592	864	1584	1584	864	4
1	22	59	54516	900	1584	1584	900	4
1	22	61	56364	858	1584	1584	858	4
1	22	62	57288	336	792	792	336	2
1	23	25	24150	1440	3312	2784	1440	8
1	23	26	25116	0	0	0	0	0
1	23	28	27048	576	1656	1656	576	4
1	23	29	28014	828	828	828	828	2
1	23	31	29946	300	828	828	300	2
1	23	32	30912	828	138	384	138	2
1	23	34	32844	102	828	828	102	2
1	23	35	33810	120	828	828	120	2
1	23	37	35742	828	276	444	276	2
1	23	38	36708	426	828	828	426	2
1	23	40	38640	828	828	828	828	2
1	23	41	39606	1044	1656	1656	1044	4
1	23	43	41538	264	828	828	264	2
1	23	44	42504	2190	2484	2484	2190	6
1	23	46	44436	0	0	0	0	0
1	23	47	45402	3312	3036	3048	3036	8
1	23	49	47334	0	0	0	0	0
1	23	50	48300	1470	1656	1656	1470	4
1	23	52	50232	1188	1518	1452	1050	4
1	23	53	51198	972	1656	1656	972	4
1	23	55	53130	1392	1656	1656	1392	4
1	23	56	54096	582	828	828	582	2
1	23	58	56028	1656	1656	1656	1656	4
1	23	59	56994	432	1656	1656	432	4
1	23	61	58926	1164	1656	1656	1164	4
1	23	62	59892	1620	2484	2400	1620	6
1	25	26	27300	2664	3600	3600	2664	8
1	25	28	29400	0	0	0	0	0
1	25	29	30450	936	1800	1800	936	4
1	25	31	32550	900	900	900	900	2
1	25	32	33600	438	900	900	438	2
1	25	34	35700	780	1800	1800	780	4
1	25	35	36750	240	900	900	240	2
1	25	37	38850	300	1800	1800	300	4
1	25	38	39900	336	1650	1800	336	4
1	25	40	42000	330	900	900	330	2
1	25	41	43050	1032	1800	1800	1032	4
1	25	43	45150	684	1800	1800	684	4
1	25	44	46200	900	900	900	900	2
1	25	46	48300	1506	1800	1800	1506	4
1	25	47	49350	204	900	900	204	2
1	25	49	51450	3600	3600	3600	3600	8
1	25	50	52500	0	0	0	0	0
1	25	52	54600	3060	3600	3600	3060	8
1	25	53	55650	564	900	900	564	2
1	25	55	57750	1500	1800	1800	1500	4
1	25	56	58800	1266	1800	1800	1266	4
1	25	58	60900	972	1800	1800	972	4
1	25	59	61950	1236	1800	1800	1236	4
1	25	61	64050	624	900	900	624	2
1	25	62	65100	1800	1800	1800	1800	4
1	26	28	30576	1872	3744	3744	1872	8
1	26	29	31668	0	0	0	0	0
1	26	31	33852	792	1872	1872	792	4
1	26	32	34944	876	936	936	876	2
1	26	34	37128	408	936	936	408	2
1	26	35	38220	768	1872	1872	768	4
1	26	37	40404	210	936	936	210	2
1	26	38	41496	480	936	936	480	2
1	26	40	43680	528	1872	1872	528	4
1	26	41	44772	282	936	936	282	2
1	26	43	46956	1056	1872	1872	1056	4
1	26	44	48048	588	936	936	588	2
1	26	46	50232	936	936	936	936	2
1	26	47	51324	1368	1872	1872	1368	4
1	26	49	53508	174	936	936	174	2
1	26	50	54600	3096	3744	3744	3096	8
1	26	52	56784	0	0	0	0	0
1	26	53	57876	3744	3744	3744	3744	8
1	26	55	60060	534	936	936	534	2
1	26	56	61152	1872	2808	2808	1872	6
1	26	58	63336	1272	1872	1872	1272	4
1	26	59	64428	1290	1872	1872	1290	4
1	26	61	66612	1116	1872	1872	1116	4
1	26	62	67704	744	936	936	744	2
1	28	29	34104	3096	4032	4032	3096	8
1	28	31	36456	0	0	0	0	0
1	28	32	37632	1152	2016	2016	1152	4
1	28	34	39984	780	1008	1008	780	2
1	28	35	41160	546	1008	1008	546	2
1	28	37	43512	744	2016	2016	744	4
1	28	38	44688	348	1008	1008	348	2
1	28	40	47040	888	1008	1008	888	2
1	28	41	48216	150	1008	1008	150	2
1	28	43	50568	186	1008	1008	186	2
1	28	44	51744	960	1008	1008	960	2
1	28	46	54096	492	1008	1008	492	2
1	28	47	55272	1104	2016	2016	1104	4
1	28	49	57624	1008	2016	2016	1008	4
1	28	50	58800	1008	1008	1008	1008	2
1	28	52	61152	1872	3024	3024	1872	6
1	28	53	62328	114	1008	1008	114	2
1	28	55	64680	4032	4032	4032	4032	8
1	28	56	65856	0	0	0	0	0
1	28	58	68208	3600	4032	4032	3600	8
1	28	59	69384	474	1008	1008	474	2
1	28	61	71736	1770	2016	2016	1770	4
1	28	62	72912	1284	2016	2016	1284	4
1	29	31	37758	2304	4176	4176	2304	8
1	29	32	38976	0	0	0	0	0
1	29	34	41412	1008	2088	2088	1008	4
1	29	35	42630	732	1044	1044	732	2
1	29	37	45066	516	1044	1044	516	2
1	29	38	46284	732	2088	2088	732	4
1	29	40	48720	318	1044	1044	318	2
1	29	41	49938	1044	1044	1044	1044	2
1	29	43	52374	120	1044	1044	120	2
1	29	44	53592	138	1044	1044	138	2
1	29	46	56028	1044	1044	1044	1044	2
1	29	47	57246	444	1044	1044	444	2
1	29	49	59682	1128	2088	2088	1128	4
1	29	50	60900	828	2088	2088	828	4
1	29	52	63336	1038	1044	1044	1038	2
1	29	53	64554	1680	2088	2088	1680	4
1	29	55	66990	84	1044	1044	84	2
1	29	56	68208	3636	4176	4176	3636	8
1	29	58	70644	0	0	0	0	0
1	29	59	71862	4176	4176	4176	4176	8
1	29	61	74298	444	1044	1044	444	2
1	29	62	75516	2304	3132	3132	2304	6
1	31	32	41664	3528	4464	4464	3528	8
1	31	34	44268	0	0	0	0	0
1	31	35	45570	1368	2232	2232	1368	4
1	31	37	48174	636	1116	1116	636	2
1	31	38	49476	720	2232	2232	720	4
1	31	40	52080	858	1116	1116	858	2
1	31	41	53382	456	1116	1116	456	2
1	31	43	55986	1116	1116	1116	1116	2
1	31	44	57288	258	1116	1116	258	2
1	31	46	59892	336	2232	2232	336	4
1	31	47	61194	372	2232	2232	372	4
1	31	49	63798	348	1116	1116	348	2
1	31	50	65100	1146	2232	2232	1146	4
1	31	52	67704	654	1116	1116	654	2
1	31	53	69006	1176	2232	2232	1176	4
1	31	55	71610	1332	2232	2232	1332	4
1	31	56	72912	978	1116	1116	978	2
1	31	58	75516	2304	3348	3348	2304	6
1	31	59	76818	24	1116	1116	24	2
1	31	61	79422	4464	4464	4464	4464	8
1	31	62	80724	0	0	0	0	0
1	32	34	45696	2748	5760	4812	2748	10
1	32	35	47040	0	0	0	0	0
1	32	37	49728	1224	2304	2304	1224	4
1	32	38	51072	1008	2112	1380	816	4
1	32	40	53760	624	1152	1152	624	2
1	32	41	55104	978	1152	1152	978	2
1	32	43	57792	426	1152	1152	426	2
1	32	44	59136	1056	2304	2304	1056	4
1	32	46	61824	1380	1344	1428	420	4
1	32	47	63168	498	1152	1152	498	2
1	32	49	65856	564	2304	2304	564	4
1	32	50	67200	300	1152	1152	300	2
1	32	52	69888	1320	2304	2304	1320	4
1	32	53	71232	606	1152	1152	606	2
1	32	55	73920	1152	1152	1152	1152	2
1	32	56	75264	1152	2304	2304	1152	4
1	32	58	77952	948	1152	1152	948	2
1	32	59	79296	1950	2304	2304	1950	4
1	32	61	81984	750	768	366	366	2
1	32	62	83328	4176	4608	4608	4176	8
1	34	35	49980	4614	6120	6120	4614	10
1	34	37	52836	186	408	1224	186	2
1	34	38	54264	1584	2448	2448	1584	4
1	34	40	57120	1152	2448	2448	1152	4
1	34	41	58548	936	2448	2448	936	4
1	34	43	61404	1218	1224	1224	1218	2
1	34	44	62832	564	1224	1224	564	2
1	34	46	65688	1032	2448	2448	1032	4
1	34	47	67116	900	2040	2448	900	4
1	34	49	69972	906	1224	1224	906	2
1	34	50	71400	840	2448	2448	840	4
1	34	52	74256	912	2244	2448	912	4
1	34	53	75684	978	1224	1224	978	2
1	34	55	78540	1188	2448	2448	1188	4
1	34	56	79968	1392	2448	2448	1392	4
1	34	58	82824	816	1224	1224	816	2
1	34	59	84252	1224	1224	1224	1224	2
1	34	61	87108	1656	2448	2448	1656	4
1	34	62	88536	1944	2448	2448	1944	4
1	35	37	54390	3288	6300	6300	3288	10
1	35	38	55860	138	1050	1260	138	2
1	35	40	58800	1440	2520	2520	1440	4
1	35	41	60270	1224	2520	2520	1224	4
1	35	43	63210	792	2520	2520	792	4
1	35	44	64680	1260	1260	1260	1260	2
1	35	46	67620	534	1260	1260	534	2
1	35	47	69090	1020	2520	2520	1020	4
1	35	49	72030	1260	2520	2520	1260	4
1	35	50	73500	1110	1260	1260	1110	2
1	35	52	76440	528	2520	2520	528	4
1	35	53	77910	564	2520	2520	564	4
1	35	55	80850	1200	1260	1260	1200	2
1	35	56	82320	1512	2520	2520	1512	4
1	35	58	85260	1416	2520	2520	1416	4
1	35	59	86730	768	1260	1260	768	2
1	35	61	89670	1260	1260	1260	1260	2
1	35	62	91140	1476	2520	2520	1476	4
1	37	38	59052	5832	7770	7116	5610	12
1	37	40	62160	42	1332	1332	42	2
1	37	41	63714	1860	3996	3996	1860	6
1	37	43	66822	1368	2664	2664	1368	4
1	37	44	68376	1152	2664	2664	1152	4
1	37	46	71484	2658	1554	1884	1554	4
1	37	47	73038	672	1332	1332	672	2
1	37	49	76146	996	2664	2664	996	4
1	37	50	77700	474	1332	1332	474	2
1	37	52	80808	1332	1332	1332	1332	2
1	37	53	82362	1800	3996	3300	1800	6
1	37	55	85470	372	2664	2664	372	4
1	37	56	87024	408	2664	2664	408	4
1	37	58	90132	1698	2664	2664	1698	4
1	37	59	91686	1332	1332	1332	1332	2
1	37	61	94794	1932	3552	3396	1488	6
1	37	62	96348	1464	2664	2664	1464	4
1	38	40	63840	3888	8208	8040	3888	12
1	38	41	65436	0	0	0	0	0
1	38	43	68628	1656	2736	2736	1656	4
1	38	44	70224	1440	2736	2736	1440	4
1	38	46	73416	1008	2736	2736	1008	4
1	38	47	75012	2556	2280	2736	2274	4
1	38	49	78204	642	1368	1368	642	2
1	38	50	79800	984	2736	2736	984	4
1	38	52	82992	2088	3876	4104	1860	6
1	38	53	84588	1368	1368	1368	1368	2
1	38	55	87780	1500	2736	2736	1500	4
