THM-1097 exact three-comb component certificate
arithmetic=integer-rational (__int128 cross-products)
target=7*k3*L>1
tail_mass_lower=4*ell/7-(6/49)*(1/k1+1/k2+1/k3)
tail_component_upper=ell*(k1+k2+k3)+31/7
tail_condition=21*ell*k3-7*ell*(k1+k2)-6*(k3/k1+k3/k2)-37>0
finite_k1_guard=floor(7/ell)+1
finite_k2_guard=floor(k1*(7*ell*k1+43)/(14*ell*k1-6))+1
finite_k3_guard=floor((7*ell*(k1+k2)+37)/(21*ell-6/k1-6/k2))+1
cores=220
core=[1,2,3,4,6,7,10,11,12] ell=5/196 finite_triples=57371 failures=0 hardest_triple=(172,178,184) min_7k3L=233/86
core=[1,2,3,5,6,7,10,11,12] ell=5/168 finite_triples=16773 failures=0 hardest_triple=(172,178,184) min_7k3L=233/86
core=[1,2,4,5,6,7,10,11,12] ell=5/196 finite_triples=57371 failures=0 hardest_triple=(157,178,190) min_7k3L=272/89
core=[1,3,4,5,6,7,10,11,12] ell=5/196 finite_triples=57371 failures=0 hardest_triple=(163,175,187) min_7k3L=67/24
core=[2,3,4,5,6,7,10,11,12] ell=1/24 finite_triples=53 failures=0 hardest_triple=(157,161,163) min_7k3L=687/157
core=[1,2,3,4,5,8,10,11,12] ell=3/112 finite_triples=40092 failures=0 hardest_triple=(162,174,177) min_7k3L=349/108
core=[1,2,3,4,6,8,10,11,12] ell=47/1848 finite_triples=58611 failures=0 hardest_triple=(162,165,177) min_7k3L=767/216
core=[1,2,3,5,6,8,10,11,12] ell=3/112 finite_triples=40092 failures=0 hardest_triple=(160,161,163) min_7k3L=1141/320
core=[1,2,4,5,6,8,10,11,12] ell=47/1848 finite_triples=58611 failures=0 hardest_triple=(160,162,163) min_7k3L=1159/324
core=[1,3,4,5,6,8,10,11,12] ell=47/1848 finite_triples=58611 failures=0 hardest_triple=(162,174,177) min_7k3L=349/108
core=[2,3,4,5,6,8,10,11,12] ell=1/24 finite_triples=53 failures=0 hardest_triple=(157,161,163) min_7k3L=687/157
core=[1,2,3,4,7,8,10,11,12] ell=1/40 finite_triples=66113 failures=0 hardest_triple=(160,162,184) min_7k3L=7/2
core=[1,2,3,5,7,8,10,11,12] ell=3/112 finite_triples=40092 failures=0 hardest_triple=(157,160,163) min_7k3L=8/3
