THM-4249 degree-42 R=1/3 hidden-projection independent audit
status=FINITE-EXACT_GOOD-REDUCTION_CERTIFICATE_RELATIVE_TO_THM4230_4241_4249
engine=python_standard_library exact_integer_and_F397_arithmetic no_sampling
char0_profiles={(3, 13): 672, (9, 11): 576, (12, 10): 864, (21, 7): 768, (27, 5): 288}
char0_universe=vectors:3168 orbits:132 sizes:{24: 132} max_hidden_coordinate:7
char0_box=qH>2*(N(A)+N(B));Nsum<78;coordinates_abs_at_most10;hostile_boundary_clear
projector=H=A*f+B*g A=2b+omega^2*d B=2c+d
hidden_common_value=T6:-1 T8:omega Bezout(2,1-omega):1 hence_common_value:O
cyclic_system=[A,B;-omega*B,A] determinant=Delta:A^2+omega*B^2
uniform_pi=omega^2-1 norm3 O/pi:F3 omega:1 A2+B2_zero_iff_A=B=0
uniform_degree_contradiction=pi_divides_Delta_implies_pi_divides_A_B qHprime=4K_not_in_6Z K:13,11,10,7,5
good_field=F397 affine_source_gate_smooth target_good simultaneous_Hensel_simple_roots=PASS
embedding=zeta12:157 sqrt3:377 hidden_a:161 hidden_scale:27
canonical_node=Q0:(15,28) t:379 R:1/3 nodes:12 all_regular_and_distinct
root_choices=24 two_C12_orbits rho_exchanges rho_fixes_each_of_132_map_classes
fQ=(340, 181) order:18 gQ=(327, 3) order:6 relation:gQ=[15]fQ
order_witnesses=[6]fQ:(0,396) [9]fQ:(35,0) [18]fQ:O
load_bearing=Delta*fQ=O_implies_[NDelta]fQ=O_implies_18_divides_NDelta_contradicts_3_not_divides_NDelta
cyclic_determinant_norms={4: 2, 52: 12, 100: 4, 148: 8, 196: 8, 208: 12, 244: 8, 292: 12, 388: 4, 400: 12, 436: 4, 592: 12, 628: 4, 676: 14, 724: 4, 772: 4, 916: 4, 964: 4}
orbit66 A=(-4, -2) B=(-6, -4) Delta=(-20, 0) NDelta=400 DeltaF=(392, 298) DeltaG=(0, 396)
orbit67 A=(-7, -5) B=(-3, -4) Delta=(16, 30) NDelta=676 DeltaF=(8, 236) DeltaG=(0, 396)
orbit68 A=(-7, -2) B=(-4, -3) Delta=(30, 16) NDelta=676 DeltaF=(272, 236) DeltaG=(0, 396)
orbit69 A=(-4, -2) B=(0, -4) Delta=(28, 12) NDelta=592 DeltaF=(278, 269) DeltaG=(0, 396)
orbit70 A=(-4, 1) B=(-3, -1) Delta=(10, -6) NDelta=196 DeltaF=(278, 269) DeltaG=(0, 396)
orbit71 A=(-4, -2) B=(0, 2) Delta=(16, 12) NDelta=208 DeltaF=(8, 236) DeltaG=(0, 396)
orbit72 A=(-4, -2) B=(2, 0) Delta=(12, 16) NDelta=208 DeltaF=(272, 236) DeltaG=(0, 396)
orbit73 A=(-5, -2) B=(-6, -5) Delta=(-14, -8) NDelta=148 DeltaF=(175, 99) DeltaG=(0, 1)
orbit74 A=(-6, -4) B=(-4, -4) Delta=(4, 16) NDelta=208 DeltaF=(117, 161) DeltaG=(0, 1)
orbit75 A=(-5, -2) B=(-6, -3) Delta=(-6, 16) NDelta=388 DeltaF=(272, 236) DeltaG=(0, 396)
orbit76 A=(-7, -3) B=(-5, -4) Delta=(16, 18) NDelta=292 DeltaF=(392, 298) DeltaG=(0, 396)
orbit77 A=(-6, -1) B=(-5, -5) Delta=(10, -14) NDelta=436 DeltaF=(175, 99) DeltaG=(0, 1)
orbit78 A=(-7, -3) B=(-3, -4) Delta=(32, 18) NDelta=772 DeltaF=(278, 128) DeltaG=(0, 1)
orbit79 A=(-4, -3) B=(-3, -1) Delta=(2, 18) NDelta=292 DeltaF=(392, 99) DeltaG=(0, 1)
orbit80 A=(-6, -4) B=(-2, -2) Delta=(16, 28) NDelta=592 DeltaF=(195, 128) DeltaG=(0, 1)
orbit81 A=(-7, -3) B=(-3, -2) Delta=(32, 30) NDelta=964 DeltaF=(8, 161) DeltaG=(0, 1)
orbit82 A=(-6, -1) B=(-5, -1) Delta=(26, 26) NDelta=676 DeltaF=(117, 236) DeltaG=(0, 396)
orbit83 A=(-5, -2) B=(-2, 1) Delta=(26, 24) NDelta=628 DeltaF=(278, 128) DeltaG=(0, 1)
orbit84 A=(-2, 1) B=(-3, -3) Delta=(-6, -14) NDelta=148 DeltaF=(227, 298) DeltaG=(0, 396)
orbit85 A=(-4, 0) B=(-2, -4) Delta=(16, -12) NDelta=592 DeltaF=(278, 269) DeltaG=(0, 396)
orbit86 A=(-5, -2) B=(0, -3) Delta=(30, 16) NDelta=676 DeltaF=(272, 236) DeltaG=(0, 396)
orbit87 A=(-4, -3) B=(1, -1) Delta=(10, 18) NDelta=244 DeltaF=(8, 236) DeltaG=(0, 396)
orbit88 A=(-5, 1) B=(-3, -2) Delta=(16, -14) NDelta=676 DeltaF=(117, 161) DeltaG=(0, 1)
orbit89 A=(-6, -1) B=(-1, -1) Delta=(34, 10) NDelta=916 DeltaF=(195, 128) DeltaG=(0, 1)
orbit90 A=(-3, -1) B=(-1, 2) Delta=(16, 10) NDelta=196 DeltaF=(195, 128) DeltaG=(0, 1)
orbit91 A=(-5, -2) B=(0, 1) Delta=(22, 16) NDelta=388 DeltaF=(117, 161) DeltaG=(0, 1)
orbit92 A=(-5, 1) B=(-3, 0) Delta=(24, -2) NDelta=628 DeltaF=(321, 269) DeltaG=(0, 396)
orbit93 A=(-4, 0) B=(0, -2) Delta=(20, 0) NDelta=400 DeltaF=(392, 99) DeltaG=(0, 1)
orbit94 A=(-3, 2) B=(-2, -1) Delta=(2, -16) NDelta=292 DeltaF=(175, 298) DeltaG=(0, 396)
orbit95 A=(-3, -1) B=(1, 2) Delta=(8, 2) NDelta=52 DeltaF=(195, 269) DeltaG=(0, 396)
orbit96 A=(-4, 0) B=(0, 2) Delta=(20, 0) NDelta=400 DeltaF=(392, 99) DeltaG=(0, 1)
orbit97 A=(-2, 1) B=(1, 1) Delta=(2, -6) NDelta=52 DeltaF=(278, 128) DeltaG=(0, 1)
orbit98 A=(-4, -5) B=(-5, -5) Delta=(-34, -10) NDelta=916 DeltaF=(195, 269) DeltaG=(0, 396)
orbit99 A=(-2, -4) B=(-4, -4) Delta=(-28, -16) NDelta=592 DeltaF=(195, 269) DeltaG=(0, 396)
orbit100 A=(-3, -6) B=(-2, -3) Delta=(-30, -8) NDelta=724 DeltaF=(227, 298) DeltaG=(0, 396)
orbit101 A=(-4, -5) B=(-3, -1) Delta=(-14, 18) NDelta=772 DeltaF=(278, 269) DeltaG=(0, 396)
orbit102 A=(-5, -4) B=(-4, -1) Delta=(2, 32) NDelta=964 DeltaF=(117, 236) DeltaG=(0, 396)
orbit103 A=(-3, -6) B=(0, -1) Delta=(-26, 0) NDelta=676 DeltaF=(8, 236) DeltaG=(0, 396)
orbit104 A=(-2, -4) B=(-2, 0) Delta=(-12, 4) NDelta=208 DeltaF=(272, 236) DeltaG=(0, 396)
orbit105 A=(0, -3) B=(-1, -1) Delta=(-10, -10) NDelta=100 DeltaF=(117, 236) DeltaG=(0, 396)
orbit106 A=(-5, -4) B=(0, -5) Delta=(34, 24) NDelta=916 DeltaF=(278, 269) DeltaG=(0, 396)
orbit107 A=(-3, -6) B=(2, -1) Delta=(-22, 8) NDelta=724 DeltaF=(175, 298) DeltaG=(0, 396)
orbit108 A=(-4, -5) B=(1, 1) Delta=(-10, 14) NDelta=436 DeltaF=(175, 298) DeltaG=(0, 396)
orbit109 A=(-3, -3) B=(-1, 2) Delta=(8, 14) NDelta=148 DeltaF=(175, 298) DeltaG=(0, 396)
orbit110 A=(-5, -4) B=(0, 1) Delta=(10, 24) NDelta=436 DeltaF=(392, 298) DeltaG=(0, 396)
orbit111 A=(-4, -2) B=(0, -4) Delta=(28, 12) NDelta=592 DeltaF=(278, 269) DeltaG=(0, 396)
orbit112 A=(0, -3) B=(1, 1) Delta=(-10, -10) NDelta=100 DeltaF=(117, 236) DeltaG=(0, 396)
orbit113 A=(-4, -5) B=(3, -1) Delta=(-2, 30) NDelta=964 DeltaF=(8, 236) DeltaG=(0, 396)
orbit114 A=(-5, -4) B=(2, -1) Delta=(14, 32) NDelta=772 DeltaF=(195, 269) DeltaG=(0, 396)
orbit115 A=(-2, -4) B=(2, 2) Delta=(-16, -4) NDelta=208 DeltaF=(117, 236) DeltaG=(0, 396)
orbit116 A=(-4, -2) B=(0, 2) Delta=(16, 12) NDelta=208 DeltaF=(8, 236) DeltaG=(0, 396)
orbit117 A=(-4, -2) B=(2, 0) Delta=(12, 16) NDelta=208 DeltaF=(272, 236) DeltaG=(0, 396)
orbit118 A=(-1, -2) B=(2, 3) Delta=(-6, -8) NDelta=52 DeltaF=(321, 269) DeltaG=(0, 396)
orbit119 A=(-3, -3) B=(3, 2) Delta=(-8, 6) NDelta=148 DeltaF=(392, 298) DeltaG=(0, 396)
orbit120 A=(-2, -1) B=(1, 3) Delta=(6, -2) NDelta=52 DeltaF=(321, 269) DeltaG=(0, 396)
orbit121 A=(-1, -3) B=(-3, -2) Delta=(-16, -6) NDelta=196 DeltaF=(278, 128) DeltaG=(0, 1)
orbit122 A=(-5, -5) B=(-1, 0) Delta=(0, 26) NDelta=676 DeltaF=(272, 161) DeltaG=(0, 1)
orbit123 A=(-4, -3) B=(-3, 1) Delta=(14, 30) NDelta=676 DeltaF=(8, 161) DeltaG=(0, 1)
orbit124 A=(-5, -5) B=(1, 0) Delta=(0, 26) NDelta=676 DeltaF=(272, 161) DeltaG=(0, 1)
orbit125 A=(-4, 0) B=(0, -2) Delta=(20, 0) NDelta=400 DeltaF=(392, 99) DeltaG=(0, 1)
orbit126 A=(-4, -3) B=(3, 1) Delta=(2, 18) NDelta=292 DeltaF=(392, 99) DeltaG=(0, 1)
orbit127 A=(-4, 0) B=(0, 2) Delta=(20, 0) NDelta=400 DeltaF=(392, 99) DeltaG=(0, 1)
orbit128 A=(-3, -1) B=(3, 2) Delta=(0, 2) NDelta=4 DeltaF=(227, 99) DeltaG=(0, 1)
orbit129 A=(-2, -3) B=(-3, -1) Delta=(-10, 6) NDelta=196 DeltaF=(278, 128) DeltaG=(0, 1)
orbit130 A=(-4, -1) B=(-1, 3) Delta=(30, 14) NDelta=676 DeltaF=(272, 161) DeltaG=(0, 1)
orbit131 A=(-4, -1) B=(1, 3) Delta=(18, 2) NDelta=292 DeltaF=(227, 99) DeltaG=(0, 1)
hostile_direct_evaluations=DeltaF_nonzero:132/132 DeltaG_nonzero:132/132 rows_sha256:227d4a17323a961069c6f725eb0d25008b90f97974f0dc6dffe7d9f38d788145
consequence=all_132_degree42_R_one_third_incidences_EXCLUDED
envelope_update=S42_at_most34_ratios degree42_incidences:780_to_648 total_incidences:1644_to_1512
scope=other_ratio_tests_W0_M12_seam_entry_JC2_DC2_OPEN
result=PASS
