w0,w1,weight,count8,least8,count9,least9
0000004000800080,0000000000000000,3,5,0942a081,118,0902a885
0000004000800080,0000000001000000,4,1,0962a080,9,0962a082
0000004000800280,0000000000000000,4,2,0940a881,85,0900e885
0000004000800280,0000000001000000,5,0,,13,0960a882
0000004000c00080,0000000000000000,4,1,2902e080,28,2802e086
0000004000c00080,0000000001000000,5,0,,9,0922a086
0000004000c00280,0000000000000000,5,0,,9,2900e086
0000004001800000,0000000000000000,3,5,0120c4c1,451,0060c5d0
0000004001800000,0000000200004000,5,0,,32,0061c550
0000004001800000,0000000300004000,6,2,0160c441,59,0120c525
0000004001800000,000000060000c000,7,0,,10,0141c445
0000004001800000,000000070000c000,8,0,,17,01408d51
0000004001800080,0000000000000000,4,0,,43,0902c885
0000004001800080,0000000004000000,5,0,,2,09428885
0000004001800280,0000000000000000,5,0,,22,0920c981
0000004001c00080,0000000000000000,5,0,,9,2902c884
0000004004800080,0000000000000000,4,8,0142a881,150,0102e885
0000004004800080,0000000001000000,5,0,,16,0162a086
0000004004800280,0000000000000000,5,17,0140e881,317,0100e097
0000004004800280,0000000001000000,6,0,,25,0160a1a4
0000004004c00080,0000000000000000,5,1,2122e080,24,2022e086
0000004004c00080,0000000001000000,6,0,,2,0122e086
0000004004c00280,0000000000000000,6,2,2120e082,40,2020e096
0000004004c00280,0000000001000000,7,0,,2,0120e096
0000004005800080,0000000000000000,5,0,,23,0142c885
0000004005800280,0000000000000000,6,2,2120c181,131,0120c1a5
0000004005800280,0000000004000000,7,0,,1,014089a5
00000040058002a0,0000000000000000,7,0,,5,2140c924
0000004005c00280,0000000000000000,7,0,,2,2120c096
0000004005c002a0,0000000000000000,8,0,,1,2121c124
0000004400000000,0000000000000000,2,8,01246481,214,006464c1
0000004400000000,0000000000020000,3,0,,4,00646c81
0000004400000000,0000000000030000,4,0,,7,00666484
0000004400000000,0000000618000000,6,0,,1,09476400
0000004400000040,0000000000000000,3,0,,83,012444c3
0000004400100000,0000000000000000,3,0,,28,00466cc0
0000004400100000,0000000000020000,4,0,,10,00446c85
0000004400100000,0000000000030000,5,1,08466480,12,00466c84
0000004400200000,0000000000000000,3,0,,26,21246403
0000004400200000,0000000200000000,4,0,,4,01656401
0000004400200000,0000000610000000,6,0,,2,01456441
0000004400200000,0000000618000000,7,0,,1,01456405
0000004400200040,0000000000000000,4,0,,1,21644441
0000004400200040,0000000200000000,5,0,,1,01654441
0000004400800100,0000000000000000,4,12,016064c0,380,006364c0
0000004400800100,0000000200004000,6,0,,2,08636440
0000004400900100,0000000000000000,5,1,28426480,36,084264c1
0000004400a00100,0000000000000000,5,0,,26,21406c41
0000004400a00100,0000000200004000,7,0,,6,01616441
0000004401800140,0000000000000000,6,0,,191,01204cc5
0000004401800140,0000000200004000,8,0,,1,09634401
0000004401a00140,0000000000000000,7,0,,2,21604c41
0000004401a00140,0000000200004000,9,0,,3,01614445
0000004408000000,0000000000000000,3,1,09066081,32,082660c1
0000004408000000,0000000000020000,4,0,,7,08266083
0000004408000000,0000000001000000,4,0,,2,086660c0
0000004408000000,0000000001030000,6,1,08666080,7,08666082
0000004408000000,0000000201000000,5,0,,1,09676000
0000004408000000,0000000618000000,7,0,,1,09476001
0000004408000044,0000000000000000,5,0,,6,29064085
0000004408100000,0000000000000000,4,2,28066081,17,28066083
0000004408100000,0000000000000010,5,0,,1,084660c1
0000004408100000,0000000000020010,6,1,08466081,10,08066885
0000004408400000,0000000000000000,4,1,29066080,17,28266082
0000004408400000,0000000001000000,5,0,,8,082660c4
0000004408400000,0000000001030000,7,0,,3,08266086
0000004408400044,0000000000000000,6,0,,4,29064884
0000004408500000,0000000000000000,5,0,,9,28066086
0000004408800180,0000000000000000,6,4,09426081,81,09026885
0000004408800180,0000000001000000,7,1,09626080,8,09626082
0000004408900180,0000000000000000,7,5,28426081,39,28026087
0000004408c00180,0000000000000000,7,3,29026084,34,28226086
0000004408c00180,0000000001000000,8,0,,13,09226086
0000004408d00180,0000000000000000,8,0,,3,28026096
00000044098001c4,0000000000000000,9,0,,21,29024883
0000004409c001c4,0000000000000000,10,0,,8,29024096
0000004410200042,0000000000000000,6,0,,1,21654440
0000004411800142,0000000000000000,8,0,,2,29624440
0000004411800142,0000000200004000,10,0,,1,09634440
0000004411a00142,0000000000000000,9,0,,8,21604550
0000004411a00142,0000000200004000,11,0,,3,01614550
0000004420000000,0000000000000000,3,10,01642481,268,01242487
0000004420000000,0000000000020000,4,0,,7,00652c81
0000004420000000,0000000000030000,5,0,,6,08662482
0000004420000000,0000000200000000,4,0,,1,09672400
0000004420000040,0000000000000000,4,0,,35,01640cc1
0000004420100000,0000000000000000,4,0,,14,08462cc0
0000004420100000,0000000000020000,5,0,,5,00472c81
0000004420100000,0000000000030000,6,0,,4,08462c84
0000004420200000,0000000000000000,4,0,,2,21642441
0000004420200000,0000000200000000,5,0,,3,01652441
0000004420800108,0000000000000000,6,6,09422481,278,01222c83
0000004420800108,0000000200004000,8,0,,3,09632401
0000004420900108,0000000000000000,7,0,,13,08422cc1
0000004420a00108,0000000000000000,7,0,,1,29612c00
0000004421800148,0000000000000000,8,0,,45,01610cc1
0000004428000000,0000000000000000,4,4,09462081,70,086620c1
0000004428000000,0000000000020000,5,0,,7,08272881
0000004428000000,0000000001000000,5,1,09662080,11,086620c2
0000004428000000,0000000001030000,7,1,08662880,13,08662086
0000004428000000,0000000200000000,5,0,,1,09672001
0000004428000000,0000000201000000,6,0,,1,09672800
0000004428000000,0000000618000000,8,0,,1,09472801
0000004428000044,0000000000000000,6,0,,5,29070881
0000004428100000,0000000000000000,5,3,28462081,27,28072881
0000004428100000,0000000000000010,6,0,,2,084628c1
0000004428100000,0000000000020010,7,1,08462881,9,08462883
0000004428400000,0000000000000000,5,1,29062880,20,28262086
0000004428400000,0000000001000000,6,0,,8,09262086
0000004428800188,0000000000000000,8,12,09422881,121,09222087
0000004428800188,0000000001000000,9,3,09622082,24,09622086
0000004428900188,0000000000000000,9,2,28422881,27,28422087
0000004428c00188,0000000000000000,9,0,,11,29022096
0000004428c00188,0000000001000000,10,0,,1,09222096
00000044298001cc,0000000000000000,11,0,,6,29220183
0000004448000000,0000000000000000,4,0,,3,09456081
0000004448000000,0000000000060000,6,0,,1,08656081
0000004448000000,0000000001000000,5,0,,1,09656080
0000004448000000,0000000001070000,8,0,,1,08656880
0000004448100000,0000000000000000,5,0,,2,28456081
0000004448100000,0000000000060010,8,0,,1,08456881
0000004448200000,0000000000000000,5,0,,4,29456001
0000004448200000,0000000200000000,6,0,,1,09656001
0000004448200000,0000000201000000,7,0,,2,09656004
0000004448800380,0000000000000000,8,0,,12,09416085
0000004448800380,0000000001000000,9,0,,4,09616084
0000004448900380,0000000000000000,9,0,,2,28416881
0000004448a00380,0000000000000000,9,0,,1,29616800
00000044498003c4,0000000000000000,11,0,,2,29414881
0000004468000000,0000000000000000,5,0,,5,09452881
0000004468000000,0000000000060000,7,0,,1,08652881
0000004468000000,0000000001000000,6,0,,1,09652880
0000004468100000,0000000000000000,6,0,,1,28452881
0000004468200000,0000000000000000,6,0,,1,29652001
0000004468200000,0000000200000000,7,0,,1,09652801
0000004468800388,0000000000000000,10,0,,14,09412883
0000004468800388,0000000001000000,11,0,,4,09612882
00000044698003cc,0000000000000000,13,0,,1,29610881
00000044c8000000,0000000000000000,5,0,,16,09446085
00000044c8000000,0000000000060000,7,0,,1,08646881
00000044c8000000,0000000001000000,6,0,,6,09646082
00000044c8000044,0000000000000000,7,0,,1,29444881
00000044c8100000,0000000000000000,6,0,,2,28446881
00000044c8100000,0000000000060010,9,0,,1,08446885
00000044c8200000,0000000000000000,6,0,,8,29446005
00000044c8800380,0000000000000000,9,1,29406880,40,09406883
00000044c8800380,0000000001000000,10,0,,6,09606086
00000044c8900380,0000000000000000,10,0,,2,28406096
00000044c8a00380,0000000000000000,10,0,,4,29406805
00000044c98003c4,0000000000000000,12,0,,2,29404885
00000044e8000000,0000000000000000,6,1,09442881,26,09442883
00000044e8000000,0000000001000000,7,0,,4,09642882
00000044e8000044,0000000000000000,8,0,,1,29640881
00000044e8200000,0000000000000000,7,0,,1,29642801
00000044e8800388,0000000000000000,11,1,29402881,23,09602883
00000044e98003cc,0000000000000000,14,0,,1,29600981
0000004500000000,0000000000000000,3,0,,2,29066404
0000004500200000,0000000000000000,4,0,,3,21246406
0000004500800100,0000000000000000,5,0,,3,29226402
0000004508400000,0000000000000000,5,0,,4,29066024
0000004508c00180,0000000000000000,8,0,,2,29026016
0000004511800142,0000000000000000,9,0,,4,29224442
0000004519c001e6,0000000000000000,14,0,,1,29224016
0000004648000000,0000000000000000,5,0,,2,09256081
0000004648400000,0000000000000000,6,0,,2,29056880
0000004648800390,0000000000000000,10,0,,2,29016881
0000004648c00390,0000000000000000,11,0,,2,29016884
00000046498003d4,0000000000000000,13,0,,1,29214881
0000004668000000,0000000000000000,6,0,,3,09252881
0000004668800398,0000000000000000,12,0,,1,29212881
00000046c8000000,0000000000000000,6,0,,14,09046885
00000046c8000044,0000000000000000,8,0,,3,29044885
00000046c8400000,0000000000000000,7,0,,8,29046086
00000046c8400000,0000000001000000,8,0,,2,09246086
00000046c8800390,0000000000000000,11,0,,13,09206885
00000046c8c00390,0000000000000000,12,0,,7,29006886
00000046c98003d4,0000000000000000,14,0,,2,29204885
00000046e8000000,0000000000000000,7,0,,7,29042883
00000046e8000044,0000000000000000,9,0,,1,29240981
00000046e8400000,0000000000000000,8,0,,1,29242882
00000046e8800398,0000000000000000,13,0,,2,29202883
0000005408100000,0000000000000000,5,0,,6,28466005
0000005408900180,0000000000000000,8,0,,1,28426016
0000008000000000,0000000000000000,1,11,01062889,493,0106288b
0000008000000000,0000000000080000,2,0,,18,0282608b
0000008000000000,0000000000100000,2,1,00462889,41,0006688d
0000008000000000,0000000000180000,3,0,,29,008260ad
0000008000000000,0000000001000000,2,0,,65,0166208a
0000008000000000,0000000001080000,3,0,,26,0282608e
0000008000000000,0000000001100000,3,0,,1,00c660c8
0000008000000000,0000000001110000,4,0,,10,0066608c
0000008000000000,0000000001180000,4,0,,5,00c260cc
0000008000000000,0000000001190000,5,0,,17,00c260ac
0000008000000000,0000000002000000,2,0,,13,01826849
0000008000000000,0000000003000000,3,0,,3,01c26848
0000008000000000,000000000a000000,3,0,,5,0186600d
0000008000000000,000000001a000000,4,0,,2,03462809
0000008000000000,0000000200000000,2,0,,1,01672009
0000008000000000,0000000302000000,4,0,,4,0126600d
0000008000000000,0000000618000000,5,0,,2,01472809
0000008000000000,000000071a000000,7,0,,4,0106680d
0000008000000000,0000000800000000,2,0,,15,01074889
0000008000000000,0000000800080000,3,0,,1,02a34089
0000008000000000,0000000800180000,4,0,,1,00c34889
0000008000000000,0000000800400000,3,0,,62,0106488d
0000008000000000,0000000800480000,4,0,,3,02a2408b
0000008000000000,0000000800500000,4,0,,1,00a64189
0000008000000000,0000000802400000,4,0,,37,0182484d
0000008000000000,0000000804000000,3,0,,2,01470889
0000008000000000,0000000804400000,4,0,,2,03460889
0000008000000000,0000000b02400000,6,0,,2,0126480d
0000008000000000,0000000f1a400000,9,0,,1,0146480d
0000008000000001,0000000000000000,2,0,,4,2326008a
0000008000400000,0000000000000000,2,0,,77,200660ac
0000008000400000,0000000001000000,3,0,,25,0126288a
0000008000400000,0000000001110000,5,0,,10,008660ac
0000008000400000,0000000001190000,6,0,,2,00a2618a
0000008004000000,0000000000000000,2,21,01026889,465,0102209f
0000008004000000,0000000000080000,3,1,0222208b,42,0202209f
0000008004000000,0000000000180000,4,2,00426889,30,0003688d
0000008004000000,0000000001000000,3,0,,34,0162288a
0000008004000000,0000000001080000,4,0,,21,0222209e
0000008004000000,0000000001190000,6,0,,5,0062688a
0000008004000000,0000000800000000,3,0,,10,0103488d
0000008004000000,0000000800080000,4,0,,2,02234889
0000008004000000,0000000800180000,5,0,,1,00634889
0000008004000000,0000000800400000,4,0,,31,0102409f
0000008004000000,0000000800480000,5,0,,1,02624889
0000008004000000,0000000804000000,4,0,,1,03430889
0000008004000001,0000000000000000,3,0,,4,2322088a
0000008004400000,0000000000000000,3,0,,30,2022608e
0000008004400000,0000000001000000,4,0,,2,0122688c
0000008008000000,0000000000000000,2,19,20c26081,319,01826087
0000008008000000,0000000000000010,3,0,,7,02866083
0000008008000000,0000000000100000,3,0,,1,00a660c1
0000008008000000,0000000000100010,4,0,,1,00c660c1
0000008008000000,0000000000120000,4,0,,6,00a66083
0000008008000000,0000000000120010,5,0,,13,008660a5
0000008008000000,0000000001000000,3,5,01c26084,101,01c26086
0000008008000000,0000000001000010,4,0,,19,02866086
0000008008000000,0000000001100000,4,0,,1,00e660c0
0000008008000000,0000000001100010,5,0,,7,00c660c2
0000008008000000,0000000001130000,6,0,,7,00e66082
0000008008000000,0000000001130010,7,1,00c66180,18,00c66086
0000008008000000,0000000002000000,3,0,,6,01c26045
0000008008000000,0000000003000000,4,0,,23,01c26064
0000008008000000,0000000009000000,4,0,,1,01c76004
0000008008000000,000000000a000000,4,0,,1,01c66005
0000008008000000,000000000b000000,5,0,,4,01c66024
0000008008000004,0000000000000000,3,0,,114,218240a5
0000008008400000,0000000000000000,3,7,208260a4,114,20826096
0000008008400000,0000000001000000,4,0,,57,01826096
0000008008400000,0000000001100000,5,0,,2,00a660c2
0000008008400000,0000000001130000,7,0,,9,00a66086
0000008008400000,0000000001130010,8,0,,4,00866096
0000008008400004,0000000000000000,4,0,,24,208641a4
0000008010000002,0000000000000000,3,0,,8,21c24848
0000008014000022,0000000000000000,5,0,,1,23624808
0000008018000006,0000000000000000,5,0,,29,21e24042
0000008028000000,0000000000000000,3,0,,66,01a62083
0000008028000000,0000000000000010,4,0,,1,02c62881
0000008028000000,0000000000120000,5,0,,1,00e62083
0000008028000000,0000000001000000,4,0,,30,01c72880
0000008028000004,0000000000000000,4,0,,1,23a60081
0000008028000005,0000000000000000,5,0,,1,23a60082
0000008028000008,0000000000000000,4,3,22a22082,111,01c22883
0000008028000008,0000000001000000,5,0,,23,01e22182
000000802800000c,0000000000000000,5,0,,4,23a20083
000000802800000d,0000000000000000,6,0,,5,23a20182
0000008028400000,0000000000000000,4,0,,2,21a62082
0000008028400008,0000000000000000,5,0,,4,21a22086
0000008040000000,0000000000000000,2,0,,101,0145208d
0000008040000000,0000000000080002,4,0,,3,02c12889
0000008040000000,0000000000140000,4,0,,8,0045608d
0000008040000000,00000000001c0002,6,0,,7,00c1608d
0000008040000000,0000000001000000,3,0,,26,0165208a
0000008040000000,0000000001080002,5,0,,9,02c1608a
0000008040000000,0000000001140000,5,0,,1,00c560c8
0000008040000000,0000000001150000,6,0,,5,00c5608c
0000008040000000,00000000011c0002,7,0,,3,00c161c8
0000008040000000,00000000011d0002,8,0,,10,00c1618c
0000008040000000,0000000009000000,4,0,,1,03c56008
0000008040000000,0000000018000000,4,0,,2,03452809
0000008040000000,0000000020000000,3,0,,2,0265200b
0000008040000000,0000000020080002,5,0,,1,02e16009
0000008040000000,0000000021000000,4,0,,1,02e56008
0000008040000000,0000000021080002,6,0,,2,02e1600a
0000008040000000,0000000800800000,4,0,,25,01454889
0000008040000000,0000000800880002,6,0,,2,02e14089
0000008040000000,00000008009c0002,8,0,,4,00c148c9
0000008040000000,0000000804800000,5,0,,2,03450889
0000008040000000,0000000808800000,5,0,,1,03c54009
0000008040000000,0000000820800000,5,0,,1,02e54009
0000008040000000,0000000820880002,7,0,,2,02e1400b
0000008040200000,0000000000000000,3,0,,37,01c16049
0000008040200000,00000000001c0002,7,0,,1,00e16109
0000008040200000,0000000001000000,4,0,,8,01c1604c
0000008040200000,0000000001150000,7,0,,1,00e56108
0000008040200000,00000000011c0002,8,0,,1,00e16148
0000008040200000,0000000008000000,4,0,,1,01c56009
0000008040200000,0000000009000000,5,0,,2,01c5600c
0000008040200000,0000000020140000,6,0,,1,00e56009
0000008040200000,00000000201c0002,8,0,,1,00e16049
0000008040200000,0000000021140000,7,0,,1,00e56048
0000008040200000,0000000200000000,4,0,,5,0165200d
0000008040200000,0000000201000000,5,0,,1,0165600c
0000008040200000,0000000618000000,7,0,,2,0145600d
0000008040200000,0000000800800000,5,0,,12,01c1404b
0000008040200000,0000000800940000,7,0,,1,00e54109
0000008040200000,00000008009c0002,9,0,,1,00e14149
0000008040200000,0000000808800000,6,0,,1,01c54109
0000008040200000,0000000820940000,8,0,,1,00e54049
0000008040200000,0000000a00800000,6,0,,2,0165400d
0000008044000200,0000000000000000,4,1,01412889,107,0141288b
0000008044000200,0000000000080002,6,0,,6,02416889
0000008044000200,00000000001c0002,8,0,,4,0041688d
0000008044000200,0000000001000000,5,0,,11,0161608a
0000008044000200,0000000001080002,7,0,,6,0261209a
0000008044000200,0000000800800000,6,0,,14,0141488d
0000008044000200,0000000800880002,8,0,,1,02614889
0000008044200200,0000000000000000,5,0,,11,2141480d
0000008048000000,0000000000000000,3,8,20c16081,97,01c16083
0000008048000000,0000000000000010,4,0,,1,02c56081
0000008048000000,0000000000140010,6,0,,1,00c560c1
0000008048000000,0000000000160000,6,0,,1,00e56081
0000008048000000,0000000000160010,7,0,,6,00c56083
0000008048000000,0000000001000000,4,3,01c160c0,57,01c16086
0000008048000000,0000000001000010,5,0,,7,02c56082
0000008048000000,0000000001140000,6,0,,1,00e560c0
0000008048000000,0000000001140010,7,0,,6,00c560c2
0000008048000000,0000000001170000,8,0,,6,00e56082
0000008048000000,0000000001170010,9,1,00c56180,11,00c56086
0000008048000000,0000000008000000,4,0,,1,03c56001
0000008048000000,0000000009000000,5,0,,4,03c56002
0000008048000000,0000000021000000,5,0,,1,02e56040
0000008048000004,0000000000000000,4,0,,72,20c141a4
0000008048200000,0000000000000000,4,1,21c16040,74,01c16045
0000008048200000,0000000001000000,5,0,,32,01c16064
0000008048200000,0000000001140000,7,0,,1,00e56140
0000008048200000,0000000008000000,5,0,,4,01c56005
0000008048200000,0000000009000000,6,0,,5,01c56024
0000008048200000,0000000020140000,7,0,,1,00e56041
0000008048200000,0000000021140000,8,0,,2,00e56042
0000008048200004,0000000000000000,5,0,,18,20e54101
0000008050000002,0000000000000000,4,0,,19,22e1400a
0000008050000022,0000000000000000,5,0,,1,23654008
0000008050200002,0000000000000000,5,0,,14,20e14128
0000008054000222,0000000000000000,7,0,,5,2361400a
0000008058000006,0000000000000000,6,1,23e14000,51,22e14006
0000008058200006,0000000000000000,7,0,,28,20e14124
0000008068000000,0000000000000000,4,0,,18,01c52881
0000008068000000,0000000001000000,5,0,,12,01e52082
0000008068000008,0000000000000000,5,0,,33,01e12083
0000008068000008,0000000001000000,6,0,,6,03e12082
000000806800000c,0000000000000000,6,0,,10,21e10881
000000807800000e,0000000000000000,8,0,,3,23e10102
00000080c0000000,0000000000000000,3,7,01442889,390,0144209b
00000080c0000000,0000000000080002,5,0,,11,02c0608b
00000080c0000000,0000000000140000,5,0,,19,0044688d
00000080c0000000,00000000001c0002,7,0,,18,00c060ad
00000080c0000000,0000000001000000,4,0,,73,0164608a
00000080c0000000,0000000001080002,6,0,,16,02c0608e
00000080c0000000,0000000001140000,6,0,,6,00c460cc
00000080c0000000,0000000001150000,7,0,,13,00c460ac
00000080c0000000,00000000011c0002,8,0,,5,00c061d8
00000080c0000000,00000000011d0002,9,0,,8,00c061ac
00000080c0000000,0000000002000000,4,0,,14,0364200b
00000080c0000000,0000000002080003,7,0,,1,02e06109
00000080c0000000,0000000003000000,5,0,,13,03c0604c
00000080c0000000,000000000a000000,5,0,,1,03c46009
00000080c0000000,000000000b000000,6,0,,2,03c4600c
00000080c0000000,000000001a000000,6,0,,2,0344600d
00000080c0000000,0000000022000000,5,0,,2,0264600b
00000080c0000000,0000000022080003,8,0,,2,02e0600b
00000080c0000000,0000000800c00000,6,0,,51,0144488d
00000080c0000000,0000000800c80002,8,0,,4,02e0408b
00000080c0000000,0000000800d40000,8,0,,2,00e440c9
00000080c0000000,0000000800dc0002,10,0,,1,00e041c9
00000080c0000000,0000000802c00000,7,0,,29,02e44109
00000080c0000000,0000000802c80003,10,0,,1,02e04149
00000080c0000000,000000080ac00000,8,0,,1,03c44109
00000080c0000000,0000000822c00000,8,0,,1,02e44049
00000080c0000000,0000000822c80003,11,0,,1,02e0404b
00000080c0000001,0000000000000000,4,0,,4,2364008a
00000080c0200000,0000000000000000,4,0,,108,2064600d
00000080c0200000,0000000002000000,5,0,,15,01c0604b
00000080c0200000,0000000002140000,7,0,,1,00e46109
00000080c0200000,00000000021c0003,10,0,,1,00e06149
00000080c0200000,0000000003000000,6,0,,19,01c0614c
00000080c0200000,000000000a000000,6,0,,5,01c4600b
00000080c0200000,000000000b000000,7,0,,3,01c4610c
00000080c0200000,0000000022140000,8,0,,1,00e46049
00000080c0200000,0000000302000000,7,0,,6,0164600b
00000080c0200000,000000071a000000,10,0,,2,0144201f
00000080c0200000,0000000802c00000,8,0,,32,01c0406d
00000080c0200000,0000000802d40000,10,0,,1,00e44149
00000080c0200000,000000080ac00000,9,0,,5,01c4402d
00000080c0200000,0000000b02c00000,10,0,,1,0164480d
00000080c4000200,0000000000000000,5,9,01406889,238,0140209f
00000080c4000200,0000000000080002,7,0,,11,0240688d
00000080c4000200,00000000001c0002,9,0,,1,0060688d
00000080c4000200,0000000001000000,6,1,03606088,18,0160608e
00000080c4000200,0000000001080002,8,0,,4,0260608e
00000080c4000200,0000000800c00000,8,0,,18,0140409f
00000080c4000201,0000000000000000,6,0,,2,2360088a
00000080c4200200,0000000000000000,6,0,,11,2140201f
00000080c8000000,0000000000000000,4,39,01c060c1,339,01c06087
00000080c8000000,0000000000000010,5,0,,7,02c46083
00000080c8000000,0000000000140000,6,0,,1,00e460c1
00000080c8000000,0000000000140010,7,0,,6,00c460c3
00000080c8000000,0000000000160000,7,0,,6,00e46083
00000080c8000000,0000000000160010,8,0,,10,00c46087
00000080c8000000,0000000001000000,5,14,01c060c4,117,01c06096
00000080c8000000,0000000001000010,6,1,02c46180,19,02c46086
00000080c8000000,0000000001140000,7,0,,6,00e460c2
00000080c8000000,0000000001140010,8,1,00c461c0,12,00c460c6
00000080c8000000,0000000001170000,9,1,00e46180,12,00e46086
00000080c8000000,0000000001170010,10,0,,11,00c46096
00000080c8000000,0000000002000000,5,0,,14,03c06043
00000080c8000000,0000000003000000,6,1,03e06040,38,03c06046
00000080c8000000,000000000a000000,6,0,,5,03c46003
00000080c8000000,000000000b000000,7,0,,7,03c46006
00000080c8000004,0000000000000000,5,3,21e040c0,224,20c041a5
00000080c8200000,0000000000000000,5,2,21c46040,133,20e06016
00000080c8200000,0000000002000000,6,0,,30,01c06065
00000080c8200000,0000000003000000,7,2,01c46044,49,01c06056
00000080c8200000,000000000a000000,7,0,,7,01c46007
00000080c8200000,000000000b000000,8,0,,5,01c46016
00000080c8200004,0000000000000000,6,0,,41,20e44141
00000080d0000002,0000000000000000,5,0,,44,22e0400e
00000080d0000003,0000000000000000,6,0,,3,23e0010a
00000080d0200002,0000000000000000,6,0,,27,20e0412c
00000080d4000222,0000000000000000,8,0,,5,2360400e
00000080d8000006,0000000000000000,7,2,23e04040,91,22e04016
00000080d8200006,0000000000000000,8,1,21e04140,58,20e04164
00000080e8000000,0000000000000000,5,0,,62,01c42883
00000080e8000000,0000000001000000,6,0,,17,01e420c2
00000080e8000000,0000000002000000,6,0,,4,03e42003
00000080e8000000,0000000003000000,7,0,,4,03e42006
00000080e8000004,0000000000000000,6,0,,5,23c40881
00000080e8000005,0000000000000000,7,0,,3,23e40082
00000080e8000008,0000000000000000,6,2,22e02082,81,01e02183
00000080e8000008,0000000001000000,7,1,03e02082,13,03e02086
00000080e8000008,0000000002000000,7,0,,2,03e02103
00000080e800000c,0000000000000000,7,0,,11,21e00883
00000080e800000d,0000000000000000,8,0,,8,23e00086
00000080e8200000,0000000000000000,6,0,,1,21e42003
00000080f800000f,0000000000000000,10,0,,1,23e00902
0000008100000000,0000000000000000,2,0,,14,2226600a
0000008100000000,0000000003000000,4,0,,1,03a26108
0000008100400000,0000000000000000,3,0,,4,20a66108
0000008104000000,0000000000000000,3,0,,6,2222600e
0000008108000000,0000000000000000,3,0,,42,22a26006
0000008108400000,0000000000000000,4,0,,23,20a26026
0000008110000002,0000000000000000,4,0,,9,22a2410a
0000008110400002,0000000000000000,5,0,,2,21a24148
0000008118000006,0000000000000000,6,0,,26,22a24124
0000008118400006,0000000000000000,7,0,,4,21a24124
0000008128000000,0000000000000000,4,0,,1,23a62002
0000008128000008,0000000000000000,5,0,,3,23a22006
0000008240000000,0000000000000000,3,0,,84,0105608d
0000008240000000,0000000000140000,5,0,,9,0025608b
0000008240000000,0000000001000000,4,0,,10,0225608a
0000008240000000,0000000008000000,4,0,,1,03856009
0000008240000000,0000000020000000,4,0,,1,02a56009
0000008240000000,0000000800800000,5,0,,14,0125408d
0000008240000000,0000000800940000,7,0,,1,00a54189
0000008240000000,0000000820800000,6,0,,1,02a54049
0000008240000010,0000000000000000,4,0,,88,0181608d
0000008240000010,0000000000080002,6,0,,6,0281608b
0000008240000010,00000000001c0002,8,0,,4,00a1608b
0000008240000010,0000000001000000,5,0,,5,0381608c
0000008240000010,0000000001080002,7,0,,6,02a1608a
0000008240000010,0000000020080002,7,0,,1,02a1600b
0000008240000010,0000000800800000,6,0,,23,018140ad
0000008240000010,0000000800880002,8,0,,4,02a1408b
0000008240200000,0000000000000000,4,0,,11,01856049
0000008240200000,0000000000140000,6,0,,1,00a56109
0000008240200000,0000000008000000,5,0,,2,0185600d
0000008240200000,0000000200000000,5,0,,1,0125600d
0000008240200000,0000000800800000,6,0,,3,01854149
0000008240200010,0000000000000000,5,0,,18,01a16049
0000008240200010,0000000800800000,7,0,,8,01a1402d
0000008240400000,0000000000000000,4,0,,13,2025608a
0000008240400000,0000000001000000,5,0,,6,0125608c
0000008240400000,0000000001150000,8,0,,3,0085618c
0000008240400010,0000000000000000,5,0,,23,208160ac
0000008240400010,0000000001000000,6,0,,5,0181688c
0000008244000210,0000000000000000,6,2,03212089,113,0101688d
0000008244000210,0000000000080002,8,0,,6,0221208f
0000008244000210,0000000001000000,7,0,,6,0321208e
0000008244000210,0000000001080002,9,0,,1,0221608e
0000008244000210,0000000800800000,8,0,,9,0121488d
0000008244400210,0000000000000000,7,0,,5,2101688c
0000008248000000,0000000000000000,4,1,22856080,29,01856083
0000008248000000,0000000000000010,5,0,,2,02856085
0000008248000000,0000000000140000,6,0,,1,00a560c1
0000008248000000,0000000000160000,7,0,,4,00a56083
0000008248000000,0000000000160010,8,0,,3,008560a5
0000008248000000,0000000001000000,5,0,,14,02a56082
0000008248000000,0000000001000010,6,0,,4,02856086
0000008248000004,0000000000000000,5,0,,18,20a54181
0000008248000010,0000000000000000,5,3,21816081,88,018160a5
0000008248000010,0000000001000000,6,1,03a16080,14,03816086
0000008248000014,0000000000000000,6,1,23a14080,62,21814087
0000008248200000,0000000000000000,5,0,,6,20a56101
0000008248200004,0000000000000000,6,0,,3,21854025
0000008248200010,0000000000000000,6,0,,5,21816025
0000008248200014,0000000000000000,7,0,,6,21814125
0000008248400000,0000000000000000,5,1,21856080,26,20856086
0000008248400000,0000000001000000,6,0,,16,01856086
0000008248400000,0000000001140000,8,0,,1,00a561c0
0000008248400000,0000000001170000,10,0,,6,00a56086
0000008248400000,0000000001170010,11,0,,1,008561a4
0000008248400004,0000000000000000,6,0,,5,208541a4
0000008248400010,0000000000000000,6,1,21a16080,42,20816096
0000008248400010,0000000001000000,7,0,,18,018160e4
0000008248400014,0000000000000000,7,0,,19,20a141a4
0000008268000000,0000000000000000,5,0,,12,01a52083
0000008268000000,0000000001000000,6,0,,2,03a52082
0000008268000004,0000000000000000,6,0,,2,23a50081
0000008268000018,0000000000000000,7,0,,22,03a12083
