w0,w1,weight,count8,least8,count9,least9
0100000000000000,0000000001000450,5,0,,22,0284e106
0100000000000000,0000000001030010,5,0,,1,08c6e100
0100000000000000,0000000001070000,5,0,,1,08e4e100
0100000000000000,0000000001070010,6,0,,5,08c4e102
0100000000000000,0000000001130000,5,0,,1,00e6e100
0100000000000000,0000000001130010,6,0,,4,00c6e104
0100000000000000,0000000001170000,6,1,00e4e100,6,00e4e102
0100000000000000,0000000001170010,7,1,00c5e100,11,00c4e106
0100000000000000,0000000020000000,2,5,026ca001,89,0264a007
0100000000000000,0000000020000010,3,2,02c4e001,31,02c4e003
0100000000000000,0000000020000040,3,7,022ca003,85,0224e007
0100000000000000,0000000020000140,4,0,,13,022d2016
0100000000000000,0000000020000450,5,3,028ce001,35,0284e007
0100000000000000,0000000020001010,4,0,,19,0244e805
0100000000000000,0000000020001450,6,0,,2,020ce007
0100000000000000,0000000020020000,3,0,,1,086f2001
0100000000000000,0000000020020010,4,0,,1,08c6e001
0100000000000000,0000000020020450,6,0,,1,088ee001
0100000000000000,0000000020030000,4,0,,5,086f2002
0100000000000000,0000000020030010,5,0,,1,08cee000
0100000000000000,0000000020030040,5,0,,1,08aee000
0100000000000000,0000000020030450,7,0,,2,088ee004
0100000000000000,0000000020060000,4,0,,3,086d6001
0100000000000000,0000000020060010,5,0,,3,08c4e801
0100000000000000,0000000020060040,5,0,,1,08ace001
0100000000000000,0000000020060450,7,0,,1,088ce005
0100000000000000,0000000020070000,5,0,,5,086da800
0100000000000000,0000000020070010,6,0,,5,08cce002
0100000000000000,0000000020070040,6,0,,3,08ace002
0100000000000000,0000000020070450,8,0,,1,088ce024
0100000000000000,0000000020120000,4,0,,1,006fa001
0100000000000000,0000000020120010,5,0,,3,00c6e801
0100000000000000,0000000020120040,5,0,,1,00aee001
0100000000000000,0000000020120450,7,0,,1,008ee005
0100000000000000,0000000020130000,5,0,,3,006f6004
0100000000000000,0000000020130010,6,0,,5,00cee002
0100000000000000,0000000020130040,6,0,,3,00aee002
0100000000000000,0000000020130450,8,0,,1,008ee024
0100000000000000,0000000020160000,5,0,,18,006d6003
0100000000000000,0000000020160010,6,1,00cce001,12,00c4e025
0100000000000000,0000000020160040,6,1,00ace001,7,002de005
0100000000000000,0000000020160140,7,0,,2,00ad6003
0100000000000000,0000000020160450,8,0,,5,008ce007
0100000000000000,0000000020170000,6,1,00ece000,19,006d2016
0100000000000000,0000000020170010,7,2,00cce004,14,00cce006
0100000000000000,0000000020170040,7,0,,10,00ace006
0100000000000000,0000000020170140,8,0,,2,00ad6006
0100000000000000,0000000020170450,9,0,,4,008ce016
0100000000000000,0000000021000000,3,1,02e4e000,40,0264a016
0100000000000000,0000000021000010,4,1,02c5e000,24,02c4e006
0100000000000000,0000000021000040,4,1,02a4e002,24,0224e016
0100000000000000,0000000021000450,6,0,,2,0284e016
0100000000000000,0000000021030000,5,0,,1,08e6e000
0100000000000000,0000000021030010,6,0,,4,08c6e004
0100000000000000,0000000021070000,6,0,,2,08e4e800
0100000000000000,0000000021070010,7,0,,2,08c4e804
0100000000000000,0000000021130000,6,0,,1,00e7e000
0100000000000000,0000000021130010,7,0,,3,00c6e804
0100000000000000,0000000021170000,7,0,,9,00e4e006
0100000000000000,0000000021170010,8,0,,3,00c4e016
0100000000000000,0000000048000024,5,0,,2,02cd2402
0100000000000000,0000000048000034,6,0,,1,02cd6100
0100000000000000,0000000048000764,9,0,,8,028d6401
0100000000000000,0000000048000774,10,0,,2,028d6102
0100000000000000,0000000048020024,6,0,,1,00cd6401
0100000000000000,0000000048020764,10,0,,1,008d6405
0100000000000000,0000000048030024,7,0,,8,00cd6402
0100000000000000,0000000048030764,11,0,,4,008d6406
0100000000000000,0000000048070034,9,0,,1,08cd6100
0100000000000000,0000000048130034,9,0,,1,00cf6100
0100000000000000,0000000048160034,9,0,,1,00cd6101
0100000000000000,0000000048170034,10,0,,4,00cd6102
0100000000000000,0000000048170774,14,0,,1,008d6124
0100000000000000,0000000068000034,7,0,,7,02cd6001
0100000000000000,0000000068000774,11,0,,1,028d6006
0100000000000000,0000000068030034,9,0,,1,08cf6000
0100000000000000,0000000068060034,9,0,,1,08cd6001
0100000000000000,0000000068070034,10,0,,1,08cd6004
0100000000000000,0000000068130034,10,0,,1,00cf6004
0100000000000000,0000000068160034,10,0,,2,00cd6003
0100000000000000,0000000068170034,11,0,,4,00cd6006
0100000000000000,0000000100020000,3,0,,1,006ce401
0100000000000000,0000000100160000,5,0,,1,006ce101
0100000000000000,0000000120020000,4,0,,1,086ea001
0100000000000000,0000000120020040,5,0,,1,082ee001
0100000000000000,0000000120030000,5,0,,4,086ea002
0100000000000000,0000000120030040,6,0,,1,082ee004
0100000000000000,0000000120060000,5,0,,2,086ca801
0100000000000000,0000000120070000,6,0,,2,086ce004
0100000000000000,0000000120120000,5,0,,1,006ee001
0100000000000000,0000000120130000,6,0,,1,006ee004
0100000000000000,0000000120160000,6,0,,5,006ca013
0100000000000000,0000000120160040,7,0,,1,002ce007
0100000000000000,0000000120170000,7,0,,3,006ce006
0100000000000000,0000000120170040,8,0,,1,002ce016
0100000000000000,0000000420161010,8,0,,1,004de005
0100000000000000,00000004f8021034,12,0,,1,084f6001
0100000000000000,0000000520021010,7,0,,2,084ea801
0100000000000000,0000000520021450,9,0,,1,080ee005
0100000000000000,0000000520061010,8,0,,1,084ce801
0100000000000000,0000000520161010,9,0,,1,004ce805
0100000000100000,0000000000001024,5,0,,7,12456401
0100000000100000,0000000000001034,6,0,,2,12456005
0100000000100000,0000000000021024,6,0,,1,18472401
0100000000100000,0000000000021034,7,0,,4,18472005
0100000000100000,0000000000031024,7,0,,3,18472404
0100000000200000,0000000000020000,3,0,,3,00e56401
0100000000200000,0000000000020024,5,0,,1,10c56401
0100000000200000,0000000000030000,4,0,,6,00e56404
0100000000200000,0000000000030024,6,1,10c56400,7,10c56402
0100000000200000,0000000000060000,4,0,,1,18656001
0100000000200000,0000000000060034,7,0,,1,18c56001
0100000000200000,0000000000070000,5,0,,3,18656004
0100000000200000,0000000000070034,8,0,,6,18c56002
0100000000200000,0000000000160000,5,0,,5,10656003
0100000000200000,0000000000160034,8,0,,6,10c56003
0100000000200000,0000000000170000,6,1,10e56000,9,10656006
0100000000200000,0000000000170034,9,2,10c56004,10,10c56006
0100000000300000,0000000000161034,10,0,,1,10456805
0100000000400000,0000000000030040,5,0,,2,1826e004
0100000000400000,0000000000030450,7,0,,6,1886e002
0100000000400000,0000000000070040,6,0,,5,18a4e002
0100000000400000,0000000000070450,8,0,,9,1884e024
0100000000400000,0000000000130040,6,0,,4,10a6e002
0100000000400000,0000000000130450,8,0,,7,1086e024
0100000000400000,0000000000170040,7,1,10a4e100,16,10a4e006
0100000000400000,0000000000170450,9,3,1084e104,20,1084e016
0100000000400000,0000000001030040,6,0,,1,08a6e100
0100000000400000,0000000001070450,9,0,,1,0884e124
0100000000400000,0000000001130450,9,0,,1,0086e124
0100000000400000,0000000001170040,8,0,,6,00a4e106
0100000000400000,0000000001170450,10,0,,3,0084e126
0100000008000000,0000000021030000,6,0,,1,08e76000
0100000020000000,0000000000000000,2,0,,2,02e52401
0100000048000000,0000000021000000,5,0,,1,0ae56000
0100000048200000,0000000001070000,8,0,,1,08e56100
0100000400000000,0000000000000000,2,0,,1,02656401
0100000408000000,0000000021000000,5,0,,1,0a676000
0100000420000000,0000000000000000,3,0,,1,0a672400
0100001000000000,0000000048000024,6,0,,1,02c76400
0100001000000000,0000000048030024,8,0,,1,08c76400
0100001008000000,0000000049030034,11,0,,1,08c76100
0100001008000000,0000000069030034,12,0,,1,08c76020
0100003000000000,0000000048000024,7,0,,7,02c56401
0100003000200000,0000000048020024,9,0,,2,00c56405
0100003000200000,0000000048030024,10,0,,4,00c56424
0100004000000000,0000000321030000,8,0,,1,0866e800
0100004000000000,0000000720021010,9,0,,1,0846e801
0100008008000000,0000000001130000,7,0,,1,00e76100
0100008008000000,0000000021000000,5,0,,1,02e76000
0100008048000000,0000000001000000,5,0,,1,02e56100
0100008048000000,0000000020000000,5,0,,1,02e56001
0100008048000000,0000000021000000,6,0,,4,02e56002
0100008048200000,0000000000160000,8,0,,1,00e56101
0100008048200000,0000000001170000,10,0,,3,00e56102
0100008048200000,0000000021170000,11,0,,1,00e56024
010000b048200000,0000000049170034,17,0,,1,00c56124
0100800000000000,0000000000000140,4,0,,27,02a56401
0100800000000000,0000000000000764,8,0,,8,12856401
0100800000000000,0000000000000774,9,0,,5,12856006
0100800000000000,0000000000030764,10,0,,1,18876400
0100800000200000,0000000000020140,6,0,,1,10a56401
0100800000200000,0000000000020764,10,0,,2,10856405
0100800000200000,0000000000030140,7,0,,2,10a56404
0100800000200000,0000000000030764,11,0,,4,10856424
0100800000200000,0000000000160140,8,0,,2,10a56005
0100800000200000,0000000000160774,13,0,,1,10856105
0100800000400000,0000000000030774,12,0,,1,18876100
0100800000400000,0000000000130140,8,0,,1,10a76100
0100800000600000,0000000000070140,9,0,,1,18a56100
0100800000600000,0000000000170140,10,0,,5,10a56024
0100800000600000,0000000000170774,15,0,,1,10856124
0100800100000000,0000000000000140,5,0,,6,02a56402
0100800100200000,0000000000030140,8,0,,1,00a56504
0100800500000000,0000000000000140,6,0,,1,0a276400
0100801100000000,0000000048000764,12,0,,1,0a876400
0100803100000000,0000000048000764,13,0,,2,02856406
0100808248000000,0000000000000140,8,0,,1,02a56101
0100808348000000,0000000001000140,10,0,,2,02a56102
0120000000000000,0000000000001010,4,14,1244e002,128,024ce102
0120000000000000,0000000000001034,6,0,,8,124d2006
0120000000000000,0000000000001450,6,0,,34,1204e016
0120000000000000,0000000000001774,10,0,,1,120d6006
0120000000000000,0000000000031010,6,4,1846a800,30,1846a006
0120000000000000,0000000000031034,8,1,184f2000,7,184f2002
0120000000000000,0000000000031450,8,0,,1,180ee004
0120000000000000,0000000000031774,12,0,,1,180f6004
0120000000000000,0000000000071010,7,0,,11,1844e804
0120000000000000,0000000000071034,9,0,,2,184d6004
0120000000000000,0000000000131010,7,0,,7,1046e804
0120000000000000,0000000000131034,9,0,,1,104f6004
0120000000000000,0000000000171010,8,1,104ce004,19,1044e016
0120000000000000,0000000000171034,10,0,,5,104d2016
0120000000000000,0000000000171450,10,0,,1,100ce016
0120000000000000,0000000001001010,5,0,,1,0244e124
0120000000000000,0000000020001010,5,0,,19,024ca016
0120000000000000,0000000020001450,7,0,,2,020ce016
0120000000000000,0000000021001010,6,0,,2,0a46e004
0120000000000000,0000000420031010,8,0,,1,084fe000
0120000000000000,00000004f8031034,14,0,,1,084f6004
0120000000000000,0000000520031010,9,0,,2,084ee004
0120000000000000,0000000520071010,10,0,,1,084ce804
0120000000000000,0000000520131010,10,0,,1,004ee804
0120000000000000,0000000520171010,11,0,,1,004ce016
0120000000100000,0000000000001034,7,0,,7,12452016
0120000000100000,0000000000031034,9,1,18476000,7,18472804
0120000000300000,0000000000171034,12,0,,1,10456016
0120004000000000,0000000721031010,12,0,,1,0846e804
0200000000000000,0000000000000000,1,66,022c8481,1306,0204cc85
0200000000000000,0000000000020000,2,7,0084c485,333,002cc483
0200000000000000,0000000000030000,3,34,008445a4,654,008444b6
0200000000000040,0000000000000000,2,0,,68,12240487
0200000000000040,0000000000020000,3,0,,2,10654481
0200000000000040,0000000000030000,4,0,,1,18664480
0200000000100040,0000000000000000,3,0,,23,12044c85
0200000020000000,0000000000000000,2,1,0aa60480,39,02a40493
0200000400000040,0000000000000000,3,0,,13,02264483
0200000400100040,0000000000000000,4,0,,3,0a064c81
0200000420000040,0000000000000000,4,0,,13,02650c81
0200000420100040,0000000000000000,5,0,,1,0a070c81
0200004000000000,0000000000020000,3,0,,1,0826c481
0300000000000000,0000000000000000,2,4,02c4c500,70,02c4c403
0300000000000000,0000000000000024,4,0,,2,12c54401
0300000000000000,0000000000000040,3,6,02a4c401,62,02a4c403
0300000000000000,0000000000000140,4,0,,10,02ad4401
0300000000000000,0000000000000440,4,10,0284c501,146,0284c407
0300000000000000,0000000000000764,8,0,,7,128d4401
0300000000000000,0000000000020000,3,0,,26,00c4c505
0300000000000000,0000000000020040,4,0,,20,00a4c503
0300000000000000,0000000000020140,5,0,,3,00ad4405
0300000000000000,0000000000020440,5,1,1084c501,34,0084c525
0300000000000000,0000000000030000,4,3,10c4c404,71,00c4c524
0300000000000000,0000000000030040,5,1,10acc400,39,00a4c524
0300000000000000,0000000000030140,6,0,,6,00ad4424
0300000000000000,0000000000030440,6,2,108cc404,50,0084cd24
0300000000000000,0000000048000024,6,0,,3,02cd4401
0300000000000000,0000000048000764,10,0,,8,028d4405
0300000000000002,0000000000000000,3,0,,1,12e54400
0300000000000002,0000000000000024,5,0,,7,12c54402
0300000000000400,0000000000000000,3,6,02ec8400,86,02c48d01
0300000000000400,0000000000000040,4,3,02ac8401,81,02a48503
0300000000000400,0000000000000440,5,0,,31,0a8e8401
0300000000000400,0000000000020000,4,0,,3,10cd8401
0300000000000400,0000000000020040,5,0,,3,10ac8403
0300000000000400,0000000000030000,5,0,,2,10ec8500
0300000000000400,0000000000030040,6,0,,1,18ae8400
0300000000001400,0000000000000000,4,0,,5,02ed0401
0300000000001400,0000000000000140,6,0,,9,02ad0403
0300000000001400,0000000000020000,5,0,,1,10ed0401
0300000000001402,0000000000000000,5,0,,4,12e50402
0300000000002000,0000000000000000,3,1,1264c400,24,0264c501
0300000000002000,0000000000000040,4,0,,43,0225c501
0300000000002000,0000000000020000,4,0,,1,106cc401
0300000000002000,0000000000020040,5,0,,1,102cc405
0300000000002000,0000000000030000,5,0,,1,106dc400
0300000000002400,0000000000000000,4,2,12648401,56,02658c01
0300000000002400,0000000000000040,5,1,122c8401,59,022c8407
0300000000002400,0000000000020000,5,0,,1,106d8401
0300000000012000,0000000000000000,4,0,,1,026d4401
0300000000012000,0000000000000140,6,0,,1,122d4401
0300000000012040,0000000000000000,5,0,,1,12654401
0300000000013400,0000000000000000,6,0,,1,126d0401
0300000000013400,0000000000000140,8,0,,2,0a2f0401
0300000000013440,0000000000000000,7,0,,1,12650c01
030000000001a000,0000000000000000,5,0,,2,026d4404
030000000001a000,0000000000000140,7,0,,3,0a2f4400
030000000001a042,0000000000000000,7,0,,1,12654c00
030000000001b400,0000000000000000,7,0,,6,0a6f0400
030000000001b400,0000000000000140,9,0,,2,122d0406
030000000001b442,0000000000000000,9,0,,1,1a670400
0300000000022000,0000000000001000,5,0,,9,024ccc01
0300000000022000,0000000000001440,7,0,,4,0a0ec401
0300000000022000,0000000000003000,6,0,,21,024ccc04
0300000000022000,0000000000003440,8,0,,6,0a0ec404
0300000000022400,0000000000001000,6,0,,17,12448c03
0300000000022400,0000000000001440,8,0,,1,1a0e8401
0300000000022400,0000000000003000,7,0,,15,12458c02
0300000000200000,0000000000020000,4,0,,1,10e54401
0300000000200002,0000000000030000,6,0,,2,10e54404
0300000002000000,0000000000020024,6,0,,1,10cd4401
0300000002000000,0000000000030024,7,0,,3,10cd4404
0300000002000000,0000000000030764,11,0,,2,108d4424
0300000002000000,0000000048030024,9,0,,1,00cd4504
0300000002000000,0000000048030764,13,0,,1,008d4524
0300000002000002,0000000000030024,8,0,,1,18c74400
0300000002200000,0000000000020024,7,0,,2,10c54405
0300000002200002,0000000000030024,9,0,,5,10c54504
0300000010000002,0000000000000000,4,0,,6,02e54402
0300001010000002,0000000048000024,9,0,,1,0ac74400
0300800000000000,0000000000000140,5,0,,3,02a54405
0300800000000000,0000000000000764,9,0,,2,12854405
0300800000000002,0000000000000140,6,0,,7,12a54402
0300800000000002,0000000000000764,10,0,,9,12854406
0300800000001402,0000000000000140,8,0,,1,1aa70400
0300800000013440,0000000000000140,10,0,,1,1a270401
030080000001a042,0000000000000140,10,0,,1,1a274400
0300800000200000,0000000000020140,7,0,,1,10a54501
0300800000200002,0000000000030140,9,0,,1,10a54504
0300800002200002,0000000000030764,14,0,,1,10854524
0300800110000002,0000000000000140,8,0,,8,02a54406
0300800400012040,0000000000000140,9,0,,1,0a274401
0300801110000002,0000000048000764,15,0,,2,0a874404
0400000000000000,0000000000000010,2,0,,1,12c5c040
0400000000000000,0000000000000080,2,0,,2,022d80c1
0400000000000000,0000000000000090,3,0,,1,1285c0c0
0400000000000000,00000000000000c0,3,0,,1,12a5c040
0400000000000000,00000000000004d0,5,0,,7,0285c141
0400000000000000,0000000000040010,3,0,,1,18c5c040
0400000000000000,00000000000404d0,6,0,,2,1885c041
0400000000000000,0000000000100010,3,0,,1,10c7c040
0400000000000000,0000000000140000,3,0,,1,10e5c040
0400000000000000,0000000000140010,4,1,10c5c040,13,00c5c0c1
0400000000000000,0000000000140080,4,0,,2,00adc0c0
0400000000000000,0000000000140090,5,0,,2,1085c0c1
0400000000000000,00000000001400c0,5,0,,4,00a5c141
0400000000000000,00000000001404d0,7,0,,4,1085c141
0400000000000000,0000000001000010,3,0,,2,02c5c0c0
0400000000000000,0000000001000080,3,0,,1,02a5c0c0
0400000000000000,00000000010000c0,4,0,,1,02a5c140
0400000000000000,0000000001040010,4,0,,2,08c5c0c0
0400000000000000,0000000001140000,4,0,,2,00e5c0c0
0400000000000000,0000000001140010,5,0,,3,00c5c160
0400000000000000,0000000020000010,3,0,,2,02c5c041
0400000000000000,00000000200000c0,4,0,,2,02a5c041
0400000000000000,0000000020040010,4,0,,2,08c5c041
0400000000000000,00000000200400c0,5,0,,1,08adc040
0400000000000000,0000000020140000,4,0,,2,00e5c041
0400000000000000,0000000020140010,5,0,,2,00cdc041
0400000000000000,00000000201400c0,6,0,,1,00adc041
0400000000000000,0000000021000000,3,0,,1,02e5c040
0400000000000000,0000000021000010,4,0,,2,08c7c040
0400000000000000,00000000210000c0,5,0,,1,0aa5c040
0400000000000000,0000000021040000,4,0,,1,08e5c040
0400000000000800,0000000000000010,3,0,,1,12c58041
0400000000000800,00000000000000c0,4,0,,1,12a58041
0400000000000800,0000000000140000,4,0,,1,10e58041
0400000000004000,00000000000000c0,4,0,,1,1225c041
0400000000004000,00000000200000c0,5,0,,1,022dc041
0400000000004800,0000000000000000,3,0,,1,12658041
0400000000004800,00000000000000c0,5,0,,1,122d8041
0400000000004800,0000000000140000,5,0,,1,106d8041
0400000000004800,0000000020000000,4,0,,1,026d8041
0400000000400000,00000000000004d0,6,0,,1,1887c040
0400000000400000,0000000000040090,5,0,,1,1885c0c0
0400000000400000,00000000000400c0,5,0,,1,18a5c040
0400000000400000,00000000000404d0,7,0,,1,1885c140
0400000000400000,0000000000140080,5,0,,1,10a5c0c0
0400000000400000,0000000000140090,6,0,,2,1085c0c4
0400000000400000,00000000001400c0,6,0,,2,10a5c044
0400000000400000,00000000001404d0,8,0,,2,1085c144
0400000000400000,0000000001000090,5,0,,1,0887c0c0
0400000000400000,00000000010400c0,6,0,,1,08a5c140
0400010000000000,0000000000000010,3,0,,1,12c580c0
0400010000000800,0000000000000000,3,0,,1,12e58040
0400010000000800,0000000000000010,4,0,,3,12c58140
0400010000000800,00000000000000c0,5,0,,1,12ad8040
0400010000000800,0000000000140000,5,0,,1,10ed8040
0400010000000800,0000000020000000,4,0,,1,02ed8040
0402000000004000,00000000000000c0,5,0,,1,122dc040
0402000000004000,0000000000140000,5,0,,1,106dc040
0402000000004000,0000000020000000,4,0,,1,026dc040
0402000000004020,0000000000000000,4,0,,1,1265c040
0402010000000000,0000000000000000,3,0,,1,126580c0
0402010000000000,0000000000000080,4,0,,1,122d80c0
0402010000004800,0000000000000000,5,0,,1,126d8040
0402010000004820,0000000000000000,6,0,,3,12658042
0480040000000000,0000000820b40000,9,0,,1,00ed4041
0480040000000004,0000000000000034,7,0,,1,12c54041
0480040000000004,0000000000140010,7,0,,1,10c540c1
0480040000001800,0000000000140000,7,0,,1,10ed0041
0480040000014000,0000000000140000,7,0,,1,106d4041
0480040000200004,0000000000140000,7,0,,1,10e54041
0480040002000000,0000000000140034,9,0,,1,10cd4041
0480040002200004,0000000000040034,10,0,,1,18c54041
0480040002200004,0000000000140034,11,0,,4,10c54045
0480048048000004,0000000820a00000,11,0,,1,02e54041
0480060000000000,0000000000000034,7,0,,1,12cd4040
0480060000000000,0000000000140000,6,0,,1,10ed4040
0480060000000000,0000000000140010,7,0,,1,10cd40c0
0480060000000000,0000000020a40000,8,0,,1,08ed4040
0480060000000000,0000000800b40000,9,0,,2,00ed40c0
0480060000000000,0000000820a00000,8,0,,1,02ed4040
0480060000000000,0000000820b40000,10,0,,1,00ed4044
0480060000000004,0000000000000010,6,0,,1,12c540c0
0480060000000004,0000000000040010,7,0,,1,18c540c0
0480060000000004,0000000000100010,7,0,,1,10c740c0
0480060000000004,0000000000140000,7,0,,1,10e540c0
0480060000000004,0000000000140010,8,0,,5,10c540c4
0480060000000006,0000000000000000,6,0,,1,12e54040
0480060000000006,0000000000000034,9,0,,8,12c54042
0480060000000006,0000000000100000,7,0,,1,10e74040
0480060000200006,0000000000040000,8,0,,1,18e54040
0480060000200006,0000000000140000,9,1,10e54040,6,10e54042
0480060002000000,0000000000040034,9,0,,1,18cd4040
0480060002000000,0000000000100034,9,0,,1,10cf4040
0480060002000000,0000000000140034,10,0,,6,10cd4042
0480060002000000,0000000060200034,11,0,,1,08cf4040
0480060002000006,0000000000000034,10,0,,1,18c74040
0480060002000006,0000000000100034,11,0,,1,10c74140
0480060002200006,0000000000040034,12,0,,6,18c54042
0480060002200006,0000000000140034,13,0,,7,10c54064
0480060008000004,0000000001200010,9,0,,1,08c740c0
0480060018000006,0000000021200000,11,0,,1,08e74040
0480060058000006,0000000021a00000,13,0,,1,0ae54040
0480060058200006,0000000001a40000,14,0,,1,08e54140
0480068048000004,0000000801a00000,12,0,,1,02e540c0
0480068058000006,0000000801a00000,14,0,,1,02e54140
0480070000001800,0000000000000000,7,0,,1,12ed0040
0480440000000000,00000000001401c0,9,0,,1,10ad4041
0480660000000000,00000000000001c0,9,0,,1,12ad4040
0480660000000000,00000000000401c0,10,0,,1,18ad4040
0480660000000000,0000000000140080,9,0,,1,10ad40c0
0480660000000000,00000000001401c0,11,0,,2,10ad4044
0480660000000000,0000000000a401c0,12,0,,1,08ad4140
0480660000000000,00000000202001c0,11,0,,1,08af4040
0480660000000000,0000000020a001c0,12,0,,1,0aad4040
0480660000000000,0000000800a00080,10,0,,1,02ad40c0
0480660000000000,0000000800a001c0,12,0,,1,02ad4140
0480660000000004,0000000000000080,8,0,,1,12a540c0
0480660000400004,0000000000140080,11,0,,1,10a541c0
0480c40000000004,00000000000001c0,9,0,,1,12a54041
0480c40000200004,00000000000401c0,11,0,,1,18a54041
0480c40000200004,00000000001401c0,12,0,,1,10a54141
0480e60000000006,00000000000001c0,12,0,,3,12a54042
0480e60000400006,00000000000001c0,13,0,,1,18a74040
0480e60000600006,00000000000401c0,15,0,,1,18a54140
0481660000400004,0000000000000090,11,0,,1,188740c0
0481e60002400006,00000000000007f4,20,0,,1,18874140
048206000001c000,0000000000000000,8,0,,1,126d4040
0600000000000000,0000000000000000,2,0,,8,02658083
0600000000000000,0000000000000010,3,0,,13,0245c881
0600000000000000,0000000000000080,3,0,,27,0225c083
0600000000000000,0000000000000090,4,0,,19,0285c085
0600000000000000,0000000000020010,4,0,,1,18478081
0600000000000000,0000000000020080,4,0,,2,082f8081
0600000000000000,0000000000020090,5,0,,4,080fc081
0600000000000000,0000000000030090,6,0,,1,088fc080
0600000000000000,0000000000060010,5,0,,1,18458881
0600000000000000,0000000000060080,5,0,,1,182d8081
0600000000000000,0000000000060090,6,0,,1,1885c081
0600000000000000,0000000000070010,6,0,,1,18c5c080
0600000000000000,0000000000070090,7,0,,1,188dc080
0600000000000000,0000000000120010,5,0,,1,10478881
0600000000000000,0000000000120080,5,0,,1,102f8081
0600000000000000,0000000000120090,6,0,,2,0087c181
0600000000000000,0000000000130010,6,0,,2,00cfc080
0600000000000000,0000000000130080,6,0,,1,00afc080
0600000000000000,0000000000130090,7,0,,1,108fc080
0600000000000000,0000000000160000,5,0,,8,006d8881
0600000000000000,0000000000160010,6,0,,12,004dc881
0600000000000000,0000000000160080,6,0,,10,002dc083
0600000000000000,0000000000160090,7,0,,10,0085c185
0600000000000000,0000000000170000,6,0,,2,00edc080
0600000000000000,0000000000170010,7,1,10c5c080,11,00cdc084
0600000000000000,0000000000170080,7,0,,5,00adc082
0600000000000000,0000000000170090,8,0,,8,008dc0a4
0600000000000000,0000000001000000,3,0,,1,02e5c080
0600000000000000,0000000001000010,4,0,,6,02c5c082
0600000000000000,0000000001000080,4,0,,5,02a5c082
0600000000000000,0000000001000090,5,0,,2,0285c184
0600000000000000,0000000001030010,6,0,,1,08c7c080
0600000000000000,0000000001170000,7,0,,2,00e5c180
0600000000000000,0000000001170010,8,0,,4,00c5c184
0600000000000000,0000000004000010,4,0,,2,024d8881
0600000000400000,0000000000030090,7,0,,1,1887c080
0600000000400000,0000000000070090,8,0,,1,1885c180
0600000000400000,0000000000130080,7,0,,1,10a7c080
0600000000400000,0000000000130090,8,0,,1,1087c180
0600000000400000,0000000000170080,8,0,,4,10a5c082
0600000000400000,0000000000170090,9,0,,5,1085c0a4
0600000000400000,0000000001030090,8,0,,1,0887c180
0600000000400000,0000000001170080,9,0,,1,00a5c1a0
0600000000400000,0000000001170090,10,0,,1,0085c1a4
0600004000000000,0000000000160000,6,0,,1,0065c881
0600004000000000,0000000004020010,6,0,,1,08478881
0600010000000000,0000000000000000,3,0,,2,02ed8080
0600010000000000,0000000000000010,4,0,,5,12c58082
0600010000000000,0000000000000080,4,0,,4,02ad8082
0600010000000000,0000000000170000,7,0,,1,10ed8080
0600010000000000,0000000000170080,8,0,,1,10ad8082
0602000000000000,0000000000000000,3,0,,2,026dc080
0602000000000000,0000000000000080,4,0,,6,022dc082
0602000000000000,0000000000170000,7,0,,2,1065c880
0602000000000000,0000000000170080,8,0,,1,102dc084
0602000000000000,0000000001000000,4,0,,1,0265c880
0602010000000000,0000000000000000,4,0,,11,026d8082
0602010000000000,0000000000000080,5,0,,10,022f8082
0602010000000000,0000000000030080,7,0,,1,182f8080
0602010000000000,0000000000130000,7,0,,1,106f8080
0602010000000000,0000000000170000,8,0,,2,106d8082
0622000000000000,0000000000000010,5,0,,7,1245c082
0622000000000000,0000000000030010,7,0,,1,1847c080
0622000000000000,0000000000170010,9,0,,3,1045c884
0622010000000000,0000000000000010,6,0,,7,12458882
0622010000000000,0000000000030010,8,0,,1,18478880
0680040000000000,0000000000000000,4,0,,1,126d0081
0680040000000000,0000000000020010,6,0,,1,184f0081
0680040000000000,0000000000120000,6,0,,1,106f0081
0680040000000000,0000000000160000,7,0,,4,106d0083
0680040000000000,0000000000160010,8,0,,2,104d4881
0680040000000000,0000000800a00000,7,0,,3,026d0083
0680040000000000,0000000800b60000,10,0,,1,00ed4081
0680040000000004,0000000000000010,6,0,,1,12c54081
0680040000000004,0000000000160000,8,0,,1,10e54081
0680040000000004,0000000000160010,9,0,,3,10c54085
0680040000000044,0000000000000000,6,0,,3,12650083
0680040000000044,0000000000160000,9,0,,1,10654881
0680040000100044,0000000000020010,9,0,,2,18470881
0680048048000004,0000000800a00000,11,0,,1,02e54081
0680048048000004,0000000800b60000,14,0,,1,00e54181
0680060000000000,0000000000000010,6,0,,1,12cd4080
0680060000000000,0000000000070010,9,0,,1,18cd4080
0680060000000000,0000000000130010,9,0,,1,10cf4080
0680060000000000,0000000000170000,9,0,,1,10ed4080
0680060000000000,0000000000170010,10,0,,4,10cd4084
0680060000000000,0000000800a00000,8,0,,1,02ed4080
0680060000000000,0000000800b70000,12,0,,3,00ed4082
0680060000000004,0000000000000000,6,0,,1,12e54080
0680060000000004,0000000000000010,7,0,,2,12c54084
0680060000000004,0000000000030010,9,0,,1,18c74080
0680060000000004,0000000000170000,10,0,,3,10e54082
