mask_hex,rank,dual_numerator,in_retained_pool
00106ec1,9,1044280912,0
001093a5,9,1132730570,0
0010a3a5,9,1234433505,0
0010a725,9,1030320121,0
0010a7d0,9,1269298266,0
0010b32c,9,1236826693,0
0010b3a4,9,1274878543,0
0010c3a5,9,1164041073,0
0010c725,9,1192716371,0
0010d5d0,9,1054067298,0
0010e127,9,1252723996,0
0010e325,9,1252723996,0
0010e525,9,1030320121,0
0010e551,9,1030320121,0
0010e724,9,1035905021,0
0010e925,9,1252723996,0
0010ee41,9,1138815620,0
00116e81,9,1044280912,0
00143296,9,1274878543,0
001433a4,9,1274878543,0
00146097,9,1092812234,0
001461a5,9,1092812234,0
00146287,9,1092812234,0
001462a5,9,1092812234,0
001463a4,9,1092812234,0
00146607,9,1030320121,0
00146a83,9,1092812234,0
00146a85,9,1092812234,0
001483a5,9,1293336181,0
0014a127,9,1612806685,0
0014a1ac,9,1493393671,0
0014a325,9,1612806685,0
0014a32c,9,1493393671,0
0014a3a4,9,2268596608,0
0014a525,9,1030320121,0
0014b096,9,1274878543,0
0014b1a4,9,1274878543,0
0014b286,9,1274878543,0
0014b294,9,1274878543,0
0014b2a4,9,1274878543,0
0014b2c4,9,1274878543,0
0014b324,9,1274878543,0
0014b384,9,1274878543,0
0014b3a0,9,1274878543,0
0014ba84,9,1274878543,0
0014c127,9,1419158257,0
0014c1a5,9,1164041073,0
0014c325,9,1419158257,0
0014c525,9,1030320121,0
0014c925,9,1256762007,0
0014e017,9,1252723996,0
0014e125,9,1252723996,0
0014e207,9,1252723996,0
0014e321,9,1361219495,0
0014e324,9,1258308896,0
0014e407,9,1030320121,0
0014e443,9,1030320121,0
0014e445,9,1030320121,0
0014e524,9,1035905021,0
0014e550,9,1035905021,0
0014e603,9,1030320121,0
0014e605,9,1030320121,0
0014e641,9,1138815620,0
0014e644,9,1035905021,0
0014e701,9,1030320121,0
0014e807,9,1252723996,0
0014ea05,9,1252723996,0
0014ec05,9,1030320121,0
0014ec41,9,1030320121,0
0014ec44,9,1035905021,0
0014ee01,9,1030320121,0
0014ee40,9,1035905021,0
00156283,9,1092812234,0
00156285,9,1092812234,0
00156a81,9,1092812234,0
0015b284,9,1274878543,0
0015e601,9,1138815620,0
00183296,9,1274878543,0
001833a4,9,1274878543,0
00186097,9,1265836757,0
001860a7,9,1265836757,0
001861a5,9,1265836757,0
00186607,9,1030320121,0
00186887,9,1265836757,0
0018a325,9,1390402810,0
0018a3a4,9,2762691937,0
0018a5d0,9,1269298266,0
0018a607,9,1030320121,0
0018a6c2,9,1269298266,0
0018a6c4,9,1269298266,0
0018ae41,9,1030320121,0
0018aec0,9,1269298266,0
0018b1a4,9,1274878543,0
0018b286,9,1274878543,0
0018b324,9,1274878543,0
0018c325,9,1034358132,0
0018c525,9,1030320121,0
0018d324,9,1058105309,0
0018d4c4,9,1054067298,0
0018d524,9,1054067298,0
0018d550,9,1054067298,0
0018dc44,9,1048482398,0
0018e125,9,1030320121,0
0018e207,9,1030320121,0
0018e321,9,1030320121,0
0018e324,9,1035905021,0
0018e407,9,1030320121,0
0018e443,9,1030320121,0
0018e445,9,1030320121,0
0018e524,9,1035905021,0
0018e550,9,1035905021,0
0018e603,9,1030320121,0
0018e605,9,1030320121,0
0018e641,9,1030320121,0
0018e644,9,1035905021,0
0018ec41,9,1030320121,0
0018ec44,9,1035905021,0
0018ee01,9,1030320121,0
0018ee40,9,1035905021,0
0019e601,9,1030320121,0
001a8325,9,1226938858,0
001c228e,9,1493393671,0
001c2607,9,1030320121,0
001c3096,9,1274878543,0
001c30a6,9,1274878543,0
001c31a4,9,1274878543,0
001c3216,9,1274878543,0
001c3286,9,1274878543,0
001c3292,9,1274878543,0
001c3294,9,1274878543,0
001c32a4,9,1274878543,0
001c32c4,9,1274878543,0
001c3384,9,1274878543,0
001c3886,9,1274878543,0
001c3a84,9,1274878543,0
001c6017,9,1030320121,0
001c6207,9,1030320121,0
001c6407,9,1030320121,0
001c6603,9,1030320121,0
001c6605,9,1030320121,0
001c6606,9,1035905021,0
001c6641,9,1030320121,0
001c6807,9,1030320121,0
001c6c05,9,1030320121,0
001c6e01,9,1030320121,0
001c8325,9,1394440821,0
001c8558,9,1205120880,0
