mask_hex,rank,dual_numerator,in_retained_pool
02e44124,9,1000135577,0
02e44142,9,1000135577,0
02e44150,9,1203453640,0
02e54140,9,1037239442,0
0320003f,9,1016412472,0
0320081f,9,1016412472,0
03208326,9,1363401095,0
03224207,9,1143718477,0
03228324,9,1363401095,0
03240287,9,1109399313,0
03244017,9,1197514360,0
03244207,9,1197514360,0
03244807,9,1197514360,0
03264007,9,1102330919,0
03280a83,9,1038225979,0
032c0207,9,1077274259,0
03408326,9,1406183616,0
0340832c,9,1270311468,0
0340892c,9,1297955768,0
03408b24,9,1539389444,0
034091a8,9,1023436588,0
03411099,9,1012681443,0
0341812c,9,1297955768,0
03418324,9,1539389444,0
03438a08,9,1459929858,0
0345180c,9,1002166676,0
03458320,9,1163915182,0
03458a08,9,1104357956,0
03470a08,9,1029827438,0
03478808,9,1014586532,0
03630a08,9,1046253177,0
03660a08,9,1046253177,0
03670808,9,1062044271,0
03808326,9,1461591659,0
0380832c,9,1015578853,0
03a08126,9,1067826860,0
03a08164,9,1067826860,0
03a08324,9,1067826860,0
03a08924,9,1067826860,0
03a18124,9,1067826860,0
03a28124,9,1067826860,0
03c08324,9,1108515947,0
03c08328,9,1176364598,0
03c08924,9,1223100588,0
03c08b20,9,1504999800,0
03c10889,9,1010306504,0
03c18124,9,1223100588,0
03c18320,9,1504999800,0
03e40124,9,1136506955,0
03e40206,9,1136506955,0
03e40242,9,1142916297,0
03e40248,9,1136506955,0
03e40848,9,1136506955,0
03e40a40,9,1142916297,0
04264087,9,1116609581,0
04264283,9,1003840080,0
042e4007,9,1050314891,0
044091a5,9,1074091968,0
04409925,9,1074091968,0
04429125,9,1074091968,0
062b0206,9,1009895307,0
08046887,9,1081595423,0
0804b28c,9,1209629794,0
0804ba88,9,1209629794,0
0804e087,9,1081595423,0
0804ea81,9,1447222596,0
08063096,9,1176483121,0
08063883,9,1019275570,0
08063a0c,9,1181385872,0
0806ba08,9,1181385872,0
08073881,9,1019275570,0
08073a08,9,1181385872,0
08076884,9,1075368473,0
080a320e,9,1334828095,0
080a3216,9,1388403132,0
080a3a0a,9,1496240204,0
080a3a0c,9,1334828095,0
080ab20c,9,1334828095,0
080aba08,9,1496240204,0
080b320c,9,1334828095,0
080b3a08,9,1496240204,0
080c2e81,9,1295308346,0
080c3286,9,1484508337,0
080c328c,9,1209629794,0
080c3a84,9,1484508337,0
080c3a88,9,1209629794,0
080c6286,9,1209629791,0
080c6885,9,1341088903,0
080c6a84,9,1209629791,0
080ca4c1,9,1105271085,0
080ca681,9,1295308346,0
080ca6c0,9,1070511286,0
080caa81,9,1295308346,0
080cac81,9,1105271085,0
080cb08c,9,1455709331,0
080cb284,9,1484508337,0
080cb288,9,1209629794,0
080ce085,9,1216938569,0
080ce284,9,1209629791,0
080ce4c0,9,1216938569,0
080ce881,9,1269360812,0
080ce884,9,1426568363,0
080cea80,9,1209629791,0
080e2096,9,1187423215,0
080e320c,9,1097024924,0
080e380c,9,1262751780,0
080e3a08,9,1097024924,0
080eb204,9,1097024924,0
080eb208,9,1097024924,0
080f3208,9,1097024924,0
08106887,9,1488240632,0
08106a85,9,1266684787,0
08106e81,9,1044280912,0
0810b1a4,9,1274878543,0
0810ba88,9,1236826693,0
0810c325,9,1415120246,0
0810e125,9,1252723996,0
0810e641,9,1030320121,0
0810ec41,9,1030320121,0
08112e81,9,1044280912,0
08113a88,9,1236826693,0
08116681,9,1044280912,0
08116a81,9,1266684787,0
08116e80,9,1044280912,0
0811aa81,9,1234433505,0
0812c550,9,1098305829,0
08142a8c,9,1493393671,0
08143286,9,1274878543,0
08143a84,9,1274878543,0
08146285,9,1092812234,0
08146407,9,1030320121,0
08146807,9,1252723996,0
08146885,9,1092812234,0
08146a81,9,1092812234,0
08146a84,9,1092812234,0
0814a125,9,1612806685,0
0814a1a4,9,2268596608,0
0814a28c,9,1493393671,0
0814a641,9,1030320121,0
0814a88a,9,1493393671,0
0814a88c,9,1493393671,0
0814a898,9,1493393671,0
0814a8c8,9,1493393671,0
0814aa88,9,1493393671,0
0814ac41,9,1030320121,0
0814ae01,9,1030320121,0
0814b086,9,1274878543,0
0814b094,9,1274878543,0
0814b0a4,9,1274878543,0
0814b124,9,1274878543,0
0814b282,9,1274878543,0
0814b284,9,1274878543,0
0814b290,9,1274878543,0
0814b2a0,9,1274878543,0
0814b2c0,9,1274878543,0
0814b380,9,1274878543,0
0814b882,9,1274878543,0
0814b884,9,1274878543,0
0814b890,9,1274878543,0
0814ba80,9,1274878543,0
0814c125,9,1415120246,0
0814cc41,9,1030320121,0
0814e007,9,1252723996,0
0814e124,9,1258308896,0
0814e203,9,1252723996,0
0814e205,9,1252723996,0
0814e403,9,1030320121,0
0814e405,9,1030320121,0
0814e441,9,1030320121,0
0814e444,9,1035905021,0
0814e601,9,1030320121,0
0814e640,9,1035905021,0
0814e805,9,1252723996,0
0814ea01,9,1252723996,0
0814ec01,9,1030320121,0
0814ec04,9,1035905021,0
0814ec40,9,1035905021,0
08152a81,9,1092812234,0
08152a88,9,1493393671,0
08153a80,9,1274878543,0
08156281,9,1092812234,0
08156881,9,1092812234,0
08156a80,9,1092812234,0
0815a888,9,1493393671,0
0815b280,9,1274878543,0
0815b880,9,1274878543,0
08183286,9,1274878543,0
08183a84,9,1274878543,0
08186087,9,1265836757,0
08186603,9,1030320121,0
08186883,9,1265836757,0
08186885,9,1265836757,0
08188cc8,9,1018605034,0
0818a641,9,1030320121,0
0818a684,9,1269298266,0
0818a6c0,9,1269298266,0
0818aa88,9,1987489000,0
0818acc0,9,1269298266,0
0818ae80,9,1269298266,0
0818b282,9,1274878543,0
0818b284,9,1274878543,0
0818ba80,9,1274878543,0
0818e203,9,1030320121,0
0818e403,9,1030320121,0
0818e441,9,1030320121,0
0818e444,9,1035905021,0
0818e601,9,1030320121,0
0818e640,9,1035905021,0
0818ec40,9,1035905021,0
08192a88,9,1987489000,0
08192e80,9,1269298266,0
0819a680,9,1269298266,0
081ac640,9,1033214783,0
081c228a,9,1493393671,0
081c228c,9,1493393671,0
081c288a,9,1493393671,0
081c288c,9,1493393671,0
081c2a84,9,2268596608,0
081c2a88,9,1493393671,0
081c2e01,9,1030320121,0
081c3086,9,1274878543,0
081c3094,9,1274878543,0
081c3206,9,1274878543,0
081c3282,9,1274878543,0
081c3284,9,1274878543,0
081c3290,9,1274878543,0
081c32c0,9,1274878543,0
081c3882,9,1274878543,0
081c3884,9,1274878543,0
081c3a80,9,1274878543,0
081c6007,9,1030320121,0
081c6203,9,1030320121,0
081c6205,9,1030320121,0
081c6403,9,1030320121,0
081c6405,9,1030320121,0
081c6406,9,1035905021,0
081c6601,9,1030320121,0
081c6604,9,1035905021,0
081c6805,9,1030320121,0
081c6c01,9,1030320121,0
081c6c04,9,1035905021,0
081c6e00,9,1035905021,0
081ca08a,9,1493393671,0
081ca08c,9,1493393671,0
081ca098,9,1493393671,0
081ca203,9,1390402810,0
081ca205,9,1390402810,0
081ca282,9,2268596608,0
081ca284,9,2268596608,0
081ca288,9,1493393671,0
081ca403,9,1030320121,0
081ca405,9,1030320121,0
081ca441,9,1030320121,0
081ca601,9,1030320121,0
081ca640,9,1035905021,0
081ca884,9,2268596608,0
081ca888,9,1493393671,0
081caa01,9,1390402810,0
081caa80,9,2268596608,0
081cac01,9,1030320121,0
081cac40,9,1035905021,0
081cb006,9,1274878543,0
081cb082,9,1274878543,0
081cb084,9,1274878543,0
081cb090,9,1274878543,0
081cb0a0,9,1274878543,0
081cb0c0,9,1274878543,0
081cb204,9,1274878543,0
081cb280,9,1274878543,0
081cb804,9,1274878543,0
081cb880,9,1274878543,0
081cba00,9,1274878543,0
081cc441,9,1030320121,0
081cc4c0,9,1032358394,0
081ccc40,9,1132844922,0
081ce003,9,1030320121,0
081ce005,9,1030320121,0
081ce201,9,1030320121,0
081ce204,9,1035905021,0
081ce401,9,1030320121,0
081ce402,9,1035905021,0
081ce404,9,1035905021,0
081ce440,9,1035905021,0
081ce600,9,1035905021,0
081ce801,9,1030320121,0
081ce804,9,1035905021,0
081cec00,9,1035905021,0
081d2888,9,1493393671,0
081d3280,9,1274878543,0
081db080,9,1274878543,0
08221097,9,1453744173,0
082210d3,9,1453744173,0
082210e5,9,1453744173,0
0822116c,9,1590829907,0
082211a5,9,1453744173,0
0822122e,9,1590829907,0
0822126c,9,1590829907,0
08221287,9,1033916736,0
08221293,9,1033916736,0
082212a3,9,1033916736,0
082212a5,9,1033916736,0
082212c3,9,1033916736,0
082212c5,9,1033916736,0
082212d1,9,1033916736,0
082212e1,9,1033916736,0
0822132c,9,1590829907,0
08221383,9,1033916736,0
082213a1,9,1033916736,0
082213c1,9,1033916736,0
0822186c,9,1590829907,0
08221a2c,9,1590829907,0
08221a4a,9,1813350426,0
08221a4c,9,1590829907,0
08221a68,9,1813350426,0
08221a83,9,1033916736,0
08221a85,9,1033916736,0
08221aa1,9,1033916736,0
08221ac1,9,1033916736,0
08221b81,9,1033916736,0
08223036,9,1099525282,0
08223056,9,1099525282,0
08223066,9,1099525282,0
0822906c,9,1239549570,0
0822912c,9,1239549570,0
0822922c,9,1239549570,0
0822982c,9,1239549570,0
08229868,9,1462070089,0
08229a48,9,1462070089,0
0822b016,9,1099525282,0
0822b026,9,1099525282,0
0822b046,9,1099525282,0
0822b064,9,1099525282,0
0822b124,9,1099525282,0
0823122c,9,1371630860,0
0824324a,9,1144770407,0
08243268,9,1144770407,0
08243a48,9,1144770407,0
08246283,9,1190617117,0
08246a81,9,1190617117,0
0824a4c1,9,1004140442,0
0824aa81,9,1106133690,0
0824b04a,9,1144770407,0
0824b242,9,1196901345,0
0824b248,9,1144770407,0
0824b848,9,1144770407,0
0824e281,9,1106133690,0
08253248,9,1144770407,0
0826105a,9,1044315770,0
0826106a,9,1044315770,0
0826124a,9,1044315770,0
08261258,9,1044315770,0
08261268,9,1044315770,0
08261348,9,1044315770,0
0826184a,9,1044315770,0
08261858,9,1044315770,0
08261868,9,1044315770,0
08261948,9,1044315770,0
08261a0a,9,1044315770,0
08261a28,9,1044315770,0
08261a48,9,1044315770,0
08263016,9,1099525282,0
08263026,9,1099525282,0
08263046,9,1099525282,0
08263052,9,1151656220,0
08263054,9,1099525282,0
08263062,9,1151656220,0
08263064,9,1099525282,0
08263124,9,1099525282,0
08263144,9,1099525282,0
08263806,9,1099525282,0
08263842,9,1151656220,0
08263844,9,1099525282,0
08264a81,9,1277718946,0
08268a81,9,1028352703,0
082698c0,9,1027906342,0
0826a203,9,1032883122,0
0826a241,9,1032883122,0
0826b006,9,1099525282,0
0826b024,9,1099525282,0
0826b042,9,1151656220,0
0826b044,9,1099525282,0
0826b050,9,1151656220,0
0826b060,9,1151656220,0
0826b840,9,1151656220,0
0826c281,9,1079390938,0
0828324a,9,1306182516,0
08286087,9,1548127853,0
0828a6c0,9,1153006420,0
0828b248,9,1306182516,0
082a062c,9,1085647025,0
082a102e,9,1397992752,0
082a104e,9,1397992752,0
082a106c,9,1397992752,0
082a1087,9,1033916736,0
082a1093,9,1033916736,0
082a10a5,9,1033916736,0
082a10c3,9,1033916736,0
082a10c5,9,1033916736,0
082a10d1,9,1033916736,0
082a10e1,9,1033916736,0
082a112c,9,1397992752,0
082a1183,9,1033916736,0
082a1185,9,1033916736,0
082a11a1,9,1033916736,0
082a11c1,9,1033916736,0
082a1207,9,1033916736,0
082a120e,9,1397992752,0
082a1225,9,1033916736,0
082a122c,9,1397992752,0
082a1243,9,1247459783,0
082a1245,9,1033916736,0
082a124a,9,1620513271,0
082a124c,9,1397992752,0
082a1258,9,1620513271,0
082a1268,9,1620513271,0
082a1283,9,1033916736,0
082a1285,9,1033916736,0
082a1291,9,1033916736,0
082a12a1,9,1033916736,0
082a12a4,9,1752211643,0
082a12c1,9,1033916736,0
082a12c4,9,1752211643,0
082a12e0,9,1813320053,0
082a1324,9,2431909488,0
082a1328,9,1620513271,0
082a1348,9,1620513271,0
082a1381,9,1033916736,0
082a182c,9,1397992752,0
082a184a,9,1620513271,0
082a184c,9,1397992752,0
082a1868,9,1620513271,0
082a18c1,9,1033916736,0
082a1948,9,1620513271,0
082a1981,9,1033916736,0
082a1a0a,9,1620513271,0
082a1a0c,9,1397992752,0
082a1a28,9,1620513271,0
082a1a48,9,1620513271,0
082a1a81,9,1033916736,0
082a220e,9,1181858596,0
082a2a0a,9,1343270705,0
082a2a0c,9,1181858596,0
082a46c0,9,1125018418,0
082a5052,9,1105160481,0
082a5242,9,1105160481,0
082a5260,9,1105160481,0
082a902c,9,1239549570,0
082a904c,9,1239549570,0
082a9068,9,1462070089,0
082a920c,9,1239549570,0
082a9248,9,1462070089,0
082a92c0,9,1157624334,0
082a980c,9,1239549570,0
082a9848,9,1462070089,0
082a9a08,9,1462070089,0
082aa203,9,1045710917,0
082aaa08,9,1301883147,0
082b060a,9,1085647025,0
082b060c,9,1085647025,0
082b0648,9,1085647025,0
082b1248,9,1401314224,0
082b1848,9,1401314224,0
082c304a,9,1144770407,0
082c3148,9,1144770407,0
082c320a,9,1144770407,0
082c3242,9,1196901345,0
082c3248,9,1144770407,0
082c3260,9,1196901345,0
082c3340,9,1196901345,0
082c3848,9,1144770407,0
082c3a08,9,1144770407,0
082c3a40,9,1196901345,0
082ca209,9,1081114885,0
082cb00a,9,1144770407,0
082cb042,9,1196901345,0
082cb048,9,1144770407,0
082cb202,9,1196901345,0
082cb208,9,1144770407,0
082cb240,9,1196901345,0
082cb808,9,1144770407,0
082e08c8,9,1022982934,0
082e1064,9,1351799127,0
082e1244,9,1351799127,0
082e220c,9,1066651477,0
082e2a08,9,1066651477,0
082e4484,9,1306911003,0
082e44c0,9,1306911003,0
082e4680,9,1107114061,0
082e9044,9,1226668340,0
082e9240,9,1339907688,0
082f0608,9,1060076943,0
08306087,9,1213362089,0
08306093,9,1213362089,0
083060c3,9,1213362089,0
08306183,9,1213362089,0
08306883,9,1213362089,0
08306885,9,1297845516,0
083068c1,9,1213362089,0
0830c125,9,1033311601,0
0830c550,9,1261391290,0
08348125,9,1337928142,0
0834a007,9,1337928142,0
0834a203,9,1337928142,0
0834a241,9,1337928142,0
0834aa01,9,1337928142,0
0834c007,9,1033311601,0
0834cc40,9,1031552924,0
0834e201,9,1086340952,0
0838088b,9,1054769780,0
083808c9,9,1054769780,0
0838288a,9,1478122820,0
0838288c,9,1478122820,0
083828c8,9,1478122820,0
08386007,9,1246075398,0
08388550,9,2178212861,0
08388641,9,1228767916,0
08388c41,9,1228767916,0
0838a203,9,1115524267,0
0838a282,9,1487813394,0
0838a2c0,9,1487813394,0
0838a442,9,1255121807,0
0838a444,9,1255121807,0
0838a602,9,1255121807,0
0838a640,9,1255121807,0
0838aa80,9,1487813394,0
0838ac40,9,1255121807,0
0838c444,9,1012597035,0
0838c640,9,1087804745,0
08392888,9,1478122820,0
083c2007,9,1115524267,0
083c2043,9,1115524267,0
083c2203,9,1115524267,0
083c2241,9,1115524267,0
083c2803,9,1115524267,0
083c2a01,9,1115524267,0
083c8640,9,1210791194,0
083ca003,9,1115524267,0
083ca005,9,1115524267,0
083ca041,9,1115524267,0
083ca201,9,1115524267,0
083ca202,9,1614502838,0
083ca801,9,1115524267,0
083cc440,9,1012597035,0
08411a89,9,1369732971,0
08411c89,9,1016966311,0
0841aa09,9,1211304618,0
08442896,9,1159300645,0
0844a125,9,1101980417,0
0844a1a4,9,1159300645,0
0844a80b,9,1147225542,0
0844a819,9,1147225542,0
0844a829,9,1147225542,0
0844a849,9,1147225542,0
0844a886,9,1159300645,0
0844a892,9,1159300645,0
0844a894,9,1159300645,0
0844a8c4,9,1159300645,0
0844a8d0,9,1159300645,0
0844a909,9,1147225542,0
0844a9a0,9,1159300645,0
0844ac05,9,1101980417,0
0844ac41,9,1101980417,0
0844b803,9,1130979536,0
0844b811,9,1130979536,0
08451889,9,1221711019,0
0845a809,9,1147225542,0
0845a882,9,1159300645,0
0845a884,9,1159300645,0
0845a890,9,1159300645,0
0845a8a0,9,1159300645,0
0845a8c0,9,1159300645,0
0845a980,9,1159300645,0
0845aa08,9,1394539676,0
0845ac01,9,1101980417,0
0845b801,9,1130979536,0
08462a0c,9,1127984525,0
08469881,9,1024912436,0
0846aa08,9,1079613300,0
08474680,9,1012894989,0
0848aa09,9,1089269050,0
08490e09,9,1036884260,0
0849220b,9,1089269050,0
08492a09,9,1089269050,0
0849a209,9,1089269050,0
0849aa01,9,1089269050,0
084b4680,9,1473897727,0
084c201b,9,1147225542,0
084c280b,9,1147225542,0
084c2819,9,1147225542,0
084c2849,9,1147225542,0
084c2a09,9,1089269050,0
084ca00b,9,1147225542,0
084ca803,9,1147225542,0
084ca809,9,1147225542,0
084ca80c,9,1175546651,0
084caa08,9,1394539676,0
084d2209,9,1089269050,0
084d2809,9,1147225542,0
084d2a08,9,1394539676,0
084da009,9,1147225542,0
084da201,9,1089269050,0
084da208,9,1394539676,0
084da801,9,1147225542,0
084da808,9,1640619213,0
084daa00,9,1588247621,0
084e4680,9,1137695620,0
08538a80,9,1375808269,0
08570288,9,1036697203,0
08578280,9,1340328118,0
08621093,9,1222716573,0
086210a5,9,1222716573,0
086210c3,9,1222716573,0
086210c5,9,1222716573,0
086210d1,9,1222716573,0
086210e1,9,1222716573,0
086210e4,9,1793195957,0
086211c1,9,1222716573,0
086212d0,9,1374512875,0
086212e0,9,1374512875,0
08621883,9,1222716573,0
08621885,9,1222716573,0
08621891,9,1222716573,0
086218a1,9,1222716573,0
086218c1,9,1222716573,0
08624648,9,1092602831,0
08629124,9,1069793870,0
086410d1,9,1331606277,0
08641858,9,1250737886,0
086418c1,9,1331606277,0
08642a48,9,1394539676,0
08649051,9,1315667385,0
08649841,9,1315667385,0
0864a803,9,1320973442,0
0864a841,9,1320973442,0
0864a848,9,1394539676,0
0864aa08,9,1394539676,0
0864aa40,9,1400124576,0
08652248,9,1394539676,0
08652a08,9,1394539676,0
08652a40,9,1400124576,0
0865a208,9,1394539676,0
0865a801,9,1320973442,0
0865a808,9,1394539676,0
0865a880,9,1068783300,0
0865aa00,9,1400124576,0
086608c1,9,1029322652,0
08661052,9,1155248693,0
08661064,9,1154104338,0
08661070,9,1155248693,0
086610a4,9,1154104338,0
086610c2,9,1155248693,0
086610c4,9,1154104338,0
086610d0,9,1155248693,0
086610e0,9,1155248693,0
08661850,9,1155248693,0
086618c0,9,1155248693,0
086644c0,9,1067691845,0
08664680,9,1124995198,0
086684c0,9,1161048243,0
08681a81,9,1030733508,0
0868204b,9,1391779825,0
08682096,9,1123939187,0
0868280b,9,1391779825,0
08682849,9,1391779825,0
08682886,9,1063478425,0
08682892,9,1063478425,0
086828c2,9,1063478425,0
0868aa08,9,1394539676,0
08692049,9,1391779825,0
0869220a,9,1394539676,0
08692248,9,1394539676,0
08692809,9,1391779825,0
08692882,9,1063478425,0
086928c0,9,1063478425,0
08692a08,9,1394539676,0
0869aa00,9,1400124576,0
086a08c8,9,1209312214,0
086a0a81,9,1053053930,0
086a1052,9,1181675720,0
086a1064,9,1180531365,0
086a10a4,9,1180531365,0
086a10c4,9,1180531365,0
086a10d0,9,1181675720,0
086a10e0,9,1181675720,0
086a1244,9,1180531365,0
086a1250,9,1181675720,0
086a1260,9,1181675720,0
086a12a0,9,1181675720,0
086a12c0,9,1181675720,0
086a18c0,9,1181675720,0
086a44c0,9,1299797002,0
086a4640,9,1198109233,0
086a4680,9,1182321771,0
086a84c0,9,1113606054,0
086c0849,9,1227347406,0
086c1051,9,1123684320,0
086c1241,9,1123684320,0
086c1250,9,1235501035,0
086c1841,9,1123684320,0
086c204a,9,1394539676,0
086c220a,9,1394539676,0
086c2242,9,1400124576,0
086c2248,9,1394539676,0
086c280a,9,1394539676,0
086c2842,9,1400124576,0
086c2848,9,1394539676,0
086c2a02,9,1400124576,0
086c2a08,9,1394539676,0
086c2a40,9,1400124576,0
086c9050,9,1007656663,0
086c9240,9,1007656663,0
086c9840,9,1007656663,0
086ca048,9,1394539676,0
086ca202,9,1400124576,0
086ca208,9,1394539676,0
086ca240,9,1400124576,0
086ca802,9,1400124576,0
086ca808,9,1394539676,0
086ca840,9,1400124576,0
086caa00,9,1400124576,0
086d2048,9,1394539676,0
086d2202,9,1400124576,0
086d2208,9,1394539676,0
086d2240,9,1400124576,0
086d2808,9,1394539676,0
086d2a00,9,1400124576,0
086da200,9,1400124576,0
086da800,9,1400124576,0
086e04c0,9,1200794958,0
086e0680,9,1258098311,0
086e4440,9,1122901523,0
086e4480,9,1176685569,0
08780883,9,1025929477,0
087808c1,9,1130972815,0
08788848,9,1128150502,0
08790881,9,1032615786,0
088054c6,9,1185079439,0
088054e4,9,1185079439,0
088056c4,9,1185079439,0
08805cc4,9,1179494539,0
0880e360,9,1026698393,0
08826252,9,1065687834,0
088294c1,9,1455431659,0
0882acc0,9,1089960696,0
0882e242,9,1032047715,0
0882ea40,9,1032047715,0
08834641,9,1276991691,0
08836241,9,1277048625,0
0883e240,9,1032047715,0
0884a4c1,9,1045203934,0
0884a4c2,9,1045203934,0
0884acc0,9,1045203934,0
0884b481,9,1126942179,0
0884b4c0,9,1126942179,0
08863083,9,1019275570,0
08863881,9,1019275570,0
08866244,9,1163790682,0
08866a40,9,1215921620,0
0886a481,9,1064430774,0
0886a4c0,9,1150421458,0
08874640,9,1380097900,0
08876240,9,1209519319,0
08881c89,9,1048860591,0
088846c4,9,1220617767,0
08884cc4,9,1304614646,0
088854c4,9,1185079439,0
08885644,9,1185079439,0
08885684,9,1185079439,0
088856c0,9,1185079439,0
08888649,9,1143183342,0
0888a4c8,9,1099349280,0
0888acc0,9,1418185478,0
08898609,9,1143183342,0
088a3206,9,1178773338,0
088a320a,9,1286610410,0
088a320c,9,1125198301,0
088a3248,9,1286610410,0
088a3a08,9,1286610410,0
088a4644,9,1202690876,0
088a6242,9,1035760653,0
088a6260,9,1035760653,0
088a6a40,9,1035760653,0
088a84c1,9,1647553886,0
088a8648,9,1118327279,0
088a86c0,9,1061778313,0
088a8c48,9,1314194695,0
088a9481,9,1201331078,0
088aa203,9,1320774742,0
088aa640,9,1444988571,0
088ab208,9,1286610410,0
088b4640,9,1202690876,0
088b6240,9,1035760653,0
088c3282,9,1295308349,0
088cb280,9,1295308349,0
088e0c09,9,1017544470,0
088e2203,9,1105787596,0
088e3202,9,1234834417,0
088ea201,9,1105787596,0
08903a88,9,1236826693,0
08908558,9,1222384093,0
08908cc8,9,1018605034,0
08908e48,9,1018605034,0
08909550,9,1295983316,0
08942988,9,1493393671,0
08942a88,9,1493393671,0
0894a08a,9,1493393671,0
0894a08c,9,1493393671,0
0894a0c8,9,1493393671,0
0894a188,9,1493393671,0
0894a282,9,1493393671,0
0894a288,9,1493393671,0
0894a2c0,9,1493393671,0
0894a888,9,1493393671,0
0894aa80,9,1493393671,0
08980e88,9,1018605034,0
08982a88,9,1987489000,0
0898844a,9,1222384093,0
089884c8,9,1222384093,0
08988548,9,1222384093,0
08988648,9,1222384093,0
08988688,9,1222384093,0
089886c0,9,2386391432,0
08988c48,9,1018605034,0
08988c88,9,1018605034,0
08988cc0,9,2182612373,0
089894c0,9,1295983316,0
08989640,9,1295983316,0
08989c40,9,1290398416,0
0898a288,9,1987489000,0
08998448,9,1222384093,0
089c208a,9,1493393671,0
089c208c,9,1493393671,0
089c2188,9,1493393671,0
089c2282,9,1493393671,0
089c2284,9,1493393671,0
089c2288,9,1493393671,0
089c22c0,9,1493393671,0
089c2888,9,1493393671,0
089c2a80,9,1493393671,0
089ca082,9,1493393671,0
089ca084,9,1493393671,0
089ca088,9,1493393671,0
089ca0c0,9,1493393671,0
089ca180,9,1493393671,0
089ca208,9,1493393671,0
089ca280,9,1493393671,0
089ca808,9,1493393671,0
089ca880,9,1493393671,0
08a06246,9,1300538816,0
08a2064a,9,1012040309,0
08a2105a,9,1654907244,0
08a2106c,9,1432386725,0
08a210c3,9,1227379129,0
08a210d1,9,1227379129,0
08a211c1,9,1227379129,0
08a2122c,9,1432386725,0
08a21243,9,1021094739,0
08a2124a,9,1654907244,0
08a2124c,9,1432386725,0
08a21252,9,2514589874,0
08a21258,9,1654907244,0
08a21268,9,1654907244,0
08a212c2,9,1621348982,0
08a212d0,9,1621348982,0
08a21348,9,1654907244,0
08a2184a,9,1654907244,0
08a21868,9,1654907244,0
08a21a48,9,1654907244,0
08a23016,9,1099525282,0
08a23026,9,1099525282,0
08a23046,9,1099525282,0
08a23052,9,1313068329,0
08a23062,9,1313068329,0
08a23064,9,1099525282,0
08a24641,9,1137269423,0
08a24642,9,1307618610,0
08a24644,9,1307618610,0
08a24650,9,1307618610,0
08a24660,9,1187363796,0
08a24740,9,1307618610,0
08a24e40,9,1307618610,0
08a26206,9,1197430801,0
08a26212,9,1410973848,0
08a26241,9,1192201269,0
08a26242,9,1410973848,0
08a26244,9,1197430801,0
08a26340,9,1267825412,0
08a26a40,9,1410973848,0
08a2904a,9,1462070089,0
08a29058,9,1462070089,0
08a29068,9,1462070089,0
08a29148,9,1462070089,0
08a29242,9,1824500182,0
08a29248,9,1462070089,0
08a29848,9,1462070089,0
08a2b006,9,1099525282,0
08a2b012,9,1313068329,0
08a2b042,9,1313068329,0
08a2b044,9,1099525282,0
08a31248,9,1435708197,0
08a34441,9,1136460290,0
08a34640,9,1301216309,0
08a36240,9,1404571547,0
08a43046,9,1099525282,0
08a43052,9,1151656220,0
08a46242,9,1178247000,0
08a46340,9,1035098564,0
08a4b042,9,1151656220,0
08a4b044,9,1099525282,0
08a4b140,9,1151656220,0
08a56240,9,1171844699,0
08a6104a,9,1044315770,0
08a61058,9,1044315770,0
08a61068,9,1044315770,0
08a610c2,9,1119509240,0
08a610d0,9,1119509240,0
08a61148,9,1044315770,0
08a6120a,9,1044315770,0
08a61242,9,1431510586,0
08a61244,9,1318271238,0
08a61248,9,1044315770,0
08a61250,9,1431510586,0
08a6180a,9,1044315770,0
08a61818,9,1044315770,0
08a61848,9,1044315770,0
08a61a08,9,1044315770,0
08a62242,9,1495761992,0
08a63006,9,1099525282,0
08a63012,9,1151656220,0
08a63024,9,1099525282,0
08a63042,9,1151656220,0
08a63044,9,1099525282,0
08a63050,9,1151656220,0
08a63060,9,1151656220,0
08a63140,9,1151656220,0
08a63840,9,1151656220,0
08a64441,9,1107342242,0
08a64444,9,1271034113,0
08a64540,9,1271034113,0
08a64640,9,1271034113,0
08a66202,9,1178247000,0
08a66240,9,1178247000,0
08a69240,9,1113542644,0
08a6b002,9,1151656220,0
08a6b004,9,1099525282,0
08a6b010,9,1151656220,0
08a6b040,9,1151656220,0
08a74440,9,1264631812,0
08a8260a,9,1295740221,0
08a82648,9,1295740221,0
08a8404b,9,1297902617,0
08a8844a,9,1690777473,0
08a88548,9,1690777473,0
08a88648,9,1519504462,0
08a88c48,9,1432122552,0
08a8a448,9,1461420064,0
08a8a640,9,1556442305,0
08a92608,9,1295740221,0
08aa040e,9,1033697288,0
08aa041a,9,1033697288,0
08aa042c,9,1033697288,0
08aa044a,9,1033697288,0
08aa044c,9,1033697288,0
08aa050a,9,1033697288,0
08aa0548,9,1033697288,0
08aa0642,9,1237550258,0
08aa102c,9,1239549570,0
08aa104a,9,1462070089,0
08aa104c,9,1239549570,0
08aa1058,9,1462070089,0
08aa1068,9,1462070089,0
08aa1148,9,1462070089,0
08aa1203,9,1021094739,0
08aa120a,9,1462070089,0
08aa1241,9,1021094739,0
08aa1242,9,2321752719,0
08aa1244,9,2047101262,0
08aa1248,9,1462070089,0
08aa12c0,9,1428511827,0
08aa1848,9,1462070089,0
08aa1a08,9,1462070089,0
08aa2203,9,1013278914,0
08aa220a,9,1248068961,0
08aa2241,9,1013278914,0
08aa2242,9,2064133108,0
08aa2248,9,1248068961,0
08aa2a08,9,1248068961,0
