mask_hex,rank,active_rows
0ca41410,8,457
0d206090,8,457
0d700410,8,457
0e099008,8,457
0e100819,8,457
0e221300,8,457
13023090,8,457
130d1001,8,457
15222401,8,457
16203840,8,457
16244880,8,457
17810240,8,457
189c8080,8,457
20494209,8,457
21423220,8,457
22407420,8,457
25089048,8,457
26448808,8,457
2a30c004,8,457
2b205010,8,457
2c120828,8,457
2c60a008,8,457
34282204,8,457
001c8449,8,458
006a3402,8,458
00a0f009,8,458
00cc7800,8,458
0103a209,8,458
0148160c,8,458
01605282,8,458
01a80c09,8,458
02349044,8,458
0308b0a0,8,458
0398a040,8,458
04205119,8,458
044c2092,8,458
0468440c,8,458
0480444b,8,458
049e4020,8,458
04e05084,8,458
0501021b,8,458
05100c98,8,458
05184086,8,458
06106890,8,458
0611a410,8,458
06225044,8,458
08827404,8,458
09424a80,8,458
09481809,8,458
0a02900b,8,458
0a11a408,8,458
0c016288,8,458
0c1a5100,8,458
0c1c1005,8,458
0c8450c0,8,458
0d021241,8,458
0d0a008c,8,458
0e521200,8,458
100f0089,8,458
10482688,8,458
10c4600a,8,458
11463040,8,458
11885005,8,458
11a21500,8,458
11c15001,8,458
1204a019,8,458
12342102,8,458
14a420c0,8,458
15006301,8,458
16043021,8,458
17025100,8,458
17100a40,8,458
183210c0,8,458
1c10c003,8,458
201a3180,8,458
201c2803,8,458
2088b280,8,458
20923088,8,458
21092448,8,458
21145a00,8,458
214b2010,8,458
22924028,8,458
24491018,8,458
25840484,8,458
2610c810,8,458
280c4089,8,458
28824640,8,458
29194080,8,458
2a065008,8,458
2c089208,8,458
306c4002,8,458
340c02a0,8,458
341048c0,8,458
0038940c,8,459
003a3044,8,459
00785804,8,459
00c070a2,8,459
0119300c,8,459
011c3042,8,459
01383820,8,459
0154a240,8,459
0191d002,8,459
01c8a801,8,459
01e22408,8,459
02846282,8,459
03388202,8,459
03630401,8,459
03941081,8,459
0445a808,8,459
04701460,8,459
04984640,8,459
05142228,8,459
05182025,8,459
05700111,8,459
05c04181,8,459
060a2282,8,459
06152420,8,459
06a10448,8,459
09924021,8,459
0b412201,8,459
0d904202,8,459
0e005504,8,459
0e30800a,8,459
0ee00480,8,459
0f01020c,8,459
10393001,8,459
10530809,8,459
11144406,8,459
11920481,8,459
11d40104,8,459
1406a090,8,459
1418008d,8,459
141a1005,8,459
15811088,8,459
16281804,8,459
1e044048,8,459
201ca0c0,8,459
2048308a,8,459
20741011,8,459
210ea010,8,459
21662200,8,459
21d24020,8,459
24119880,8,459
242b2001,8,459
24844441,8,459
25801c01,8,459
26461008,8,459
268c0208,8,459
2c42000d,8,459
2d06c000,8,459
2d804108,8,459
300c20a1,8,459
30185a00,8,459
3090a401,8,459
3104c408,8,459
34410109,8,459
36190010,8,459
08868c48,9,459
00701069,8,460
0094e00c,8,460
01217500,8,460
0128d00c,8,460
013414a0,8,460
0140e282,8,460
014bb000,8,460
0151c440,8,460
01948049,8,460
02047406,8,460
02d0b080,8,460
03114601,8,460
040cd401,8,460
0431040d,8,460
04964804,8,460
04e01610,8,460
05100299,8,460
06009125,8,460
0600f804,8,460
0603800d,8,460
0608a00d,8,460
06423440,8,460
06858480,8,460
07484044,8,460
091c2204,8,460
093a0108,8,460
0a2a8088,8,460
0c502884,8,460
0f804202,8,460
11200c89,8,460
141c0602,8,460
16103012,8,460
19888440,8,460
1a04a440,8,460
1d922000,8,460
20b44101,8,460
2212a880,8,460
2220f010,8,460
24062484,8,460
24094640,8,460
243b0002,8,460
24a04109,8,460
25034480,8,460
25130880,8,460
25302024,8,460
2600b108,8,460
26411088,8,460
27003022,8,460
280a0a88,8,460
280c1209,8,460
29a03200,8,460
2a3c0200,8,460
2b400608,8,460
2e00a404,8,460
2e828008,8,460
3128400a,8,460
324c2040,8,460
34104814,8,460
36022404,8,460
38904c00,8,460
3c302200,8,460
00365808,8,461
00781103,8,461
00b83c00,8,461
0128d084,8,461
01827220,8,461
01906228,8,461
0212a881,8,461
02305884,8,461
02924c08,8,461
03348021,8,461
03903240,8,461
03a80c02,8,461
03a92200,8,461
0410260b,8,461
04131418,8,461
04223308,8,461
04342403,8,461
04456808,8,461
048e0209,8,461
04914188,8,461
04d11088,8,461
05018419,8,461
051c2102,8,461
05206e00,8,461
052c0406,8,461
0544a018,8,461
05482250,8,461
05b48080,8,461
06027090,8,461
07402188,8,461
08957000,8,461
09103203,8,461
09125101,8,461
0a00c449,8,461
0a287100,8,461
0a585800,8,461
0b106801,8,461
0b2c8001,8,461
0c2d4008,8,461
0d491010,8,461
0e189002,8,461
1022140b,8,461
105450a0,8,461
1054c480,8,461
120c6208,8,461
12229600,8,461
1300c405,8,461
13094480,8,461
134004c8,8,461
1400d640,8,461
140e2005,8,461
14291404,8,461
14500189,8,461
14780804,8,461
151110c0,8,461
15190404,8,461
16813008,8,461
1e22a000,8,461
20181e08,8,461
20e84440,8,461
21106424,8,461
21145101,8,461
21685800,8,461
2210a881,8,461
23410481,8,461
24102909,8,461
2443a001,8,461
25021083,8,461
26904084,8,461
27a08008,8,461
280c6006,8,461
2848200b,8,461
28b84800,8,461
291a0028,8,461
2a483200,8,461
2b218400,8,461
2d006003,8,461
2d409002,8,461
30a84600,8,461
33480802,8,461
34629000,8,461
00581289,8,462
0080728a,8,462
00b16480,8,462
0111500b,8,462
01185211,8,462
01945210,8,462
01b81204,8,462
01c230c0,8,462
01c5b000,8,462
0210f084,8,462
02283610,8,462
0264a081,8,462
02ac0409,8,462
02b56000,8,462
03925010,8,462
04122e08,8,462
04784a00,8,462
04818289,8,462
048cc081,8,462
04b82280,8,462
04e26400,8,462
050c1c01,8,462
05815018,8,462
05a004c8,8,462
05c14110,8,462
06087804,8,462
06a0100d,8,462
06c01481,8,462
09382500,8,462
0a30c003,8,462
0c022309,8,462
0c694400,8,462
0e208c08,8,462
0fa02040,8,462
100c5481,8,462
11d12080,8,462
11e0c040,8,462
14043092,8,462
14183180,8,462
14186180,8,462
141c004c,8,462
141e0802,8,462
14283802,8,462
14806290,8,462
1484008d,8,462
14909108,8,462
14ac000c,8,462
15202700,8,462
162a9000,8,462
17122020,8,462
19124401,8,462
19904044,8,462
1c10a480,8,462
1c384010,8,462
20607880,8,462
20ac2404,8,462
210a6410,8,462
21141083,8,462
2118180c,8,462
211a0c80,8,462
21482184,8,462
21524808,8,462
21581048,8,462
21c80281,8,462
22807042,8,462
22a82410,8,462
23e09000,8,462
25042403,8,462
25842240,8,462
2a108508,8,462
2b442800,8,462
300e2600,8,462
35004284,8,462
36082204,8,462
38286002,8,462
00ac6006,8,463
01021a89,8,463
01403294,8,463
01500c19,8,463
01c0ec00,8,463
02518601,8,463
0254a101,8,463
02b24003,8,463
03043007,8,463
030c2a80,8,463
03520508,8,463
03c46020,8,463
046460c0,8,463
04772000,8,463
0480c125,8,463
04ec1002,8,463
05126210,8,463
05400589,8,463
05418c80,8,463
05499002,8,463
05501308,8,463
05b14010,8,463
06018740,8,463
06456020,8,463
06816102,8,463
07004641,8,463
0705200c,8,463
07122005,8,463
07841204,8,463
08984109,8,463
09321102,8,463
0a426600,8,463
0b220700,8,463
0b807001,8,463
0d172000,8,463
0d234001,8,463
0d642002,8,463
0e018c08,8,463
0e046c00,8,463
0e110881,8,463
0e441600,8,463
101a3081,8,463
111c0025,8,463
1128e001,8,463
11844248,8,463
14350021,8,463
1440b088,8,463
148f0200,8,463
15604202,8,463
17404104,8,463
18b03040,8,463
19052208,8,463
1c042109,8,463
1c3a0800,8,463
200e2490,8,463
20386802,8,463
20a81640,8,463
20a85420,8,463
2112500a,8,463
21341048,8,463
21a84024,8,463
2252c400,8,463
23205104,8,463
240a6202,8,463
241a0812,8,463
24520888,8,463
281a0a80,8,463
281a3004,8,463
29883008,8,463
2a2ca000,8,463
2bc02080,8,463
2c026018,8,463
2d030401,8,463
2d480a00,8,463
2e800418,8,463
30160109,8,463
302c1006,8,463
30381082,8,463
310a1600,8,463
32007204,8,463
34131800,8,463
3448a004,8,463
36023002,8,463
36402081,8,463
37081100,8,463
00325488,8,464
01093481,8,464
010c5209,8,464
01193208,8,464
013050c2,8,464
014078c0,8,464
015dc000,8,464
01622c80,8,464
01b61008,8,464
02098449,8,464
0242a488,8,464
0290e00a,8,464
030034a1,8,464
030284d0,8,464
03c44500,8,464
04107380,8,464
0424d00a,8,464
045ca010,8,464
04a81601,8,464
04aa040a,8,464
0520a181,8,464
05241a01,8,464
0581120c,8,464
06046c04,8,464
061e4001,8,464
06847800,8,464
06cc4002,8,464
07014428,8,464
07160804,8,464
0830d808,8,464
08383500,8,464
08422a82,8,464
08a05242,8,464
0910d021,8,464
09121680,8,464
092a1041,8,464
098cc040,8,464
0a18e200,8,464
0b90040a,8,464
0c2c0089,8,464
0c586004,8,464
0cc04c40,8,464
0d088441,8,464
0d20240c,8,464
0d302900,8,464
0d809003,8,464
0d884044,8,464
0d982040,8,464
0e100e80,8,464
0e128404,8,464
0e532000,8,464
0f0cc000,8,464
0f12000a,8,464
1014b180,8,464
101ca401,8,464
10856081,8,464
10885484,8,464
11508608,8,464
121c0109,8,464
1340300c,8,464
13981800,8,464
142d0081,8,464
144c4011,8,464
14524804,8,464
14901418,8,464
15064880,8,464
15111090,8,464
1520020b,8,464
16904048,8,464
17009041,8,464
17108041,8,464
18524088,8,464
1d001680,8,464
20181485,8,464
2038008b,8,464
209a3002,8,464
210e1480,8,464
21304083,8,464
21880682,8,464
21905090,8,464
22107028,8,464
23001c48,8,464
232c2020,8,464
2416200c,8,464
2420d003,8,464
24445088,8,464
248c0604,8,464
24ac1100,8,464
24c44410,8,464
25894004,8,464
261a1010,8,464
28186401,8,464
281a3002,8,464
2c189002,8,464
2c584080,8,464
2d010e00,8,464
30701500,8,464
31908201,8,464
32048481,8,464
33802404,8,464
34826040,8,464
35004442,8,464
38407008,8,464
3d800440,8,464
00225249,8,465
003234a0,8,465
00b05206,8,465
01029289,8,465
010a7210,8,465
01301099,8,465
01381284,8,465
01701d00,8,465
01704803,8,465
019a5040,8,465
019c4104,8,465
01a07880,8,465
01c8b001,8,465
01d8400c,8,465
021ce004,8,465
025a2280,8,465
03103049,8,465
03534001,8,465
03c8a001,8,465
041c8608,8,465
04253042,8,465
0430c448,8,465
0448140d,8,465
04523018,8,465
04981888,8,465
04a0d210,8,465
04f82200,8,465
05082309,8,465
05086e00,8,465
050c4680,8,465
0518e020,8,465
05229240,8,465
05466001,8,465
054c0029,8,465
05522018,8,465
0561c100,8,465
057000a1,8,465
05844424,8,465
05a81204,8,465
06181a08,8,465
06388088,8,465
0680840b,8,465
06844502,8,465
0688a009,8,465
06a1100a,8,465
07501024,8,465
07a01018,8,465
07cc0002,8,465
08781801,8,465
09047009,8,465
09486804,8,465
09d0a080,8,465
0b201403,8,465
0b306002,8,465
0c982600,8,465
0c983080,8,465
0ca46400,8,465
0d421048,8,465
0f2d0000,8,465
1005700c,8,465
10e05240,8,465
11123801,8,465
1118d100,8,465
11293001,8,465
11301502,8,465
1150c00c,8,465
12168088,8,465
1300148c,8,465
13403801,8,465
14007640,8,465
14285300,8,465
14291300,8,465
14458210,8,465
14c50808,8,465
16016401,8,465
16189080,8,465
1650040c,8,465
1684a020,8,465
16991000,8,465
16c41100,8,465
1b488400,8,465
1c00f004,8,465
2050b600,8,465
20587800,8,465
205c3800,8,465
20903482,8,465
2111d400,8,465
2120b180,8,465
221d2002,8,465
2308020b,8,465
23082049,8,465
23248600,8,465
23584010,8,465
240d0602,8,465
24181441,8,465
24855100,8,465
24944022,8,465
24d04024,8,465
25225010,8,465
260c2090,8,465
270a0081,8,465
288a4600,8,465
288c4480,8,465
29281500,8,465
2c3a0200,8,465
2d005028,8,465
2e00e002,8,465
2f804200,8,465
3008408b,8,465
300c20a4,8,465
30183500,8,465
302c0083,8,465
302c0281,8,465
34032088,8,465
34086220,8,465
35044104,8,465
36250800,8,465
002872c0,8,466
00987204,8,466
00c26288,8,466
00d14209,8,466
01107301,8,466
01285181,8,466
012c3a00,8,466
01416282,8,466
0148b005,8,466
014cb002,8,466
0158a404,8,466
01592208,8,466
01945804,8,466
01d41011,8,466
021096c0,8,466
021a0c88,8,466
02317001,8,466
023ca080,8,466
03013209,8,466
03061488,8,466
0309a201,8,466
030a9404,8,466
03101889,8,466
03211c01,8,466
03257000,8,466
032c8009,8,466
03342005,8,466
03526800,8,466
03885410,8,466
03984808,8,466
0410c80b,8,466
04219680,8,466
043a9080,8,466
043c0109,8,466
04980e08,8,466
04c09409,8,466
04c4c480,8,466
05086205,8,466
050c0a09,8,466
05100e88,8,466
05186012,8,466
05186101,8,466
05188205,8,466
051c4021,8,466
0520101d,8,466
05244049,8,466
05262082,8,466
052d0401,8,466
05350880,8,466
05434220,8,466
0544208a,8,466
05501812,8,466
05520821,8,466
05601c20,8,466
05805029,8,466
0580a448,8,466
0581020b,8,466
05844109,8,466
0584c00c,8,466
058a0209,8,466
058c2204,8,466
05974000,8,466
05984201,8,466
0608dc00,8,466
06414604,8,466
06454401,8,466
06511210,8,466
06a0440c,8,466
06a23200,8,466
07308840,8,466
07432040,8,466
08127280,8,466
09686004,8,466
09989008,8,466
0a623040,8,466
0b265000,8,466
0b48c400,8,466
0c10d048,8,466
0c406089,8,466
0c50c408,8,466
0c514808,8,466
0c805640,8,466
0cc46008,8,466
0d034401,8,466
0d081888,8,466
0d144480,8,466
0d191004,8,466
0d220428,8,466
0d242088,8,466
0d454400,8,466
0d700840,8,466
0d804c08,8,466
0e211300,8,466
0e494400,8,466
0f120280,8,466
0f2c0800,8,466
10487600,8,466
1084e204,8,466
1084e300,8,466
10a55002,8,466
110ce800,8,466
111420a8,8,466
1136000a,8,466
1150c041,8,466
11968004,8,466
11a0e400,8,466
1200f280,8,466
13301014,8,466
134024a0,8,466
14514802,8,466
14521081,8,466
1490b002,8,466
149e0800,8,466
1510a804,8,466
15124028,8,466
15600c80,8,466
15848041,8,466
1610020b,8,466
16152010,8,466
16504820,8,466
17310080,8,466
18149208,8,466
192a0480,8,466
1b031400,8,466
1b066000,8,466
1c041c08,8,466
1c0a3080,8,466
1c440209,8,466
1c803009,8,466
1c8440c0,8,466
1d284080,8,466
200e0289,8,466
2032300c,8,466
20323410,8,466
20884486,8,466
208cf000,8,466
209c4201,8,466
20ac6002,8,466
210a6804,8,466
212b2400,8,466
21511081,8,466
21f08001,8,466
224ae000,8,466
22806c40,8,466
23300442,8,466
23804501,8,466
2400360c,8,466
2408a418,8,466
2418e100,8,466
241c1108,8,466
24225420,8,466
24245402,8,466
24290c08,8,466
24341280,8,466
24380680,8,466
24541018,8,466
245c0410,8,466
2488a402,8,466
24c06410,8,466
25106014,8,466
25282012,8,466
25384010,8,466
25680081,8,466
26024428,8,466
26108501,8,466
261c0048,8,466
2922d000,8,466
29446080,8,466
29503008,8,466
2a203480,8,466
2b090c00,8,466
2c005049,8,466
2c283001,8,466
2c906040,8,466
2d006090,8,466
2d328000,8,466
31084083,8,466
310c4012,8,466
31240608,8,466
31ac0040,8,466
320c3800,8,466
32180e00,8,466
34908402,8,466
36086010,8,466
36920008,8,466
36a50000,8,466
002a300d,8,467
00357008,8,467
00787020,8,467
0094f080,8,467
00966480,8,467
00d05083,8,467
00d4e001,8,467
00f06280,8,467
0112b440,8,467
01162209,8,467
011a7002,8,467
011c3081,8,467
011c5088,8,467
0120720a,8,467
01207409,8,467
01243209,8,467
01283504,8,467
012c3009,8,467
01301445,8,467
01303015,8,467
0130b041,8,467
01311409,8,467
0138a480,8,467
013c2408,8,467
01486881,8,467
014a3088,8,467
01502491,8,467
01517001,8,467
0151c801,8,467
01546480,8,467
01548281,8,467
01549041,8,467
0154a280,8,467
0154d008,8,467
01584601,8,467
015c0409,8,467
01647008,8,467
01649600,8,467
016e2080,8,467
017050c0,8,467
0170a480,8,467
01725200,8,467
01906188,8,467
01961009,8,467
01a83404,8,467
01c82284,8,467
01c8b400,8,467
01d02482,8,467
01d08481,8,467
01e03201,8,467
0200b4c1,8,467
0200e6c0,8,467
0216a009,8,467
0218a488,8,467
021a2481,8,467
02303610,8,467
0238c009,8,467
02548809,8,467
02582481,8,467
02987200,8,467
02a45402,8,467
02b05014,8,467
02d05480,8,467
02f06400,8,467
0301ac40,8,467
03043209,8,467
03083610,8,467
03088445,8,467
030a2580,8,467
0310f010,8,467
03113401,8,467
03122580,8,467
03126c00,8,467
03280429,8,467
03300588,8,467
03328009,8,467
033c1002,8,467
033cc000,8,467
03408cc0,8,467
0340a484,8,467
03423082,8,467
03530408,8,467
03548480,8,467
03583040,8,467
03682088,8,467
03701210,8,467
03845410,8,467
03907040,8,467
03980640,8,467
03a80601,8,467
03ca0480,8,467
03e82002,8,467
03e82080,8,467
04097280,8,467
040a8449,8,467
0414d003,8,467
0416f000,8,467
0418d808,8,467
041a5c00,8,467
041c8409,8,467
042ab080,8,467
04305844,8,467
04307104,8,467
04323048,8,467
0434400d,8,467
04382e00,8,467
04385500,8,467
043a5008,8,467
04518608,8,467
0454600c,8,467
04586808,8,467
04592801,8,467
04599001,8,467
045b1001,8,467
04623408,8,467
04663020,8,467
04681809,8,467
04709021,8,467
048c4484,8,467
049070a0,8,467
04964009,8,467
04985120,8,467
0498c401,8,467
0498e100,8,467
04a070a0,8,467
04a0d003,8,467
04a8c440,8,467
04b05011,8,467
04b10608,8,467
04f02480,8,467
0500a4c8,8,467
0500b680,8,467
05031089,8,467
05037200,8,467
05045089,8,467
05045601,8,467
05047401,8,467
0504b090,8,467
05087090,8,467
05104449,8,467
05114281,8,467
05121481,8,467
05145018,8,467
05147002,8,467
05156400,8,467
051a6200,8,467
0520b009,8,467
05211444,8,467
05215808,8,467
05216208,8,467
0524a401,8,467
05288409,8,467
052a6200,8,467
052c6002,8,467
0530a880,8,467
05319800,8,467
0532a080,8,467
05340c04,8,467
05381084,8,467
05385100,8,467
0538a004,8,467
05391800,8,467
0540b208,8,467
05413082,8,467
05442680,8,467
05443084,8,467
05443180,8,467
05446009,8,467
05492012,8,467
054a2210,8,467
054d2010,8,467
055020c1,8,467
05510610,8,467
05514210,8,467
05541220,8,467
05542820,8,467
05544600,8,467
0558c200,8,467
055c2002,8,467
055c2400,8,467
0578a000,8,467
05811604,8,467
05842409,8,467
05904842,8,467
059c1800,8,467
05a01520,8,467
05a07004,8,467
05a13008,8,467
05c01484,8,467
05c11202,8,467
05c52200,8,467
05d05020,8,467
05d80440,8,467
05e03010,8,467
05f01400,8,467
06007083,8,467
0601a281,8,467
06043409,8,467
0604e480,8,467
060684c0,8,467
06083405,8,467
0608e408,8,467
060c5402,8,467
0610ba00,8,467
06119201,8,467
06203488,8,467
06281109,8,467
06282409,8,467
06283401,8,467
06287080,8,467
06303042,8,467
06405608,8,467
0644b400,8,467
064ca008,8,467
0658c800,8,467
067a0400,8,467
068c6400,8,467
06905808,8,467
06907004,8,467
06981402,8,467
069cc000,8,467
06a06102,8,467
06a0c440,8,467
06b01005,8,467
07025402,8,467
07031440,8,467
0705a080,8,467
0709a001,8,467
07105401,8,467
07110209,8,467
07118440,8,467
07120640,8,467
07140411,8,467
07142500,8,467
07211202,8,467
0721c400,8,467
0741200a,8,467
07414220,8,467
07420089,8,467
07442202,8,467
07610240,8,467
07625000,8,467
07888420,8,467
07898400,8,467
07904024,8,467
07925000,8,467
0822160c,8,467
08261c08,8,467
08d22480,8,467
08e27000,8,467
09186600,8,467
09209c40,8,467
09343400,8,467
095a5000,8,467
09a0f000,8,467
09c07080,8,467
0a303c00,8,467
0a30500c,8,467
0a381401,8,467
0a505c00,8,467
0a528440,8,467
0a621408,8,467
0a98c400,8,467
0ab04404,8,467
0b081c01,8,467
0b083c00,8,467
0b122401,8,467
0b16a000,8,467
0b408c08,8,467
0bc04480,8,467
0be80400,8,467
0c03400b,8,467
0c305108,8,467
0c309801,8,467
0c3a4008,8,467
0c50b800,8,467
0cc26008,8,467
0cd04009,8,467
0d046088,8,467
0d101d00,8,467
0d224009,8,467
0d289004,8,467
0d522001,8,467
0d550001,8,467
0d609080,8,467
0d630400,8,467
0d700480,8,467
0d901402,8,467
0d903080,8,467
0dd04004,8,467
0e243200,8,467
0e301c00,8,467
0e405009,8,467
0e40e400,8,467
0e704400,8,467
0e834400,8,467
0e942400,8,467
0f030208,8,467
0f111004,8,467
0f20040c,8,467
0f800c01,8,467
101c9201,8,467
102c1049,8,467
1054c081,8,467
10705021,8,467
10847009,8,467
109c8009,8,467
10b25010,8,467
11022489,8,467
11045481,8,467
11045809,8,467
1110e401,8,467
11125005,8,467
11141a80,8,467
11143180,8,467
11144049,8,467
11150109,8,467
111d4004,8,467
11243210,8,467
11247040,8,467
11282409,8,467
112a1401,8,467
11300c09,8,467
1134040a,8,467
11346020,8,467
113c0220,8,467
113c4400,8,467
1150a201,8,467
11705020,8,467
11906c00,8,467
11923008,8,467
11948084,8,467
11c66000,8,467
11d05010,8,467
12047204,8,467
1204a481,8,467
12149401,8,467
12203604,8,467
12227400,8,467
122c9001,8,467
12746000,8,467
13101604,8,467
13107020,8,467
13107400,8,467
13121c00,8,467
13140c10,8,467
13188009,8,467
13285100,8,467
13302880,8,467
13320401,8,467
13407001,8,467
13484600,8,467
13511400,8,467
13700500,8,467
13804482,8,467
138c0600,8,467
138c0c00,8,467
1401f200,8,467
1404140d,8,467
14066408,8,467
1408a089,8,467
1408e009,8,467
14105043,8,467
14105844,8,467
1410600b,8,467
14107108,8,467
14127080,8,467
14151108,8,467
14182c08,8,467
141c1801,8,467
141d1008,8,467
141d2001,8,467
14205441,8,467
14207208,8,467
14243120,8,467
14246208,8,467
142cc001,8,467
14303082,8,467
14404609,8,467
14446208,8,467
144d1008,8,467
14503201,8,467
14518201,8,467
14536000,8,467
145d4000,8,467
14701030,8,467
14724008,8,467
14807410,8,467
14844488,8,467
14887100,8,467
14908409,8,467
14b81002,8,467
14c06088,8,467
1500540a,8,467
15007081,8,467
1500f100,8,467
15016300,8,467
15022089,8,467
1503d000,8,467
15048a01,8,467
15051208,8,467
15082809,8,467
15083028,8,467
15180c40,8,467
151c2008,8,467
15211480,8,467
1521e000,8,467
15244048,8,467
15285010,8,467
15300209,8,467
15320201,8,467
15328400,8,467
15340048,8,467
15406204,8,467
15428408,8,467
15640600,8,467
15809402,8,467
1580c101,8,467
15813080,8,467
15844a00,8,467
15881408,8,467
15887000,8,467
15940140,8,467
15cc0040,8,467
15cc0100,8,467
15e80008,8,467
16052808,8,467
16068408,8,467
160ca004,8,467
1620b004,8,467
1624000d,8,467
16380408,8,467
16842009,8,467
16884009,8,467
16902c00,8,467
16a25000,8,467
17002610,8,467
1700c208,8,467
1702000d,8,467
17051008,8,467
17140204,8,467
17164000,8,467
17300005,8,467
17304001,8,467
17481008,8,467
174c2000,8,467
17c24000,8,467
18309408,8,467
1890c009,8,467
19245800,8,467
19941080,8,467
1a281404,8,467
1b015400,8,467
1b105004,8,467
1c125002,8,467
1c311400,8,467
1c381200,8,467
1c401209,8,467
1c80d200,8,467
1c84e000,8,467
1d070200,8,467
1d0e0008,8,467
1d100209,8,467
1d2c0040,8,467
1d444004,8,467
1e051008,8,467
1e20b000,8,467
1e301002,8,467
1f009200,8,467
1f500800,8,467
201e200a,8,467
20866480,8,467
20906602,8,467
20b84500,8,467
20ba4400,8,467
21186180,8,467
21207201,8,467
21282288,8,467
212830a0,8,467
2134a008,8,467
21382808,8,467
21389400,8,467
214230c0,8,467
21443090,8,467
21486088,8,467
21509401,8,467
21541401,8,467
21548005,8,467
2154a400,8,467
21554001,8,467
21887004,8,467
21b8c000,8,467
22089c40,8,467
2212140c,8,467
223c0500,8,467
22846401,8,467
2288c600,8,467
22942408,8,467
22a01409,8,467
22c06c00,8,467
22c81408,8,467
23080648,8,467
23122410,8,467
23140481,8,467
23351000,8,467
23401488,8,467
23403202,8,467
23416200,8,467
235a0008,8,467
23806003,8,467
23a81004,8,467
24032209,8,467
24059009,8,467
240c5480,8,467
2410e201,8,467
2411500c,8,467
2412b008,8,467
2418f000,8,467
24193001,8,467
241a2c00,8,467
241c000d,8,467
241d2200,8,467
24221209,8,467
24283500,8,467
24301608,8,467
24315002,8,467
24519800,8,467
24695000,8,467
24780808,8,467
248044c8,8,467
24806484,8,467
2484c500,8,467
24894404,8,467
2490e100,8,467
2491c001,8,467
24920209,8,467
249a2080,8,467
24a15100,8,467
24c66000,8,467
25003406,8,467
2501040d,8,467
25026081,8,467
2504100d,8,467
2504b004,8,467
25089480,8,467
25093400,8,467
250c0508,8,467
25100688,8,467
25111003,8,467
25162800,8,467
25180a80,8,467
25194400,8,467
2520b010,8,467
25291002,8,467
25309200,8,467
25403088,8,467
25404089,8,467
25441801,8,467
25482220,8,467
25602404,8,467
25802c08,8,467
25841009,8,467
25880448,8,467
2590040c,8,467
25d81000,8,467
26016600,8,467
2608a00c,8,467
26103410,8,467
26108442,8,467
26112408,8,467
26113080,8,467
26114420,8,467
26142808,8,467
26147000,8,467
26310808,8,467
26380108,8,467
26810488,8,467
26994000,8,467
27002602,8,467
2700300a,8,467
27100806,8,467
27104808,8,467
2720200c,8,467
27500009,8,467
27520008,8,467
27710000,8,467
27883000,8,467
28905404,8,467
29303004,8,467
29501801,8,467
2a386000,8,467
2b005c00,8,467
2b008442,8,467
2b088c00,8,467
2c100889,8,467
2c131008,8,467
2c160808,8,467
2c4e2000,8,467
2c514008,8,467
2c590008,8,467
2d008409,8,467
2d410480,8,467
2e40d000,8,467
2f508000,8,467
300c008d,8,467
3010500d,8,467
3010e208,8,467
301ca040,8,467
30284488,8,467
303c1002,8,467
303e0001,8,467
30e45000,8,467
3110140a,8,467
31126200,8,467
31140481,8,467
3118a200,8,467
3124100a,8,467
31249400,8,467
31482180,8,467
31504009,8,467
31958000,8,467
321c0088,8,467
32201418,8,467
32301480,8,467
32806440,8,467
32815400,8,467
328d2000,8,467
32c06002,8,467
33046080,8,467
3304a004,8,467
33151000,8,467
33281004,8,467
34007028,8,467
34040229,8,467
34044029,8,467
34050488,8,467
3408200d,8,467
34087020,8,467
3408a440,8,467
34101409,8,467
34109108,8,467
34142084,8,467
34180019,8,467
341820c0,8,467
34191001,8,467
341a1004,8,467
341a3000,8,467
341c2020,8,467
34505040,8,467
34844220,8,467
34925000,8,467
34940208,8,467
34b01400,8,467
35002c08,8,467
35007008,8,467
3500c440,8,467
35049010,8,467
35053000,8,467
35054004,8,467
350d0080,8,467
35121400,8,467
35201005,8,467
35280c00,8,467
35304001,8,467
35500410,8,467
35540100,8,467
35600480,8,467
35601001,8,467
35806010,8,467
35848080,8,467
35880401,8,467
36007040,8,467
3600a480,8,467
36026080,8,467
36042808,8,467
36108408,8,467
36310002,8,467
36801009,8,467
36840c00,8,467
37044002,8,467
37280001,8,467
37402004,8,467
38140089,8,467
3c086002,8,467
3c101108,8,467
3d003400,8,467
3d013000,8,467
3d0c0004,8,467
3e020408,8,467
3e409000,8,467
