341,031a8088,00022a9a,1,1b9c809284bab13f,2,bbfbe0f5b256a7a0,43758,9b055cdb357cbd79,7357,55,438,26636257/1513187087958,8f86dbb7511a05fa,debe792eeaae4987,405169528,10c4c3ed46d44bf1
342,04289085,00a89083,1,ce9b00ee24ae573c,2,c8305d81ad4f32d3,12870,dcae99fa01d061d7,263,220,302,18719294567/81012207996720,94a792a002736a,75cd1ac113a8e3ec,405169685,10c4c3ed46d44bf1
350,004e240c,000e201e,1,32567a507f14fb97,2,86b72c88623bb179,12870,51323b3012f6abab,723,198,244,126174787913/556355362202640,e509641cf1471fcd,f9cfc3b5b8a0bbb4,405170061,10c4c3ed46d44bf1
351,0070ac01,0010a649,37,d1c12233b52bafee,1,6eb53bb0901c9a64,203490,a093f38c5b07af81,5469,130,230,45793193/428108843448,dab94068436f15e5,766b80b0e904fb58,405169666,10c4c3ed46d44bf1
353,037400c0,00342096,1,2ff7be33bc8b8a79,8,40ffc956f748b6bf,3003,1bb5bbdcf7098e1d,577,206,405,1016967395243/8454777389538480,68f61b8fe6ef9385,cb04597922335fe9,405170627,10c4c3ed46d44bf1
354,10c1a280,00a2a282,18,7d53bbe0430e748f,2,719f931afdc7ade0,43758,67c0ed2f08491881,1037,313,485,6161845350767/276909920521874640,3bf55995d30defb4,c1a54e9ed34af267,405169606,10c4c3ed46d44bf1
355,12002287,20202683,58,275e13ebe9a4b228,7,45a2aa4e74bae208,6435,3bf90dc8d728ad95,16,75,471,58904579389/298318961290350,116e66c3b30ee6db,5f42b2a691617424,405170300,10c4c3ed46d44bf1
357,18740480,0004a48d,1,2a1e68abb4b1deef,1,a13c51a020fde630,203490,34b62b284b515f1d,126113,347,540,8761966281287/9494523476277840,ccbe66cbfdbc14b5,37b7594364e3f03b,405169759,10c4c3ed46d44bf1
360,2812180c,0802109e,2,162246119208631d,2,1e47ed27829f95c6,24310,ac8f6600d1474409,359,203,232,129520343/912057970824,38140b5b8f957a6e,50df8036e26bbd80,405169886,10c4c3ed46d44bf1
361,2902c440,000032b5,1,9820a1d1ac9d2053,1,18796ced50460a14,203490,7f234fc65088faa1,108003,2,383,535933344707/194065668236440,c9f752f223bbdf0,6a6f7c9ac945ee50,405169880,10c4c3ed46d44bf1
364,0092a109,0002209f,29,d3f1810021b0cef6,1,e0f736557bc01151,203490,f6f0fa23a6549c79,27149,320,443,26800690577/414401724179520,578eb025407c77ca,5d362c88927ab093,405169789,10c4c3ed46d44bf1
365,00a0268a,00017688,3,950161c50b57ad20,1,bce189549fc059d4,203490,e9ec118baa4aac59,47220,256,326,1396419417989/23786471879089920,c7699a22ae95e4aa,d29dcb8a0ae35fd9,405169982,10c4c3ed46d44bf1
372,14250203,00262213,3,50e8c93ff26a6022,2,5bb1afc7aabf4047,24310,d5370d280d4bec15,6321,108,204,31064435033/27361739124720,b2fd258c1f6f5a03,36cea66785e9e785,405169891,10c4c3ed46d44bf1
375,03580811,03580805,2,3e0f1689f5422b75,14,bf0d678c9168fae1,165,87f7b7dd2e8091bd,1,74,270,3648764929/1748504918160,2e3799fef4e91773,d7566a16a89c8b62,405171364,10c4c3ed46d44bf1
376,008270c1,008270a1,1,ee16d5bbc8e011f0,11,6ee57606428e0b3e,9,ad5703a16cdeefe5,1,183,441,129923933641/204973028179920,981e4136ba0cf4b4,daf4da3d3c0a6352,405170769,10c4c3ed46d44bf1
386,27204804,07206014,3,bb7ea50e303673f5,8,45f60a96313cb403,45,5c7dc4de0f8b6f3d,13,83,254,15628260043/22642494278040,8f3208f589965c2d,9f9df04566ebcfd2,405170602,10c4c3ed46d44bf1
387,08423818,09023818,4,45721327cb80ea65,10,4c777fb7cf769e58,165,65477d3950ccc255,16,141,164,2195011963/2759515951920,c8e0ea4d03f3cdce,b25d7b60fdd60461,405170533,10c4c3ed46d44bf1
388,18246c00,18256400,4,de12e16cbc937f39,6,bb9f84c2caa53e68,495,e7de03dd1a6a11d9,1,25,551,156993497/167043584400,ac9b51b56581f814,94fa40d37bfa5527,405170491,10c4c3ed46d44bf1
400,0d600c40,2d600440,7,d1cad80b9601652c,8,42ab963c6e9e6be7,495,3f6ca2a7cf3f83d5,1,58,79,1005939631/1866647142360,7ddb527279ef0067,fa1b60a4f34fbbc6,405170460,10c4c3ed46d44bf1
401,118c0540,018c2450,19,270880298e7daa31,7,d57721017811ab36,495,4c11760945797ce5,33,186,297,2626913/11657535120,51096b9f0b0cfb23,3486727e5f227c31,405170463,10c4c3ed46d44bf1
