q,r,body_hex,hits,first_mask_hex,second_mask_hex
210,590,24139480,2,03e82002,1204003f
210,590,2413b400,1,1204003f,
210,590,24143608,2,0388c804,11e0c040
210,590,24145680,2,03c8a001,03e82002
210,590,24147408,1,03208321,
210,590,24147480,2,0228832c,03208321
210,590,24147600,1,0a2a8088,
210,590,24149680,2,03e82002,08834149
210,590,2414b408,2,11c24240,12c14242
210,590,2414b440,1,0a430a88,
210,590,2414b600,1,08834149,
210,590,2414f400,1,0a430a88,
210,590,24159480,2,03e82002,11c24240
210,590,2415b400,1,11c24240,
210,590,2416b400,1,12c14242,
210,590,241890c8,2,10452216,11c66000
210,590,24189281,2,11c66000,18672040
210,590,24189288,2,11c66000,18672040
210,590,2418b081,2,11c24240,12c14242
210,590,2418b088,2,11c24240,12c14242
210,590,2418b208,2,00c045d4,13804482
210,590,24199081,2,11c24240,11c66000
210,590,24199082,2,11c24240,11c66000
210,590,24199084,2,11c24240,11c66000
210,590,24199088,2,11c24240,11c66000
210,590,24199090,2,11c24240,11c66000
210,590,2419d080,2,1204003f,1806001f
210,590,241a9082,1,19052208,
210,590,241a9280,1,1204003f,
210,590,241a9600,2,11642081,1204003f
210,590,241ab080,2,1204003f,12c14242
210,590,241b9080,1,1204003f,
210,590,241b9400,2,11642081,1204003f
210,590,241c1601,1,11e0c040,
210,590,241c1602,2,08834149,11e0c040
210,590,241c1604,2,08834149,11e0c040
210,590,241c1608,1,11e0c040,
210,590,241c1610,2,08834149,11e0c040
210,590,241c1640,1,0802209f,
210,590,241c1680,2,08834149,11e0c040
210,590,241c1700,2,0802209f,11e0c040
210,590,241c3600,2,08834149,11e0c040
210,590,241c5480,1,03208321,
210,590,241c5600,1,0802209f,
210,590,241c90c0,1,02630409,
210,590,241c9208,2,00c045d4,13804482
210,590,241c9280,2,02630409,08834149
210,590,241c9600,2,0802209f,08834149
210,590,241cd080,2,00e12642,02630409
210,590,241d1600,2,0802209f,11e0c040
210,590,241d9080,1,11c24240,
210,590,241e1600,1,11e0c040,
210,590,241e9080,2,00e12642,12c14242
210,590,241e9400,2,08412a89,12c14242
210,590,241f1400,2,03208321,11e0c040
210,590,2420d601,1,111420a8,
210,590,2420d604,2,111420a8,11150109
210,590,2420d608,1,111c0025,
210,590,24245601,2,031a8088,0398a040
210,590,24249608,2,01486881,03904061
210,590,2424d480,2,01592208,18920209
210,590,2424d600,1,0802209f,
210,590,24301605,2,098cc040,11c66000
210,590,24305601,1,1284812c,
210,590,24305604,1,03c8a001,
210,590,24305608,2,03c8a001,19048125
210,590,24306409,2,11c89080,12cc9000
210,590,24306481,2,1284812c,12cc9000
210,590,24308681,2,1005700c,11c66000
210,590,24309601,1,11c66000,
210,590,24309608,2,01486881,11c66000
210,590,2430a601,1,03485084,
210,590,2430e401,1,0a430a88,
210,590,2430e408,2,09081a81,18450a81
210,590,24329600,2,01486881,1204003f
210,590,2432a401,2,03485084,12c14242
210,590,2432c600,2,110c3880,1204003f
210,590,24340681,2,0180d124,0388c804
210,590,24341601,1,0388c804,
210,590,24343600,2,0388c804,08834149
210,590,24344481,0,,
210,590,24345480,2,0309a201,03c8a001
210,590,24345600,2,03c8a001,0802209f
210,590,24346401,2,0a430a88,11c89080
210,590,24346600,2,11c89080,1b021009
210,590,24347400,2,00418a89,0a430a88
210,590,243490c0,0,,
210,590,24349280,2,01884c44,08834149
210,590,2434d080,1,088b0648,
210,590,24353400,2,0388c804,11c24240
210,590,24359080,2,01884c44,11c24240
210,590,24369080,2,01884c44,12c14242
210,590,24381601,2,11c66000,1284812c
210,590,2438c088,2,10452216,1b031400
210,590,243c1600,2,0802209f,08834149
210,590,24503409,2,0388c804,098cc040
210,590,24509488,2,03a92200,190d2200
210,590,24509601,1,1a262080,
210,590,24509608,2,02ac2081,1a262080
210,590,2450b401,0,,
210,590,2450b402,1,08834149,
210,590,2450b404,1,08834149,
210,590,2450b408,0,,
210,590,2450b410,1,08834149,
210,590,2450b420,2,08834149,1806001f
210,590,2450b440,2,1204003f,1806001f
210,590,2450b500,2,1204003f,1806001f
210,590,2450f400,2,1204003f,1806001f
210,590,24519480,2,1204003f,1806001f
210,590,2451b400,2,1204003f,1806001f
210,590,24529600,2,02ac2081,1204003f
210,590,2452b400,1,1204003f,
210,590,24541608,1,0388c804,
210,590,24541680,2,0388c804,08834149
210,590,24543408,2,03208321,0388c804
210,590,24545600,2,0802209f,0a2a8088
210,590,24549480,2,03a92200,08834149
210,590,24549600,2,0802209f,08834149
210,590,2454b400,1,08834149,
210,590,24561600,2,0328c088,0388c804
210,590,24569400,2,03a92200,11086a80
210,590,24589081,1,19052208,
210,590,24589082,2,08834149,19052208
210,590,24589084,2,08834149,19052208
210,590,24589088,0,,
210,590,24589090,2,08834149,19052208
210,590,24589208,2,13804482,1a262080
210,590,24589408,2,088262c4,1a262080
210,590,24599080,2,1204003f,1806001f
210,590,245a9080,2,1204003f,19052208
210,590,245a9400,2,1204003f,19052208
210,590,245c10c0,2,03208321,11a0e400
210,590,245c1401,2,08222a88,088262c4
210,590,245c1408,2,03208321,088262c4
210,590,245c1480,2,03208321,08834149
210,590,245c1600,2,0802209f,08834149
210,590,245c3400,2,03208321,08834149
210,590,245c9080,1,08834149,
210,590,245e1400,1,03208321,
210,590,24706401,2,1284812c,18068a88
210,590,24708601,2,1005700c,110c3880
210,590,24708608,2,110c3880,11885005
210,590,2470a401,0,,
210,590,24743400,2,0388c804,08834149
210,590,24784408,2,1004b282,19048125
210,590,24901289,2,0301ac40,18672040
210,590,249012c1,1,0b408c08,
210,590,249012c8,2,0b2c8001,19048125
210,590,24901681,1,18672040,
210,590,24903089,2,01690602,03048650
210,590,24903409,0,,
210,590,24903481,1,0228832c,
210,590,24903608,2,0b2c8001,19048125
210,590,24909281,1,18672040,
210,590,24909288,1,18672040,
210,590,2490b081,1,01690602,
210,590,2490b082,2,02630409,03280429
210,590,2490b088,1,01690602,
210,590,2490b208,1,192a0480,
210,590,2490b401,1,0a430a88,
210,590,2490b402,2,0a430a88,18450a81
210,590,2490b404,2,0a430a88,18450a81
210,590,2490b408,1,18450a81,
210,590,2490b410,2,0a430a88,18450a81
210,590,2490b480,2,1204003f,1806001f
210,590,2490b600,2,1204003f,1806001f
210,590,2490bc00,2,1204003f,1806001f
210,590,24911089,1,03048650,
210,590,24911281,2,03048548,0b408c08
210,590,24911481,2,0228832c,102ca208
210,590,24919081,0,,
210,590,24919082,2,03280429,11282409
210,590,24919084,2,03280429,11282409
210,590,24919088,0,,
210,590,24919090,2,03280429,11282409
210,590,249190a0,2,11282409,1806001f
210,590,24919480,2,1204003f,1806001f
210,590,2491b008,2,03044681,192a0480
210,590,2491b400,2,1204003f,1806001f
210,590,24929208,2,01486881,11642081
210,590,2492b400,2,1204003f,18450a81
210,590,24941288,2,0301ac40,03088445
210,590,24941481,2,01692210,0228832c
210,590,249414a0,2,01692210,0309a201
210,590,24941580,2,01692210,0309a201
210,590,24941608,1,01486881,
210,590,24941680,0,,
210,590,24943408,1,03208321,
210,590,24943480,2,0228832c,03208321
210,590,24943600,2,0328c088,0a2a8088
210,590,24949081,2,01690602,01692210
210,590,24949088,2,01690602,01692210
210,590,24949480,1,01692210,
210,590,2494b400,1,0a430a88,
210,590,24951081,2,0228832c,0b408c08
210,590,24951480,2,0228832c,03208321
210,590,24959080,2,03280429,11282409
210,590,24989088,2,10452216,18672040
210,590,24999080,2,1204003f,1806001f
210,590,249c1081,2,0301ac40,0b408c08
210,590,249c1480,1,03208321,
210,590,249c1600,1,0802209f,
210,590,249c1c00,2,03208321,0802209f
210,590,249c9080,1,02630409,
210,590,24a49480,1,01592208,
210,590,24b00681,2,014cb002,1005700c
210,590,24b01601,0,,
210,590,24b01602,2,01486881,19048125
210,590,24b01604,1,01486881,
210,590,24b01608,2,01486881,19048125
210,590,24b01610,2,01486881,19048125
210,590,24b02409,2,03485084,1044d084
210,590,24b02481,1,09425208,
210,590,24b02601,2,03485084,1044d084
210,590,24b02604,2,11045809,1b021009
210,590,24b03401,2,0a430a88,18068a88
210,590,24b06401,2,0a430a88,18068a88
210,590,24b09082,2,19052208,190d2200
210,590,24b09084,2,19052208,190d2200
210,590,24b09088,2,10452216,190d2200
210,590,24b09090,2,19052208,190d2200
210,590,24b09208,2,01486881,030a2580
210,590,24b09280,2,1204003f,1806001f
210,590,24b0b080,2,1204003f,1806001f
210,590,24b19080,2,1204003f,1806001f
210,590,24b22401,2,03485084,1044d084
210,590,24b41081,2,0301ac40,0b408c08
210,590,24b410c0,2,0309a201,0b408c08
210,590,24b41480,1,0309a201,
210,590,24b41600,2,01486881,0802209f
210,590,24b42600,2,03485084,1b021009
210,590,24b43400,2,00418a89,0a430a88
210,590,24b49080,0,,
210,590,24c49480,2,093a0108,0a320809
210,590,24d09081,2,19052208,190d2200
210,590,24d09088,1,190d2200,
210,590,24d0b400,2,1204003f,1806001f
210,590,24d49080,2,03280429,11282409
210,590,24f02401,1,18068a88,
210,590,25007409,2,0a388840,185f0200
210,590,25007c08,2,02b88101,185f0200
210,590,2500b409,2,12c14242,185f0200
210,590,2500b488,2,12c14242,185f0200
210,590,2500b608,0,,
210,590,2500bc08,2,12c14242,185f0200
210,590,2500f208,2,02b20481,123c0440
210,590,25019488,2,12342102,12746000
210,590,2501b408,1,02380a81,
210,590,2501d081,2,12342102,123c0440
210,590,2502d201,2,12342102,123c0440
210,590,2502f001,2,02710e02,123c0440
210,590,25049488,2,087b2000,12c14242
210,590,25049608,2,02722180,087b2000
210,590,2504b408,2,02380a81,12c14242
210,590,2505d080,2,0a320809,18920209
210,590,2506d200,2,02582481,12710009
210,590,25087408,2,10550a81,18450a81
210,590,25101249,1,1a262080,
210,590,2510128c,2,10c8c440,18672040
210,590,251012c1,2,02c18c08,1284812c
210,590,251012c8,0,,
210,590,25101609,2,18672040,1a262080
210,590,25101681,2,1284812c,18672040
210,590,25101684,2,08834149,18672040
210,590,25101688,1,18672040,
210,590,25103248,0,,
210,590,25103288,2,00c4c444,10c8c440
210,590,25103608,0,,
210,590,2510508a,2,02008751,18672040
210,590,25105098,2,00e12642,18672040
210,590,251050c8,1,10452216,
210,590,25105288,1,18672040,
210,590,25105488,2,10452216,18672040
210,590,25107048,2,18070e80,18450a81
210,590,25107088,1,02008751,
210,590,25107408,1,18450a81,
210,590,25109083,2,088b0648,18672040
210,590,2510908a,1,18672040,
210,590,251090c1,1,10452216,
210,590,251090c2,2,02630409,02ac0409
210,590,251090c4,2,02630409,02ac0409
210,590,251090c8,1,10452216,
210,590,251090d0,2,02630409,02ac0409
210,590,25109205,2,18672040,1a262080
210,590,25109211,2,18672040,1a262080
210,590,25109241,1,1a262080,
210,590,25109248,2,02ac2081,1a262080
210,590,25109281,1,18672040,
210,590,25109288,1,18672040,
210,590,25109301,2,18672040,1a262080
210,590,25109482,2,08834149,18672040
210,590,25109601,2,18672040,1a262080
210,590,2510b041,2,0a430a88,18070e80
210,590,2510b048,2,18070e80,18450a81
210,590,2510b081,2,088b0648,12c14242
210,590,2510b088,1,12c14242,
210,590,2510b201,1,00c045d4,
210,590,2510b208,1,00c045d4,
210,590,2510b401,2,0a430a88,12c14242
210,590,2510b408,2,12c14242,18450a81
210,590,2510d201,2,18672040,1a262080
210,590,25111288,2,00c4c444,10c8c440
210,590,25111484,2,102ca208,1084e300
210,590,25111488,2,1084e204,1084e300
210,590,25113048,1,0088c724,
210,590,25113408,0,,
210,590,25115088,1,02008751,
210,590,25119081,0,,
210,590,25119082,1,02ac0409,
210,590,25119084,1,02ac0409,
210,590,25119088,0,,
210,590,25119090,1,02ac0409,
210,590,251190a0,2,02ac0409,1806001f
210,590,25119201,2,00c045d4,1a262080
210,590,25119480,2,1204003f,1806001f
210,590,2511b001,1,00c045d4,
210,590,2511b008,2,00c045d4,08a206c1
210,590,2511b400,2,1204003f,1806001f
210,590,25121288,2,00c4c444,10c8c440
210,590,25121601,2,1224808a,1284812c
210,590,25121608,2,0264a081,02ac2081
210,590,25121680,2,1204003f,1284812c
210,590,25129082,1,02ac0409,
210,590,25129201,1,00c045d4,
210,590,25129208,2,00c045d4,02ac2081
210,590,25129280,2,02ac0409,1204003f
210,590,25129401,2,10452216,12c14242
210,590,25129600,2,02ac2081,1204003f
210,590,2512b001,2,00c045d4,12c14242
210,590,25139080,2,02ac0409,1204003f
210,590,25139400,2,02ac2081,1204003f
210,590,25141218,1,10c8c440,
210,590,25141248,0,,
210,590,25141288,1,10c8c440,
210,590,251412c0,2,02630409,02c18c08
210,590,25141308,1,10c8c440,
210,590,25141580,2,10c9c200,12c14242
210,590,25141601,1,0a2a8088,
210,590,25141602,2,08834149,0a2a8088
210,590,25141604,2,08834149,0a2a8088
210,590,25141608,0,,
210,590,25141610,2,08834149,0a2a8088
210,590,25141640,2,0802209f,0a2a8088
210,590,25141680,1,08834149,
210,590,25141700,2,0802209f,0a2a8088
210,590,25143600,2,08834149,0a2a8088
210,590,25145088,2,00e12642,02008751
210,590,25145208,2,020885d0,024085d0
210,590,25145480,1,0228832c,
210,590,25145600,2,0802209f,0a2a8088
210,590,25149088,2,00e12642,12c14242
210,590,251490c0,1,02630409,
210,590,25149201,1,00c045d4,
210,590,25149208,1,00c045d4,
210,590,25149280,2,02630409,08834149
210,590,25149480,2,08834149,12c14242
210,590,25149600,2,0802209f,08834149
210,590,2514d200,2,02630409,0802209f
210,590,251510c0,2,0088c724,0228832c
210,590,25151180,1,10c8c440,
210,590,25151280,2,10808559,10c8c440
210,590,25151480,1,0228832c,
210,590,25151600,2,0802209f,0a2a8088
210,590,25153400,2,0228832c,0a2a8088
210,590,25159080,0,,
210,590,25161600,0,,
210,590,25169080,2,00e12642,12c14242
210,590,25169200,2,00c045d4,00c84489
210,590,25169400,2,08412a89,12c14242
210,590,25171400,1,0228832c,
210,590,25181288,2,00c4c444,18672040
210,590,25199080,2,1204003f,1806001f
210,590,251a9200,2,00c045d4,1204003f
210,590,251c1600,2,0802209f,08834149
210,590,251d1080,2,02008751,10808559
210,590,25208688,2,10585003,12915040
210,590,25208a88,2,10585003,12915040
210,590,2520908a,1,185f0200,
210,590,2520908c,2,12c14242,185f0200
210,590,25209098,2,12c14242,185f0200
210,590,252090c8,2,10452216,185f0200
210,590,25209281,2,02924c08,10d04428
210,590,25209288,0,,
210,590,25209608,1,02566080,
210,590,2520b088,2,12c14242,185f0200
210,590,2520b208,1,00c045d4,
210,590,2520c288,2,02183c04,12111c01
210,590,2520d088,2,10452216,185f0200
210,590,2520d201,2,021a0c88,08d22480
210,590,2520e088,2,12111c01,185f0200
210,590,25219081,2,02924c08,10d04428
210,590,25219088,0,,
210,590,2521b008,1,00c045d4,
210,590,25229088,2,10452216,12c14242
210,590,25229208,2,00c045d4,02582481
210,590,25229600,2,009041ac,1204003f
210,590,2522c600,2,105c1084,1204003f
210,590,25244488,2,08523202,1098b004
210,590,25245480,1,18920209,
210,590,25245600,2,0212a881,0802209f
210,590,25249088,1,12c14242,
210,590,2524b008,2,00c045d4,12c14242
210,590,2524d080,2,088b0648,18920209
210,590,25264480,2,10413209,1098b004
210,590,25289088,2,10452216,12c14242
210,590,253002c8,1,12cc9000,
210,590,25300688,1,12cc9000,
210,590,25301248,1,1204a481,
210,590,25301288,2,00c4c444,10c8c440
210,590,25301601,1,1284812c,
210,590,25301602,2,08834149,1284812c
210,590,25301604,1,08834149,
210,590,25301608,0,,
210,590,25301610,2,08834149,1284812c
210,590,25302604,2,08834149,12cc9000
210,590,25302608,2,1044d084,12cc9000
210,590,25304098,2,100c3205,12cc9000
210,590,25304288,2,00c49550,12cc9000
210,590,25305088,2,02008751,10452216
210,590,2530808c,2,10487600,12c14242
210,590,25308281,2,08c31c08,1005700c
210,590,25308288,0,,
210,590,25308601,2,084a3880,1005700c
210,590,25308608,1,084a3880,
210,590,25309082,2,08834149,088b0648
210,590,25309088,2,10452216,12c14242
210,590,25309201,1,00c045d4,
210,590,25309204,2,00c84489,08834149
210,590,25309208,1,00c045d4,
210,590,25309210,2,00c84489,08834149
210,590,2530a088,1,12c14242,
210,590,2530a401,2,0a430a88,12c14242
210,590,2530a408,2,12c14242,18450a81
210,590,2530c208,2,084a3880,124c1480
210,590,25319080,2,1204003f,1806001f
210,590,25321600,2,1204003f,1284812c
210,590,2532c200,2,1204003f,124c1480
210,590,25340288,1,10c8c440,
210,590,253402c0,2,02c18c08,08c31c08
210,590,25340680,1,08834149,
210,590,25341600,2,0802209f,08834149
210,590,25342600,1,08834149,
210,590,25344088,1,02008751,
210,590,25344480,1,10413209,
210,590,25348088,2,10487600,12c14242
210,590,25348280,2,08834149,08c31c08
210,590,25350280,2,10808559,10c8c440
210,590,25350480,1,0008720d,
210,590,25352400,1,080a9a81,
210,590,25354080,2,02008751,10808559
210,590,25360600,2,0208f0c0,1241b080
210,590,25380288,2,00c49550,00c4c444
210,590,25380608,2,1044d084,1241b080
210,590,25388208,1,00c045d4,
210,590,25409481,2,02b56000,12342102
210,590,25409488,2,02b56000,12342102
210,590,2540b401,2,009041ac,083a008c
210,590,2540b408,1,02380a81,
210,590,25449408,2,02380a81,088262c4
210,590,25469400,2,009041ac,02380a81
210,590,2550108c,2,02008751,1084e300
210,590,25501188,1,1084e204,
210,590,25501281,2,082b8448,1284812c
210,590,25501288,0,,
210,590,25501488,2,1084e204,1084e300
210,590,25501608,2,02ac2081,1a262080
210,590,25503048,2,0088c724,18070e80
210,590,25503088,2,0088c724,02008751
210,590,25503408,0,,
210,590,25505088,1,02008751,
210,590,25509081,1,088b0648,
210,590,25509088,0,,
210,590,25509201,1,1a262080,
210,590,25509208,2,02ac2081,1a262080
210,590,2550b001,2,088b0648,18070e80
210,590,2550b008,2,08a206c1,18070e80
210,590,25529001,2,00a0268a,02882682
210,590,25529002,2,02ac0409,02ac2081
210,590,25529008,2,02882682,02ac2081
210,590,25529080,2,02ac0409,1204003f
210,590,25529400,2,02ac2081,1204003f
210,590,2552b000,2,02ac0409,1204003f
210,590,25541088,2,0088c724,02008751
210,590,255410c0,2,0088c724,0228832c
210,590,25541208,2,0200c5d0,020885d0
210,590,25541240,2,0802209f,0a2a8088
210,590,25541408,2,082aa280,088262c4
210,590,25541480,2,0228832c,08834149
210,590,25549080,2,08834149,088b0648
210,590,25549200,2,0802209f,08834149
210,590,25561400,1,0228832c,
210,590,25569000,2,00a0268a,02882682
210,590,255a9000,2,00a0268a,1204003f
210,590,25603408,2,0090c1a4,0a1ac004
210,590,25605408,2,0212a881,021ca880
210,590,25608608,2,101a3081,12915040
210,590,25609081,2,02924c08,088b0648
210,590,25609088,0,,
210,590,25609208,2,00966480,021a2481
210,590,25609408,1,088262c4,
210,590,2560b008,1,18070e80,
210,590,25629008,2,02882682,02902780
210,590,25700085,2,088b0648,1084e300
210,590,2570008c,2,02008751,1084e300
210,590,25700281,2,1005700c,1284812c
210,590,25700288,0,,
210,590,25700608,1,0208f0c0,
210,590,25702088,2,0088c724,02008751
210,590,25702401,2,1284812c,18068a88
210,590,25702408,1,080a9a81,
210,590,25704081,2,088b0648,1284812c
210,590,25704088,2,02008751,100c3205
210,590,25704201,2,020885d0,1284812c
210,590,25708201,2,1005700c,10885484
210,590,25708208,2,100c5481,10885484
210,590,25729000,2,02882682,1204003f
210,590,25740081,2,0088c724,088b0648
210,590,25740088,2,0088c724,02008751
210,590,257400c0,2,0008720d,0088c724
210,590,25740240,2,0802209f,10885484
210,590,25740480,2,0008720d,08834149
210,590,25742400,2,080a9a81,08834149
210,590,25744400,2,0802209f,080a9a81
210,590,2580b208,2,12324c00,123c0440
210,590,2580b808,2,123c0440,185f0200
210,590,2582b001,2,02710e02,123c0440
210,590,25859080,2,0a320809,12324c00
210,590,25869080,2,02710e02,12710009
210,590,25869200,2,02582481,12710009
210,590,25901089,2,10452216,18672040
210,590,2590108a,2,02008751,18672040
210,590,2590108c,2,02008751,18672040
210,590,25901098,1,18672040,
210,590,259010c8,1,10452216,
210,590,25901188,2,10452216,18672040
210,590,25901281,2,082b8448,18672040
210,590,25901288,1,18672040,
210,590,25901488,2,10452216,18672040
210,590,25903018,2,18070e80,18450a81
210,590,25903048,2,18070e80,18450a81
210,590,25903081,2,0228832c,082b8448
210,590,25903088,1,02008751,
210,590,25903108,2,18070e80,18450a81
210,590,25903408,1,18450a81,
210,590,25909081,2,10452216,18672040
210,590,25909082,2,02630409,18672040
210,590,25909084,2,02630409,18672040
210,590,25909088,2,10452216,18672040
210,590,25909090,2,02630409,18672040
210,590,25909201,2,18672040,1a262080
210,590,25909208,2,18672040,1a262080
210,590,2590b001,2,0a430a88,18070e80
210,590,2590b008,2,18070e80,18450a81
210,590,25911081,2,0228832c,102ca208
210,590,25911088,1,02008751,
210,590,25919008,2,08422a82,1a262080
210,590,25919080,2,1204003f,1806001f
210,590,2591b000,2,1204003f,1806001f
210,590,25921088,2,02008751,10452216
210,590,25929080,2,10452216,1204003f
210,590,25929200,1,1204003f,
210,590,2592b000,2,1204003f,18450a81
210,590,25939000,2,10482688,1204003f
210,590,25941081,2,0228832c,082b8448
210,590,25941088,1,02008751,
210,590,259410c0,2,0228832c,02630409
210,590,25941480,1,0228832c,
210,590,25941600,2,0802209f,0a2a8088
210,590,25949008,2,08422a82,08432a80
210,590,25949080,1,02630409,
210,590,25949200,2,02630409,0802209f
210,590,2594b000,2,02630409,0a430a88
210,590,25951080,2,02008751,0228832c
210,590,25969000,2,08412a89,10482688
210,590,259c1080,2,02008751,02630409
210,590,25a09081,2,10452216,185f0200
210,590,25a09082,2,1014240d,185f0200
210,590,25a09084,1,185f0200,
210,590,25a09088,2,10452216,185f0200
210,590,25a09090,2,1014240d,185f0200
210,590,25a41480,2,0a18e200,0a1ac004
210,590,25a49080,0,,
210,590,25b0008c,2,02008751,10487600
210,590,25b00281,1,1005700c,
210,590,25b00284,2,02098449,10448c49
210,590,25b00288,0,,
210,590,25b01081,2,10452216,1045a208
210,590,25b01088,2,02008751,10452216
210,590,25b02081,0,,
210,590,25b02088,1,02008751,
210,590,25b40081,2,00427608,10487600
210,590,25b40088,2,02008751,10487600
210,590,25b40280,1,02098449,
210,590,25b40480,2,0008720d,10413209
210,590,25b41080,2,02008751,02098449
210,590,25b42080,2,02008751,02098449
210,590,25b48200,2,0802209f,084a3880
210,590,25b4a000,1,0a430a88,
210,590,25c49080,2,0a320809,12324c00
210,590,25c69000,1,02380a81,
210,590,25d01088,1,02008751,
210,590,25d01408,2,082aa280,1a262080
210,590,25d09008,2,18070e80,1a262080
210,590,25d09080,2,1204003f,1806001f
210,590,25d29000,1,1204003f,
210,590,25d49000,2,0802209f,08222a88
210,590,25e09008,2,021a2481,18070e80
210,590,25f00081,2,1005700c,12047204
210,590,260c5600,2,01508125,0802209f
210,590,26101641,2,016e2080,11c66000
210,590,26103241,2,11480c88,192a0480
210,590,26103601,2,098cc040,11e0c040
210,590,26105601,2,016e2080,18672040
210,590,26107401,1,18068a88,
210,590,26107480,2,1806001f,19048125
210,590,26107600,2,1806001f,19048125
210,590,2610b401,1,11c24240,
210,590,2610b408,2,11c24240,18450a81
210,590,2610b440,2,1806001f,18450a81
210,590,2610b600,2,08834149,1806001f
210,590,2610f400,2,1806001f,18450a81
210,590,2611b400,2,11c24240,1806001f
210,590,26121601,2,098cc040,11e0c040
210,590,26125600,2,11642081,19048125
210,590,26129600,2,01486881,11642081
210,590,2612b400,1,18450a81,
210,590,26141601,1,11e0c040,
210,590,26141608,2,01486881,11e0c040
210,590,26141640,2,01486881,0802209f
210,590,26141680,2,08834149,11e0c040
210,590,26143600,2,08834149,11e0c040
210,590,26145208,2,01e08c40,192a0480
210,590,26145480,1,01692210,
210,590,26145600,1,0802209f,
210,590,26147400,1,00418a89,
210,590,2614b400,2,08834149,11c24240
210,590,26151480,2,11c24240,11e0c040
210,590,26153400,2,11c24240,11e0c040
210,590,26161600,2,01486881,11e0c040
210,590,26245600,2,01508125,0802209f
210,590,26301601,2,098cc040,11c66000
210,590,26305208,2,10c484c0,19048125
210,590,26306401,2,11c89080,18068a88
210,590,2630a401,2,09425208,11c24240
210,590,2630c280,2,08c31c08,1806001f
210,590,26501601,1,098cc040,
210,590,26503401,2,098cc040,18068a88
210,590,26505208,2,19048125,192a0480
210,590,26509088,2,01884c44,190d2200
210,590,26509208,2,01884c44,192a0480
210,590,2650b400,2,08834149,1806001f
210,590,26541480,1,08834149,
210,590,26541600,2,0802209f,08834149
210,590,26543400,1,08834149,
210,590,26561400,1,11086a80,
210,590,26700205,2,098cc040,110c3880
210,590,268c9080,2,01704803,11300c09
210,590,26901281,2,082b8448,18672040
210,590,26901288,2,18672040,19048125
210,590,26901601,2,016e2080,18672040
210,590,26903081,2,01690602,082b8448
210,590,26903088,2,01690602,19048125
210,590,26903208,2,19048125,192a0480
210,590,26903401,1,18068a88,
210,590,26903480,2,1806001f,19048125
210,590,26903600,2,1806001f,19048125
210,590,2690b080,2,01690602,1806001f
210,590,2690b400,2,1806001f,18450a81
210,590,26911081,1,102ca208,
210,590,26911088,1,19048125,
210,590,26913008,2,19048125,192a0480
210,590,26919080,2,11282409,1806001f
210,590,26921201,2,1104248c,11480c88
210,590,26941088,2,01690602,01692210
210,590,26941208,2,01486881,192a0480
210,590,26941280,2,082b8448,11282409
210,590,26941480,1,01692210,
210,590,26941600,2,01486881,0802209f
210,590,26943008,2,01690602,192a0480
210,590,26943080,2,01690602,082b8448
210,590,26943400,1,00418a89,
210,590,26951080,1,11282409,
210,590,26981201,2,1104248c,18672040
210,590,269c1008,2,08422a82,08432a80
210,590,269c1080,0,,
210,590,269c1800,2,0802209f,11022489
210,590,269c3000,2,00418a89,11200c89
210,590,26b01201,2,1104248c,11480c88
210,590,26b01208,2,01486881,19048125
210,590,26b40280,2,01415448,0148b005
210,590,26b41080,0,,
210,590,26b42200,2,01415448,11480c88
210,590,26b43000,2,00418a89,11480c88
210,590,26d01088,2,19048125,190d2200
210,590,26d01208,2,19048125,192a0480
210,590,26d41080,2,082b8448,11282409
210,590,26d81008,2,18070e80,19048125
210,590,26f02001,2,18068a88,18070e80
210,590,27003488,2,10c9c200,185f0200
210,590,27009608,2,087b2000,18672040
210,590,2700b088,2,00b94600,185f0200
210,590,2700b208,2,00c045d4,10b04481
210,590,2700f200,2,083a008c,1806001f
210,590,27019088,1,003c2403,
210,590,27029600,2,009041ac,00f84108
210,590,2702d200,2,003c2403,1014240d
210,590,2702f000,2,10550a81,18450a81
210,590,27041488,2,087b2000,10c9c200
210,590,27083088,2,00108576,00c4c444
210,590,27101241,0,,
210,590,27101242,1,00c84489,
210,590,27101244,1,00c84489,
210,590,27101248,0,,
210,590,27101250,1,00c84489,
210,590,271012c0,1,1806001f,
210,590,27101601,1,18672040,
210,590,27101602,2,08834149,18672040
210,590,27101604,2,08834149,18672040
210,590,27101608,1,18672040,
210,590,27101610,2,08834149,18672040
210,590,27101640,2,0802209f,1806001f
210,590,27103240,2,00c84489,1806001f
210,590,27103401,2,10c9c200,18068a88
210,590,27103408,2,10c9c200,18450a81
210,590,27103600,2,08834149,1806001f
210,590,27105208,2,10c484c0,18672040
210,590,27105240,2,0802209f,1806001f
210,590,271090c0,2,10452216,1806001f
210,590,27109201,2,00c045d4,18672040
210,590,27109208,2,00c045d4,18672040
210,590,27111600,2,0802209f,1806001f
210,590,27113400,2,1806001f,18068a88
210,590,27119080,1,1806001f,
210,590,27121240,1,00c84489,
210,590,27121600,0,,
210,590,27129080,2,00e12642,10452216
210,590,27129200,2,00c045d4,00c84489
210,590,271410c0,2,0088c724,10c9c200
210,590,27141208,2,00c045d4,10c8c440
210,590,27141240,2,00c84489,0802209f
210,590,27141480,2,08834149,10c9c200
210,590,27141600,2,0802209f,08834149
210,590,27181240,2,0802209f,1806001f
